Date,CCJ
2022-02-28,24.579999923706055
2022-03-01,24.450000762939453
2022-03-02,25.06999969482422
2022-03-03,24.549999237060547
2022-03-04,23.479999542236328
2022-03-07,23.989999771118164
2022-03-08,25.290000915527344
2022-03-09,27.049999237060547
2022-03-10,27.520000457763672
2022-03-11,27.110000610351562
2022-03-14,25.760000228881836
2022-03-15,25.0
2022-03-16,24.799999237060547
2022-03-17,27.1200008392334
2022-03-18,27.389999389648438
2022-03-21,29.270000457763672
2022-03-22,29.190000534057617
2022-03-23,29.040000915527344
2022-03-24,29.0
2022-03-25,28.760000228881836
2022-03-28,28.079999923706055
2022-03-29,27.510000228881836
2022-03-30,28.06999969482422
2022-03-31,29.100000381469727
2022-04-01,29.030000686645508
2022-04-04,28.43000030517578
2022-04-05,28.34000015258789
2022-04-06,28.239999771118164
2022-04-07,30.59000015258789
2022-04-08,30.309999465942383
2022-04-11,30.6299991607666
2022-04-12,30.950000762939453
2022-04-13,31.59000015258789
2022-04-14,31.399999618530273
2022-04-18,30.600000381469727
2022-04-19,30.219999313354492
2022-04-20,31.549999237060547
2022-04-21,28.290000915527344
2022-04-22,27.739999771118164
2022-04-25,26.989999771118164
2022-04-26,26.360000610351562
2022-04-27,26.229999542236328
2022-04-28,26.389999389648438
2022-04-29,25.809999465942383
2022-05-02,25.450000762939453
2022-05-03,25.75
2022-05-04,26.3799991607666
2022-05-05,24.479999542236328
2022-05-06,23.84000015258789
2022-05-09,21.020000457763672
2022-05-10,21.520000457763672
2022-05-11,20.780000686645508
2022-05-12,20.59000015258789
2022-05-13,22.010000228881836
2022-05-16,22.549999237060547
2022-05-17,23.56999969482422
2022-05-18,22.940000534057617
2022-05-19,23.110000610351562
2022-05-20,23.459999084472656
2022-05-23,24.1200008392334
2022-05-24,23.719999313354492
2022-05-25,24.079999923706055
2022-05-26,24.68000030517578
2022-05-27,25.239999771118164
2022-05-31,24.469999313354492
2022-06-01,24.280000686645508
2022-06-02,25.469999313354492
2022-06-03,25.0
2022-06-06,24.969999313354492
2022-06-07,27.0
2022-06-08,27.309999465942383
2022-06-09,26.149999618530273
2022-06-10,25.530000686645508
2022-06-13,23.190000534057617
2022-06-14,22.270000457763672
2022-06-15,22.510000228881836
2022-06-16,21.270000457763672
2022-06-17,20.670000076293945
2022-06-21,21.90999984741211
2022-06-22,21.18000030517578
2022-06-23,21.149999618530273
2022-06-24,22.5
2022-06-27,22.959999084472656
2022-06-28,22.59000015258789
2022-06-29,21.760000228881836
2022-06-30,21.020000457763672
2022-07-01,21.81999969482422
2022-07-05,21.020000457763672
2022-07-06,20.889999389648438
2022-07-07,22.270000457763672
2022-07-08,22.270000457763672
2022-07-11,21.770000457763672
2022-07-12,21.350000381469727
2022-07-13,21.459999084472656
2022-07-14,22.139999389648438
2022-07-15,22.389999389648438
2022-07-18,22.639999389648438
2022-07-19,23.68000030517578
2022-07-20,23.850000381469727
2022-07-21,23.34000015258789
2022-07-22,22.530000686645508
2022-07-25,22.959999084472656
2022-07-26,23.1200008392334
2022-07-27,25.139999389648438
2022-07-28,25.540000915527344
2022-07-29,25.770000457763672
2022-08-01,24.81999969482422
2022-08-02,25.170000076293945
2022-08-03,24.65999984741211
2022-08-04,24.899999618530273
2022-08-05,25.770000457763672
2022-08-08,25.889999389648438
2022-08-09,25.100000381469727
2022-08-10,25.479999542236328
2022-08-11,25.34000015258789
2022-08-12,25.459999084472656
2022-08-15,25.040000915527344
2022-08-16,25.540000915527344
2022-08-17,24.489999771118164
2022-08-18,24.510000228881836
2022-08-19,22.540000915527344
2022-08-22,22.639999389648438
2022-08-23,23.540000915527344
2022-08-24,27.010000228881836
2022-08-25,27.25
2022-08-26,26.65999984741211
2022-08-29,29.139999389648438
2022-08-30,29.68000030517578
2022-08-31,29.149999618530273
2022-09-01,28.549999237060547
2022-09-02,28.81999969482422
2022-09-06,28.670000076293945
2022-09-07,29.420000076293945
2022-09-08,30.190000534057617
2022-09-09,30.209999084472656
2022-09-12,30.290000915527344
2022-09-13,29.780000686645508
2022-09-14,30.469999313354492
2022-09-15,28.899999618530273
2022-09-16,27.950000762939453
2022-09-19,28.299999237060547
2022-09-20,28.399999618530273
2022-09-21,27.450000762939453
2022-09-22,27.010000228881836
2022-09-23,25.290000915527344
2022-09-26,25.1200008392334
2022-09-27,26.420000076293945
2022-09-28,27.299999237060547
2022-09-29,26.940000534057617
2022-09-30,26.510000228881836
2022-10-03,27.510000228881836
2022-10-04,27.969999313354492
2022-10-05,27.829999923706055
2022-10-06,26.81999969482422
2022-10-07,26.700000762939453
2022-10-10,25.389999389648438
2022-10-11,25.81999969482422
2022-10-12,22.299999237060547
2022-10-13,22.3799991607666
2022-10-14,21.290000915527344
2022-10-17,22.649999618530273
2022-10-18,23.270000457763672
2022-10-19,22.790000915527344
2022-10-20,23.200000762939453
2022-10-21,23.799999237060547
2022-10-24,23.8700008392334
2022-10-25,24.549999237060547
2022-10-26,24.979999542236328
2022-10-27,23.920000076293945
2022-10-28,24.239999771118164
2022-10-31,23.719999313354492
2022-11-01,23.6299991607666
2022-11-02,23.079999923706055
2022-11-03,23.110000610351562
2022-11-04,22.799999237060547
2022-11-07,23.84000015258789
2022-11-08,24.469999313354492
2022-11-09,23.420000076293945
2022-11-10,24.049999237060547
2022-11-11,24.440000534057617
2022-11-14,24.290000915527344
2022-11-15,24.75
2022-11-16,23.989999771118164
2022-11-17,23.65999984741211
2022-11-18,23.84000015258789
2022-11-21,23.079999923706055
2022-11-22,23.899999618530273
2022-11-23,24.200000762939453
2022-11-25,24.200000762939453
2022-11-28,23.06999969482422
2022-11-29,23.309999465942383
2022-11-30,24.3799991607666
2022-12-01,23.770000457763672
2022-12-02,23.770000457763672
2022-12-05,22.649999618530273
2022-12-06,21.780000686645508
2022-12-07,21.530000686645508
2022-12-08,21.84000015258789
2022-12-09,21.670000076293945
2022-12-12,22.209999084472656
2022-12-13,22.170000076293945
2022-12-14,22.139999389648438
2022-12-15,21.700000762939453
2022-12-16,21.709999084472656
2022-12-19,21.40999984741211
2022-12-20,21.770000457763672
2022-12-21,22.110000610351562
2022-12-22,22.020000457763672
2022-12-23,22.420000076293945
2022-12-27,22.809999465942383
2022-12-28,22.469999313354492
