Date,LMT
2023-02-03,459.0799865722656
2023-02-06,469.1000061035156
2023-02-07,468.3299865722656
2023-02-08,469.6499938964844
2023-02-09,470.0899963378906
2023-02-10,480.8299865722656
2023-02-13,481.9700012207031
2023-02-14,481.5799865722656
2023-02-15,480.510009765625
2023-02-16,471.25
2023-02-17,475.6300048828125
2023-02-21,479.19000244140625
2023-02-22,479.5299987792969
2023-02-23,479.0799865722656
2023-02-24,480.3999938964844
2023-02-27,479.489990234375
2023-02-28,474.260009765625
2023-03-01,474.3299865722656
2023-03-02,478.30999755859375
2023-03-03,477.8900146484375
2023-03-06,480.1700134277344
2023-03-07,478.6600036621094
2023-03-08,479.5
2023-03-09,475.8500061035156
2023-03-10,475.5
2023-03-13,477.3299865722656
2023-03-14,478.8699951171875
2023-03-15,473.30999755859375
2023-03-16,473.239990234375
2023-03-17,465.8699951171875
2023-03-20,475.70001220703125
2023-03-21,474.760009765625
2023-03-22,468.8999938964844
2023-03-23,467.8999938964844
2023-03-24,474.5400085449219
2023-03-27,473.3900146484375
2023-03-28,471.44000244140625
2023-03-29,474.19000244140625
2023-03-30,473.17999267578125
2023-03-31,472.7300109863281
2023-04-03,486.6199951171875
2023-04-04,488.5400085449219
2023-04-05,489.989990234375
2023-04-06,490.1700134277344
2023-04-10,496.75
2023-04-11,487.8399963378906
2023-04-12,488.1000061035156
2023-04-13,492.1400146484375
2023-04-14,487.989990234375
2023-04-17,489.6400146484375
2023-04-18,501.4100036621094
2023-04-19,495.1600036621094
2023-04-20,490.6000061035156
2023-04-21,482.54998779296875
2023-04-24,480.9200134277344
2023-04-25,475.5799865722656
2023-04-26,461.6199951171875
2023-04-27,465.0
2023-04-28,464.45001220703125
2023-05-01,469.42999267578125
2023-05-02,458.8900146484375
2023-05-03,453.07000732421875
2023-05-04,451.92999267578125
2023-05-05,455.5400085449219
2023-05-08,450.9599914550781
2023-05-09,452.0400085449219
2023-05-10,453.1499938964844
2023-05-11,450.69000244140625
2023-05-12,450.7900085449219
2023-05-15,451.9200134277344
2023-05-16,447.7300109863281
2023-05-17,457.29998779296875
2023-05-18,455.75
2023-05-19,454.489990234375
2023-05-22,454.7200012207031
2023-05-23,452.6300048828125
2023-05-24,452.7200012207031
2023-05-25,442.8299865722656
2023-05-26,448.45001220703125
2023-05-30,447.9700012207031
2023-05-31,444.010009765625
2023-06-01,449.6700134277344
2023-06-02,454.489990234375
2023-06-05,454.69000244140625
2023-06-06,458.6300048828125
2023-06-07,461.75
2023-06-08,464.1700134277344
2023-06-09,462.69000244140625
2023-06-12,459.8699951171875
2023-06-13,452.3699951171875
2023-06-14,452.54998779296875
2023-06-15,455.95001220703125
2023-06-16,459.1700134277344
2023-06-20,458.3800048828125
2023-06-21,466.0400085449219
2023-06-22,463.42999267578125
2023-06-23,459.3599853515625
2023-06-26,452.79998779296875
2023-06-27,453.1499938964844
2023-06-28,449.6600036621094
2023-06-29,457.44000244140625
2023-06-30,460.3800048828125
2023-07-03,462.5799865722656
2023-07-05,462.760009765625
2023-07-06,461.6400146484375
2023-07-07,458.7099914550781
2023-07-10,460.3800048828125
2023-07-11,466.2900085449219
2023-07-12,461.9599914550781
2023-07-13,466.3800048828125
2023-07-14,464.30999755859375
2023-07-17,469.9700012207031
2023-07-18,455.70001220703125
2023-07-19,451.510009765625
2023-07-20,456.010009765625
2023-07-21,454.760009765625
2023-07-24,456.79998779296875
2023-07-25,454.1499938964844
2023-07-26,452.80999755859375
2023-07-27,448.6400146484375
2023-07-28,449.0
2023-07-31,446.3699951171875
2023-08-01,451.2799987792969
2023-08-02,448.55999755859375
2023-08-03,447.9200134277344
2023-08-04,445.7200012207031
2023-08-07,449.7799987792969
2023-08-08,449.4700012207031
2023-08-09,452.80999755859375
2023-08-10,450.04998779296875
2023-08-11,454.04998779296875
2023-08-14,450.0799865722656
2023-08-15,443.5799865722656
2023-08-16,445.1300048828125
2023-08-17,446.67999267578125
2023-08-18,450.05999755859375
2023-08-21,451.489990234375
2023-08-22,452.94000244140625
2023-08-23,454.57000732421875
2023-08-24,452.54998779296875
2023-08-25,451.0899963378906
2023-08-28,452.32000732421875
2023-08-29,448.3999938964844
2023-08-30,452.4100036621094
2023-08-31,448.3500061035156
2023-09-01,448.17999267578125
2023-09-05,445.19000244140625
2023-09-06,423.94000244140625
2023-09-07,425.94000244140625
2023-09-08,423.0899963378906
2023-09-11,420.6600036621094
2023-09-12,417.8299865722656
2023-09-13,420.989990234375
2023-09-14,425.8900146484375
2023-09-15,424.04998779296875
2023-09-18,429.8599853515625
2023-09-19,425.30999755859375
2023-09-20,426.95001220703125
2023-09-21,417.5400085449219
2023-09-22,413.6499938964844
2023-09-25,412.8999938964844
2023-09-26,408.75
2023-09-27,408.7200012207031
2023-09-28,410.9599914550781
2023-09-29,408.9599914550781
2023-10-02,407.82000732421875
2023-10-03,403.8299865722656
2023-10-04,401.3299865722656
2023-10-05,397.3500061035156
2023-10-06,400.7300109863281
2023-10-09,436.5299987792969
2023-10-10,435.1000061035156
2023-10-11,436.6499938964844
2023-10-12,434.1400146484375
2023-10-13,441.05999755859375
2023-10-16,440.4100036621094
2023-10-17,441.1300048828125
2023-10-18,446.07000732421875
2023-10-19,449.17999267578125
2023-10-20,444.1700134277344
2023-10-23,446.1600036621094
2023-10-24,440.8999938964844
2023-10-25,447.69000244140625
2023-10-26,445.9700012207031
2023-10-27,443.3900146484375
2023-10-30,445.8399963378906
2023-10-31,454.6400146484375
2023-11-01,452.3800048828125
2023-11-02,458.0400085449219
2023-11-03,453.3399963378906
2023-11-06,451.1600036621094
2023-11-07,450.1499938964844
2023-11-08,444.6600036621094
2023-11-09,442.4599914550781
2023-11-10,444.8699951171875
2023-11-13,445.0299987792969
2023-11-14,444.2200012207031
2023-11-15,445.1400146484375
2023-11-16,445.5899963378906
2023-11-17,444.67999267578125
2023-11-20,443.80999755859375
2023-11-21,448.1499938964844
2023-11-22,450.3999938964844
2023-11-24,452.010009765625
2023-11-27,445.489990234375
2023-11-28,448.2699890136719
2023-11-29,445.010009765625
2023-11-30,447.7699890136719
2023-12-01,449.4100036621094
2023-12-04,450.69000244140625
2023-12-05,446.239990234375
2023-12-06,449.4100036621094
2023-12-07,447.1099853515625
2023-12-08,448.0199890136719
2023-12-11,451.260009765625
2023-12-12,451.6300048828125
2023-12-13,451.44000244140625
2023-12-14,445.2699890136719
2023-12-15,441.80999755859375
2023-12-18,446.9100036621094
2023-12-19,447.7900085449219
2023-12-20,442.6000061035156
2023-12-21,448.0199890136719
2023-12-22,448.2200012207031
2023-12-26,450.17999267578125
2023-12-27,448.9700012207031
2023-12-28,451.2300109863281
2023-12-29,453.239990234375
2024-01-02,456.1199951171875
2024-01-03,459.1199951171875
2024-01-04,457.8699951171875
2024-01-05,456.5
2024-01-08,458.6000061035156
2024-01-09,456.2900085449219
2024-01-10,455.3999938964844
2024-01-11,453.1300048828125
2024-01-12,463.17999267578125
2024-01-16,457.8399963378906
2024-01-17,456.4700012207031
2024-01-18,459.57000732421875
2024-01-19,457.760009765625
2024-01-22,458.760009765625
2024-01-23,439.6700134277344
2024-01-24,431.6499938964844
2024-01-25,431.0400085449219
2024-01-26,429.9100036621094
2024-01-29,428.010009765625
2024-01-30,431.67999267578125
2024-01-31,429.4100036621094
2024-02-01,429.7699890136719
2024-02-02,425.9700012207031
2024-02-05,421.70001220703125
2024-02-06,426.95001220703125
2024-02-07,430.1000061035156
2024-02-08,427.0
2024-02-09,426.5
2024-02-12,428.07000732421875
2024-02-13,426.5199890136719
2024-02-14,418.19000244140625
2024-02-15,423.1199951171875
2024-02-16,424.07000732421875
2024-02-20,424.2699890136719
2024-02-21,427.54998779296875
2024-02-22,428.8900146484375
2024-02-23,431.1199951171875
2024-02-26,429.17999267578125
2024-02-27,430.42999267578125
2024-02-28,432.4800109863281
2024-02-29,428.239990234375
2024-03-01,426.4599914550781
2024-03-04,431.94000244140625
2024-03-05,431.9800109863281
2024-03-06,433.4800109863281
2024-03-07,429.989990234375
2024-03-08,432.8999938964844
2024-03-11,434.75
2024-03-12,434.9100036621094
2024-03-13,434.6000061035156
2024-03-14,435.7699890136719
2024-03-15,435.82000732421875
2024-03-18,433.20001220703125
2024-03-19,437.19000244140625
2024-03-20,440.4100036621094
2024-03-21,443.1600036621094
2024-03-22,445.8800048828125
2024-03-25,446.30999755859375
2024-03-26,445.989990234375
2024-03-27,456.7799987792969
2024-03-28,454.8699951171875
2024-04-01,452.7900085449219
2024-04-02,453.239990234375
2024-04-03,447.8999938964844
2024-04-04,454.0400085449219
2024-04-05,455.3800048828125
2024-04-08,452.3800048828125
2024-04-09,447.57000732421875
2024-04-10,451.7099914550781
2024-04-11,452.32000732421875
2024-04-12,450.3999938964844
2024-04-15,453.0799865722656
2024-04-16,454.30999755859375
2024-04-17,456.04998779296875
2024-04-18,456.0899963378906
2024-04-19,463.8699951171875
2024-04-22,461.3299865722656
2024-04-23,460.0799865722656
2024-04-24,459.1400146484375
2024-04-25,464.7799987792969
2024-04-26,461.2900085449219
2024-04-29,467.54998779296875
2024-04-30,464.92999267578125
2024-05-01,461.7300109863281
2024-05-02,463.20001220703125
2024-05-03,461.9100036621094
2024-05-06,462.7799987792969
2024-05-07,466.67999267578125
2024-05-08,466.1600036621094
2024-05-09,468.3900146484375
2024-05-10,468.8800048828125
2024-05-13,470.55999755859375
2024-05-14,467.17999267578125
2024-05-15,464.0799865722656
2024-05-16,464.8299865722656
2024-05-17,466.20001220703125
2024-05-20,467.0799865722656
2024-05-21,468.30999755859375
2024-05-22,469.7099914550781
2024-05-23,467.0799865722656
2024-05-24,467.3500061035156
2024-05-28,458.4800109863281
2024-05-29,452.7200012207031
2024-05-30,460.94000244140625
2024-05-31,470.3399963378906
2024-06-03,467.6000061035156
2024-06-04,468.8900146484375
2024-06-05,465.2300109863281
2024-06-06,468.6199951171875
2024-06-07,470.1300048828125
2024-06-10,467.4599914550781
2024-06-11,462.79998779296875
2024-06-12,459.1099853515625
2024-06-13,458.55999755859375
2024-06-14,458.3399963378906
2024-06-17,459.010009765625
2024-06-18,460.0
2024-06-20,466.3399963378906
2024-06-21,467.6000061035156
2024-06-24,471.510009765625
2024-06-25,468.07000732421875
2024-06-26,466.989990234375
2024-06-27,467.1300048828125
2024-06-28,467.1000061035156
2024-07-01,466.44000244140625
2024-07-02,465.70001220703125
2024-07-03,466.0299987792969
2024-07-05,462.1600036621094
2024-07-08,461.760009765625
2024-07-09,460.29998779296875
2024-07-10,461.010009765625
2024-07-11,460.3800048828125
2024-07-12,463.7300109863281
2024-07-15,463.8800048828125
2024-07-16,468.5799865722656
2024-07-17,476.07000732421875
2024-07-18,476.0
2024-07-19,474.9200134277344
2024-07-22,474.5899963378906
2024-07-23,501.2900085449219
2024-07-24,515.2000122070312
2024-07-25,521.4000244140625
2024-07-26,524.7999877929688
2024-07-29,527.6400146484375
2024-07-30,537.6599731445312
2024-07-31,541.9199829101562
2024-08-01,548.8599853515625
2024-08-02,548.77001953125
2024-08-05,545.3800048828125
2024-08-06,541.5599975585938
2024-08-07,548.510009765625
2024-08-08,551.6199951171875
2024-08-09,551.5800170898438
2024-08-12,556.9099731445312
2024-08-13,559.4199829101562
2024-08-14,563.219970703125
2024-08-15,560.2899780273438
2024-08-16,560.1300048828125
2024-08-19,558.3900146484375
2024-08-20,557.010009765625
2024-08-21,553.760009765625
2024-08-22,557.030029296875
2024-08-23,555.010009765625
2024-08-26,558.0999755859375
2024-08-27,560.4099731445312
2024-08-28,563.97998046875
2024-08-29,566.8499755859375
2024-08-30,568.0999755859375
2024-09-03,567.219970703125
2024-09-04,574.780029296875
2024-09-05,568.5900268554688
2024-09-06,566.6300048828125
2024-09-09,576.5700073242188
2024-09-10,572.1900024414062
2024-09-11,566.9600219726562
2024-09-12,568.27001953125
2024-09-13,569.9099731445312
2024-09-16,572.9199829101562
2024-09-17,567.010009765625
2024-09-18,565.489990234375
2024-09-19,565.1799926757812
2024-09-20,571.9199829101562
2024-09-23,580.510009765625
2024-09-24,578.6300048828125
2024-09-25,577.9400024414062
2024-09-26,577.4000244140625
2024-09-27,582.3599853515625
2024-09-30,584.5599975585938
2024-10-01,605.8599853515625
2024-10-02,603.2000122070312
2024-10-03,605.8200073242188
2024-10-04,605.1300048828125
2024-10-07,605.5399780273438
2024-10-08,608.0499877929688
2024-10-09,605.1099853515625
2024-10-10,597.489990234375
2024-10-11,604.1699829101562
2024-10-14,610.8699951171875
2024-10-15,605.0
2024-10-16,612.8300170898438
2024-10-17,609.6199951171875
2024-10-18,611.8099975585938
2024-10-21,614.6099853515625
2024-10-22,576.97998046875
2024-10-23,571.0999755859375
2024-10-24,564.2100219726562
2024-10-25,562.2899780273438
2024-10-28,555.1699829101562
2024-10-29,546.7999877929688
2024-10-30,545.9400024414062
2024-10-31,546.0499877929688
2024-11-01,545.3499755859375
2024-11-04,543.0999755859375
2024-11-05,546.75
2024-11-06,551.8200073242188
2024-11-07,551.8400268554688
2024-11-08,564.5599975585938
2024-11-11,570.5800170898438
2024-11-12,565.9600219726562
2024-11-13,557.72998046875
2024-11-14,538.989990234375
2024-11-15,534.8300170898438
2024-11-18,530.9600219726562
2024-11-19,533.260009765625
2024-11-20,534.72998046875
2024-11-21,542.010009765625
