Date,LMT
2022-02-28,433.79998779296875
2022-03-01,456.6099853515625
2022-03-02,450.0
2022-03-03,447.82000732421875
2022-03-04,458.1499938964844
2022-03-07,466.1499938964844
2022-03-08,448.989990234375
2022-03-09,448.7200012207031
2022-03-10,444.3599853515625
2022-03-11,439.0400085449219
2022-03-14,444.45001220703125
2022-03-15,448.6700134277344
2022-03-16,421.3399963378906
2022-03-17,428.5899963378906
2022-03-18,426.17999267578125
2022-03-21,440.0
2022-03-22,440.5899963378906
2022-03-23,445.25
2022-03-24,449.7300109863281
2022-03-25,453.6600036621094
2022-03-28,444.9800109863281
2022-03-29,437.1499938964844
2022-03-30,445.95001220703125
2022-03-31,441.3999938964844
2022-04-01,445.9800109863281
2022-04-04,444.010009765625
2022-04-05,447.239990234375
2022-04-06,454.5799865722656
2022-04-07,465.510009765625
2022-04-08,461.5199890136719
2022-04-11,464.25
2022-04-12,467.54998779296875
2022-04-13,469.19000244140625
2022-04-14,467.6600036621094
2022-04-18,467.44000244140625
2022-04-19,459.8999938964844
2022-04-20,453.8699951171875
2022-04-21,439.5400085449219
2022-04-22,445.7900085449219
2022-04-25,442.8900146484375
2022-04-26,446.0899963378906
2022-04-27,444.9800109863281
2022-04-28,441.7099914550781
2022-04-29,432.1199951171875
2022-05-02,430.80999755859375
2022-05-03,434.7699890136719
2022-05-04,445.739990234375
2022-05-05,443.1499938964844
2022-05-06,449.42999267578125
2022-05-09,438.8399963378906
2022-05-10,439.1300048828125
2022-05-11,440.4100036621094
2022-05-12,434.5899963378906
2022-05-13,435.1700134277344
2022-05-16,437.54998779296875
2022-05-17,441.0
2022-05-18,434.3299865722656
2022-05-19,425.6199951171875
2022-05-20,424.1499938964844
2022-05-23,433.0299987792969
2022-05-24,442.7799987792969
2022-05-25,447.5400085449219
2022-05-26,447.989990234375
2022-05-27,450.55999755859375
2022-05-31,440.1099853515625
2022-06-01,439.29998779296875
2022-06-02,441.1099853515625
2022-06-03,442.69000244140625
2022-06-06,443.4100036621094
2022-06-07,456.29998779296875
2022-06-08,443.4100036621094
2022-06-09,432.7200012207031
2022-06-10,430.19000244140625
2022-06-13,423.92999267578125
2022-06-14,416.1700134277344
2022-06-15,414.1000061035156
2022-06-16,404.7900085449219
2022-06-17,404.010009765625
2022-06-21,418.9599914550781
2022-06-22,415.45001220703125
2022-06-23,410.6199951171875
2022-06-24,419.0400085449219
2022-06-27,419.25
2022-06-28,420.7099914550781
2022-06-29,418.8900146484375
2022-06-30,429.9599914550781
2022-07-01,433.5199890136719
2022-07-05,415.25
2022-07-06,425.8900146484375
2022-07-07,422.19000244140625
2022-07-08,420.3500061035156
2022-07-11,419.07000732421875
2022-07-12,413.989990234375
2022-07-13,408.0
2022-07-14,400.30999755859375
2022-07-15,398.3800048828125
2022-07-18,387.2799987792969
2022-07-19,390.3800048828125
2022-07-20,395.2200012207031
2022-07-21,395.20001220703125
2022-07-22,394.739990234375
2022-07-25,399.79998779296875
2022-07-26,396.80999755859375
2022-07-27,398.5400085449219
2022-07-28,406.0799865722656
2022-07-29,413.80999755859375
2022-08-01,419.2799987792969
2022-08-02,428.7799987792969
2022-08-03,429.29998779296875
2022-08-04,428.1300048828125
2022-08-05,426.4100036621094
2022-08-08,423.8599853515625
2022-08-09,428.54998779296875
2022-08-10,429.989990234375
2022-08-11,428.8500061035156
2022-08-12,434.239990234375
2022-08-15,438.010009765625
2022-08-16,440.1600036621094
2022-08-17,441.5899963378906
2022-08-18,439.3500061035156
2022-08-19,440.0299987792969
2022-08-22,432.3299865722656
2022-08-23,433.1199951171875
2022-08-24,433.7099914550781
2022-08-25,438.6400146484375
2022-08-26,431.1300048828125
2022-08-29,429.67999267578125
2022-08-30,425.1099853515625
2022-08-31,420.1099853515625
2022-09-01,422.6099853515625
2022-09-02,418.57000732421875
2022-09-06,417.7799987792969
2022-09-07,420.1400146484375
2022-09-08,419.6499938964844
2022-09-09,421.5299987792969
2022-09-12,418.6400146484375
2022-09-13,409.3299865722656
2022-09-14,416.6300048828125
2022-09-15,413.5899963378906
2022-09-16,414.2900085449219
2022-09-19,416.5199890136719
2022-09-20,420.5799865722656
2022-09-21,420.20001220703125
2022-09-22,422.0799865722656
2022-09-23,413.07000732421875
2022-09-26,407.6499938964844
2022-09-27,399.739990234375
2022-09-28,400.0
2022-09-29,389.7900085449219
2022-09-30,386.2900085449219
2022-10-03,399.739990234375
2022-10-04,406.1099853515625
2022-10-05,402.510009765625
2022-10-06,399.6099853515625
2022-10-07,403.9599914550781
2022-10-10,409.989990234375
2022-10-11,411.05999755859375
2022-10-12,397.4200134277344
2022-10-13,405.9599914550781
2022-10-14,389.4100036621094
2022-10-17,397.30999755859375
2022-10-18,431.8399963378906
2022-10-19,439.9599914550781
2022-10-20,444.3399963378906
2022-10-21,454.6099853515625
2022-10-24,457.4599914550781
2022-10-25,460.1499938964844
2022-10-26,462.55999755859375
2022-10-27,471.92999267578125
2022-10-28,484.8699951171875
2022-10-31,486.67999267578125
2022-11-01,485.6300048828125
2022-11-02,482.05999755859375
2022-11-03,484.82000732421875
2022-11-04,481.6700134277344
2022-11-07,488.6300048828125
2022-11-08,494.1199951171875
2022-11-09,485.17999267578125
2022-11-10,490.7699890136719
2022-11-11,463.8599853515625
2022-11-14,462.0400085449219
2022-11-15,467.25
2022-11-16,466.239990234375
2022-11-17,472.7699890136719
2022-11-18,476.82000732421875
2022-11-21,480.94000244140625
2022-11-22,479.5
2022-11-23,481.07000732421875
2022-11-25,483.4599914550781
2022-11-28,483.2099914550781
2022-11-29,484.1000061035156
2022-11-30,485.19000244140625
2022-12-01,483.69000244140625
2022-12-02,496.2300109863281
2022-12-05,490.6700134277344
2022-12-06,484.0
2022-12-07,481.20001220703125
2022-12-08,485.3800048828125
2022-12-09,483.5799865722656
2022-12-12,486.32000732421875
2022-12-13,480.2200012207031
2022-12-14,485.19000244140625
2022-12-15,478.7900085449219
2022-12-16,481.7900085449219
2022-12-19,481.7900085449219
2022-12-20,486.1499938964844
2022-12-21,487.6499938964844
2022-12-22,479.29998779296875
2022-12-23,483.2900085449219
2022-12-27,485.5
2022-12-28,483.2200012207031
2022-12-29,487.04998779296875
2022-12-30,486.489990234375
2023-01-03,477.5299987792969
2023-01-04,476.5
2023-01-05,477.07000732421875
2023-01-06,473.239990234375
2023-01-09,458.989990234375
2023-01-10,462.2900085449219
2023-01-11,463.0
2023-01-12,461.739990234375
2023-01-13,449.8299865722656
2023-01-17,447.1600036621094
2023-01-18,441.2699890136719
2023-01-19,439.30999755859375
2023-01-20,443.2799987792969
2023-01-23,441.2799987792969
2023-01-24,449.2300109863281
2023-01-25,454.1600036621094
2023-01-26,459.80999755859375
2023-01-27,459.6000061035156
2023-01-30,460.5899963378906
2023-01-31,463.260009765625
2023-02-01,462.25
2023-02-02,457.19000244140625
