Date,LYV
2022-02-28,120.81999969482422
2022-03-01,116.69999694824219
2022-03-02,120.80999755859375
2022-03-03,116.2300033569336
2022-03-04,114.37999725341797
2022-03-07,100.30999755859375
2022-03-08,106.01000213623047
2022-03-09,109.9000015258789
2022-03-10,111.55999755859375
2022-03-11,108.55000305175781
2022-03-14,108.04000091552734
2022-03-15,111.76000213623047
2022-03-16,112.01000213623047
2022-03-17,111.16999816894531
2022-03-18,112.9800033569336
2022-03-21,113.93000030517578
2022-03-22,117.9800033569336
2022-03-23,115.2699966430664
2022-03-24,117.87999725341797
2022-03-25,116.30000305175781
2022-03-28,117.58000183105469
2022-03-29,119.5
2022-03-30,117.76000213623047
2022-03-31,117.63999938964844
2022-04-01,114.37000274658203
2022-04-04,116.16999816894531
2022-04-05,113.61000061035156
2022-04-06,109.58000183105469
2022-04-07,109.61000061035156
2022-04-08,107.87999725341797
2022-04-11,107.87999725341797
2022-04-12,108.33999633789062
2022-04-13,112.95999908447266
2022-04-14,111.30999755859375
2022-04-18,109.23999786376953
2022-04-19,113.73999786376953
2022-04-20,112.19999694824219
2022-04-21,106.76000213623047
2022-04-22,105.91000366210938
2022-04-25,109.68000030517578
2022-04-26,107.61000061035156
2022-04-27,106.73999786376953
2022-04-28,107.91999816894531
2022-04-29,104.87999725341797
2022-05-02,104.83999633789062
2022-05-03,99.43000030517578
2022-05-04,99.37000274658203
2022-05-05,95.12999725341797
2022-05-06,92.51000213623047
2022-05-09,85.37000274658203
2022-05-10,88.13999938964844
2022-05-11,84.12999725341797
2022-05-12,87.08999633789062
2022-05-13,91.25
2022-05-16,86.97000122070312
2022-05-17,85.69000244140625
2022-05-18,85.38999938964844
2022-05-19,90.5
2022-05-20,89.27999877929688
2022-05-23,89.2300033569336
2022-05-24,84.44999694824219
2022-05-25,91.16000366210938
2022-05-26,92.88999938964844
2022-05-27,95.48999786376953
2022-05-31,95.05000305175781
2022-06-01,94.51000213623047
2022-06-02,97.19999694824219
2022-06-03,95.30000305175781
2022-06-06,95.16000366210938
2022-06-07,96.11000061035156
2022-06-08,94.9000015258789
2022-06-09,93.91999816894531
2022-06-10,92.30999755859375
2022-06-13,84.91999816894531
2022-06-14,84.94000244140625
2022-06-15,86.68000030517578
2022-06-16,81.7699966430664
2022-06-17,84.69999694824219
2022-06-21,83.9800033569336
2022-06-22,83.20999908447266
2022-06-23,81.94000244140625
2022-06-24,86.80000305175781
2022-06-27,85.58999633789062
2022-06-28,84.37999725341797
2022-06-29,84.0
2022-06-30,82.58000183105469
2022-07-01,83.05999755859375
2022-07-05,85.44000244140625
2022-07-06,84.62999725341797
2022-07-07,85.97000122070312
2022-07-08,84.36000061035156
2022-07-11,82.19000244140625
2022-07-12,82.08000183105469
2022-07-13,83.26000213623047
2022-07-14,81.94999694824219
2022-07-15,84.4800033569336
2022-07-18,86.08000183105469
2022-07-19,91.18000030517578
2022-07-20,92.75
2022-07-21,91.55999755859375
2022-07-22,91.58000183105469
2022-07-25,92.23999786376953
2022-07-26,89.77999877929688
2022-07-27,93.33999633789062
2022-07-28,93.08000183105469
2022-07-29,93.98999786376953
2022-08-01,95.27999877929688
2022-08-02,96.02999877929688
2022-08-03,98.06999969482422
2022-08-04,97.5
2022-08-05,96.76000213623047
2022-08-08,97.05999755859375
2022-08-09,95.13999938964844
2022-08-10,97.87000274658203
2022-08-11,96.43000030517578
2022-08-12,97.88999938964844
2022-08-15,98.51000213623047
2022-08-16,99.04000091552734
2022-08-17,97.4800033569336
2022-08-18,96.47000122070312
2022-08-19,94.27999877929688
2022-08-22,91.37999725341797
2022-08-23,92.80999755859375
2022-08-24,93.69000244140625
2022-08-25,95.3499984741211
2022-08-26,91.80000305175781
2022-08-29,91.91000366210938
2022-08-30,91.30000305175781
2022-08-31,90.36000061035156
2022-09-01,90.19999694824219
2022-09-02,89.63999938964844
2022-09-06,88.93000030517578
2022-09-07,91.19000244140625
2022-09-08,90.7300033569336
2022-09-09,93.12000274658203
2022-09-12,95.26000213623047
2022-09-13,90.43000030517578
2022-09-14,92.25
2022-09-15,92.08999633789062
2022-09-16,87.43000030517578
2022-09-19,86.9800033569336
2022-09-20,86.86000061035156
2022-09-21,81.55000305175781
2022-09-22,77.4800033569336
2022-09-23,75.2699966430664
2022-09-26,73.77999877929688
2022-09-27,75.02999877929688
2022-09-28,77.7699966430664
2022-09-29,75.26000213623047
2022-09-30,76.04000091552734
2022-10-03,78.36000061035156
2022-10-04,80.45999908447266
2022-10-05,80.66999816894531
2022-10-06,79.86000061035156
2022-10-07,78.61000061035156
2022-10-10,78.05999755859375
2022-10-11,77.75
2022-10-12,77.33000183105469
2022-10-13,77.94000244140625
2022-10-14,75.77999877929688
2022-10-17,78.02999877929688
2022-10-18,79.5999984741211
2022-10-19,79.62000274658203
2022-10-20,78.86000061035156
2022-10-21,79.52999877929688
2022-10-24,78.66000366210938
2022-10-25,81.70999908447266
2022-10-26,78.47000122070312
2022-10-27,78.12999725341797
2022-10-28,80.05999755859375
2022-10-31,79.61000061035156
2022-11-01,79.43000030517578
2022-11-02,76.77999877929688
2022-11-03,76.41999816894531
2022-11-04,70.72000122070312
2022-11-07,73.26000213623047
2022-11-08,72.9000015258789
2022-11-09,72.63999938964844
2022-11-10,76.36000061035156
2022-11-11,76.69999694824219
2022-11-14,73.5999984741211
2022-11-15,74.27999877929688
2022-11-16,74.01000213623047
2022-11-17,71.8499984741211
2022-11-18,66.20999908447266
2022-11-21,66.94000244140625
2022-11-22,67.48999786376953
2022-11-23,68.58000183105469
2022-11-25,68.45999908447266
2022-11-28,68.69000244140625
2022-11-29,70.20999908447266
2022-11-30,72.76000213623047
2022-12-01,73.55000305175781
2022-12-02,73.91999816894531
2022-12-05,73.87999725341797
2022-12-06,70.91000366210938
2022-12-07,71.13999938964844
2022-12-08,71.47000122070312
2022-12-09,71.7699966430664
2022-12-12,73.5999984741211
2022-12-13,74.16999816894531
2022-12-14,73.08999633789062
2022-12-15,70.2300033569336
2022-12-16,69.37000274658203
2022-12-19,68.38999938964844
2022-12-20,68.68000030517578
2022-12-21,70.68000030517578
2022-12-22,70.56999969482422
2022-12-23,70.69000244140625
2022-12-27,69.58999633789062
2022-12-28,68.16000366210938
2022-12-29,70.1500015258789
2022-12-30,69.73999786376953
2023-01-03,68.86000061035156
2023-01-04,71.01000213623047
2023-01-05,71.66000366210938
2023-01-06,72.37999725341797
2023-01-09,72.26000213623047
2023-01-10,72.55999755859375
2023-01-11,73.33999633789062
2023-01-12,73.1500015258789
2023-01-13,74.66000366210938
2023-01-17,76.12000274658203
2023-01-18,73.5199966430664
2023-01-19,73.22000122070312
2023-01-20,75.11000061035156
2023-01-23,75.94000244140625
2023-01-24,77.0
2023-01-25,77.52999877929688
2023-01-26,79.44000244140625
2023-01-27,80.36000061035156
2023-01-30,79.44000244140625
2023-01-31,80.48999786376953
2023-02-01,81.31999969482422
2023-02-02,81.5199966430664
2023-02-03,79.80000305175781
2023-02-06,79.77999877929688
2023-02-07,80.68000030517578
2023-02-08,81.38999938964844
2023-02-09,80.16000366210938
2023-02-10,76.41000366210938
2023-02-13,77.0
2023-02-14,78.08000183105469
2023-02-15,78.97000122070312
2023-02-16,78.20999908447266
2023-02-17,76.38999938964844
2023-02-21,75.05000305175781
2023-02-22,75.44000244140625
2023-02-23,76.48999786376953
2023-02-24,68.77999877929688
2023-02-27,71.83000183105469
2023-02-28,72.05999755859375
2023-03-01,72.01000213623047
2023-03-02,72.45999908447266
2023-03-03,72.97000122070312
2023-03-06,72.5999984741211
2023-03-07,70.25
2023-03-08,70.25
2023-03-09,68.1500015258789
2023-03-10,66.6500015258789
2023-03-13,66.97000122070312
2023-03-14,67.62999725341797
2023-03-15,67.02999877929688
2023-03-16,67.66000366210938
2023-03-17,66.33999633789062
2023-03-20,68.02999877929688
2023-03-21,69.2300033569336
2023-03-22,66.23999786376953
2023-03-23,65.33999633789062
2023-03-24,65.94999694824219
2023-03-27,67.08999633789062
2023-03-28,67.8499984741211
2023-03-29,68.61000061035156
2023-03-30,69.19999694824219
2023-03-31,70.0
2023-04-03,69.30999755859375
2023-04-04,69.38999938964844
2023-04-05,68.80000305175781
2023-04-06,69.12999725341797
2023-04-10,69.7300033569336
2023-04-11,70.18000030517578
2023-04-12,69.9000015258789
2023-04-13,70.54000091552734
2023-04-14,68.95999908447266
2023-04-17,68.43000030517578
2023-04-18,67.70999908447266
2023-04-19,67.75
2023-04-20,66.87999725341797
2023-04-21,66.9800033569336
2023-04-24,67.19999694824219
2023-04-25,66.4000015258789
2023-04-26,65.41999816894531
2023-04-27,67.36000061035156
2023-04-28,67.77999877929688
2023-05-01,68.4000015258789
2023-05-02,67.75
2023-05-03,67.2699966430664
2023-05-04,67.06999969482422
2023-05-05,77.16000366210938
2023-05-08,77.81999969482422
2023-05-09,77.62999725341797
2023-05-10,78.55999755859375
2023-05-11,77.76000213623047
2023-05-12,78.1500015258789
2023-05-15,80.38999938964844
2023-05-16,80.75
2023-05-17,82.05000305175781
2023-05-18,84.5
2023-05-19,84.7300033569336
2023-05-22,84.75
2023-05-23,82.05999755859375
