Date,FNV
2022-06-08,144.3000030517578
2022-06-09,141.4600067138672
2022-06-10,146.8000030517578
2022-06-13,141.0399932861328
2022-06-14,138.52999877929688
2022-06-15,138.75999450683594
2022-06-16,139.66000366210938
2022-06-17,139.0
2022-06-21,140.41000366210938
2022-06-22,140.05999755859375
2022-06-23,135.77000427246094
2022-06-24,138.47000122070312
2022-06-27,139.60000610351562
2022-06-28,137.5
2022-06-29,137.13999938964844
2022-06-30,131.5800018310547
2022-07-01,134.58999633789062
2022-07-05,131.3300018310547
2022-07-06,131.38999938964844
2022-07-07,133.2899932861328
2022-07-08,132.83999633789062
2022-07-11,131.91000366210938
2022-07-12,130.22000122070312
2022-07-13,132.88999938964844
2022-07-14,128.14999389648438
2022-07-15,127.27999877929688
2022-07-18,126.0
2022-07-19,124.08000183105469
2022-07-20,123.05999755859375
2022-07-21,125.06999969482422
2022-07-22,124.70999908447266
2022-07-25,123.98999786376953
2022-07-26,125.2699966430664
2022-07-27,126.45999908447266
2022-07-28,126.55999755859375
2022-07-29,127.9800033569336
2022-08-01,127.26000213623047
2022-08-02,125.81999969482422
2022-08-03,124.48999786376953
2022-08-04,129.19000244140625
2022-08-05,128.24000549316406
2022-08-08,130.91000366210938
2022-08-09,131.7899932861328
2022-08-10,133.7899932861328
2022-08-11,130.72999572753906
2022-08-12,133.33999633789062
2022-08-15,132.36000061035156
2022-08-16,133.02999877929688
2022-08-17,130.02000427246094
2022-08-18,130.14999389648438
2022-08-19,128.52000427246094
2022-08-22,128.75
2022-08-23,131.2899932861328
2022-08-24,132.5
2022-08-25,132.4199981689453
2022-08-26,126.95999908447266
2022-08-29,125.37999725341797
2022-08-30,122.44999694824219
2022-08-31,120.19999694824219
2022-09-01,118.37999725341797
2022-09-02,121.58999633789062
2022-09-06,119.73999786376953
2022-09-07,122.6500015258789
2022-09-08,123.73999786376953
2022-09-09,125.97000122070312
2022-09-12,126.26000213623047
2022-09-13,122.0199966430664
2022-09-14,122.55999755859375
2022-09-15,117.70999908447266
2022-09-16,118.20999908447266
2022-09-19,120.62999725341797
2022-09-20,118.72000122070312
2022-09-21,118.81999969482422
2022-09-22,118.20999908447266
2022-09-23,114.12999725341797
2022-09-26,111.58000183105469
2022-09-27,112.58999633789062
2022-09-28,117.77999877929688
2022-09-29,118.12000274658203
2022-09-30,119.4800033569336
2022-10-03,122.27999877929688
2022-10-04,125.44000244140625
2022-10-05,123.51000213623047
2022-10-06,125.38999938964844
2022-10-07,120.16000366210938
2022-10-10,118.68000030517578
2022-10-11,117.52999877929688
2022-10-12,118.41000366210938
2022-10-13,119.0199966430664
2022-10-14,115.16000366210938
2022-10-17,119.05999755859375
2022-10-18,118.30000305175781
2022-10-19,117.41999816894531
2022-10-20,116.70999908447266
2022-10-21,121.19000244140625
2022-10-24,120.48999786376953
2022-10-25,122.38999938964844
2022-10-26,125.25
2022-10-27,124.47000122070312
2022-10-28,124.76000213623047
2022-10-31,123.58000183105469
2022-11-01,125.44999694824219
2022-11-02,119.41999816894531
2022-11-03,117.68000030517578
2022-11-04,126.94999694824219
2022-11-07,125.76000213623047
2022-11-08,134.0
2022-11-09,132.1999969482422
2022-11-10,139.61000061035156
2022-11-11,141.64999389648438
2022-11-14,140.85000610351562
2022-11-15,140.63999938964844
2022-11-16,139.36000061035156
2022-11-17,136.42999267578125
2022-11-18,138.7899932861328
2022-11-21,137.19000244140625
2022-11-22,143.36000061035156
2022-11-23,144.5
2022-11-25,144.4499969482422
2022-11-28,139.3000030517578
2022-11-29,141.9199981689453
2022-11-30,146.1199951171875
2022-12-01,147.25999450683594
2022-12-02,145.5399932861328
2022-12-05,143.02999877929688
2022-12-06,141.9499969482422
2022-12-07,142.80999755859375
2022-12-08,143.6199951171875
2022-12-09,140.80999755859375
2022-12-12,141.85000610351562
2022-12-13,144.1199951171875
2022-12-14,143.80999755859375
2022-12-15,137.77999877929688
2022-12-16,132.5
2022-12-19,131.85000610351562
2022-12-20,133.0500030517578
2022-12-21,134.75999450683594
2022-12-22,134.60000610351562
2022-12-23,135.85000610351562
2022-12-27,138.7899932861328
2022-12-28,136.77000427246094
2022-12-29,136.7100067138672
2022-12-30,136.47999572753906
2023-01-03,138.14999389648438
2023-01-04,141.97000122070312
2023-01-05,139.85000610351562
2023-01-06,139.8000030517578
2023-01-09,142.10000610351562
2023-01-10,144.10000610351562
2023-01-11,144.25
2023-01-12,147.3699951171875
2023-01-13,146.69000244140625
2023-01-17,142.1199951171875
2023-01-18,143.72999572753906
2023-01-19,146.25
2023-01-20,147.1300048828125
2023-01-23,145.80999755859375
2023-01-24,148.24000549316406
2023-01-25,150.9199981689453
2023-01-26,147.89999389648438
2023-01-27,146.8699951171875
2023-01-30,145.0
2023-01-31,146.6999969482422
2023-02-01,148.86000061035156
2023-02-02,145.8000030517578
2023-02-03,142.13999938964844
2023-02-06,137.00999450683594
2023-02-07,137.7100067138672
2023-02-08,137.0800018310547
2023-02-09,135.22000122070312
2023-02-10,136.0
2023-02-13,135.24000549316406
2023-02-14,136.0800018310547
2023-02-15,134.25999450683594
2023-02-16,134.92999267578125
2023-02-17,132.4499969482422
2023-02-21,130.38999938964844
2023-02-22,127.75
2023-02-23,124.54000091552734
2023-02-24,125.2699966430664
2023-02-27,126.9000015258789
2023-02-28,127.56999969482422
2023-03-01,133.82000732421875
2023-03-02,134.75
2023-03-03,136.77999877929688
2023-03-06,135.77999877929688
2023-03-07,130.1999969482422
2023-03-08,132.72000122070312
2023-03-09,130.3699951171875
2023-03-10,130.44000244140625
2023-03-13,135.9600067138672
2023-03-14,136.88999938964844
2023-03-15,135.49000549316406
2023-03-16,136.77000427246094
2023-03-17,143.5
2023-03-20,144.5800018310547
2023-03-21,140.74000549316406
2023-03-22,141.80999755859375
2023-03-23,143.60000610351562
2023-03-24,144.4199981689453
2023-03-27,143.8800048828125
2023-03-28,145.41000366210938
2023-03-29,144.7100067138672
2023-03-30,145.7899932861328
2023-03-31,145.8000030517578
2023-04-03,150.52999877929688
2023-04-04,154.8300018310547
2023-04-05,153.69000244140625
2023-04-06,154.0399932861328
2023-04-10,152.72999572753906
2023-04-11,153.86000061035156
2023-04-12,155.27000427246094
2023-04-13,156.83999633789062
2023-04-14,156.19000244140625
2023-04-17,154.99000549316406
2023-04-18,154.7899932861328
2023-04-19,152.22999572753906
2023-04-20,152.92999267578125
2023-04-21,152.3000030517578
2023-04-24,151.9499969482422
2023-04-25,152.80999755859375
2023-04-26,151.5
2023-04-27,153.41000366210938
2023-04-28,151.77999877929688
2023-05-01,154.27000427246094
2023-05-02,157.30999755859375
2023-05-03,157.0800018310547
2023-05-04,158.47999572753906
2023-05-05,159.00999450683594
2023-05-08,159.35000610351562
2023-05-09,160.4199981689453
2023-05-10,159.22000122070312
2023-05-11,154.77000427246094
2023-05-12,156.72000122070312
2023-05-15,157.77000427246094
2023-05-16,154.11000061035156
2023-05-17,153.6199951171875
2023-05-18,152.1999969482422
2023-05-19,153.0800018310547
2023-05-22,152.5399932861328
2023-05-23,150.74000549316406
2023-05-24,147.47999572753906
2023-05-25,145.5500030517578
2023-05-26,145.72000122070312
2023-05-30,142.77999877929688
2023-05-31,145.38999938964844
2023-06-01,149.60000610351562
2023-06-02,147.52000427246094
2023-06-05,147.6300048828125
2023-06-06,147.8699951171875
2023-06-07,145.8800048828125
2023-06-08,147.3699951171875
2023-06-09,145.80999755859375
2023-06-12,145.61000061035156
2023-06-13,144.9600067138672
2023-06-14,144.69000244140625
2023-06-15,144.9199981689453
2023-06-16,145.74000549316406
2023-06-20,138.41000366210938
2023-06-21,137.80999755859375
2023-06-22,138.49000549316406
2023-06-23,139.14999389648438
2023-06-26,139.25999450683594
2023-06-27,138.72999572753906
2023-06-28,136.72000122070312
2023-06-29,138.75
2023-06-30,142.60000610351562
2023-07-03,144.55999755859375
2023-07-05,139.8300018310547
2023-07-06,137.4199981689453
2023-07-07,138.72999572753906
2023-07-10,140.74000549316406
2023-07-11,141.16000366210938
2023-07-12,146.11000061035156
2023-07-13,146.61000061035156
2023-07-14,145.92999267578125
2023-07-17,146.10000610351562
2023-07-18,148.27999877929688
2023-07-19,148.36000061035156
2023-07-20,146.80999755859375
2023-07-21,146.42999267578125
2023-07-24,146.33999633789062
2023-07-25,148.1699981689453
2023-07-26,147.36000061035156
2023-07-27,143.00999450683594
2023-07-28,144.1199951171875
2023-07-31,145.83999633789062
2023-08-01,142.72000122070312
2023-08-02,138.35000610351562
2023-08-03,138.64999389648438
2023-08-04,139.9600067138672
2023-08-07,138.69000244140625
2023-08-08,137.92999267578125
2023-08-09,139.7100067138672
2023-08-10,139.8699951171875
2023-08-11,142.83999633789062
2023-08-14,141.85000610351562
2023-08-15,137.61000061035156
2023-08-16,138.3300018310547
2023-08-17,135.6300048828125
2023-08-18,135.57000732421875
2023-08-21,136.63999938964844
2023-08-22,138.17999267578125
2023-08-23,140.4199981689453
2023-08-24,139.63999938964844
2023-08-25,138.47000122070312
2023-08-28,141.25999450683594
2023-08-29,143.99000549316406
2023-08-30,144.25999450683594
2023-08-31,143.9600067138672
2023-09-01,143.5399932861328
2023-09-05,141.1300048828125
2023-09-06,140.99000549316406
2023-09-07,140.41000366210938
2023-09-08,139.1999969482422
2023-09-11,141.17999267578125
2023-09-12,141.58999633789062
2023-09-13,140.67999267578125
2023-09-14,142.07000732421875
2023-09-15,143.8699951171875
2023-09-18,144.1199951171875
2023-09-19,143.17999267578125
2023-09-20,143.72000122070312
2023-09-21,140.38999938964844
2023-09-22,140.67999267578125
2023-09-25,138.10000610351562
2023-09-26,133.75999450683594
2023-09-27,131.8699951171875
2023-09-28,133.8300018310547
2023-09-29,133.49000549316406
2023-10-02,130.2100067138672
2023-10-03,130.27000427246094
2023-10-04,128.47000122070312
2023-10-05,130.7100067138672
2023-10-06,132.14999389648438
2023-10-09,135.61000061035156
2023-10-10,134.19000244140625
2023-10-11,136.8000030517578
2023-10-12,134.41000366210938
2023-10-13,138.89999389648438
2023-10-16,139.39999389648438
2023-10-17,140.88999938964844
2023-10-18,139.89999389648438
2023-10-19,138.07000732421875
2023-10-20,138.92999267578125
2023-10-23,139.32000732421875
2023-10-24,138.38999938964844
2023-10-25,137.47999572753906
2023-10-26,133.88999938964844
2023-10-27,137.47000122070312
2023-10-30,126.2699966430664
2023-10-31,121.55000305175781
2023-11-01,119.58000183105469
2023-11-02,122.05999755859375
2023-11-03,124.69000244140625
2023-11-06,124.43000030517578
2023-11-07,122.55999755859375
2023-11-08,120.33999633789062
2023-11-09,120.06999969482422
2023-11-10,119.4000015258789
2023-11-13,117.91999816894531
2023-11-14,121.25
2023-11-15,120.05999755859375
2023-11-16,120.9800033569336
2023-11-17,120.41999816894531
2023-11-20,117.86000061035156
2023-11-21,116.91000366210938
2023-11-22,118.5999984741211
2023-11-24,117.55999755859375
2023-11-27,116.5999984741211
2023-11-28,118.20999908447266
2023-11-29,113.95999908447266
2023-11-30,112.0999984741211
2023-12-01,113.16000366210938
2023-12-04,110.12000274658203
2023-12-05,107.44999694824219
2023-12-06,107.0
2023-12-07,107.41000366210938
2023-12-08,108.48999786376953
2023-12-11,107.19000244140625
2023-12-12,103.80000305175781
2023-12-13,109.05999755859375
2023-12-14,112.08999633789062
2023-12-15,111.11000061035156
2023-12-18,110.33999633789062
2023-12-19,111.6500015258789
2023-12-20,108.77999877929688
2023-12-21,109.9000015258789
2023-12-22,111.23999786376953
2023-12-26,111.8499984741211
2023-12-27,112.5199966430664
2023-12-28,111.22000122070312
2023-12-29,110.80999755859375
2024-01-02,111.44999694824219
2024-01-03,112.37999725341797
2024-01-04,111.23999786376953
2024-01-05,110.04000091552734
2024-01-08,109.36000061035156
2024-01-09,106.91000366210938
2024-01-10,106.0999984741211
2024-01-11,105.91000366210938
2024-01-12,109.68000030517578
2024-01-16,109.48999786376953
2024-01-17,107.37999725341797
2024-01-18,107.63999938964844
2024-01-19,107.58999633789062
2024-01-22,107.47000122070312
2024-01-23,109.9800033569336
2024-01-24,107.5999984741211
2024-01-25,109.25
2024-01-26,108.19000244140625
2024-01-29,109.55999755859375
2024-01-30,108.13999938964844
2024-01-31,108.25
2024-02-01,110.77999877929688
2024-02-02,107.25
2024-02-05,105.33000183105469
2024-02-06,106.94000244140625
2024-02-07,107.87999725341797
2024-02-08,108.5
2024-02-09,108.83999633789062
2024-02-12,109.2300033569336
2024-02-13,106.5999984741211
2024-02-14,106.31999969482422
2024-02-15,110.33999633789062
2024-02-16,109.08000183105469
2024-02-20,108.05999755859375
2024-02-21,107.23999786376953
2024-02-22,106.36000061035156
2024-02-23,107.72000122070312
2024-02-26,106.83000183105469
2024-02-27,105.05999755859375
2024-02-28,104.95999908447266
2024-02-29,104.86000061035156
2024-03-01,106.98999786376953
2024-03-04,109.47000122070312
2024-03-05,112.5199966430664
2024-03-06,109.51000213623047
2024-03-07,112.23999786376953
2024-03-08,115.0199966430664
2024-03-11,113.76000213623047
2024-03-12,113.38999938964844
2024-03-13,116.19000244140625
2024-03-14,114.44999694824219
2024-03-15,114.4800033569336
2024-03-18,116.62000274658203
2024-03-19,114.33999633789062
2024-03-20,117.16999816894531
2024-03-21,116.62000274658203
2024-03-22,114.37999725341797
2024-03-25,114.86000061035156
2024-03-26,113.81999969482422
2024-03-27,117.29000091552734
2024-03-28,119.16000366210938
2024-04-01,121.05000305175781
2024-04-02,119.80999755859375
2024-04-03,120.41999816894531
2024-04-04,119.12999725341797
2024-04-05,122.30999755859375
2024-04-08,120.13999938964844
2024-04-09,121.79000091552734
2024-04-10,121.58000183105469
2024-04-11,121.31999969482422
2024-04-12,118.05000305175781
2024-04-15,116.41000366210938
2024-04-16,117.0999984741211
2024-04-17,120.47000122070312
2024-04-18,121.66999816894531
2024-04-19,121.47000122070312
2024-04-22,118.22000122070312
2024-04-23,119.31999969482422
2024-04-24,119.01000213623047
2024-04-25,121.55999755859375
2024-04-26,122.93000030517578
2024-04-29,123.37000274658203
2024-04-30,120.4000015258789
2024-05-01,121.83000183105469
2024-05-02,120.91000366210938
2024-05-03,123.25
2024-05-06,126.19999694824219
2024-05-07,126.02999877929688
2024-05-08,126.33999633789062
2024-05-09,127.37999725341797
2024-05-10,127.80000305175781
2024-05-13,125.9000015258789
2024-05-14,126.75
2024-05-15,125.29000091552734
2024-05-16,125.75
2024-05-17,128.47999572753906
2024-05-20,129.07000732421875
2024-05-21,128.3800048828125
2024-05-22,124.51000213623047
2024-05-23,121.2300033569336
2024-05-24,122.01000213623047
2024-05-28,124.87999725341797
2024-05-29,122.05999755859375
2024-05-30,124.26000213623047
2024-05-31,123.80000305175781
2024-06-03,124.12000274658203
2024-06-04,118.9000015258789
2024-06-05,120.31999969482422
2024-06-06,124.31999969482422
2024-06-07,117.55999755859375
2024-06-10,120.02999877929688
2024-06-11,118.7699966430664
2024-06-12,119.27999877929688
2024-06-13,116.73999786376953
2024-06-14,116.18000030517578
2024-06-17,116.08000183105469
2024-06-18,116.16999816894531
2024-06-20,117.41999816894531
2024-06-21,116.72000122070312
2024-06-24,118.33000183105469
2024-06-25,117.93000030517578
2024-06-26,118.63999938964844
2024-06-27,120.22000122070312
2024-06-28,118.5199966430664
2024-07-01,117.47000122070312
2024-07-02,119.29000091552734
2024-07-03,122.68000030517578
2024-07-05,123.75
2024-07-08,122.69999694824219
2024-07-09,122.62000274658203
2024-07-10,125.69999694824219
2024-07-11,127.44999694824219
2024-07-12,129.11000061035156
2024-07-15,127.30999755859375
2024-07-16,131.1199951171875
2024-07-17,127.5
2024-07-18,126.12999725341797
2024-07-19,124.56999969482422
2024-07-22,124.22000122070312
2024-07-23,124.80999755859375
2024-07-24,125.66999816894531
2024-07-25,124.20999908447266
2024-07-26,124.63999938964844
2024-07-29,125.88999938964844
2024-07-30,127.12000274658203
2024-07-31,128.9600067138672
2024-08-01,127.06999969482422
2024-08-02,125.0999984741211
2024-08-05,120.77999877929688
2024-08-06,120.5
2024-08-07,118.1500015258789
2024-08-08,119.68000030517578
2024-08-09,121.11000061035156
2024-08-12,123.91999816894531
2024-08-13,124.97000122070312
2024-08-14,116.94999694824219
2024-08-15,119.88999938964844
2024-08-16,121.79000091552734
2024-08-19,123.2699966430664
2024-08-20,124.80000305175781
2024-08-21,124.36000061035156
2024-08-22,121.91999816894531
2024-08-23,123.54000091552734
2024-08-26,124.05000305175781
2024-08-27,124.58999633789062
2024-08-28,122.4000015258789
2024-08-29,122.3499984741211
2024-08-30,122.1500015258789
2024-09-03,119.05000305175781
2024-09-04,119.05999755859375
2024-09-05,119.45999908447266
2024-09-06,117.87999725341797
2024-09-09,120.43000030517578
2024-09-10,121.51000213623047
2024-09-11,121.37000274658203
2024-09-12,125.01000213623047
2024-09-13,125.12999725341797
2024-09-16,124.93000030517578
2024-09-17,124.55999755859375
2024-09-18,123.93000030517578
2024-09-19,126.22000122070312
2024-09-20,128.36000061035156
2024-09-23,126.5199966430664
2024-09-24,128.05999755859375
2024-09-25,129.9600067138672
2024-09-26,128.75999450683594
2024-09-27,125.51000213623047
2024-09-30,124.25
2024-10-01,125.0999984741211
2024-10-02,124.70999908447266
2024-10-03,121.70999908447266
2024-10-04,120.86000061035156
2024-10-07,120.4000015258789
2024-10-08,120.58000183105469
2024-10-09,120.87000274658203
2024-10-10,122.9000015258789
2024-10-11,123.56999969482422
2024-10-14,123.8499984741211
2024-10-15,124.19999694824219
2024-10-16,125.41000366210938
2024-10-17,127.18000030517578
2024-10-18,132.1300048828125
2024-10-21,132.72999572753906
2024-10-22,135.99000549316406
2024-10-23,136.19000244140625
2024-10-24,135.8000030517578
2024-10-25,135.6199951171875
2024-10-28,135.97999572753906
2024-10-29,137.14999389648438
2024-10-30,136.2100067138672
2024-10-31,132.66000366210938
2024-11-01,131.7100067138672
2024-11-04,132.00999450683594
2024-11-05,133.75
2024-11-06,132.17999267578125
2024-11-07,126.41000366210938
2024-11-08,122.44000244140625
2024-11-11,117.83000183105469
2024-11-12,114.97000122070312
2024-11-13,113.26000213623047
2024-11-14,115.22000122070312
2024-11-15,113.94999694824219
2024-11-18,118.45999908447266
2024-11-19,121.26000213623047
2024-11-20,121.44999694824219
2024-11-21,123.2300033569336
