Date,YUMC
2022-02-28,52.02000045776367
2022-03-01,52.04999923706055
2022-03-02,53.900001525878906
2022-03-03,52.099998474121094
2022-03-04,50.41999816894531
2022-03-07,46.720001220703125
2022-03-08,46.4900016784668
2022-03-09,49.810001373291016
2022-03-10,44.36000061035156
2022-03-11,37.47999954223633
2022-03-14,36.54999923706055
2022-03-15,39.56999969482422
2022-03-16,43.31999969482422
2022-03-17,43.33000183105469
2022-03-18,44.45000076293945
2022-03-21,42.52000045776367
2022-03-22,45.5099983215332
2022-03-23,43.220001220703125
2022-03-24,43.400001525878906
2022-03-25,41.2599983215332
2022-03-28,42.18000030517578
2022-03-29,43.560001373291016
2022-03-30,43.709999084472656
2022-03-31,41.540000915527344
2022-04-01,44.09000015258789
2022-04-04,43.970001220703125
2022-04-05,42.540000915527344
2022-04-06,42.25
2022-04-07,41.77000045776367
2022-04-08,41.720001220703125
2022-04-11,40.59000015258789
2022-04-12,40.189998626708984
2022-04-13,41.97999954223633
2022-04-14,41.84000015258789
2022-04-18,42.560001373291016
2022-04-19,43.13999938964844
2022-04-20,43.40999984741211
2022-04-21,41.08000183105469
2022-04-22,40.91999816894531
2022-04-25,40.970001220703125
2022-04-26,39.380001068115234
2022-04-27,39.93000030517578
2022-04-28,41.0
2022-04-29,41.79999923706055
2022-05-02,41.810001373291016
2022-05-03,41.02000045776367
2022-05-04,42.560001373291016
2022-05-05,40.7400016784668
2022-05-06,40.209999084472656
2022-05-09,38.209999084472656
2022-05-10,38.90999984741211
2022-05-11,37.52000045776367
2022-05-12,37.470001220703125
2022-05-13,39.29999923706055
2022-05-16,39.45000076293945
2022-05-17,41.06999969482422
2022-05-18,40.880001068115234
2022-05-19,40.7599983215332
2022-05-20,42.189998626708984
2022-05-23,42.150001525878906
2022-05-24,40.349998474121094
2022-05-25,40.70000076293945
2022-05-26,43.029998779296875
2022-05-27,43.22999954223633
2022-05-31,45.459999084472656
2022-06-01,44.79999923706055
2022-06-02,44.77000045776367
2022-06-03,43.459999084472656
2022-06-06,45.36000061035156
2022-06-07,45.939998626708984
2022-06-08,47.38999938964844
2022-06-09,43.560001373291016
2022-06-10,42.86000061035156
2022-06-13,38.66999816894531
2022-06-14,40.459999084472656
2022-06-15,41.380001068115234
2022-06-16,39.81999969482422
2022-06-17,40.45000076293945
2022-06-21,41.66999816894531
2022-06-22,41.47999954223633
2022-06-23,42.689998626708984
2022-06-24,43.84000015258789
2022-06-27,46.0
2022-06-28,48.0099983215332
2022-06-29,47.61000061035156
2022-06-30,48.5
2022-07-01,50.619998931884766
2022-07-05,47.130001068115234
2022-07-06,47.630001068115234
2022-07-07,48.15999984741211
2022-07-08,48.310001373291016
2022-07-11,45.099998474121094
2022-07-12,46.33000183105469
2022-07-13,46.66999816894531
2022-07-14,45.81999969482422
2022-07-15,45.97999954223633
2022-07-18,46.0099983215332
2022-07-19,47.15999984741211
2022-07-20,46.779998779296875
2022-07-21,47.27000045776367
2022-07-22,46.099998474121094
2022-07-25,45.0
2022-07-26,45.45000076293945
2022-07-27,46.47999954223633
2022-07-28,47.08000183105469
2022-07-29,48.709999084472656
2022-08-01,47.27000045776367
2022-08-02,48.0
2022-08-03,47.470001220703125
2022-08-04,49.150001525878906
2022-08-05,48.130001068115234
2022-08-08,48.04999923706055
2022-08-09,47.790000915527344
2022-08-10,48.380001068115234
2022-08-11,48.27000045776367
2022-08-12,48.06999969482422
2022-08-15,48.150001525878906
2022-08-16,48.0
2022-08-17,48.130001068115234
2022-08-18,46.900001525878906
2022-08-19,47.15999984741211
2022-08-22,48.060001373291016
2022-08-23,48.83000183105469
2022-08-24,48.09000015258789
2022-08-25,50.0099983215332
2022-08-26,49.45000076293945
2022-08-29,50.02000045776367
2022-08-30,48.869998931884766
2022-08-31,50.11000061035156
2022-09-01,48.63999938964844
2022-09-02,47.79999923706055
2022-09-06,47.93000030517578
2022-09-07,48.880001068115234
2022-09-08,49.5099983215332
2022-09-09,49.599998474121094
2022-09-12,49.5
2022-09-13,49.75
2022-09-14,49.810001373291016
2022-09-15,50.47999954223633
2022-09-16,49.779998779296875
2022-09-19,49.95000076293945
2022-09-20,49.88999938964844
2022-09-21,49.040000915527344
2022-09-22,47.599998474121094
2022-09-23,46.599998474121094
2022-09-26,46.27000045776367
2022-09-27,48.0
2022-09-28,49.34000015258789
2022-09-29,47.849998474121094
2022-09-30,47.33000183105469
2022-10-03,47.38999938964844
2022-10-04,49.939998626708984
2022-10-05,50.56999969482422
2022-10-06,49.900001525878906
2022-10-07,48.75
2022-10-10,47.779998779296875
2022-10-11,44.2400016784668
2022-10-12,44.77000045776367
2022-10-13,44.75
2022-10-14,44.83000183105469
2022-10-17,47.0099983215332
2022-10-18,46.79999923706055
2022-10-19,45.099998474121094
2022-10-20,45.31999969482422
2022-10-21,45.13999938964844
2022-10-24,38.84000015258789
2022-10-25,40.90999984741211
2022-10-26,42.18000030517578
2022-10-27,41.40999984741211
2022-10-28,41.47999954223633
2022-10-31,41.349998474121094
2022-11-01,43.060001373291016
2022-11-02,46.31999969482422
2022-11-03,47.279998779296875
2022-11-04,49.939998626708984
2022-11-07,49.31999969482422
2022-11-08,50.29999923706055
2022-11-09,49.869998931884766
2022-11-10,51.0
2022-11-11,54.08000183105469
2022-11-14,52.779998779296875
2022-11-15,53.02000045776367
2022-11-16,53.61000061035156
2022-11-17,54.900001525878906
2022-11-18,52.810001373291016
2022-11-21,52.31999969482422
2022-11-22,52.220001220703125
2022-11-23,52.25
2022-11-25,50.56999969482422
2022-11-28,51.779998779296875
2022-11-29,53.43000030517578
2022-11-30,55.119998931884766
2022-12-01,54.779998779296875
2022-12-02,55.4900016784668
2022-12-05,55.470001220703125
2022-12-06,57.02000045776367
2022-12-07,55.599998474121094
2022-12-08,58.040000915527344
2022-12-09,56.529998779296875
2022-12-12,57.08000183105469
2022-12-13,57.11000061035156
2022-12-14,57.04999923706055
2022-12-15,55.779998779296875
2022-12-16,56.0
2022-12-19,55.84000015258789
2022-12-20,55.40999984741211
2022-12-21,55.9900016784668
2022-12-22,56.22999954223633
2022-12-23,55.59000015258789
2022-12-27,56.77000045776367
2022-12-28,55.779998779296875
2022-12-29,55.900001525878906
2022-12-30,54.650001525878906
2023-01-03,56.41999816894531
2023-01-04,58.650001525878906
2023-01-05,58.040000915527344
2023-01-06,58.02000045776367
2023-01-09,58.95000076293945
2023-01-10,59.16999816894531
2023-01-11,59.959999084472656
2023-01-12,60.08000183105469
2023-01-13,60.209999084472656
2023-01-17,57.09000015258789
2023-01-18,56.7599983215332
2023-01-19,58.20000076293945
2023-01-20,59.099998474121094
2023-01-23,60.88999938964844
2023-01-24,61.81999969482422
2023-01-25,61.16999816894531
2023-01-26,62.2400016784668
2023-01-27,62.220001220703125
2023-01-30,61.5099983215332
2023-01-31,61.61000061035156
2023-02-01,62.22999954223633
2023-02-02,60.060001373291016
2023-02-03,58.779998779296875
2023-02-06,58.459999084472656
2023-02-07,60.38999938964844
2023-02-08,60.0099983215332
2023-02-09,62.13999938964844
2023-02-10,61.16999816894531
2023-02-13,61.20000076293945
2023-02-14,60.47999954223633
2023-02-15,59.13999938964844
2023-02-16,60.380001068115234
2023-02-17,60.61000061035156
2023-02-21,60.650001525878906
2023-02-22,61.58000183105469
2023-02-23,60.25
2023-02-24,58.400001525878906
2023-02-27,59.04999923706055
2023-02-28,58.72999954223633
2023-03-01,60.540000915527344
2023-03-02,61.70000076293945
2023-03-03,62.09000015258789
2023-03-06,61.33000183105469
2023-03-07,60.70000076293945
2023-03-08,59.70000076293945
2023-03-09,57.63999938964844
2023-03-10,58.7599983215332
2023-03-13,59.13999938964844
2023-03-14,60.68000030517578
2023-03-15,60.439998626708984
2023-03-16,60.97999954223633
2023-03-17,60.720001220703125
2023-03-20,60.95000076293945
2023-03-21,61.16999816894531
2023-03-22,62.52000045776367
2023-03-23,63.83000183105469
2023-03-24,61.68000030517578
2023-03-27,61.59000015258789
2023-03-28,62.15999984741211
2023-03-29,62.380001068115234
2023-03-30,62.9900016784668
2023-03-31,63.38999938964844
2023-04-03,64.0199966430664
2023-04-04,62.97999954223633
2023-04-05,62.54999923706055
2023-04-06,62.56999969482422
2023-04-10,63.970001220703125
2023-04-11,64.36000061035156
