Date,FMX
2022-02-28,80.4000015258789
2022-03-01,76.7699966430664
2022-03-02,79.19999694824219
2022-03-03,77.61000061035156
2022-03-04,76.55000305175781
2022-03-07,74.8499984741211
2022-03-08,75.41999816894531
2022-03-09,77.5
2022-03-10,76.5999984741211
2022-03-11,78.77999877929688
2022-03-14,78.7699966430664
2022-03-15,79.19999694824219
2022-03-16,79.61000061035156
2022-03-17,80.58000183105469
2022-03-18,81.75
2022-03-21,81.66999816894531
2022-03-22,82.06999969482422
2022-03-23,81.5199966430664
2022-03-24,81.05000305175781
2022-03-25,80.9000015258789
2022-03-28,81.19000244140625
2022-03-29,83.83999633789062
2022-03-30,83.0
2022-03-31,82.8499984741211
2022-04-01,83.0
2022-04-04,82.31999969482422
2022-04-05,80.7699966430664
2022-04-06,79.73999786376953
2022-04-07,78.95999908447266
2022-04-08,78.66000366210938
2022-04-11,79.30000305175781
2022-04-12,79.0199966430664
2022-04-13,78.94999694824219
2022-04-14,78.83000183105469
2022-04-18,79.37999725341797
2022-04-19,79.0
2022-04-20,78.4000015258789
2022-04-21,77.69999694824219
2022-04-22,76.55000305175781
2022-04-25,76.1500015258789
2022-04-26,75.12000274658203
2022-04-27,74.94000244140625
2022-04-28,75.4000015258789
2022-04-29,74.73999786376953
2022-05-02,73.70999908447266
2022-05-03,72.01000213623047
2022-05-04,73.13999938964844
2022-05-05,71.05999755859375
2022-05-06,68.37999725341797
2022-05-09,69.30999755859375
2022-05-10,69.79000091552734
2022-05-11,70.30000305175781
2022-05-12,72.66000366210938
2022-05-13,74.08999633789062
2022-05-16,76.2300033569336
2022-05-17,76.62999725341797
2022-05-18,74.05000305175781
2022-05-19,74.47000122070312
2022-05-20,74.27999877929688
2022-05-23,74.05999755859375
2022-05-24,74.25
2022-05-25,74.37000274658203
2022-05-26,75.0
2022-05-27,75.56999969482422
2022-05-31,74.83999633789062
2022-06-01,74.06999969482422
2022-06-02,76.4800033569336
2022-06-03,75.70999908447266
2022-06-06,74.0
2022-06-07,73.52999877929688
2022-06-08,73.22000122070312
2022-06-09,72.69999694824219
2022-06-10,70.87000274658203
2022-06-13,70.23999786376953
2022-06-14,68.7300033569336
2022-06-15,69.93000030517578
2022-06-16,68.5
2022-06-17,68.52999877929688
2022-06-21,68.86000061035156
2022-06-22,67.76000213623047
2022-06-23,67.16000366210938
2022-06-24,68.29000091552734
2022-06-27,69.12000274658203
2022-06-28,67.43000030517578
2022-06-29,67.43000030517578
2022-06-30,67.48999786376953
2022-07-01,68.70999908447266
2022-07-05,64.47000122070312
2022-07-06,61.560001373291016
2022-07-07,60.279998779296875
2022-07-08,60.529998779296875
2022-07-11,59.689998626708984
2022-07-12,59.88999938964844
2022-07-13,60.29999923706055
2022-07-14,59.59000015258789
2022-07-15,60.84000015258789
2022-07-18,59.4900016784668
2022-07-19,60.470001220703125
2022-07-20,59.709999084472656
2022-07-21,59.119998931884766
2022-07-22,59.189998626708984
2022-07-25,59.08000183105469
2022-07-26,59.959999084472656
2022-07-27,61.040000915527344
2022-07-28,62.56999969482422
2022-07-29,61.97999954223633
2022-08-01,61.11000061035156
2022-08-02,59.70000076293945
2022-08-03,59.599998474121094
2022-08-04,60.63999938964844
2022-08-05,60.33000183105469
2022-08-08,60.599998474121094
2022-08-09,60.540000915527344
2022-08-10,62.09000015258789
2022-08-11,63.90999984741211
2022-08-12,66.0
2022-08-15,65.4000015258789
2022-08-16,66.05000305175781
