Date,EME
2022-02-28,115.54000091552734
2022-03-01,111.23999786376953
2022-03-02,116.22000122070312
2022-03-03,114.69999694824219
2022-03-04,114.91000366210938
2022-03-07,112.20999908447266
2022-03-08,112.37000274658203
2022-03-09,116.29000091552734
2022-03-10,117.29000091552734
2022-03-11,116.68000030517578
2022-03-14,115.66999816894531
2022-03-15,117.62000274658203
2022-03-16,118.30000305175781
2022-03-17,117.69999694824219
2022-03-18,119.62000274658203
2022-03-21,118.94999694824219
2022-03-22,117.51000213623047
2022-03-23,113.6500015258789
2022-03-24,114.62999725341797
2022-03-25,115.5199966430664
2022-03-28,114.0999984741211
2022-03-29,115.55000305175781
2022-03-30,114.69999694824219
2022-03-31,112.62999725341797
2022-04-01,113.86000061035156
2022-04-04,111.66000366210938
2022-04-05,111.8499984741211
2022-04-06,113.0
2022-04-07,114.5
2022-04-08,113.37999725341797
2022-04-11,112.87999725341797
2022-04-12,114.06999969482422
2022-04-13,116.54000091552734
2022-04-14,116.8499984741211
2022-04-18,116.58999633789062
2022-04-19,116.08999633789062
2022-04-20,118.18000030517578
2022-04-21,116.51000213623047
2022-04-22,113.8499984741211
2022-04-25,114.04000091552734
2022-04-26,111.81999969482422
2022-04-27,111.94999694824219
2022-04-28,105.38999938964844
2022-04-29,106.4800033569336
2022-05-02,105.70999908447266
2022-05-03,106.70999908447266
2022-05-04,109.66000366210938
2022-05-05,106.44999694824219
2022-05-06,106.02999877929688
2022-05-09,103.5199966430664
2022-05-10,102.5199966430664
2022-05-11,101.16999816894531
2022-05-12,101.37000274658203
2022-05-13,102.30999755859375
2022-05-16,102.02999877929688
2022-05-17,103.86000061035156
2022-05-18,102.23999786376953
2022-05-19,102.18000030517578
2022-05-20,102.5199966430664
2022-05-23,102.45999908447266
2022-05-24,102.94999694824219
2022-05-25,104.45999908447266
2022-05-26,105.93000030517578
2022-05-27,107.69999694824219
2022-05-31,105.62999725341797
2022-06-01,104.58000183105469
2022-06-02,107.62999725341797
2022-06-03,106.93000030517578
2022-06-06,108.63999938964844
2022-06-07,109.18000030517578
2022-06-08,107.5199966430664
2022-06-09,106.7300033569336
2022-06-10,104.63999938964844
2022-06-13,101.1500015258789
2022-06-14,100.56999969482422
2022-06-15,102.87999725341797
2022-06-16,96.4000015258789
2022-06-17,96.26000213623047
2022-06-21,99.48999786376953
2022-06-22,99.3499984741211
2022-06-23,100.11000061035156
2022-06-24,105.62999725341797
2022-06-27,105.55999755859375
2022-06-28,103.66999816894531
2022-06-29,101.95999908447266
2022-06-30,102.95999908447266
2022-07-01,103.0199966430664
2022-07-05,103.05000305175781
2022-07-06,101.87999725341797
2022-07-07,103.6500015258789
2022-07-08,102.66000366210938
2022-07-11,102.05999755859375
2022-07-12,101.0199966430664
2022-07-13,100.5199966430664
2022-07-14,100.5199966430664
2022-07-15,102.16999816894531
2022-07-18,101.4800033569336
2022-07-19,104.80000305175781
2022-07-20,105.58000183105469
2022-07-21,106.80999755859375
2022-07-22,106.51000213623047
2022-07-25,106.30000305175781
2022-07-26,106.27999877929688
2022-07-27,108.91000366210938
2022-07-28,114.70999908447266
2022-07-29,116.37000274658203
2022-08-01,117.05000305175781
2022-08-02,115.3499984741211
2022-08-03,116.05000305175781
2022-08-04,114.43000030517578
2022-08-05,114.4000015258789
2022-08-08,114.83999633789062
2022-08-09,115.05000305175781
2022-08-10,117.43000030517578
2022-08-11,118.29000091552734
2022-08-12,121.25
2022-08-15,121.38999938964844
2022-08-16,122.4000015258789
2022-08-17,122.19999694824219
2022-08-18,123.72000122070312
2022-08-19,121.5999984741211
2022-08-22,119.91000366210938
2022-08-23,119.93000030517578
2022-08-24,121.76000213623047
2022-08-25,124.01000213623047
2022-08-26,120.72000122070312
2022-08-29,120.69999694824219
2022-08-30,118.58999633789062
2022-08-31,118.91999816894531
2022-09-01,117.23999786376953
2022-09-02,116.37000274658203
2022-09-06,115.98999786376953
2022-09-07,118.44999694824219
2022-09-08,120.41000366210938
2022-09-09,122.06999969482422
2022-09-12,122.43000030517578
2022-09-13,117.80000305175781
2022-09-14,118.52999877929688
2022-09-15,118.62999725341797
2022-09-16,118.05000305175781
2022-09-19,119.66999816894531
2022-09-20,118.97000122070312
2022-09-21,118.7699966430664
2022-09-22,117.63999938964844
2022-09-23,115.16000366210938
2022-09-26,114.9000015258789
2022-09-27,113.8499984741211
2022-09-28,117.33999633789062
2022-09-29,115.95999908447266
2022-09-30,115.4800033569336
2022-10-03,118.62000274658203
2022-10-04,122.26000213623047
2022-10-05,121.45999908447266
2022-10-06,121.79000091552734
2022-10-07,120.27999877929688
2022-10-10,121.94000244140625
2022-10-11,122.97000122070312
2022-10-12,121.4000015258789
2022-10-13,123.69999694824219
2022-10-14,121.94999694824219
2022-10-17,127.43000030517578
2022-10-18,127.9800033569336
