Date,VMC
2022-12-28,174.08999633789062
2022-12-29,176.02999877929688
2022-12-30,175.11000061035156
2023-01-03,176.10000610351562
2023-01-04,179.57000732421875
2023-01-05,175.4600067138672
2023-01-06,181.36000061035156
2023-01-09,178.02000427246094
2023-01-10,176.75
2023-01-11,182.41000366210938
2023-01-12,180.80999755859375
2023-01-13,183.19000244140625
2023-01-17,182.55999755859375
2023-01-18,180.36000061035156
2023-01-19,176.6699981689453
2023-01-20,178.88999938964844
2023-01-23,179.4499969482422
2023-01-24,178.3000030517578
2023-01-25,178.6699981689453
2023-01-26,179.52000427246094
2023-01-27,178.5
2023-01-30,178.3800048828125
2023-01-31,183.3300018310547
2023-02-01,183.88999938964844
2023-02-02,187.52000427246094
2023-02-03,183.52000427246094
2023-02-06,181.58999633789062
2023-02-07,184.16000366210938
2023-02-08,185.14999389648438
2023-02-09,185.08999633789062
2023-02-10,184.1300048828125
2023-02-13,186.05999755859375
2023-02-14,185.5800018310547
2023-02-15,195.4499969482422
2023-02-16,185.3699951171875
2023-02-17,185.64999389648438
2023-02-21,180.52000427246094
2023-02-22,180.88999938964844
2023-02-23,182.57000732421875
2023-02-24,183.63999938964844
2023-02-27,181.58999633789062
2023-02-28,180.91000366210938
2023-03-01,179.97000122070312
2023-03-02,181.64999389648438
2023-03-03,182.47000122070312
2023-03-06,179.7899932861328
2023-03-07,177.22999572753906
2023-03-08,178.9199981689453
2023-03-09,174.07000732421875
2023-03-10,169.2899932861328
2023-03-13,165.97999572753906
2023-03-14,167.50999450683594
2023-03-15,162.80999755859375
2023-03-16,166.2100067138672
2023-03-17,161.02000427246094
2023-03-20,163.27000427246094
2023-03-21,166.13999938964844
2023-03-22,163.7100067138672
2023-03-23,164.5
2023-03-24,166.1999969482422
2023-03-27,165.8000030517578
2023-03-28,168.0399932861328
2023-03-29,169.99000549316406
2023-03-30,170.13999938964844
2023-03-31,171.55999755859375
2023-04-03,172.92999267578125
2023-04-04,168.86000061035156
2023-04-05,164.05999755859375
2023-04-06,164.92999267578125
2023-04-10,166.00999450683594
2023-04-11,166.57000732421875
2023-04-12,167.32000732421875
2023-04-13,169.4600067138672
2023-04-14,169.0800018310547
2023-04-17,171.8800048828125
2023-04-18,172.36000061035156
2023-04-19,173.5399932861328
2023-04-20,172.44000244140625
2023-04-21,171.13999938964844
2023-04-24,171.41000366210938
2023-04-25,169.6699981689453
2023-04-26,166.64999389648438
2023-04-27,172.97999572753906
2023-04-28,175.1199951171875
2023-05-01,177.50999450683594
2023-05-02,179.27000427246094
2023-05-03,178.6199951171875
2023-05-04,190.22999572753906
2023-05-05,193.57000732421875
2023-05-08,192.8300018310547
2023-05-09,193.11000061035156
2023-05-10,196.08999633789062
2023-05-11,194.8300018310547
2023-05-12,195.3800048828125
2023-05-15,196.1699981689453
2023-05-16,195.00999450683594
2023-05-17,196.50999450683594
2023-05-18,196.41000366210938
2023-05-19,197.22000122070312
2023-05-22,197.25999450683594
2023-05-23,195.1999969482422
2023-05-24,194.10000610351562
2023-05-25,195.10000610351562
2023-05-26,196.0
2023-05-30,196.0500030517578
2023-05-31,195.5
2023-06-01,198.8000030517578
2023-06-02,202.72999572753906
2023-06-05,202.24000549316406
2023-06-06,203.1199951171875
2023-06-07,204.99000549316406
2023-06-08,206.17999267578125
2023-06-09,206.63999938964844
2023-06-12,205.88999938964844
2023-06-13,207.6999969482422
2023-06-14,207.38999938964844
2023-06-15,208.94000244140625
2023-06-16,207.30999755859375
2023-06-20,208.67999267578125
2023-06-21,210.57000732421875
2023-06-22,213.4499969482422
2023-06-23,214.42999267578125
2023-06-26,214.77000427246094
2023-06-27,220.4199981689453
2023-06-28,220.86000061035156
2023-06-29,224.83999633789062
2023-06-30,225.44000244140625
2023-07-03,223.33999633789062
2023-07-05,220.6300048828125
2023-07-06,217.99000549316406
2023-07-07,217.3800048828125
2023-07-10,219.38999938964844
2023-07-11,223.61000061035156
2023-07-12,220.27999877929688
2023-07-13,223.36000061035156
2023-07-14,224.75
2023-07-17,223.7100067138672
2023-07-18,223.89999389648438
2023-07-19,221.33999633789062
2023-07-20,221.6300048828125
2023-07-21,222.3000030517578
2023-07-24,222.60000610351562
2023-07-25,222.25
2023-07-26,223.4600067138672
2023-07-27,218.2899932861328
2023-07-28,220.19000244140625
2023-07-31,220.5
2023-08-01,223.97000122070312
2023-08-02,223.0800018310547
2023-08-03,226.19000244140625
2023-08-04,226.0
2023-08-07,228.72000122070312
2023-08-08,226.83999633789062
2023-08-09,223.3800048828125
2023-08-10,224.30999755859375
2023-08-11,223.9199981689453
2023-08-14,225.1300048828125
2023-08-15,224.13999938964844
2023-08-16,222.5
2023-08-17,213.3300018310547
2023-08-18,211.8000030517578
2023-08-21,212.57000732421875
2023-08-22,214.5800018310547
2023-08-23,217.05999755859375
2023-08-24,214.97999572753906
2023-08-25,214.8300018310547
2023-08-28,215.11000061035156
2023-08-29,218.58999633789062
2023-08-30,218.24000549316406
2023-08-31,218.25
2023-09-01,222.9199981689453
2023-09-05,216.24000549316406
2023-09-06,215.1999969482422
2023-09-07,215.55999755859375
2023-09-08,216.25
2023-09-11,216.58999633789062
2023-09-12,214.77000427246094
2023-09-13,213.74000549316406
2023-09-14,214.97000122070312
2023-09-15,210.58999633789062
2023-09-18,211.69000244140625
2023-09-19,209.8800048828125
2023-09-20,209.5500030517578
2023-09-21,202.35000610351562
2023-09-22,200.6199951171875
2023-09-25,202.0399932861328
2023-09-26,201.35000610351562
2023-09-27,203.60000610351562
2023-09-28,205.02999877929688
2023-09-29,202.02000427246094
2023-10-02,200.92999267578125
2023-10-03,199.99000549316406
2023-10-04,205.02999877929688
2023-10-05,206.9499969482422
2023-10-06,212.39999389648438
2023-10-09,210.25
2023-10-10,211.0
2023-10-11,214.75999450683594
2023-10-12,210.6300048828125
2023-10-13,209.2899932861328
2023-10-16,213.0399932861328
2023-10-17,214.7899932861328
2023-10-18,203.74000549316406
2023-10-19,202.69000244140625
2023-10-20,201.5500030517578
2023-10-23,202.5
2023-10-24,205.14999389648438
2023-10-25,203.3699951171875
2023-10-26,193.97000122070312
2023-10-27,193.69000244140625
2023-10-30,195.99000549316406
2023-10-31,196.49000549316406
2023-11-01,203.8000030517578
2023-11-02,206.82000732421875
2023-11-03,207.77999877929688
2023-11-06,207.13999938964844
2023-11-07,207.2100067138672
2023-11-08,208.42999267578125
2023-11-09,209.22999572753906
2023-11-10,211.66000366210938
2023-11-13,210.49000549316406
2023-11-14,216.5399932861328
2023-11-15,210.8699951171875
2023-11-16,212.27000427246094
2023-11-17,212.35000610351562
2023-11-20,210.3800048828125
2023-11-21,209.83999633789062
2023-11-22,211.89999389648438
2023-11-24,211.67999267578125
2023-11-27,212.85000610351562
2023-11-28,211.16000366210938
2023-11-29,212.67999267578125
2023-11-30,213.55999755859375
2023-12-01,215.6300048828125
2023-12-04,214.8000030517578
2023-12-05,212.02000427246094
2023-12-06,211.92999267578125
2023-12-07,214.1699981689453
2023-12-08,216.02999877929688
2023-12-11,218.86000061035156
2023-12-12,220.89999389648438
2023-12-13,223.6699981689453
2023-12-14,224.75999450683594
2023-12-15,224.35000610351562
2023-12-18,222.6999969482422
2023-12-19,224.69000244140625
2023-12-20,221.17999267578125
2023-12-21,223.27999877929688
2023-12-22,224.92999267578125
2023-12-26,225.64999389648438
2023-12-27,225.82000732421875
2023-12-28,225.44000244140625
2023-12-29,227.00999450683594
2024-01-02,223.60000610351562
2024-01-03,219.3300018310547
2024-01-04,220.67999267578125
2024-01-05,221.6199951171875
2024-01-08,224.0
2024-01-09,223.4199981689453
2024-01-10,226.11000061035156
2024-01-11,224.36000061035156
2024-01-12,223.9600067138672
2024-01-16,222.3800048828125
2024-01-17,221.25999450683594
2024-01-18,225.1199951171875
2024-01-19,226.0800018310547
2024-01-22,227.27999877929688
2024-01-23,222.8000030517578
2024-01-24,219.8000030517578
2024-01-25,223.41000366210938
2024-01-26,222.36000061035156
2024-01-29,229.3699951171875
2024-01-30,231.0500030517578
2024-01-31,226.00999450683594
2024-02-01,230.36000061035156
2024-02-02,234.44000244140625
2024-02-05,229.64999389648438
2024-02-06,231.5800018310547
2024-02-07,236.52000427246094
2024-02-08,238.44000244140625
2024-02-09,240.0
2024-02-12,240.1300048828125
2024-02-13,237.1199951171875
2024-02-14,241.10000610351562
2024-02-15,242.4600067138672
2024-02-16,255.14999389648438
2024-02-20,251.3800048828125
2024-02-21,253.42999267578125
2024-02-22,256.94000244140625
2024-02-23,257.2300109863281
2024-02-26,261.0799865722656
2024-02-27,263.55999755859375
2024-02-28,262.29998779296875
2024-02-29,265.8500061035156
2024-03-01,267.42999267578125
2024-03-04,267.8500061035156
2024-03-05,264.9800109863281
2024-03-06,267.3399963378906
2024-03-07,271.1700134277344
2024-03-08,266.70001220703125
2024-03-11,264.95001220703125
2024-03-12,269.5799865722656
2024-03-13,269.32000732421875
2024-03-14,270.7300109863281
2024-03-15,266.8599853515625
2024-03-18,269.4200134277344
2024-03-19,269.010009765625
2024-03-20,271.739990234375
2024-03-21,275.5899963378906
2024-03-22,274.3599853515625
2024-03-25,272.6199951171875
2024-03-26,273.8699951171875
2024-03-27,272.7900085449219
2024-03-28,272.9200134277344
2024-04-01,269.69000244140625
2024-04-02,266.25
2024-04-03,268.7699890136719
2024-04-04,265.8900146484375
2024-04-05,270.1499938964844
2024-04-08,269.7200012207031
2024-04-09,265.6199951171875
2024-04-10,264.55999755859375
2024-04-11,265.5
2024-04-12,262.7799987792969
2024-04-15,260.4700012207031
2024-04-16,258.5400085449219
2024-04-17,258.260009765625
2024-04-18,255.07000732421875
2024-04-19,252.05999755859375
2024-04-22,254.47999572753906
2024-04-23,259.3399963378906
2024-04-24,256.3999938964844
2024-04-25,258.5400085449219
2024-04-26,261.239990234375
2024-04-29,261.45001220703125
2024-04-30,257.6300048828125
2024-05-01,259.7300109863281
2024-05-02,264.4100036621094
2024-05-03,264.44000244140625
2024-05-06,266.6099853515625
2024-05-07,268.3500061035156
2024-05-08,267.92999267578125
2024-05-09,270.69000244140625
2024-05-10,272.07000732421875
2024-05-13,270.0899963378906
2024-05-14,267.75
2024-05-15,270.5
2024-05-16,260.0
2024-05-17,259.1000061035156
2024-05-20,260.2099914550781
2024-05-21,262.17999267578125
2024-05-22,260.8699951171875
2024-05-23,257.2099914550781
2024-05-24,259.25
2024-05-28,253.97999572753906
2024-05-29,251.91000366210938
2024-05-30,254.0800018310547
2024-05-31,255.77000427246094
2024-06-03,252.19000244140625
2024-06-04,250.4600067138672
2024-06-05,251.17999267578125
2024-06-06,248.5800018310547
2024-06-07,247.58999633789062
2024-06-10,247.80999755859375
2024-06-11,244.63999938964844
2024-06-12,249.1199951171875
2024-06-13,253.9499969482422
2024-06-14,252.63999938964844
2024-06-17,256.3500061035156
2024-06-18,255.61000061035156
2024-06-20,246.4600067138672
2024-06-21,247.80999755859375
2024-06-24,247.5800018310547
2024-06-25,246.14999389648438
2024-06-26,245.8800048828125
2024-06-27,247.75999450683594
2024-06-28,248.67999267578125
2024-07-01,243.72000122070312
2024-07-02,245.07000732421875
2024-07-03,243.9199981689453
2024-07-05,244.2100067138672
2024-07-08,241.97000122070312
2024-07-09,242.25
2024-07-10,247.72000122070312
2024-07-11,254.69000244140625
2024-07-12,252.50999450683594
2024-07-15,253.89999389648438
2024-07-16,262.80999755859375
2024-07-17,255.8000030517578
2024-07-18,256.0899963378906
2024-07-19,256.1400146484375
2024-07-22,260.6099853515625
2024-07-23,260.1499938964844
2024-07-24,250.50999450683594
2024-07-25,253.77000427246094
2024-07-26,261.7099914550781
2024-07-29,264.5299987792969
2024-07-30,270.0
2024-07-31,274.510009765625
2024-08-01,271.1300048828125
2024-08-02,266.3399963378906
2024-08-05,257.42999267578125
2024-08-06,246.13999938964844
2024-08-07,241.22000122070312
2024-08-08,246.3300018310547
2024-08-09,244.33999633789062
2024-08-12,241.89999389648438
2024-08-13,243.83999633789062
2024-08-14,242.5
2024-08-15,246.57000732421875
2024-08-16,244.42999267578125
2024-08-19,244.2899932861328
2024-08-20,245.60000610351562
2024-08-21,247.83999633789062
2024-08-22,247.97999572753906
2024-08-23,254.88999938964844
2024-08-26,250.67999267578125
2024-08-27,240.41000366210938
2024-08-28,235.77000427246094
2024-08-29,241.27999877929688
2024-08-30,245.2100067138672
2024-09-03,239.02000427246094
2024-09-04,234.8300018310547
2024-09-05,232.16000366210938
2024-09-06,231.97000122070312
2024-09-09,231.8300018310547
2024-09-10,232.9499969482422
2024-09-11,232.9499969482422
2024-09-12,236.27000427246094
2024-09-13,237.47000122070312
2024-09-16,242.8699951171875
2024-09-17,245.1199951171875
2024-09-18,244.39999389648438
2024-09-19,253.6699981689453
2024-09-20,252.0500030517578
2024-09-23,252.3300018310547
2024-09-24,249.8699951171875
2024-09-25,249.6300048828125
2024-09-26,250.5800018310547
2024-09-27,250.24000549316406
2024-09-30,250.42999267578125
2024-10-01,247.49000549316406
2024-10-02,240.4600067138672
2024-10-03,241.10000610351562
2024-10-04,241.42999267578125
2024-10-07,238.02999877929688
2024-10-08,238.19000244140625
2024-10-09,241.63999938964844
2024-10-10,243.89999389648438
2024-10-11,247.50999450683594
2024-10-14,248.6999969482422
2024-10-15,252.7899932861328
2024-10-16,256.4800109863281
2024-10-17,258.6400146484375
2024-10-18,261.7200012207031
2024-10-21,259.94000244140625
2024-10-22,253.72000122070312
2024-10-23,253.57000732421875
2024-10-24,256.1400146484375
2024-10-25,256.5400085449219
2024-10-28,258.5
2024-10-29,259.54998779296875
2024-10-30,276.2300109863281
2024-10-31,273.92999267578125
2024-11-01,270.3900146484375
2024-11-04,268.8599853515625
2024-11-05,272.6700134277344
2024-11-06,290.45001220703125
2024-11-07,290.5899963378906
2024-11-08,292.30999755859375
2024-11-11,292.0400085449219
2024-11-12,288.3800048828125
2024-11-13,287.7099914550781
2024-11-14,282.67999267578125
2024-11-15,279.2799987792969
2024-11-18,278.739990234375
2024-11-19,278.010009765625
2024-11-20,277.80999755859375
2024-11-21,281.17999267578125
