Date,IX
2022-02-28,98.58999633789062
2022-03-01,102.4000015258789
2022-03-02,99.58000183105469
2022-03-03,99.12000274658203
2022-03-04,95.7300033569336
2022-03-07,91.16000366210938
2022-03-08,86.20999908447266
2022-03-09,90.19000244140625
2022-03-10,92.48999786376953
2022-03-11,92.63999938964844
2022-03-14,93.95999908447266
2022-03-15,95.08000183105469
2022-03-16,98.41000366210938
2022-03-17,98.26000213623047
2022-03-18,99.0999984741211
2022-03-21,99.26000213623047
2022-03-22,102.06999969482422
2022-03-23,100.5
2022-03-24,101.5999984741211
2022-03-25,101.23999786376953
2022-03-28,101.61000061035156
2022-03-29,102.2300033569336
2022-03-30,101.7699966430664
2022-03-31,99.8499984741211
2022-04-01,101.88999938964844
2022-04-04,99.26000213623047
2022-04-05,96.06999969482422
2022-04-06,95.22000122070312
2022-04-07,93.61000061035156
2022-04-08,92.30000305175781
2022-04-11,91.97000122070312
2022-04-12,92.0999984741211
2022-04-13,91.62000274658203
2022-04-14,92.05999755859375
2022-04-18,92.20999908447266
2022-04-19,92.66999816894531
2022-04-20,94.3499984741211
2022-04-21,92.69000244140625
2022-04-22,91.66999816894531
2022-04-25,91.0999984741211
2022-04-26,89.5999984741211
2022-04-27,88.62999725341797
2022-04-28,91.83000183105469
2022-04-29,90.80999755859375
2022-05-02,90.29000091552734
2022-05-03,91.8499984741211
2022-05-04,93.01000213623047
2022-05-05,90.33999633789062
2022-05-06,91.83999633789062
2022-05-09,89.45999908447266
2022-05-10,88.05999755859375
2022-05-11,86.83000183105469
2022-05-12,87.01000213623047
2022-05-13,89.75
2022-05-16,87.58000183105469
2022-05-17,89.4800033569336
2022-05-18,87.94000244140625
2022-05-19,89.52999877929688
2022-05-20,90.22000122070312
2022-05-23,92.7699966430664
2022-05-24,92.3499984741211
2022-05-25,93.33000183105469
2022-05-26,94.75
2022-05-27,96.37000274658203
2022-05-31,95.23999786376953
2022-06-01,95.41999816894531
2022-06-02,97.16999816894531
2022-06-03,93.63999938964844
2022-06-06,94.12000274658203
2022-06-07,93.83999633789062
2022-06-08,92.56999969482422
2022-06-09,91.1500015258789
2022-06-10,88.30999755859375
2022-06-13,85.0999984741211
2022-06-14,84.7699966430664
2022-06-15,86.80999755859375
2022-06-16,85.6500015258789
2022-06-17,84.88999938964844
2022-06-21,87.11000061035156
2022-06-22,86.02999877929688
2022-06-23,86.06999969482422
2022-06-24,87.4800033569336
2022-06-27,86.7699966430664
2022-06-28,86.5199966430664
2022-06-29,85.8499984741211
2022-06-30,84.16000366210938
2022-07-01,84.68000030517578
2022-07-05,84.44999694824219
2022-07-06,81.41000366210938
2022-07-07,82.2699966430664
2022-07-08,83.7699966430664
2022-07-11,83.4000015258789
2022-07-12,83.11000061035156
2022-07-13,83.54000091552734
2022-07-14,81.7300033569336
2022-07-15,81.93000030517578
2022-07-18,80.95999908447266
2022-07-19,83.55999755859375
2022-07-20,83.31999969482422
2022-07-21,83.83999633789062
2022-07-22,84.04000091552734
2022-07-25,84.25
2022-07-26,84.08999633789062
2022-07-27,85.31999969482422
2022-07-28,86.66999816894531
2022-07-29,88.76000213623047
2022-08-01,89.77999877929688
2022-08-02,87.30999755859375
2022-08-03,85.83999633789062
2022-08-04,83.69999694824219
2022-08-05,82.51000213623047
2022-08-08,82.31999969482422
2022-08-09,81.47000122070312
2022-08-10,83.58000183105469
2022-08-11,84.44000244140625
2022-08-12,84.87000274658203
2022-08-15,84.16000366210938
2022-08-16,83.41999816894531
2022-08-17,84.20999908447266
2022-08-18,83.86000061035156
2022-08-19,82.26000213623047
2022-08-22,81.27999877929688
2022-08-23,82.55999755859375
2022-08-24,83.30000305175781
2022-08-25,84.94000244140625
2022-08-26,82.69000244140625
2022-08-29,82.4000015258789
2022-08-30,81.86000061035156
2022-08-31,82.3499984741211
2022-09-01,80.7699966430664
2022-09-02,80.5999984741211
2022-09-06,78.7300033569336
2022-09-07,78.62000274658203
2022-09-08,79.66000366210938
2022-09-09,81.08999633789062
2022-09-12,81.87999725341797
2022-09-13,78.7300033569336
2022-09-14,79.44000244140625
2022-09-15,78.54000091552734
2022-09-16,78.5199966430664
2022-09-19,79.44000244140625
2022-09-20,78.05000305175781
2022-09-21,76.91999816894531
2022-09-22,77.06999969482422
2022-09-23,75.4000015258789
2022-09-26,73.73999786376953
2022-09-27,72.52999877929688
2022-09-28,73.7699966430664
2022-09-29,71.81999969482422
2022-09-30,70.66999816894531
2022-10-03,72.5999984741211
2022-10-04,75.87000274658203
2022-10-05,74.4800033569336
2022-10-06,73.25
2022-10-07,72.45999908447266
2022-10-10,71.58000183105469
2022-10-11,71.37000274658203
2022-10-12,71.3499984741211
2022-10-13,71.7300033569336
2022-10-14,70.54000091552734
2022-10-17,71.5
2022-10-18,70.87000274658203
2022-10-19,70.16999816894531
2022-10-20,69.91000366210938
2022-10-21,70.87999725341797
2022-10-24,70.81999969482422
2022-10-25,72.62000274658203
2022-10-26,73.45999908447266
2022-10-27,72.3499984741211
2022-10-28,73.43000030517578
2022-10-31,73.2300033569336
2022-11-01,73.26000213623047
2022-11-02,73.18000030517578
2022-11-03,72.58000183105469
2022-11-04,74.16000366210938
2022-11-07,68.87000274658203
2022-11-08,71.80999755859375
2022-11-09,70.5999984741211
2022-11-10,74.58000183105469
2022-11-11,76.63999938964844
2022-11-14,75.30000305175781
2022-11-15,75.48999786376953
2022-11-16,74.68000030517578
2022-11-17,76.33999633789062
2022-11-18,75.97000122070312
2022-11-21,76.44000244140625
2022-11-22,77.44000244140625
2022-11-23,78.44000244140625
2022-11-25,80.69000244140625
2022-11-28,79.66999816894531
2022-11-29,79.8499984741211
2022-11-30,80.72000122070312
2022-12-01,80.94000244140625
2022-12-02,80.19000244140625
2022-12-05,78.33999633789062
2022-12-06,78.6500015258789
2022-12-07,80.12000274658203
2022-12-08,79.38999938964844
2022-12-09,79.45999908447266
2022-12-12,80.51000213623047
2022-12-13,81.9800033569336
2022-12-14,82.05000305175781
2022-12-15,79.83000183105469
2022-12-16,78.75
2022-12-19,79.0
2022-12-20,81.19999694824219
2022-12-21,80.76000213623047
2022-12-22,80.45999908447266
2022-12-23,81.29000091552734
2022-12-27,81.01000213623047
2022-12-28,79.61000061035156
2022-12-29,81.0199966430664
2022-12-30,80.5199966430664
2023-01-03,81.02999877929688
2023-01-04,80.56999969482422
2023-01-05,79.31999969482422
2023-01-06,80.79000091552734
2023-01-09,80.79000091552734
2023-01-10,79.7699966430664
2023-01-11,80.77999877929688
2023-01-12,82.41000366210938
2023-01-13,83.11000061035156
2023-01-17,86.62999725341797
2023-01-18,86.25
2023-01-19,86.13999938964844
2023-01-20,86.06999969482422
2023-01-23,85.73999786376953
2023-01-24,86.87999725341797
2023-01-25,87.3499984741211
2023-01-26,87.47000122070312
2023-01-27,87.72000122070312
2023-01-30,87.12999725341797
2023-01-31,87.91999816894531
2023-02-01,87.61000061035156
2023-02-02,86.88999938964844
2023-02-03,86.30000305175781
2023-02-06,86.0
2023-02-07,88.97000122070312
2023-02-08,88.43000030517578
2023-02-09,89.16000366210938
2023-02-10,89.61000061035156
2023-02-13,89.98999786376953
2023-02-14,89.30999755859375
2023-02-15,88.70999908447266
2023-02-16,87.80000305175781
2023-02-17,87.91000366210938
2023-02-21,89.23999786376953
2023-02-22,88.5
2023-02-23,89.01000213623047
2023-02-24,88.02999877929688
2023-02-27,89.37000274658203
2023-02-28,89.37999725341797
2023-03-01,89.66999816894531
2023-03-02,89.47000122070312
2023-03-03,91.44999694824219
2023-03-06,90.69000244140625
2023-03-07,89.12999725341797
2023-03-08,89.41999816894531
