Date,AIG
2022-02-28,61.2400016784668
2022-03-01,57.88999938964844
2022-03-02,61.040000915527344
2022-03-03,60.40999984741211
2022-03-04,57.47999954223633
2022-03-07,54.66999816894531
2022-03-08,55.459999084472656
2022-03-09,58.279998779296875
2022-03-10,56.97999954223633
2022-03-11,57.0
2022-03-14,57.5099983215332
2022-03-15,58.54999923706055
2022-03-16,59.779998779296875
2022-03-17,60.939998626708984
2022-03-18,61.029998779296875
2022-03-21,61.7400016784668
2022-03-22,62.68000030517578
2022-03-23,61.849998474121094
2022-03-24,63.15999984741211
2022-03-25,64.4800033569336
2022-03-28,63.72999954223633
2022-03-29,63.04999923706055
2022-03-30,63.4900016784668
2022-03-31,62.77000045776367
2022-04-01,63.790000915527344
2022-04-04,62.540000915527344
2022-04-05,62.45000076293945
2022-04-06,61.810001373291016
2022-04-07,61.65999984741211
2022-04-08,63.13999938964844
2022-04-11,62.58000183105469
2022-04-12,62.45000076293945
2022-04-13,62.97999954223633
2022-04-14,63.029998779296875
2022-04-18,63.900001525878906
2022-04-19,63.61000061035156
2022-04-20,64.41000366210938
2022-04-21,63.130001068115234
2022-04-22,60.439998626708984
2022-04-25,59.68000030517578
2022-04-26,57.65999984741211
2022-04-27,59.119998931884766
2022-04-28,60.040000915527344
2022-04-29,58.5099983215332
2022-05-02,59.060001373291016
2022-05-03,59.529998779296875
2022-05-04,63.939998626708984
2022-05-05,62.119998931884766
2022-05-06,62.22999954223633
2022-05-09,59.61000061035156
2022-05-10,58.689998626708984
2022-05-11,58.61000061035156
2022-05-12,58.40999984741211
2022-05-13,58.560001373291016
2022-05-16,58.63999938964844
2022-05-17,60.279998779296875
2022-05-18,58.29999923706055
2022-05-19,57.900001525878906
2022-05-20,55.619998931884766
2022-05-23,56.93000030517578
2022-05-24,56.5099983215332
2022-05-25,56.66999816894531
2022-05-26,57.72999954223633
2022-05-27,59.0
2022-05-31,58.68000030517578
2022-06-01,57.84000015258789
2022-06-02,58.16999816894531
2022-06-03,57.290000915527344
2022-06-06,58.9900016784668
2022-06-07,59.40999984741211
2022-06-08,57.7400016784668
2022-06-09,55.880001068115234
2022-06-10,53.43000030517578
2022-06-13,51.630001068115234
2022-06-14,52.02000045776367
2022-06-15,52.04999923706055
2022-06-16,49.970001220703125
2022-06-17,51.459999084472656
2022-06-21,52.150001525878906
2022-06-22,51.380001068115234
2022-06-23,49.599998474121094
2022-06-24,52.77000045776367
2022-06-27,51.91999816894531
2022-06-28,51.810001373291016
2022-06-29,50.79999923706055
2022-06-30,51.130001068115234
2022-07-01,52.02000045776367
2022-07-05,51.130001068115234
2022-07-06,50.97999954223633
2022-07-07,51.790000915527344
2022-07-08,51.470001220703125
2022-07-11,51.45000076293945
2022-07-12,51.119998931884766
2022-07-13,50.65999984741211
2022-07-14,48.41999816894531
2022-07-15,50.08000183105469
2022-07-18,49.88999938964844
2022-07-19,51.7400016784668
2022-07-20,51.52000045776367
2022-07-21,51.630001068115234
2022-07-22,51.33000183105469
2022-07-25,52.04999923706055
2022-07-26,51.72999954223633
2022-07-27,52.52000045776367
2022-07-28,50.4900016784668
2022-07-29,51.77000045776367
2022-08-01,51.040000915527344
2022-08-02,50.709999084472656
2022-08-03,51.58000183105469
2022-08-04,51.119998931884766
2022-08-05,51.83000183105469
2022-08-08,52.27000045776367
2022-08-09,53.54999923706055
2022-08-10,54.91999816894531
2022-08-11,56.33000183105469
2022-08-12,57.40999984741211
2022-08-15,56.7599983215332
2022-08-16,57.290000915527344
2022-08-17,56.689998626708984
2022-08-18,57.33000183105469
2022-08-19,56.099998474121094
2022-08-22,54.040000915527344
2022-08-23,54.27000045776367
2022-08-24,54.31999969482422
2022-08-25,55.2599983215332
2022-08-26,53.0
2022-08-29,52.79999923706055
2022-08-30,52.38999938964844
2022-08-31,51.75
2022-09-01,52.34000015258789
2022-09-02,52.40999984741211
2022-09-06,52.36000061035156
2022-09-07,53.70000076293945
2022-09-08,54.33000183105469
2022-09-09,55.040000915527344
2022-09-12,56.529998779296875
2022-09-13,54.34000015258789
2022-09-14,54.20000076293945
2022-09-15,54.18000030517578
2022-09-16,53.650001525878906
2022-09-19,54.59000015258789
2022-09-20,53.40999984741211
2022-09-21,52.290000915527344
2022-09-22,51.209999084472656
2022-09-23,49.77000045776367
2022-09-26,48.40999984741211
2022-09-27,48.560001373291016
2022-09-28,48.77000045776367
2022-09-29,47.65999984741211
2022-09-30,47.47999954223633
2022-10-03,49.18000030517578
2022-10-04,51.709999084472656
2022-10-05,51.29999923706055
2022-10-06,50.7599983215332
2022-10-07,49.709999084472656
2022-10-10,48.439998626708984
2022-10-11,48.04999923706055
2022-10-12,48.959999084472656
2022-10-13,50.939998626708984
2022-10-14,50.709999084472656
2022-10-17,51.72999954223633
2022-10-18,52.599998474121094
2022-10-19,52.75
2022-10-20,51.849998474121094
2022-10-21,53.25
2022-10-24,54.349998474121094
2022-10-25,54.290000915527344
2022-10-26,54.220001220703125
2022-10-27,54.619998931884766
2022-10-28,56.79999923706055
2022-10-31,57.0
2022-11-01,57.06999969482422
2022-11-02,57.279998779296875
2022-11-03,57.61000061035156
2022-11-04,57.91999816894531
2022-11-07,59.16999816894531
2022-11-08,59.130001068115234
2022-11-09,58.459999084472656
2022-11-10,60.59000015258789
2022-11-11,60.38999938964844
2022-11-14,60.2400016784668
2022-11-15,60.540000915527344
2022-11-16,59.869998931884766
2022-11-17,59.439998626708984
2022-11-18,59.81999969482422
2022-11-21,60.11000061035156
2022-11-22,60.880001068115234
2022-11-23,60.959999084472656
2022-11-25,61.08000183105469
2022-11-28,60.7400016784668
2022-11-29,61.439998626708984
2022-11-30,63.11000061035156
2022-12-01,63.099998474121094
2022-12-02,62.75
2022-12-05,61.529998779296875
2022-12-06,61.689998626708984
2022-12-07,62.029998779296875
2022-12-08,62.2599983215332
2022-12-09,62.5099983215332
2022-12-12,63.5099983215332
2022-12-13,63.560001373291016
2022-12-14,62.65999984741211
2022-12-15,62.209999084472656
2022-12-16,62.56999969482422
2022-12-19,61.470001220703125
2022-12-20,62.79999923706055
2022-12-21,63.33000183105469
2022-12-22,62.400001525878906
2022-12-23,63.15999984741211
2022-12-27,63.33000183105469
2022-12-28,62.88999938964844
2022-12-29,63.630001068115234
2022-12-30,63.2400016784668
2023-01-03,62.93000030517578
2023-01-04,63.86000061035156
2023-01-05,63.5099983215332
2023-01-06,64.55000305175781
2023-01-09,63.869998931884766
2023-01-10,63.45000076293945
2023-01-11,63.459999084472656
2023-01-12,63.68000030517578
2023-01-13,64.41000366210938
2023-01-17,63.779998779296875
2023-01-18,62.209999084472656
2023-01-19,61.720001220703125
2023-01-20,62.470001220703125
2023-01-23,63.099998474121094
2023-01-24,63.15999984741211
2023-01-25,63.5
2023-01-26,63.97999954223633
2023-01-27,63.33000183105469
2023-01-30,63.16999816894531
2023-01-31,63.220001220703125
2023-02-01,61.22999954223633
2023-02-02,59.029998779296875
2023-02-03,58.75
2023-02-06,59.959999084472656
2023-02-07,60.61000061035156
2023-02-08,60.970001220703125
2023-02-09,60.869998931884766
2023-02-10,61.31999969482422
2023-02-13,61.959999084472656
2023-02-14,61.52000045776367
2023-02-15,61.83000183105469
2023-02-16,62.15999984741211
2023-02-17,60.81999969482422
2023-02-21,59.720001220703125
2023-02-22,60.65999984741211
2023-02-23,60.310001373291016
2023-02-24,60.16999816894531
2023-02-27,60.650001525878906
2023-02-28,61.11000061035156
2023-03-01,60.959999084472656
2023-03-02,60.029998779296875
2023-03-03,60.20000076293945
2023-03-06,60.34000015258789
2023-03-07,58.4900016784668
2023-03-08,57.349998474121094
2023-03-09,55.79999923706055
2023-03-10,53.150001525878906
2023-03-13,50.06999969482422
2023-03-14,51.119998931884766
2023-03-15,47.959999084472656
2023-03-16,50.189998626708984
2023-03-17,47.2400016784668
2023-03-20,48.849998474121094
2023-03-21,51.25
2023-03-22,48.75
2023-03-23,47.15999984741211
2023-03-24,47.34000015258789
2023-03-27,47.459999084472656
2023-03-28,47.5
2023-03-29,48.70000076293945
2023-03-30,49.81999969482422
2023-03-31,50.36000061035156
2023-04-03,50.41999816894531
2023-04-04,49.869998931884766
2023-04-05,50.2400016784668
2023-04-06,51.08000183105469
2023-04-10,51.11000061035156
2023-04-11,51.20000076293945
2023-04-12,51.31999969482422
2023-04-13,51.619998931884766
2023-04-14,51.439998626708984
2023-04-17,51.91999816894531
2023-04-18,52.459999084472656
2023-04-19,53.16999816894531
2023-04-20,52.34000015258789
2023-04-21,51.54999923706055
2023-04-24,51.81999969482422
2023-04-25,50.95000076293945
2023-04-26,50.810001373291016
2023-04-27,52.13999938964844
2023-04-28,53.040000915527344
2023-05-01,53.09000015258789
2023-05-02,51.93000030517578
2023-05-03,51.349998474121094
2023-05-04,49.880001068115234
2023-05-05,53.790000915527344
2023-05-08,53.75
2023-05-09,53.099998474121094
2023-05-10,52.61000061035156
2023-05-11,52.810001373291016
2023-05-12,52.4900016784668
2023-05-15,52.540000915527344
2023-05-16,52.310001373291016
2023-05-17,53.7400016784668
2023-05-18,54.310001373291016
2023-05-19,53.849998474121094
2023-05-22,53.959999084472656
2023-05-23,55.77000045776367
2023-05-24,54.56999969482422
2023-05-25,53.68000030517578
2023-05-26,54.06999969482422
2023-05-30,54.720001220703125
2023-05-31,52.83000183105469
2023-06-01,53.7400016784668
