Date,WCN
2023-01-09,132.19000244140625
2023-01-10,131.1999969482422
2023-01-11,132.25
2023-01-12,127.98999786376953
2023-01-13,130.58999633789062
2023-01-17,131.64999389648438
2023-01-18,128.2100067138672
2023-01-19,127.3499984741211
2023-01-20,128.6199951171875
2023-01-23,129.17999267578125
2023-01-24,129.69000244140625
2023-01-25,131.7100067138672
2023-01-26,130.74000549316406
2023-01-27,131.27999877929688
2023-01-30,131.0
2023-01-31,132.89999389648438
2023-02-01,133.02000427246094
2023-02-02,131.97000122070312
2023-02-03,132.22999572753906
2023-02-06,132.92999267578125
2023-02-07,133.3699951171875
2023-02-08,133.47000122070312
2023-02-09,133.67999267578125
2023-02-10,135.32000732421875
2023-02-13,134.66000366210938
2023-02-14,134.67999267578125
2023-02-15,135.52999877929688
2023-02-16,136.36000061035156
2023-02-17,136.11000061035156
2023-02-21,135.25999450683594
2023-02-22,135.9600067138672
2023-02-23,134.7899932861328
2023-02-24,134.1300048828125
2023-02-27,135.9499969482422
2023-02-28,133.9199981689453
2023-03-01,133.44000244140625
2023-03-02,133.69000244140625
2023-03-03,134.13999938964844
2023-03-06,135.39999389648438
2023-03-07,133.25999450683594
2023-03-08,133.2100067138672
2023-03-09,132.3800048828125
2023-03-10,131.0399932861328
2023-03-13,132.61000061035156
2023-03-14,134.97999572753906
2023-03-15,135.0399932861328
2023-03-16,136.0800018310547
2023-03-17,134.36000061035156
2023-03-20,135.5
2023-03-21,133.3300018310547
2023-03-22,132.19000244140625
2023-03-23,131.14999389648438
2023-03-24,133.6199951171875
2023-03-27,133.4499969482422
2023-03-28,134.8300018310547
2023-03-29,136.07000732421875
2023-03-30,138.02000427246094
2023-03-31,139.07000732421875
2023-04-03,139.4600067138672
2023-04-04,138.4199981689453
2023-04-05,137.08999633789062
2023-04-06,137.8300018310547
2023-04-10,138.2899932861328
2023-04-11,140.02999877929688
2023-04-12,142.4199981689453
2023-04-13,143.9499969482422
2023-04-14,143.10000610351562
2023-04-17,143.92999267578125
2023-04-18,142.97000122070312
2023-04-19,142.97000122070312
2023-04-20,143.75999450683594
2023-04-21,145.10000610351562
2023-04-24,142.1300048828125
2023-04-25,141.3000030517578
2023-04-26,140.22000122070312
2023-04-27,136.94000244140625
2023-04-28,139.14999389648438
2023-05-01,139.14999389648438
2023-05-02,139.05999755859375
2023-05-03,138.97999572753906
2023-05-04,139.32000732421875
2023-05-05,140.82000732421875
2023-05-08,141.89999389648438
2023-05-09,142.75999450683594
2023-05-10,144.8699951171875
2023-05-11,143.58999633789062
2023-05-12,143.88999938964844
2023-05-15,143.61000061035156
2023-05-16,142.13999938964844
2023-05-17,140.60000610351562
2023-05-18,139.44000244140625
2023-05-19,140.3000030517578
2023-05-22,139.2899932861328
2023-05-23,137.5500030517578
2023-05-24,137.1699981689453
2023-05-25,137.60000610351562
2023-05-26,138.4499969482422
2023-05-30,136.9199981689453
2023-05-31,136.64999389648438
2023-06-01,137.58999633789062
2023-06-02,139.49000549316406
2023-06-05,138.11000061035156
2023-06-06,136.66000366210938
2023-06-07,135.0399932861328
2023-06-08,136.0
2023-06-09,135.8300018310547
2023-06-12,135.72999572753906
2023-06-13,135.3300018310547
2023-06-14,136.8300018310547
2023-06-15,137.42999267578125
2023-06-16,137.5399932861328
2023-06-20,136.6999969482422
2023-06-21,136.75
2023-06-22,137.07000732421875
2023-06-23,136.10000610351562
2023-06-26,137.7899932861328
2023-06-27,138.7899932861328
2023-06-28,138.8699951171875
2023-06-29,140.27000427246094
2023-06-30,142.92999267578125
2023-07-03,141.3699951171875
2023-07-05,141.22000122070312
2023-07-06,140.05999755859375
2023-07-07,138.8000030517578
2023-07-10,138.69000244140625
2023-07-11,138.6300048828125
2023-07-12,139.17999267578125
2023-07-13,141.1199951171875
2023-07-14,141.4199981689453
2023-07-17,141.47999572753906
2023-07-18,139.97000122070312
2023-07-19,140.85000610351562
2023-07-20,143.75
2023-07-21,144.63999938964844
2023-07-24,145.25
2023-07-25,143.0500030517578
2023-07-26,142.8699951171875
2023-07-27,140.88999938964844
2023-07-28,141.44000244140625
2023-07-31,141.1699981689453
2023-08-01,142.8800048828125
2023-08-02,141.5800018310547
2023-08-03,140.69000244140625
2023-08-04,141.9600067138672
2023-08-07,143.19000244140625
2023-08-08,140.1699981689453
2023-08-09,142.44000244140625
2023-08-10,139.85000610351562
2023-08-11,140.67999267578125
2023-08-14,141.41000366210938
2023-08-15,138.35000610351562
2023-08-16,139.0399932861328
2023-08-17,137.36000061035156
2023-08-18,138.0
2023-08-21,138.0
2023-08-22,137.14999389648438
2023-08-23,137.83999633789062
2023-08-24,136.41000366210938
2023-08-25,137.86000061035156
2023-08-28,137.69000244140625
2023-08-29,138.97000122070312
2023-08-30,138.3699951171875
2023-08-31,136.99000549316406
2023-09-01,139.2899932861328
2023-09-05,139.11000061035156
2023-09-06,137.58999633789062
2023-09-07,138.8699951171875
2023-09-08,137.83999633789062
2023-09-11,139.14999389648438
2023-09-12,140.1699981689453
2023-09-13,141.91000366210938
2023-09-14,142.14999389648438
2023-09-15,141.7899932861328
2023-09-18,141.47999572753906
2023-09-19,141.2100067138672
2023-09-20,141.72999572753906
2023-09-21,138.5399932861328
2023-09-22,137.57000732421875
2023-09-25,138.16000366210938
2023-09-26,136.27999877929688
2023-09-27,135.8699951171875
2023-09-28,136.44000244140625
2023-09-29,134.3000030517578
2023-10-02,132.52000427246094
2023-10-03,133.1199951171875
2023-10-04,133.66000366210938
2023-10-05,135.44000244140625
2023-10-06,135.9600067138672
2023-10-09,137.5800018310547
2023-10-10,137.9600067138672
2023-10-11,138.02999877929688
2023-10-12,137.08999633789062
2023-10-13,138.41000366210938
2023-10-16,138.67999267578125
2023-10-17,139.1699981689453
2023-10-18,137.6999969482422
2023-10-19,136.02999877929688
2023-10-20,136.4499969482422
2023-10-23,135.52000427246094
2023-10-24,134.3800048828125
2023-10-25,137.41000366210938
2023-10-26,127.87999725341797
2023-10-27,128.0399932861328
2023-10-30,129.8699951171875
2023-10-31,129.5
2023-11-01,129.75
2023-11-02,132.77999877929688
2023-11-03,133.22999572753906
2023-11-06,132.4199981689453
2023-11-07,131.6699981689453
2023-11-08,131.30999755859375
2023-11-09,130.5
2023-11-10,130.5399932861328
2023-11-13,130.55999755859375
2023-11-14,134.99000549316406
2023-11-15,134.02000427246094
2023-11-16,135.00999450683594
2023-11-17,134.83999633789062
2023-11-20,134.33999633789062
2023-11-21,131.61000061035156
2023-11-22,133.3000030517578
2023-11-24,133.30999755859375
2023-11-27,133.6699981689453
2023-11-28,133.00999450683594
2023-11-29,132.63999938964844
2023-11-30,135.49000549316406
2023-12-01,139.6300048828125
2023-12-04,139.83999633789062
2023-12-05,140.1199951171875
2023-12-06,139.1999969482422
2023-12-07,138.38999938964844
2023-12-08,138.3300018310547
2023-12-11,141.52000427246094
2023-12-12,145.5500030517578
2023-12-13,148.6699981689453
2023-12-14,147.27999877929688
2023-12-15,145.41000366210938
2023-12-18,147.4499969482422
2023-12-19,147.33999633789062
2023-12-20,146.39999389648438
2023-12-21,147.3000030517578
2023-12-22,147.3300018310547
2023-12-26,148.14999389648438
2023-12-27,147.97999572753906
2023-12-28,148.82000732421875
2023-12-29,149.27000427246094
2024-01-02,148.6300048828125
2024-01-03,147.4600067138672
2024-01-04,147.47999572753906
2024-01-05,146.47999572753906
2024-01-08,146.97000122070312
2024-01-09,147.27999877929688
2024-01-10,148.63999938964844
2024-01-11,148.0500030517578
2024-01-12,148.9199981689453
2024-01-16,146.8300018310547
2024-01-17,146.72000122070312
2024-01-18,149.58999633789062
2024-01-19,152.1999969482422
2024-01-22,152.60000610351562
2024-01-23,153.35000610351562
2024-01-24,151.8000030517578
2024-01-25,153.42999267578125
2024-01-26,154.41000366210938
2024-01-29,155.89999389648438
2024-01-30,156.64999389648438
2024-01-31,155.25999450683594
2024-02-01,158.39999389648438
2024-02-02,158.05999755859375
2024-02-05,157.1699981689453
2024-02-06,156.94000244140625
2024-02-07,156.9600067138672
2024-02-08,155.97999572753906
2024-02-09,156.7100067138672
2024-02-12,154.3800048828125
2024-02-13,156.5500030517578
2024-02-14,164.1199951171875
2024-02-15,165.4499969482422
2024-02-16,167.8699951171875
2024-02-20,167.2100067138672
2024-02-21,167.30999755859375
2024-02-22,170.49000549316406
2024-02-23,170.14999389648438
2024-02-26,169.9199981689453
2024-02-27,168.3300018310547
2024-02-28,167.19000244140625
2024-02-29,166.44000244140625
2024-03-01,165.39999389648438
2024-03-04,166.0
2024-03-05,167.47999572753906
2024-03-06,168.0399932861328
2024-03-07,168.10000610351562
2024-03-08,166.8000030517578
2024-03-11,167.8000030517578
2024-03-12,168.75999450683594
2024-03-13,169.82000732421875
2024-03-14,169.22999572753906
2024-03-15,170.92999267578125
2024-03-18,171.74000549316406
2024-03-19,172.1300048828125
2024-03-20,170.3699951171875
2024-03-21,171.50999450683594
2024-03-22,170.8800048828125
2024-03-25,170.3300018310547
2024-03-26,170.02999877929688
2024-03-27,171.69000244140625
2024-03-28,172.00999450683594
2024-04-01,170.3800048828125
2024-04-02,169.44000244140625
2024-04-03,168.27000427246094
2024-04-04,167.3000030517578
2024-04-05,168.00999450683594
2024-04-08,168.25999450683594
2024-04-09,168.36000061035156
2024-04-10,168.41000366210938
2024-04-11,167.5399932861328
2024-04-12,167.1199951171875
2024-04-15,165.77000427246094
2024-04-16,164.6699981689453
2024-04-17,164.67999267578125
2024-04-18,164.36000061035156
2024-04-19,165.02000427246094
2024-04-22,166.27000427246094
2024-04-23,166.1699981689453
2024-04-24,166.17999267578125
2024-04-25,165.17999267578125
2024-04-26,163.47999572753906
2024-04-29,164.64999389648438
2024-04-30,162.08999633789062
2024-05-01,162.05999755859375
2024-05-02,163.36000061035156
2024-05-03,164.17999267578125
2024-05-06,166.61000061035156
2024-05-07,165.5
2024-05-08,165.39999389648438
2024-05-09,166.13999938964844
2024-05-10,167.3800048828125
2024-05-13,166.08999633789062
2024-05-14,165.66000366210938
2024-05-15,165.75999450683594
2024-05-16,166.6699981689453
2024-05-17,167.58999633789062
2024-05-20,165.5800018310547
2024-05-21,165.14999389648438
2024-05-22,165.57000732421875
2024-05-23,164.55999755859375
2024-05-24,165.47000122070312
2024-05-28,162.86000061035156
2024-05-29,160.42999267578125
2024-05-30,161.60000610351562
2024-05-31,164.32000732421875
2024-06-03,163.1699981689453
2024-06-04,166.32000732421875
2024-06-05,168.6300048828125
2024-06-06,168.97999572753906
2024-06-07,165.5399932861328
2024-06-10,167.7899932861328
2024-06-11,166.75999450683594
2024-06-12,166.9199981689453
2024-06-13,167.0800018310547
2024-06-14,168.61000061035156
2024-06-17,172.8300018310547
2024-06-18,173.0500030517578
2024-06-20,173.89999389648438
2024-06-21,174.61000061035156
2024-06-24,175.5800018310547
2024-06-25,175.02000427246094
2024-06-26,173.72000122070312
2024-06-27,175.77999877929688
2024-06-28,175.36000061035156
2024-07-01,173.9199981689453
2024-07-02,175.05999755859375
2024-07-03,177.52000427246094
2024-07-05,177.25
2024-07-08,177.52000427246094
2024-07-09,178.1300048828125
2024-07-10,180.00999450683594
2024-07-11,178.97000122070312
2024-07-12,180.52999877929688
2024-07-15,179.99000549316406
2024-07-16,182.33999633789062
2024-07-17,182.35000610351562
2024-07-18,181.2899932861328
2024-07-19,180.35000610351562
2024-07-22,181.5800018310547
2024-07-23,180.69000244140625
2024-07-24,179.7100067138672
2024-07-25,175.47999572753906
2024-07-26,175.66000366210938
2024-07-29,175.89999389648438
2024-07-30,176.36000061035156
2024-07-31,177.77000427246094
2024-08-01,178.80999755859375
2024-08-02,179.49000549316406
2024-08-05,176.41000366210938
2024-08-06,177.66000366210938
2024-08-07,179.2899932861328
2024-08-08,179.9600067138672
2024-08-09,180.3000030517578
2024-08-12,179.99000549316406
2024-08-13,180.3800048828125
2024-08-14,181.55999755859375
2024-08-15,183.02000427246094
2024-08-16,181.8800048828125
2024-08-19,182.6999969482422
2024-08-20,182.5
2024-08-21,184.42999267578125
2024-08-22,184.47999572753906
2024-08-23,186.42999267578125
2024-08-26,186.4600067138672
2024-08-27,186.00999450683594
2024-08-28,185.4199981689453
2024-08-29,185.77000427246094
2024-08-30,186.5
2024-09-03,185.14999389648438
2024-09-04,184.77999877929688
2024-09-05,184.88999938964844
2024-09-06,182.6199951171875
2024-09-09,185.0
2024-09-10,184.67999267578125
2024-09-11,185.38999938964844
2024-09-12,185.99000549316406
2024-09-13,185.67999267578125
2024-09-16,185.50999450683594
2024-09-17,181.41000366210938
2024-09-18,177.86000061035156
2024-09-19,179.22000122070312
2024-09-20,179.14999389648438
2024-09-23,180.47000122070312
2024-09-24,179.3800048828125
2024-09-25,180.5
2024-09-26,178.52000427246094
2024-09-27,177.33999633789062
2024-09-30,178.82000732421875
2024-10-01,177.7899932861328
2024-10-02,177.5500030517578
2024-10-03,178.11000061035156
2024-10-04,176.41000366210938
2024-10-07,176.72000122070312
2024-10-08,179.85000610351562
2024-10-09,181.82000732421875
2024-10-10,179.83999633789062
2024-10-11,181.39999389648438
2024-10-14,182.16000366210938
2024-10-15,182.02999877929688
2024-10-16,181.8699951171875
2024-10-17,182.42999267578125
2024-10-18,182.60000610351562
2024-10-21,181.6999969482422
2024-10-22,181.35000610351562
2024-10-23,180.36000061035156
2024-10-24,178.55999755859375
2024-10-25,175.8000030517578
2024-10-28,176.91000366210938
2024-10-29,180.42999267578125
2024-10-30,177.72000122070312
2024-10-31,176.75
2024-11-01,176.9600067138672
2024-11-04,177.63999938964844
2024-11-05,178.77999877929688
2024-11-06,179.39999389648438
2024-11-07,181.89999389648438
2024-11-08,184.0399932861328
2024-11-11,185.36000061035156
2024-11-12,187.60000610351562
2024-11-13,187.5
2024-11-14,183.72999572753906
2024-11-15,183.5
2024-11-18,186.00999450683594
2024-11-19,187.5
2024-11-20,186.52999877929688
2024-11-21,189.00999450683594
