Date,IP
2022-02-28,43.529998779296875
2022-03-01,41.27000045776367
2022-03-02,42.0099983215332
2022-03-03,42.22999954223633
2022-03-04,42.209999084472656
2022-03-07,40.97999954223633
2022-03-08,41.61000061035156
2022-03-09,42.16999816894531
2022-03-10,42.040000915527344
2022-03-11,42.43000030517578
2022-03-14,42.540000915527344
2022-03-15,43.189998626708984
2022-03-16,44.15999984741211
2022-03-17,44.970001220703125
2022-03-18,45.0099983215332
2022-03-21,44.7599983215332
2022-03-22,45.09000015258789
2022-03-23,44.630001068115234
2022-03-24,45.2400016784668
2022-03-25,46.31999969482422
2022-03-28,46.119998931884766
2022-03-29,46.689998626708984
2022-03-30,46.38999938964844
2022-03-31,46.150001525878906
2022-04-01,46.29999923706055
2022-04-04,45.900001525878906
2022-04-05,45.779998779296875
2022-04-06,45.689998626708984
2022-04-07,45.380001068115234
2022-04-08,46.70000076293945
2022-04-11,46.66999816894531
2022-04-12,46.63999938964844
2022-04-13,47.04999923706055
2022-04-14,47.43000030517578
2022-04-18,47.459999084472656
2022-04-19,48.650001525878906
2022-04-20,49.40999984741211
2022-04-21,49.689998626708984
2022-04-22,47.720001220703125
2022-04-25,47.4900016784668
2022-04-26,47.02000045776367
2022-04-27,47.36000061035156
2022-04-28,47.47999954223633
2022-04-29,46.279998779296875
2022-05-02,46.54999923706055
2022-05-03,46.81999969482422
2022-05-04,48.4900016784668
2022-05-05,48.11000061035156
2022-05-06,48.15999984741211
2022-05-09,47.810001373291016
2022-05-10,47.849998474121094
2022-05-11,47.66999816894531
2022-05-12,47.58000183105469
2022-05-13,47.790000915527344
2022-05-16,47.88999938964844
2022-05-17,49.18000030517578
2022-05-18,48.33000183105469
2022-05-19,47.81999969482422
2022-05-20,47.47999954223633
2022-05-23,48.13999938964844
2022-05-24,47.189998626708984
2022-05-25,47.88999938964844
2022-05-26,48.68000030517578
2022-05-27,49.310001373291016
2022-05-31,48.45000076293945
2022-06-01,47.45000076293945
2022-06-02,47.5
2022-06-03,47.09000015258789
2022-06-06,47.2599983215332
2022-06-07,47.93000030517578
2022-06-08,47.279998779296875
2022-06-09,46.279998779296875
2022-06-10,45.0
2022-06-13,43.13999938964844
2022-06-14,43.619998931884766
2022-06-15,44.04999923706055
2022-06-16,42.709999084472656
2022-06-17,42.349998474121094
2022-06-21,41.880001068115234
2022-06-22,41.2400016784668
2022-06-23,41.119998931884766
2022-06-24,42.84000015258789
2022-06-27,42.810001373291016
2022-06-28,42.34000015258789
2022-06-29,42.439998626708984
2022-06-30,41.83000183105469
2022-07-01,41.97999954223633
2022-07-05,41.61000061035156
2022-07-06,41.869998931884766
2022-07-07,43.060001373291016
2022-07-08,42.709999084472656
2022-07-11,42.22999954223633
2022-07-12,42.77000045776367
2022-07-13,42.13999938964844
2022-07-14,41.779998779296875
2022-07-15,41.91999816894531
2022-07-18,41.41999816894531
2022-07-19,42.61000061035156
2022-07-20,42.939998626708984
2022-07-21,43.27000045776367
2022-07-22,43.189998626708984
2022-07-25,43.459999084472656
2022-07-26,41.779998779296875
2022-07-27,42.619998931884766
2022-07-28,43.02000045776367
2022-07-29,42.77000045776367
2022-08-01,42.81999969482422
2022-08-02,42.34000015258789
2022-08-03,42.61000061035156
2022-08-04,41.869998931884766
2022-08-05,41.790000915527344
2022-08-08,42.47999954223633
2022-08-09,42.5099983215332
2022-08-10,43.40999984741211
2022-08-11,43.79999923706055
2022-08-12,44.5099983215332
2022-08-15,44.4900016784668
2022-08-16,44.97999954223633
2022-08-17,44.400001525878906
2022-08-18,44.13999938964844
2022-08-19,43.59000015258789
2022-08-22,42.5
2022-08-23,42.779998779296875
2022-08-24,42.61000061035156
2022-08-25,43.869998931884766
2022-08-26,42.619998931884766
2022-08-29,42.150001525878906
2022-08-30,42.099998474121094
2022-08-31,41.619998931884766
2022-09-01,41.310001373291016
2022-09-02,40.93000030517578
2022-09-06,40.33000183105469
2022-09-07,41.060001373291016
2022-09-08,41.56999969482422
2022-09-09,41.720001220703125
2022-09-12,42.16999816894531
2022-09-13,40.4900016784668
2022-09-14,39.68000030517578
2022-09-15,39.68000030517578
2022-09-16,35.22999954223633
2022-09-19,36.52000045776367
2022-09-20,34.83000183105469
2022-09-21,34.2599983215332
2022-09-22,33.810001373291016
2022-09-23,33.099998474121094
2022-09-26,31.770000457763672
2022-09-27,31.899999618530273
2022-09-28,32.709999084472656
2022-09-29,32.09000015258789
2022-09-30,31.700000762939453
2022-10-03,32.540000915527344
2022-10-04,33.25
2022-10-05,32.869998931884766
2022-10-06,32.20000076293945
2022-10-07,31.559999465942383
2022-10-10,31.56999969482422
2022-10-11,31.579999923706055
2022-10-12,31.5
2022-10-13,32.779998779296875
2022-10-14,32.619998931884766
2022-10-17,33.22999954223633
2022-10-18,33.540000915527344
2022-10-19,32.560001373291016
2022-10-20,31.90999984741211
2022-10-21,33.08000183105469
2022-10-24,32.970001220703125
2022-10-25,33.439998626708984
2022-10-26,33.220001220703125
2022-10-27,32.9900016784668
2022-10-28,33.81999969482422
2022-10-31,33.61000061035156
2022-11-01,33.529998779296875
2022-11-02,32.720001220703125
2022-11-03,32.689998626708984
2022-11-04,33.66999816894531
2022-11-07,33.59000015258789
2022-11-08,33.52000045776367
2022-11-09,33.220001220703125
2022-11-10,35.13999938964844
2022-11-11,36.630001068115234
2022-11-14,36.209999084472656
2022-11-15,36.5099983215332
2022-11-16,35.779998779296875
2022-11-17,35.7400016784668
2022-11-18,35.77000045776367
2022-11-21,36.189998626708984
2022-11-22,36.709999084472656
2022-11-23,36.810001373291016
2022-11-25,36.720001220703125
2022-11-28,35.779998779296875
2022-11-29,36.33000183105469
2022-11-30,37.119998931884766
2022-12-01,37.38999938964844
2022-12-02,37.099998474121094
2022-12-05,36.52000045776367
2022-12-06,36.41999816894531
2022-12-07,36.150001525878906
2022-12-08,36.16999816894531
2022-12-09,36.08000183105469
2022-12-12,36.79999923706055
2022-12-13,37.220001220703125
2022-12-14,37.099998474121094
2022-12-15,36.540000915527344
2022-12-16,35.61000061035156
2022-12-19,34.91999816894531
2022-12-20,34.68000030517578
2022-12-21,34.65999984741211
2022-12-22,34.43000030517578
2022-12-23,34.72999954223633
2022-12-27,34.90999984741211
2022-12-28,34.36000061035156
2022-12-29,34.77000045776367
2022-12-30,34.630001068115234
2023-01-03,35.40999984741211
2023-01-04,36.83000183105469
2023-01-05,36.20000076293945
2023-01-06,36.63999938964844
2023-01-09,37.0099983215332
2023-01-10,37.619998931884766
2023-01-11,37.61000061035156
2023-01-12,37.81999969482422
2023-01-13,38.25
