Date,KR
2022-02-28,46.79999923706055
2022-03-01,48.349998474121094
2022-03-02,49.369998931884766
2022-03-03,55.099998474121094
2022-03-04,58.939998626708984
2022-03-07,57.81999969482422
2022-03-08,55.709999084472656
2022-03-09,55.34000015258789
2022-03-10,57.09000015258789
2022-03-11,55.88999938964844
2022-03-14,55.41999816894531
2022-03-15,56.189998626708984
2022-03-16,54.9900016784668
2022-03-17,55.65999984741211
2022-03-18,55.81999969482422
2022-03-21,55.68000030517578
2022-03-22,56.56999969482422
2022-03-23,56.45000076293945
2022-03-24,56.75
2022-03-25,57.0
2022-03-28,57.0
2022-03-29,56.38999938964844
2022-03-30,56.369998931884766
2022-03-31,57.369998931884766
2022-04-01,57.47999954223633
2022-04-04,57.439998626708984
2022-04-05,57.650001525878906
2022-04-06,58.72999954223633
2022-04-07,59.880001068115234
2022-04-08,61.66999816894531
2022-04-11,60.650001525878906
2022-04-12,58.75
2022-04-13,58.34000015258789
2022-04-14,58.31999969482422
2022-04-18,57.81999969482422
2022-04-19,57.790000915527344
2022-04-20,57.70000076293945
2022-04-21,58.18000030517578
2022-04-22,57.0
2022-04-25,56.689998626708984
2022-04-26,55.720001220703125
2022-04-27,55.58000183105469
2022-04-28,55.4900016784668
2022-04-29,53.959999084472656
2022-05-02,53.720001220703125
2022-05-03,54.790000915527344
2022-05-04,55.77000045776367
2022-05-05,53.849998474121094
2022-05-06,53.849998474121094
2022-05-09,54.84000015258789
2022-05-10,55.189998626708984
2022-05-11,54.33000183105469
2022-05-12,54.220001220703125
2022-05-13,53.38999938964844
2022-05-16,53.20000076293945
2022-05-17,51.22999954223633
2022-05-18,47.900001525878906
2022-05-19,48.0
2022-05-20,48.65999984741211
2022-05-23,50.220001220703125
2022-05-24,51.5099983215332
2022-05-25,51.15999984741211
2022-05-26,52.13999938964844
2022-05-27,52.959999084472656
2022-05-31,52.970001220703125
2022-06-01,51.349998474121094
2022-06-02,52.880001068115234
2022-06-03,52.540000915527344
2022-06-06,52.150001525878906
2022-06-07,52.029998779296875
2022-06-08,51.220001220703125
2022-06-09,50.43000030517578
2022-06-10,51.09000015258789
2022-06-13,50.33000183105469
2022-06-14,50.38999938964844
2022-06-15,50.880001068115234
2022-06-16,49.81999969482422
2022-06-17,46.20000076293945
2022-06-21,48.400001525878906
2022-06-22,47.34000015258789
2022-06-23,47.72999954223633
2022-06-24,48.45000076293945
2022-06-27,48.70000076293945
2022-06-28,48.43000030517578
2022-06-29,48.11000061035156
2022-06-30,47.33000183105469
2022-07-01,48.13999938964844
2022-07-05,47.22999954223633
2022-07-06,47.400001525878906
2022-07-07,48.7400016784668
2022-07-08,48.02000045776367
2022-07-11,47.900001525878906
2022-07-12,47.599998474121094
2022-07-13,47.95000076293945
2022-07-14,47.5
2022-07-15,47.75
2022-07-18,47.529998779296875
2022-07-19,47.29999923706055
2022-07-20,47.20000076293945
2022-07-21,46.279998779296875
2022-07-22,46.2400016784668
2022-07-25,45.709999084472656
2022-07-26,46.02000045776367
2022-07-27,45.939998626708984
2022-07-28,46.040000915527344
2022-07-29,46.439998626708984
2022-08-01,46.7400016784668
2022-08-02,46.779998779296875
2022-08-03,46.970001220703125
2022-08-04,46.70000076293945
2022-08-05,47.25
2022-08-08,47.09000015258789
2022-08-09,46.869998931884766
2022-08-10,46.790000915527344
2022-08-11,47.189998626708984
2022-08-12,47.209999084472656
2022-08-15,47.52000045776367
2022-08-16,49.08000183105469
2022-08-17,48.54999923706055
2022-08-18,49.619998931884766
2022-08-19,49.5
2022-08-22,50.119998931884766
2022-08-23,49.599998474121094
2022-08-24,49.65999984741211
2022-08-25,49.31999969482422
2022-08-26,48.380001068115234
2022-08-29,48.29999923706055
2022-08-30,47.5099983215332
2022-08-31,47.939998626708984
2022-09-01,48.61000061035156
2022-09-02,48.43000030517578
2022-09-06,48.52000045776367
2022-09-07,49.81999969482422
2022-09-08,48.36000061035156
2022-09-09,51.939998626708984
2022-09-12,50.540000915527344
2022-09-13,49.369998931884766
2022-09-14,48.939998626708984
2022-09-15,47.880001068115234
2022-09-16,47.279998779296875
2022-09-19,47.45000076293945
2022-09-20,46.91999816894531
2022-09-21,45.27000045776367
2022-09-22,45.5
2022-09-23,44.86000061035156
2022-09-26,45.0
2022-09-27,44.290000915527344
2022-09-28,45.45000076293945
2022-09-29,44.68000030517578
2022-09-30,43.75
2022-10-03,43.75
2022-10-04,44.70000076293945
2022-10-05,44.599998474121094
2022-10-06,43.720001220703125
2022-10-07,43.0
2022-10-10,44.2599983215332
2022-10-11,45.68000030517578
2022-10-12,46.040000915527344
2022-10-13,46.56999969482422
2022-10-14,43.15999984741211
2022-10-17,42.11000061035156
2022-10-18,43.15999984741211
2022-10-19,42.939998626708984
2022-10-20,42.16999816894531
2022-10-21,43.630001068115234
2022-10-24,43.9900016784668
2022-10-25,44.77000045776367
2022-10-26,45.439998626708984
2022-10-27,45.68000030517578
2022-10-28,46.77000045776367
2022-10-31,47.290000915527344
2022-11-01,47.16999816894531
2022-11-02,46.560001373291016
2022-11-03,47.220001220703125
2022-11-04,46.400001525878906
2022-11-07,46.849998474121094
2022-11-08,47.119998931884766
2022-11-09,48.060001373291016
2022-11-10,48.11000061035156
2022-11-11,47.099998474121094
2022-11-14,46.560001373291016
2022-11-15,46.869998931884766
2022-11-16,47.83000183105469
2022-11-17,48.18000030517578
2022-11-18,48.2599983215332
2022-11-21,48.119998931884766
2022-11-22,48.08000183105469
2022-11-23,47.84000015258789
2022-11-25,49.040000915527344
2022-11-28,48.83000183105469
2022-11-29,49.349998474121094
2022-11-30,49.189998626708984
2022-12-01,48.40999984741211
2022-12-02,47.56999969482422
2022-12-05,46.06999969482422
2022-12-06,46.33000183105469
2022-12-07,46.939998626708984
2022-12-08,47.459999084472656
2022-12-09,46.470001220703125
2022-12-12,46.709999084472656
2022-12-13,45.45000076293945
2022-12-14,44.7599983215332
2022-12-15,43.4900016784668
2022-12-16,44.31999969482422
2022-12-19,44.400001525878906
2022-12-20,44.58000183105469
2022-12-21,44.459999084472656
2022-12-22,45.25
2022-12-23,45.88999938964844
2022-12-27,45.95000076293945
2022-12-28,44.58000183105469
2022-12-29,44.619998931884766
2022-12-30,44.58000183105469
2023-01-03,44.470001220703125
2023-01-04,44.970001220703125
2023-01-05,45.15999984741211
2023-01-06,45.7400016784668
2023-01-09,46.189998626708984
2023-01-10,45.97999954223633
2023-01-11,45.61000061035156
2023-01-12,45.66999816894531
2023-01-13,45.220001220703125
2023-01-17,46.18000030517578
2023-01-18,45.2599983215332
2023-01-19,44.0
2023-01-20,44.45000076293945
2023-01-23,44.70000076293945
2023-01-24,44.2599983215332
2023-01-25,44.900001525878906
2023-01-26,44.459999084472656
2023-01-27,45.04999923706055
2023-01-30,44.209999084472656
2023-01-31,44.630001068115234
2023-02-01,45.18000030517578
2023-02-02,44.970001220703125
2023-02-03,44.41999816894531
2023-02-06,44.540000915527344
2023-02-07,44.470001220703125
2023-02-08,44.27000045776367
2023-02-09,44.09000015258789
2023-02-10,44.79999923706055
2023-02-13,44.88999938964844
2023-02-14,43.630001068115234
2023-02-15,44.27000045776367
2023-02-16,43.849998474121094
2023-02-17,44.0
2023-02-21,44.619998931884766
2023-02-22,44.619998931884766
2023-02-23,43.90999984741211
2023-02-24,43.75
2023-02-27,43.40999984741211
2023-02-28,43.13999938964844
2023-03-01,43.380001068115234
2023-03-02,45.72999954223633
2023-03-03,45.97999954223633
2023-03-06,46.47999954223633
2023-03-07,46.90999984741211
2023-03-08,47.45000076293945
2023-03-09,47.25
2023-03-10,47.099998474121094
2023-03-13,46.849998474121094
2023-03-14,47.18000030517578
2023-03-15,48.290000915527344
2023-03-16,47.130001068115234
2023-03-17,46.779998779296875
2023-03-20,47.349998474121094
2023-03-21,47.7599983215332
2023-03-22,48.040000915527344
2023-03-23,48.52000045776367
2023-03-24,49.04999923706055
2023-03-27,48.630001068115234
2023-03-28,48.91999816894531
2023-03-29,49.040000915527344
2023-03-30,49.060001373291016
2023-03-31,49.369998931884766
2023-04-03,49.939998626708984
2023-04-04,49.459999084472656
2023-04-05,48.060001373291016
2023-04-06,48.52000045776367
