Date,UBER
2022-02-28,36.029998779296875
2022-03-01,33.88999938964844
2022-03-02,34.040000915527344
2022-03-03,31.719999313354492
2022-03-04,29.829999923706055
2022-03-07,28.56999969482422
2022-03-08,30.739999771118164
2022-03-09,31.5
2022-03-10,30.40999984741211
2022-03-11,30.760000228881836
2022-03-14,29.270000457763672
2022-03-15,29.799999237060547
2022-03-16,32.61000061035156
2022-03-17,32.849998474121094
2022-03-18,33.36000061035156
2022-03-21,31.979999542236328
2022-03-22,33.349998474121094
2022-03-23,33.060001373291016
2022-03-24,34.70000076293945
2022-03-25,34.060001373291016
2022-03-28,34.77000045776367
2022-03-29,37.189998626708984
2022-03-30,36.58000183105469
2022-03-31,35.68000030517578
2022-04-01,35.97999954223633
2022-04-04,36.5099983215332
2022-04-05,34.959999084472656
2022-04-06,33.40999984741211
2022-04-07,32.27000045776367
2022-04-08,32.04999923706055
2022-04-11,32.040000915527344
2022-04-12,31.989999771118164
2022-04-13,32.630001068115234
2022-04-14,32.68000030517578
2022-04-18,31.790000915527344
2022-04-19,33.79999923706055
2022-04-20,33.209999084472656
2022-04-21,31.68000030517578
2022-04-22,30.829999923706055
2022-04-25,32.439998626708984
2022-04-26,31.329999923706055
2022-04-27,30.68000030517578
2022-04-28,32.81999969482422
2022-04-29,31.479999542236328
2022-05-02,30.389999389648438
2022-05-03,29.469999313354492
2022-05-04,28.100000381469727
2022-05-05,26.829999923706055
2022-05-06,26.06999969482422
2022-05-09,23.049999237060547
2022-05-10,23.670000076293945
2022-05-11,22.56999969482422
2022-05-12,23.290000915527344
2022-05-13,24.389999389648438
2022-05-16,23.59000015258789
2022-05-17,24.200000762939453
2022-05-18,22.459999084472656
2022-05-19,23.239999771118164
2022-05-20,23.350000381469727
2022-05-23,23.780000686645508
2022-05-24,21.549999237060547
2022-05-25,22.040000915527344
2022-05-26,23.100000381469727
2022-05-27,23.670000076293945
2022-05-31,23.200000762939453
2022-06-01,22.940000534057617
2022-06-02,24.739999771118164
2022-06-03,24.149999618530273
2022-06-06,24.729999542236328
2022-06-07,25.299999237060547
2022-06-08,25.829999923706055
2022-06-09,25.440000534057617
2022-06-10,23.719999313354492
2022-06-13,21.56999969482422
2022-06-14,21.09000015258789
2022-06-15,22.030000686645508
2022-06-16,20.469999313354492
2022-06-17,21.809999465942383
2022-06-21,21.760000228881836
2022-06-22,21.5
2022-06-23,22.3700008392334
2022-06-24,23.030000686645508
2022-06-27,22.860000610351562
2022-06-28,22.079999923706055
2022-06-29,21.469999313354492
2022-06-30,20.459999084472656
2022-07-01,21.34000015258789
2022-07-05,22.520000457763672
2022-07-06,21.5
2022-07-07,22.739999771118164
2022-07-08,22.34000015258789
2022-07-11,21.190000534057617
2022-07-12,21.56999969482422
2022-07-13,21.5
2022-07-14,20.649999618530273
2022-07-15,21.670000076293945
2022-07-18,22.579999923706055
2022-07-19,22.670000076293945
2022-07-20,24.1200008392334
2022-07-21,24.229999542236328
2022-07-22,23.299999237060547
2022-07-25,23.350000381469727
2022-07-26,22.549999237060547
2022-07-27,23.09000015258789
2022-07-28,23.309999465942383
2022-07-29,23.450000762939453
2022-08-01,24.600000381469727
2022-08-02,29.25
2022-08-03,30.190000534057617
2022-08-04,31.850000381469727
2022-08-05,32.0099983215332
2022-08-08,31.850000381469727
2022-08-09,31.059999465942383
2022-08-10,32.79999923706055
2022-08-11,32.2400016784668
2022-08-12,32.470001220703125
2022-08-15,32.4900016784668
2022-08-16,32.380001068115234
2022-08-17,30.719999313354492
2022-08-18,30.149999618530273
2022-08-19,29.010000228881836
2022-08-22,28.0
2022-08-23,27.809999465942383
2022-08-24,28.709999084472656
2022-08-25,29.6200008392334
2022-08-26,28.579999923706055
2022-08-29,28.739999771118164
2022-08-30,28.709999084472656
2022-08-31,28.760000228881836
2022-09-01,28.920000076293945
2022-09-02,29.049999237060547
2022-09-06,28.889999389648438
2022-09-07,30.030000686645508
2022-09-08,30.68000030517578
2022-09-09,31.780000686645508
2022-09-12,32.5
2022-09-13,31.31999969482422
2022-09-14,33.04999923706055
2022-09-15,33.130001068115234
2022-09-16,31.93000030517578
2022-09-19,31.489999771118164
2022-09-20,31.489999771118164
2022-09-21,30.469999313354492
2022-09-22,28.579999923706055
2022-09-23,27.81999969482422
2022-09-26,26.889999389648438
2022-09-27,27.56999969482422
2022-09-28,28.040000915527344
2022-09-29,26.420000076293945
2022-09-30,26.5
2022-10-03,26.719999313354492
2022-10-04,29.190000534057617
2022-10-05,29.18000030517578
2022-10-06,29.729999542236328
2022-10-07,28.06999969482422
2022-10-10,27.530000686645508
2022-10-11,24.65999984741211
2022-10-12,25.979999542236328
2022-10-13,25.0
2022-10-14,24.709999084472656
2022-10-17,25.940000534057617
2022-10-18,27.610000610351562
2022-10-19,27.530000686645508
2022-10-20,27.8700008392334
2022-10-21,28.020000457763672
2022-10-24,27.649999618530273
2022-10-25,28.360000610351562
2022-10-26,28.200000762939453
2022-10-27,27.81999969482422
2022-10-28,27.5
2022-10-31,26.56999969482422
2022-11-01,29.75
2022-11-02,28.809999465942383
2022-11-03,28.729999542236328
2022-11-04,28.389999389648438
2022-11-07,27.690000534057617
2022-11-08,27.440000534057617
2022-11-09,26.549999237060547
2022-11-10,28.850000381469727
2022-11-11,29.149999618530273
2022-11-14,29.06999969482422
2022-11-15,31.56999969482422
2022-11-16,30.040000915527344
2022-11-17,28.8799991607666
2022-11-18,28.959999084472656
2022-11-21,28.25
2022-11-22,28.079999923706055
2022-11-23,28.790000915527344
2022-11-25,28.5
2022-11-28,27.760000228881836
2022-11-29,27.760000228881836
2022-11-30,29.139999389648438
2022-12-01,28.34000015258789
2022-12-02,28.75
2022-12-05,27.700000762939453
2022-12-06,26.920000076293945
2022-12-07,26.399999618530273
2022-12-08,26.450000762939453
2022-12-09,26.549999237060547
2022-12-12,27.030000686645508
2022-12-13,26.979999542236328
2022-12-14,27.469999313354492
2022-12-15,26.239999771118164
2022-12-16,25.969999313354492
2022-12-19,24.950000762939453
2022-12-20,24.959999084472656
2022-12-21,25.360000610351562
2022-12-22,24.639999389648438
2022-12-23,24.639999389648438
2022-12-27,24.399999618530273
2022-12-28,24.59000015258789
2022-12-29,24.90999984741211
2022-12-30,24.729999542236328
2023-01-03,25.360000610351562
2023-01-04,25.90999984741211
2023-01-05,25.549999237060547
2023-01-06,26.399999618530273
2023-01-09,27.399999618530273
2023-01-10,28.040000915527344
2023-01-11,28.350000381469727
2023-01-12,29.030000686645508
2023-01-13,29.440000534057617
2023-01-17,29.200000762939453
2023-01-18,28.959999084472656
2023-01-19,29.030000686645508
2023-01-20,30.360000610351562
2023-01-23,30.530000686645508
2023-01-24,29.93000030517578
2023-01-25,30.290000915527344
2023-01-26,30.020000457763672
2023-01-27,30.360000610351562
2023-01-30,29.6299991607666
2023-01-31,30.93000030517578
2023-02-01,31.489999771118164
2023-02-02,33.04999923706055
