Date,PSTG
2022-02-28,25.940000534057617
2022-03-01,25.479999542236328
2022-03-02,26.5
2022-03-03,29.889999389648438
2022-03-04,29.40999984741211
2022-03-07,28.950000762939453
2022-03-08,29.170000076293945
2022-03-09,31.520000457763672
2022-03-10,32.400001525878906
2022-03-11,31.670000076293945
2022-03-14,30.40999984741211
2022-03-15,31.030000686645508
2022-03-16,31.68000030517578
2022-03-17,33.849998474121094
2022-03-18,34.54999923706055
2022-03-21,35.06999969482422
2022-03-22,35.25
2022-03-23,34.529998779296875
2022-03-24,35.72999954223633
2022-03-25,35.84000015258789
2022-03-28,35.95000076293945
2022-03-29,36.0
2022-03-30,35.970001220703125
2022-03-31,35.310001373291016
2022-04-01,35.119998931884766
2022-04-04,35.25
2022-04-05,33.52000045776367
2022-04-06,32.43000030517578
2022-04-07,32.16999816894531
2022-04-08,31.1299991607666
2022-04-11,30.700000762939453
2022-04-12,30.510000228881836
2022-04-13,31.350000381469727
2022-04-14,30.729999542236328
2022-04-18,30.549999237060547
2022-04-19,30.940000534057617
2022-04-20,31.15999984741211
2022-04-21,30.200000762939453
2022-04-22,29.690000534057617
2022-04-25,30.770000457763672
2022-04-26,30.059999465942383
2022-04-27,29.84000015258789
2022-04-28,30.579999923706055
2022-04-29,29.299999237060547
2022-05-02,29.81999969482422
2022-05-03,29.219999313354492
2022-05-04,30.0
2022-05-05,27.780000686645508
2022-05-06,27.3799991607666
2022-05-09,25.610000610351562
2022-05-10,26.100000381469727
2022-05-11,24.75
2022-05-12,25.209999084472656
2022-05-13,26.59000015258789
2022-05-16,26.020000457763672
2022-05-17,26.290000915527344
2022-05-18,25.56999969482422
2022-05-19,25.170000076293945
2022-05-20,23.440000534057617
2022-05-23,23.540000915527344
2022-05-24,22.329999923706055
2022-05-25,23.030000686645508
2022-05-26,23.06999969482422
2022-05-27,24.3799991607666
2022-05-31,23.729999542236328
2022-06-01,24.010000228881836
2022-06-02,28.3700008392334
2022-06-03,27.649999618530273
2022-06-06,27.760000228881836
2022-06-07,27.899999618530273
2022-06-08,27.610000610351562
2022-06-09,26.610000610351562
2022-06-10,26.06999969482422
2022-06-13,24.850000381469727
2022-06-14,24.950000762939453
2022-06-15,25.68000030517578
2022-06-16,24.489999771118164
2022-06-17,25.329999923706055
2022-06-21,25.690000534057617
2022-06-22,25.31999969482422
2022-06-23,26.600000381469727
2022-06-24,26.950000762939453
2022-06-27,26.959999084472656
2022-06-28,26.110000610351562
2022-06-29,25.920000076293945
2022-06-30,25.709999084472656
2022-07-01,24.760000228881836
2022-07-05,25.68000030517578
2022-07-06,25.479999542236328
2022-07-07,26.030000686645508
2022-07-08,26.280000686645508
2022-07-11,26.010000228881836
2022-07-12,25.520000457763672
2022-07-13,25.510000228881836
2022-07-14,25.649999618530273
2022-07-15,25.920000076293945
2022-07-18,25.829999923706055
2022-07-19,26.56999969482422
2022-07-20,27.1299991607666
2022-07-21,27.559999465942383
2022-07-22,26.81999969482422
2022-07-25,26.979999542236328
2022-07-26,26.729999542236328
2022-07-27,27.520000457763672
2022-07-28,27.899999618530273
2022-07-29,28.350000381469727
2022-08-01,28.350000381469727
2022-08-02,28.610000610351562
2022-08-03,29.09000015258789
2022-08-04,29.520000457763672
2022-08-05,29.6299991607666
2022-08-08,29.860000610351562
2022-08-09,29.209999084472656
2022-08-10,30.270000457763672
2022-08-11,30.209999084472656
2022-08-12,30.3700008392334
2022-08-15,30.280000686645508
2022-08-16,30.25
2022-08-17,30.15999984741211
2022-08-18,31.34000015258789
2022-08-19,30.690000534057617
2022-08-22,29.93000030517578
2022-08-23,29.68000030517578
2022-08-24,29.719999313354492
2022-08-25,31.049999237060547
2022-08-26,30.3799991607666
2022-08-29,29.770000457763672
2022-08-30,29.489999771118164
2022-08-31,28.969999313354492
2022-09-01,28.229999542236328
2022-09-02,29.15999984741211
2022-09-06,28.729999542236328
2022-09-07,29.219999313354492
2022-09-08,29.149999618530273
2022-09-09,30.299999237060547
2022-09-12,30.809999465942383
2022-09-13,29.639999389648438
2022-09-14,29.670000076293945
2022-09-15,28.709999084472656
2022-09-16,28.729999542236328
2022-09-19,28.139999389648438
2022-09-20,28.010000228881836
2022-09-21,27.56999969482422
2022-09-22,26.5
2022-09-23,26.260000228881836
2022-09-26,26.09000015258789
2022-09-27,26.860000610351562
2022-09-28,27.65999984741211
2022-09-29,27.440000534057617
2022-09-30,27.3700008392334
2022-10-03,27.709999084472656
2022-10-04,28.700000762939453
2022-10-05,29.040000915527344
2022-10-06,29.149999618530273
2022-10-07,28.260000228881836
2022-10-10,27.299999237060547
2022-10-11,27.040000915527344
2022-10-12,26.440000534057617
2022-10-13,26.459999084472656
2022-10-14,26.299999237060547
2022-10-17,27.75
2022-10-18,27.81999969482422
2022-10-19,27.459999084472656
2022-10-20,27.639999389648438
2022-10-21,28.809999465942383
2022-10-24,28.6299991607666
2022-10-25,29.510000228881836
2022-10-26,29.299999237060547
2022-10-27,29.829999923706055
2022-10-28,30.5
2022-10-31,30.860000610351562
2022-11-01,31.700000762939453
2022-11-02,30.950000762939453
2022-11-03,30.5
2022-11-04,30.34000015258789
2022-11-07,30.649999618530273
2022-11-08,30.8799991607666
2022-11-09,29.65999984741211
2022-11-10,30.950000762939453
2022-11-11,30.780000686645508
2022-11-14,31.06999969482422
2022-11-15,31.559999465942383
2022-11-16,30.479999542236328
2022-11-17,30.489999771118164
2022-11-18,30.75
2022-11-21,30.450000762939453
2022-11-22,30.479999542236328
2022-11-23,30.610000610351562
2022-11-25,30.459999084472656
2022-11-28,29.540000915527344
2022-11-29,29.459999084472656
2022-11-30,29.190000534057617
2022-12-01,30.25
2022-12-02,29.610000610351562
2022-12-05,29.280000686645508
2022-12-06,29.020000457763672
2022-12-07,28.68000030517578
2022-12-08,29.139999389648438
2022-12-09,29.139999389648438
2022-12-12,29.809999465942383
2022-12-13,30.18000030517578
2022-12-14,30.649999618530273
2022-12-15,29.079999923706055
2022-12-16,28.6200008392334
2022-12-19,27.520000457763672
2022-12-20,27.75
2022-12-21,27.719999313354492
2022-12-22,26.959999084472656
2022-12-23,26.649999618530273
2022-12-27,26.40999984741211
2022-12-28,26.280000686645508
2022-12-29,27.040000915527344
2022-12-30,26.760000228881836
2023-01-03,27.149999618530273
2023-01-04,26.889999389648438
2023-01-05,26.030000686645508
2023-01-06,26.670000076293945
2023-01-09,26.399999618530273
2023-01-10,26.459999084472656
2023-01-11,26.56999969482422
2023-01-12,26.520000457763672
2023-01-13,26.459999084472656
2023-01-17,27.139999389648438
2023-01-18,26.739999771118164
2023-01-19,25.889999389648438
2023-01-20,26.010000228881836
2023-01-23,27.049999237060547
2023-01-24,27.65999984741211
2023-01-25,27.610000610351562
2023-01-26,28.239999771118164
2023-01-27,28.299999237060547
2023-01-30,28.31999969482422
2023-01-31,28.940000534057617
2023-02-01,29.549999237060547
2023-02-02,30.270000457763672
2023-02-03,29.90999984741211
2023-02-06,29.450000762939453
2023-02-07,30.25
2023-02-08,30.440000534057617
2023-02-09,30.920000076293945
2023-02-10,30.549999237060547
2023-02-13,30.809999465942383
2023-02-14,31.31999969482422
2023-02-15,31.959999084472656
2023-02-16,31.59000015258789
2023-02-17,30.479999542236328
2023-02-21,29.489999771118164
2023-02-22,29.079999923706055
2023-02-23,29.450000762939453
2023-02-24,28.09000015258789
2023-02-27,28.610000610351562
2023-02-28,28.540000915527344
2023-03-01,28.790000915527344
2023-03-02,24.43000030517578
2023-03-03,24.559999465942383
2023-03-06,24.459999084472656
2023-03-07,24.399999618530273
2023-03-08,24.729999542236328
2023-03-09,23.770000457763672
2023-03-10,23.450000762939453
2023-03-13,23.09000015258789
2023-03-14,23.459999084472656
2023-03-15,23.350000381469727
2023-03-16,24.1200008392334
2023-03-17,24.049999237060547
2023-03-20,24.31999969482422
2023-03-21,25.079999923706055
2023-03-22,24.5
2023-03-23,24.1200008392334
2023-03-24,23.770000457763672
2023-03-27,23.979999542236328
2023-03-28,23.8700008392334
2023-03-29,24.639999389648438
2023-03-30,24.75
2023-03-31,25.510000228881836
2023-04-03,25.520000457763672
2023-04-04,25.68000030517578
2023-04-05,25.31999969482422
2023-04-06,25.6200008392334
2023-04-10,26.040000915527344
2023-04-11,26.190000534057617
2023-04-12,25.75
2023-04-13,26.1299991607666
2023-04-14,26.049999237060547
2023-04-17,25.969999313354492
