Date,LYB
2022-10-11,77.72000122070312
2022-10-12,77.2300033569336
2022-10-13,80.0
2022-10-14,77.80000305175781
2022-10-17,78.31999969482422
2022-10-18,80.22000122070312
2022-10-19,79.0
2022-10-20,79.04000091552734
2022-10-21,82.16000366210938
2022-10-24,81.29000091552734
2022-10-25,81.9000015258789
2022-10-26,82.22000122070312
2022-10-27,82.51000213623047
2022-10-28,77.98999786376953
2022-10-31,76.44999694824219
2022-11-01,78.47000122070312
2022-11-02,78.19999694824219
2022-11-03,77.80999755859375
2022-11-04,83.66000366210938
2022-11-07,83.62000274658203
2022-11-08,84.56999969482422
2022-11-09,80.0999984741211
2022-11-10,83.95999908447266
2022-11-11,89.05999755859375
2022-11-14,87.1500015258789
2022-11-15,85.27999877929688
2022-11-16,82.69000244140625
2022-11-17,81.79000091552734
2022-11-18,82.30000305175781
2022-11-21,83.26000213623047
2022-11-22,87.4800033569336
2022-11-23,88.08999633789062
2022-11-25,86.79000091552734
2022-11-28,83.75
2022-11-29,84.83999633789062
2022-11-30,85.01000213623047
2022-12-01,84.63999938964844
2022-12-02,84.9000015258789
2022-12-05,83.47000122070312
2022-12-06,82.30000305175781
2022-12-07,81.66999816894531
2022-12-08,81.58000183105469
2022-12-09,81.45999908447266
2022-12-12,82.95999908447266
2022-12-13,84.12000274658203
2022-12-14,83.68000030517578
2022-12-15,80.68000030517578
2022-12-16,80.58000183105469
2022-12-19,80.30000305175781
2022-12-20,80.75
2022-12-21,82.30000305175781
2022-12-22,81.4800033569336
2022-12-23,83.12999725341797
2022-12-27,83.75
2022-12-28,82.0999984741211
2022-12-29,82.9000015258789
2022-12-30,83.02999877929688
2023-01-03,83.98999786376953
2023-01-04,85.9000015258789
2023-01-05,86.93000030517578
2023-01-06,90.0999984741211
2023-01-09,91.33999633789062
2023-01-10,91.68000030517578
2023-01-11,92.77999877929688
2023-01-12,93.66999816894531
2023-01-13,93.7300033569336
2023-01-17,91.58999633789062
2023-01-18,90.81999969482422
2023-01-19,90.29000091552734
2023-01-20,92.30000305175781
2023-01-23,92.94000244140625
2023-01-24,92.73999786376953
2023-01-25,92.97000122070312
2023-01-26,94.86000061035156
2023-01-27,95.55000305175781
2023-01-30,94.45999908447266
2023-01-31,96.69000244140625
2023-02-01,97.16999816894531
2023-02-02,96.36000061035156
2023-02-03,98.1500015258789
2023-02-06,98.79000091552734
2023-02-07,100.36000061035156
2023-02-08,98.91000366210938
2023-02-09,98.63999938964844
2023-02-10,99.47000122070312
2023-02-13,101.01000213623047
2023-02-14,100.12999725341797
2023-02-15,100.11000061035156
2023-02-16,98.75
2023-02-17,97.31999969482422
2023-02-21,94.94000244140625
2023-02-22,94.88999938964844
2023-02-23,94.6500015258789
2023-02-24,96.69000244140625
2023-02-27,95.80999755859375
2023-02-28,95.98999786376953
2023-03-01,97.4800033569336
2023-03-02,97.69000244140625
2023-03-03,97.23999786376953
2023-03-06,95.45999908447266
2023-03-07,93.08000183105469
2023-03-08,93.81999969482422
2023-03-09,91.16000366210938
2023-03-10,88.93000030517578
2023-03-13,86.77999877929688
2023-03-14,87.38999938964844
2023-03-15,84.16000366210938
2023-03-16,85.04000091552734
2023-03-17,84.68000030517578
2023-03-20,87.13999938964844
2023-03-21,88.4800033569336
2023-03-22,86.7699966430664
2023-03-23,85.73999786376953
2023-03-24,86.56999969482422
2023-03-27,87.52999877929688
2023-03-28,90.05999755859375
2023-03-29,91.55999755859375
2023-03-30,92.9000015258789
2023-03-31,93.88999938964844
2023-04-03,95.19999694824219
2023-04-04,93.43000030517578
2023-04-05,94.2699966430664
2023-04-06,94.3499984741211
2023-04-10,94.97000122070312
2023-04-11,95.45999908447266
2023-04-12,97.20999908447266
2023-04-13,96.05999755859375
2023-04-14,96.8499984741211
2023-04-17,97.2699966430664
2023-04-18,97.1500015258789
2023-04-19,96.37999725341797
2023-04-20,95.04000091552734
2023-04-21,93.83000183105469
2023-04-24,95.13999938964844
2023-04-25,91.0
2023-04-26,90.5999984741211
2023-04-27,91.31999969482422
2023-04-28,94.61000061035156
2023-05-01,93.5199966430664
2023-05-02,91.94000244140625
2023-05-03,89.4800033569336
2023-05-04,90.2300033569336
2023-05-05,92.4000015258789
2023-05-08,91.75
2023-05-09,91.2699966430664
2023-05-10,90.54000091552734
2023-05-11,88.7699966430664
2023-05-12,89.26000213623047
2023-05-15,90.0999984741211
2023-05-16,88.20999908447266
2023-05-17,89.16000366210938
2023-05-18,90.04000091552734
2023-05-19,90.88999938964844
2023-05-22,90.68000030517578
2023-05-23,90.7300033569336
2023-05-24,89.55000305175781
2023-05-25,88.7699966430664
2023-05-26,87.30999755859375
2023-05-30,86.72000122070312
2023-05-31,85.54000091552734
2023-06-01,86.66000366210938
2023-06-02,89.91999816894531
2023-06-05,89.72000122070312
2023-06-06,89.0
2023-06-07,92.23999786376953
2023-06-08,90.45999908447266
2023-06-09,89.0199966430664
2023-06-12,89.05000305175781
2023-06-13,90.73999786376953
2023-06-14,90.33000183105469
2023-06-15,91.7699966430664
2023-06-16,92.23999786376953
2023-06-20,89.44999694824219
2023-06-21,89.44000244140625
2023-06-22,88.2699966430664
2023-06-23,88.33000183105469
2023-06-26,89.20999908447266
2023-06-27,90.29000091552734
2023-06-28,90.83000183105469
2023-06-29,90.66000366210938
2023-06-30,91.83000183105469
2023-07-03,92.61000061035156
2023-07-05,90.08000183105469
2023-07-06,89.22000122070312
2023-07-07,90.5
2023-07-10,91.12999725341797
2023-07-11,91.80000305175781
2023-07-12,93.0999984741211
2023-07-13,92.70999908447266
2023-07-14,91.0
2023-07-17,90.88999938964844
2023-07-18,90.79000091552734
2023-07-19,91.25
2023-07-20,91.1500015258789
2023-07-21,91.7699966430664
2023-07-24,90.80999755859375
2023-07-25,93.73999786376953
2023-07-26,94.98999786376953
2023-07-27,96.91999816894531
2023-07-28,98.37000274658203
2023-07-31,98.86000061035156
2023-08-01,97.76000213623047
2023-08-02,96.31999969482422
2023-08-03,96.43000030517578
2023-08-04,95.70999908447266
2023-08-07,98.3499984741211
2023-08-08,98.41999816894531
2023-08-09,99.33999633789062
2023-08-10,100.69999694824219
2023-08-11,99.16000366210938
2023-08-14,99.2699966430664
2023-08-15,96.36000061035156
2023-08-16,96.08999633789062
2023-08-17,96.94000244140625
2023-08-18,97.38999938964844
2023-08-21,97.91000366210938
2023-08-22,97.8499984741211
2023-08-23,96.76000213623047
2023-08-24,97.27999877929688
2023-08-25,96.51000213623047
2023-08-28,97.33999633789062
2023-08-29,98.79000091552734
2023-08-30,98.91999816894531
2023-08-31,98.7699966430664
2023-09-01,100.97000122070312
2023-09-05,98.72000122070312
2023-09-06,99.66999816894531
2023-09-07,98.83999633789062
2023-09-08,99.37999725341797
2023-09-11,100.31999969482422
2023-09-12,100.18000030517578
2023-09-13,98.83999633789062
2023-09-14,100.69000244140625
2023-09-15,100.04000091552734
2023-09-18,100.52999877929688
2023-09-19,97.91000366210938
2023-09-20,97.02999877929688
2023-09-21,95.48999786376953
2023-09-22,94.86000061035156
2023-09-25,95.2699966430664
2023-09-26,93.62999725341797
2023-09-27,94.97000122070312
2023-09-28,94.54000091552734
2023-09-29,94.69999694824219
2023-10-02,93.44999694824219
2023-10-03,93.79000091552734
2023-10-04,93.5
2023-10-05,90.69000244140625
2023-10-06,90.58999633789062
2023-10-09,92.94999694824219
2023-10-10,93.95999908447266
2023-10-11,93.54000091552734
2023-10-12,92.41000366210938
2023-10-13,92.68000030517578
2023-10-16,93.41000366210938
2023-10-17,94.75
2023-10-18,93.51000213623047
2023-10-19,92.75
2023-10-20,92.05000305175781
2023-10-23,90.16000366210938
2023-10-24,91.76000213623047
2023-10-25,89.23999786376953
2023-10-26,89.86000061035156
2023-10-27,90.44000244140625
2023-10-30,90.5999984741211
2023-10-31,90.23999786376953
2023-11-01,89.88999938964844
2023-11-02,91.95999908447266
2023-11-03,92.69999694824219
2023-11-06,92.20999908447266
2023-11-07,91.11000061035156
2023-11-08,91.25
2023-11-09,91.8499984741211
2023-11-10,93.81999969482422
2023-11-13,93.76000213623047
2023-11-14,96.37000274658203
2023-11-15,97.23999786376953
2023-11-16,96.2300033569336
2023-11-17,97.2300033569336
2023-11-20,96.3499984741211
2023-11-21,95.66999816894531
2023-11-22,94.95999908447266
2023-11-24,94.12999725341797
2023-11-27,93.08000183105469
2023-11-28,93.91000366210938
2023-11-29,94.0
2023-11-30,95.0999984741211
2023-12-01,95.5
2023-12-04,94.08999633789062
2023-12-05,92.81999969482422
2023-12-06,92.43000030517578
2023-12-07,92.18000030517578
2023-12-08,92.58000183105469
2023-12-11,92.69999694824219
2023-12-12,91.62999725341797
2023-12-13,93.0999984741211
2023-12-14,94.5999984741211
2023-12-15,95.0199966430664
2023-12-18,95.5
2023-12-19,96.94000244140625
2023-12-20,95.8499984741211
2023-12-21,96.44000244140625
2023-12-22,96.05999755859375
2023-12-26,96.68000030517578
2023-12-27,96.47000122070312
2023-12-28,95.69000244140625
2023-12-29,95.08000183105469
2024-01-02,96.58000183105469
2024-01-03,96.55000305175781
2024-01-04,96.08999633789062
2024-01-05,96.87000274658203
2024-01-08,96.66000366210938
2024-01-09,95.16999816894531
2024-01-10,94.33000183105469
2024-01-11,94.70999908447266
2024-01-12,94.43000030517578
2024-01-16,93.97000122070312
2024-01-17,92.69999694824219
2024-01-18,93.30999755859375
2024-01-19,93.38999938964844
2024-01-22,93.76000213623047
2024-01-23,94.58000183105469
2024-01-24,93.41999816894531
2024-01-25,95.38999938964844
2024-01-26,95.43000030517578
2024-01-29,95.2699966430664
2024-01-30,95.6500015258789
2024-01-31,94.12000274658203
2024-02-01,94.61000061035156
2024-02-02,92.86000061035156
2024-02-05,93.1500015258789
2024-02-06,94.47000122070312
2024-02-07,94.47000122070312
2024-02-08,94.9800033569336
2024-02-09,95.4000015258789
2024-02-12,96.5
2024-02-13,94.7300033569336
2024-02-14,94.63999938964844
2024-02-15,97.47000122070312
2024-02-16,97.69999694824219
2024-02-20,96.2699966430664
2024-02-21,97.37999725341797
2024-02-22,98.29000091552734
2024-02-23,99.2699966430664
2024-02-26,98.81999969482422
2024-02-27,99.0
2024-02-28,98.79000091552734
2024-02-29,100.27999877929688
2024-03-01,99.44999694824219
2024-03-04,101.66000366210938
2024-03-05,101.4800033569336
2024-03-06,99.91000366210938
2024-03-07,99.0199966430664
2024-03-08,98.94000244140625
2024-03-11,100.66000366210938
2024-03-12,100.52999877929688
2024-03-13,101.70999908447266
2024-03-14,100.0
2024-03-15,99.91000366210938
2024-03-18,99.8499984741211
2024-03-19,99.83000183105469
2024-03-20,102.29000091552734
2024-03-21,101.25
2024-03-22,100.9800033569336
2024-03-25,100.48999786376953
2024-03-26,101.13999938964844
2024-03-27,102.94999694824219
2024-03-28,102.27999877929688
2024-04-01,102.06999969482422
2024-04-02,104.18000030517578
2024-04-03,105.86000061035156
2024-04-04,104.4000015258789
2024-04-05,104.77999877929688
2024-04-08,103.83000183105469
2024-04-09,104.76000213623047
2024-04-10,103.52999877929688
2024-04-11,102.91000366210938
2024-04-12,101.52999877929688
2024-04-15,100.45999908447266
2024-04-16,99.1500015258789
2024-04-17,99.69999694824219
2024-04-18,99.4000015258789
2024-04-19,100.73999786376953
2024-04-22,100.58999633789062
2024-04-23,100.55000305175781
2024-04-24,100.77999877929688
2024-04-25,99.68000030517578
2024-04-26,102.12999725341797
2024-04-29,101.69999694824219
2024-04-30,99.97000122070312
2024-05-01,99.5199966430664
2024-05-02,98.77999877929688
2024-05-03,99.12000274658203
2024-05-06,99.73999786376953
2024-05-07,101.44999694824219
2024-05-08,102.18000030517578
2024-05-09,101.62999725341797
2024-05-10,101.37000274658203
2024-05-13,101.31999969482422
2024-05-14,101.5199966430664
2024-05-15,100.2699966430664
2024-05-16,99.94000244140625
2024-05-17,100.91000366210938
2024-05-20,100.0999984741211
2024-05-21,100.13999938964844
2024-05-22,98.5199966430664
2024-05-23,97.41999816894531
2024-05-24,98.54000091552734
2024-05-28,98.70999908447266
2024-05-29,96.81999969482422
2024-05-30,97.30000305175781
2024-05-31,99.41999816894531
2024-06-03,95.5
2024-06-04,94.43000030517578
2024-06-05,95.05999755859375
2024-06-06,95.23999786376953
2024-06-07,96.05999755859375
2024-06-10,95.55999755859375
2024-06-11,96.33000183105469
2024-06-12,95.91000366210938
2024-06-13,95.55999755859375
2024-06-14,93.54000091552734
2024-06-17,93.94999694824219
2024-06-18,95.37999725341797
2024-06-20,95.05000305175781
2024-06-21,95.20999908447266
2024-06-24,97.5199966430664
2024-06-25,95.4800033569336
2024-06-26,95.77999877929688
2024-06-27,95.83000183105469
2024-06-28,95.66000366210938
2024-07-01,94.63999938964844
2024-07-02,94.93000030517578
2024-07-03,95.16999816894531
2024-07-05,93.58000183105469
2024-07-08,94.44999694824219
2024-07-09,93.19999694824219
2024-07-10,92.8499984741211
2024-07-11,94.16000366210938
2024-07-12,95.05999755859375
2024-07-15,95.6500015258789
2024-07-16,97.76000213623047
2024-07-17,98.73999786376953
2024-07-18,98.19000244140625
2024-07-19,97.0
2024-07-22,97.47000122070312
2024-07-23,96.08000183105469
2024-07-24,95.27999877929688
2024-07-25,96.5999984741211
2024-07-26,97.26000213623047
2024-07-29,97.38999938964844
2024-07-30,98.26000213623047
2024-07-31,99.45999908447266
2024-08-01,98.13999938964844
2024-08-02,94.38999938964844
2024-08-05,92.55999755859375
2024-08-06,95.55999755859375
2024-08-07,94.83999633789062
2024-08-08,96.19999694824219
2024-08-09,96.86000061035156
2024-08-12,95.73999786376953
2024-08-13,96.62999725341797
2024-08-14,96.19000244140625
2024-08-15,97.44000244140625
2024-08-16,97.06999969482422
2024-08-19,96.95999908447266
2024-08-20,96.55999755859375
2024-08-21,96.91000366210938
2024-08-22,96.33999633789062
2024-08-23,98.29000091552734
2024-08-26,97.87000274658203
2024-08-27,97.70999908447266
2024-08-28,97.72000122070312
2024-08-29,98.16999816894531
2024-08-30,98.69999694824219
2024-09-03,95.72000122070312
2024-09-04,94.87000274658203
2024-09-05,94.2300033569336
2024-09-06,93.48999786376953
2024-09-09,94.77999877929688
2024-09-10,93.79000091552734
2024-09-11,93.95999908447266
2024-09-12,93.86000061035156
2024-09-13,93.18000030517578
2024-09-16,94.08000183105469
2024-09-17,94.98999786376953
2024-09-18,93.94000244140625
2024-09-19,96.08999633789062
2024-09-20,94.04000091552734
2024-09-23,93.5999984741211
2024-09-24,96.0999984741211
2024-09-25,94.86000061035156
2024-09-26,96.11000061035156
2024-09-27,96.43000030517578
2024-09-30,95.9000015258789
2024-10-01,95.80999755859375
2024-10-02,95.27999877929688
2024-10-03,94.87000274658203
2024-10-04,96.75
2024-10-07,95.38999938964844
2024-10-08,94.0999984741211
2024-10-09,94.2699966430664
2024-10-10,94.66000366210938
2024-10-11,93.79000091552734
2024-10-14,93.44000244140625
2024-10-15,92.06999969482422
2024-10-16,91.91999816894531
2024-10-17,91.58999633789062
2024-10-18,91.48999786376953
2024-10-21,89.73999786376953
2024-10-22,89.51000213623047
2024-10-23,88.87000274658203
2024-10-24,88.48999786376953
2024-10-25,87.5
2024-10-28,87.72000122070312
2024-10-29,87.18000030517578
2024-10-30,87.1500015258789
2024-10-31,86.8499984741211
2024-11-01,86.55999755859375
2024-11-04,84.19000244140625
2024-11-05,85.37000274658203
2024-11-06,86.43000030517578
2024-11-07,87.33000183105469
2024-11-08,85.30000305175781
2024-11-11,84.97000122070312
2024-11-12,83.5999984741211
2024-11-13,83.44000244140625
2024-11-14,82.55999755859375
2024-11-15,82.6500015258789
2024-11-18,83.19999694824219
2024-11-19,82.19999694824219
2024-11-20,82.4800033569336
2024-11-21,82.80000305175781
