Date,TT
2022-02-28,153.92999267578125
2022-03-01,152.05999755859375
2022-03-02,155.22000122070312
2022-03-03,155.11000061035156
2022-03-04,151.30999755859375
2022-03-07,144.5399932861328
2022-03-08,142.77999877929688
2022-03-09,150.97000122070312
2022-03-10,148.85000610351562
2022-03-11,148.8300018310547
2022-03-14,151.17999267578125
2022-03-15,152.2899932861328
2022-03-16,156.5
2022-03-17,157.42999267578125
2022-03-18,158.72000122070312
2022-03-21,156.3300018310547
2022-03-22,157.22999572753906
2022-03-23,152.88999938964844
2022-03-24,154.72999572753906
2022-03-25,155.5800018310547
2022-03-28,156.77999877929688
2022-03-29,158.25
2022-03-30,158.58999633789062
2022-03-31,152.6999969482422
2022-04-01,154.85000610351562
2022-04-04,153.9499969482422
2022-04-05,154.75
2022-04-06,151.99000549316406
2022-04-07,152.3699951171875
2022-04-08,149.8000030517578
2022-04-11,147.86000061035156
2022-04-12,146.91000366210938
2022-04-13,148.99000549316406
2022-04-14,148.0500030517578
2022-04-18,145.9600067138672
2022-04-19,149.72999572753906
2022-04-20,154.5399932861328
2022-04-21,152.80999755859375
2022-04-22,148.88999938964844
2022-04-25,149.44000244140625
2022-04-26,144.7100067138672
2022-04-27,144.6699981689453
2022-04-28,145.6699981689453
2022-04-29,139.88999938964844
2022-05-02,140.52999877929688
2022-05-03,139.5
2022-05-04,141.2100067138672
2022-05-05,136.69000244140625
2022-05-06,134.22000122070312
2022-05-09,134.52999877929688
2022-05-10,133.30999755859375
2022-05-11,131.1699981689453
2022-05-12,134.42999267578125
2022-05-13,137.97999572753906
2022-05-16,135.41000366210938
2022-05-17,136.80999755859375
2022-05-18,130.11000061035156
2022-05-19,130.86000061035156
2022-05-20,130.72000122070312
2022-05-23,131.50999450683594
2022-05-24,131.72999572753906
2022-05-25,133.89999389648438
2022-05-26,136.80999755859375
2022-05-27,140.5
2022-05-31,138.05999755859375
2022-06-01,136.33999633789062
2022-06-02,139.35000610351562
2022-06-03,138.44000244140625
2022-06-06,138.24000549316406
2022-06-07,139.75
2022-06-08,137.8699951171875
2022-06-09,134.2899932861328
2022-06-10,130.2100067138672
2022-06-13,127.61000061035156
2022-06-14,126.68000030517578
2022-06-15,127.81999969482422
2022-06-16,121.93000030517578
2022-06-17,120.97000122070312
2022-06-21,124.1500015258789
2022-06-22,124.95999908447266
2022-06-23,127.5199966430664
2022-06-24,131.49000549316406
2022-06-27,131.47999572753906
2022-06-28,128.91000366210938
2022-06-29,130.0800018310547
2022-06-30,129.8699951171875
2022-07-01,131.3699951171875
2022-07-05,131.72000122070312
2022-07-06,131.4199981689453
2022-07-07,130.77000427246094
2022-07-08,131.0800018310547
2022-07-11,130.63999938964844
2022-07-12,129.97000122070312
2022-07-13,127.61000061035156
2022-07-14,127.33999633789062
2022-07-15,129.55999755859375
2022-07-18,126.47000122070312
2022-07-19,132.63999938964844
2022-07-20,133.14999389648438
2022-07-21,138.35000610351562
2022-07-22,139.22000122070312
2022-07-25,139.1999969482422
2022-07-26,138.99000549316406
2022-07-27,141.8699951171875
2022-07-28,145.3800048828125
2022-07-29,146.99000549316406
2022-08-01,146.05999755859375
2022-08-02,145.2100067138672
2022-08-03,150.91000366210938
2022-08-04,154.8699951171875
2022-08-05,154.33999633789062
2022-08-08,155.99000549316406
2022-08-09,154.5500030517578
2022-08-10,157.9600067138672
2022-08-11,158.63999938964844
2022-08-12,163.55999755859375
2022-08-15,165.3699951171875
2022-08-16,167.25999450683594
2022-08-17,166.4199981689453
2022-08-18,166.9600067138672
2022-08-19,163.7100067138672
2022-08-22,159.6300048828125
2022-08-23,157.86000061035156
2022-08-24,158.05999755859375
2022-08-25,161.22999572753906
2022-08-26,155.57000732421875
2022-08-29,155.85000610351562
2022-08-30,154.83999633789062
2022-08-31,154.07000732421875
2022-09-01,156.82000732421875
2022-09-02,155.42999267578125
2022-09-06,156.52000427246094
2022-09-07,161.13999938964844
2022-09-08,163.2899932861328
2022-09-09,163.8300018310547
2022-09-12,165.3800048828125
2022-09-13,160.6699981689453
2022-09-14,160.1699981689453
2022-09-15,159.22000122070312
2022-09-16,155.69000244140625
2022-09-19,159.1199951171875
2022-09-20,154.74000549316406
2022-09-21,151.92999267578125
2022-09-22,147.64999389648438
2022-09-23,147.5800018310547
2022-09-26,146.0800018310547
2022-09-27,144.86000061035156
2022-09-28,149.44000244140625
2022-09-29,145.9600067138672
2022-09-30,144.80999755859375
2022-10-03,150.99000549316406
2022-10-04,154.66000366210938
2022-10-05,153.7100067138672
2022-10-06,151.57000732421875
2022-10-07,146.36000061035156
2022-10-10,147.8300018310547
2022-10-11,147.30999755859375
2022-10-12,144.99000549316406
2022-10-13,147.0500030517578
2022-10-14,142.0
2022-10-17,147.4199981689453
2022-10-18,149.92999267578125
2022-10-19,145.13999938964844
2022-10-20,140.25999450683594
2022-10-21,144.86000061035156
2022-10-24,147.27999877929688
2022-10-25,153.9600067138672
2022-10-26,154.33999633789062
2022-10-27,156.33999633789062
2022-10-28,160.94000244140625
2022-10-31,159.6300048828125
2022-11-01,159.7899932861328
2022-11-02,160.80999755859375
2022-11-03,164.77999877929688
2022-11-04,166.74000549316406
2022-11-07,167.5800018310547
2022-11-08,169.9199981689453
2022-11-09,165.75
2022-11-10,176.77000427246094
2022-11-11,176.0800018310547
2022-11-14,173.9499969482422
2022-11-15,176.8800048828125
2022-11-16,176.02999877929688
2022-11-17,174.47999572753906
2022-11-18,176.24000549316406
2022-11-21,176.22000122070312
2022-11-22,178.75999450683594
2022-11-23,179.35000610351562
2022-11-25,178.9499969482422
2022-11-28,174.38999938964844
2022-11-29,174.99000549316406
2022-11-30,178.4199981689453
2022-12-01,178.17999267578125
2022-12-02,179.00999450683594
2022-12-05,176.00999450683594
2022-12-06,173.1199951171875
2022-12-07,175.38999938964844
2022-12-08,177.16000366210938
2022-12-09,175.25999450683594
2022-12-12,175.2100067138672
2022-12-13,176.27000427246094
2022-12-14,176.5399932861328
2022-12-15,170.86000061035156
2022-12-16,170.36000061035156
2022-12-19,168.80999755859375
2022-12-20,168.75
2022-12-21,170.9600067138672
2022-12-22,169.3000030517578
2022-12-23,169.9499969482422
2022-12-27,170.1199951171875
2022-12-28,167.3800048828125
2022-12-29,170.42999267578125
2022-12-30,168.08999633789062
2023-01-03,171.52999877929688
2023-01-04,174.30999755859375
2023-01-05,171.9499969482422
2023-01-06,178.5
2023-01-09,178.0800018310547
2023-01-10,178.92999267578125
2023-01-11,180.4499969482422
2023-01-12,180.3699951171875
2023-01-13,183.30999755859375
2023-01-17,179.74000549316406
2023-01-18,173.7899932861328
2023-01-19,167.0500030517578
2023-01-20,169.8800048828125
2023-01-23,170.9499969482422
2023-01-24,174.75999450683594
2023-01-25,174.22999572753906
2023-01-26,175.52999877929688
2023-01-27,177.02999877929688
2023-01-30,175.14999389648438
2023-01-31,179.1199951171875
2023-02-01,178.8000030517578
2023-02-02,185.64999389648438
2023-02-03,186.3000030517578
2023-02-06,185.02000427246094
2023-02-07,180.4499969482422
2023-02-08,182.77999877929688
2023-02-09,181.55999755859375
2023-02-10,183.13999938964844
2023-02-13,186.63999938964844
2023-02-14,185.67999267578125
2023-02-15,187.17999267578125
2023-02-16,184.0399932861328
2023-02-17,184.17999267578125
2023-02-21,179.91000366210938
2023-02-22,180.25999450683594
2023-02-23,181.69000244140625
2023-02-24,181.6999969482422
2023-02-27,184.2899932861328
2023-02-28,184.97000122070312
2023-03-01,185.66000366210938
2023-03-02,187.1199951171875
2023-03-03,194.11000061035156
2023-03-06,192.05999755859375
2023-03-07,190.8699951171875
2023-03-08,191.4600067138672
2023-03-09,189.0800018310547
2023-03-10,186.17999267578125
2023-03-13,185.07000732421875
2023-03-14,189.10000610351562
2023-03-15,178.5800018310547
2023-03-16,181.1699981689453
2023-03-17,177.52999877929688
2023-03-20,181.39999389648438
2023-03-21,183.0399932861328
2023-03-22,181.64999389648438
2023-03-23,182.91000366210938
2023-03-24,182.07000732421875
2023-03-27,181.00999450683594
2023-03-28,182.69000244140625
2023-03-29,185.10000610351562
2023-03-30,182.91000366210938
2023-03-31,183.97999572753906
2023-04-03,183.6999969482422
2023-04-04,173.77999877929688
2023-04-05,170.49000549316406
2023-04-06,170.67999267578125
2023-04-10,171.08999633789062
2023-04-11,171.0399932861328
2023-04-12,174.89999389648438
2023-04-13,175.77000427246094
2023-04-14,174.97999572753906
2023-04-17,176.47999572753906
2023-04-18,176.08999633789062
2023-04-19,176.44000244140625
2023-04-20,176.4499969482422
2023-04-21,176.92999267578125
2023-04-24,177.72999572753906
2023-04-25,178.83999633789062
2023-04-26,177.69000244140625
2023-04-27,185.5
2023-04-28,185.80999755859375
2023-05-01,187.6999969482422
2023-05-02,188.55999755859375
2023-05-03,177.74000549316406
2023-05-04,176.0
2023-05-05,176.80999755859375
2023-05-08,176.75
2023-05-09,177.80999755859375
2023-05-10,178.67999267578125
2023-05-11,176.83999633789062
2023-05-12,177.72999572753906
2023-05-15,178.14999389648438
2023-05-16,172.8699951171875
2023-05-17,174.99000549316406
2023-05-18,175.1699981689453
2023-05-19,173.27999877929688
2023-05-22,171.22999572753906
2023-05-23,168.02000427246094
2023-05-24,166.2100067138672
2023-05-25,167.50999450683594
2023-05-26,166.8000030517578
2023-05-30,166.5800018310547
2023-05-31,163.22999572753906
2023-06-01,165.91000366210938
2023-06-02,173.00999450683594
2023-06-05,172.41000366210938
2023-06-06,174.74000549316406
2023-06-07,176.16000366210938
2023-06-08,176.8800048828125
2023-06-09,176.22999572753906
2023-06-12,175.77000427246094
2023-06-13,181.0399932861328
2023-06-14,181.3800048828125
2023-06-15,185.25
2023-06-16,187.05999755859375
2023-06-20,185.7100067138672
2023-06-21,185.9600067138672
2023-06-22,184.86000061035156
2023-06-23,186.16000366210938
