Date,TT
2023-06-26,186.5
2023-06-27,188.33999633789062
2023-06-28,186.74000549316406
2023-06-29,189.99000549316406
2023-06-30,191.25999450683594
2023-07-03,191.1999969482422
2023-07-05,189.77000427246094
2023-07-06,189.80999755859375
2023-07-07,189.19000244140625
2023-07-10,193.60000610351562
2023-07-11,193.9199981689453
2023-07-12,194.47999572753906
2023-07-13,195.44000244140625
2023-07-14,196.30999755859375
2023-07-17,198.85000610351562
2023-07-18,199.1999969482422
2023-07-19,195.85000610351562
2023-07-20,195.6199951171875
2023-07-21,193.88999938964844
2023-07-24,194.47000122070312
2023-07-25,194.42999267578125
2023-07-26,194.27999877929688
2023-07-27,197.1199951171875
2023-07-28,198.55999755859375
2023-07-31,199.44000244140625
2023-08-01,199.02999877929688
2023-08-02,205.05999755859375
2023-08-03,205.25
2023-08-04,204.19000244140625
2023-08-07,208.35000610351562
2023-08-08,205.5399932861328
2023-08-09,202.0500030517578
2023-08-10,202.1300048828125
2023-08-11,203.16000366210938
2023-08-14,204.85000610351562
2023-08-15,203.0399932861328
2023-08-16,203.1300048828125
2023-08-17,197.6300048828125
2023-08-18,196.9499969482422
2023-08-21,198.4199981689453
2023-08-22,197.22999572753906
2023-08-23,201.47000122070312
2023-08-24,199.35000610351562
2023-08-25,202.5800018310547
2023-08-28,203.61000061035156
2023-08-29,205.77000427246094
2023-08-30,205.92999267578125
2023-08-31,205.25999450683594
2023-09-01,205.22999572753906
2023-09-05,200.5399932861328
2023-09-06,204.1999969482422
2023-09-07,206.50999450683594
2023-09-08,205.94000244140625
2023-09-11,210.39999389648438
2023-09-12,208.4600067138672
2023-09-13,207.32000732421875
2023-09-14,202.0500030517578
2023-09-15,202.49000549316406
2023-09-18,203.72999572753906
2023-09-19,203.11000061035156
2023-09-20,201.24000549316406
2023-09-21,198.02000427246094
2023-09-22,200.4499969482422
2023-09-25,201.1699981689453
2023-09-26,197.3000030517578
2023-09-27,200.05999755859375
2023-09-28,204.19000244140625
2023-09-29,202.91000366210938
2023-10-02,198.10000610351562
2023-10-03,196.25999450683594
2023-10-04,200.38999938964844
2023-10-05,200.82000732421875
2023-10-06,204.3000030517578
2023-10-09,204.30999755859375
2023-10-10,208.5500030517578
2023-10-11,211.3000030517578
2023-10-12,206.86000061035156
2023-10-13,204.69000244140625
2023-10-16,208.10000610351562
2023-10-17,209.19000244140625
2023-10-18,195.97999572753906
2023-10-19,191.32000732421875
2023-10-20,187.27000427246094
2023-10-23,187.89999389648438
2023-10-24,186.55999755859375
2023-10-25,184.4199981689453
2023-10-26,187.42999267578125
2023-10-27,184.69000244140625
2023-10-30,188.0800018310547
2023-10-31,190.30999755859375
2023-11-01,213.5
2023-11-02,213.11000061035156
2023-11-03,218.0
2023-11-06,217.1199951171875
2023-11-07,219.6699981689453
2023-11-08,221.83999633789062
2023-11-09,220.99000549316406
2023-11-10,225.47999572753906
2023-11-13,224.44000244140625
2023-11-14,229.0500030517578
2023-11-15,225.7100067138672
2023-11-16,226.5399932861328
2023-11-17,228.6199951171875
2023-11-20,226.9499969482422
2023-11-21,226.02999877929688
2023-11-22,227.4600067138672
2023-11-24,228.55999755859375
2023-11-27,225.97999572753906
2023-11-28,222.7100067138672
2023-11-29,222.6300048828125
2023-11-30,225.41000366210938
2023-12-01,227.52999877929688
2023-12-04,228.47999572753906
2023-12-05,229.5800018310547
2023-12-06,230.47000122070312
2023-12-07,231.35000610351562
2023-12-08,234.0
2023-12-11,237.38999938964844
2023-12-12,239.32000732421875
2023-12-13,238.0500030517578
2023-12-14,238.89999389648438
2023-12-15,239.9199981689453
2023-12-18,240.10000610351562
2023-12-19,241.7899932861328
2023-12-20,238.5500030517578
2023-12-21,243.39999389648438
2023-12-22,242.39999389648438
2023-12-26,243.74000549316406
2023-12-27,243.9499969482422
2023-12-28,243.80999755859375
2023-12-29,243.89999389648438
2024-01-02,240.6300048828125
2024-01-03,235.9600067138672
2024-01-04,239.69000244140625
2024-01-05,240.55999755859375
2024-01-08,243.1300048828125
2024-01-09,244.49000549316406
2024-01-10,245.8800048828125
2024-01-11,245.99000549316406
2024-01-12,246.14999389648438
2024-01-16,245.52000427246094
2024-01-17,244.42999267578125
2024-01-18,247.3300018310547
2024-01-19,248.9199981689453
2024-01-22,252.6300048828125
2024-01-23,253.14999389648438
2024-01-24,251.1300048828125
2024-01-25,252.1199951171875
2024-01-26,251.50999450683594
2024-01-29,254.75999450683594
2024-01-30,257.75
2024-01-31,252.0500030517578
2024-02-01,270.739990234375
2024-02-02,276.7799987792969
2024-02-05,271.79998779296875
2024-02-06,270.2300109863281
2024-02-07,273.42999267578125
2024-02-08,269.94000244140625
2024-02-09,275.44000244140625
2024-02-12,272.0199890136719
2024-02-13,269.3699951171875
2024-02-14,272.80999755859375
2024-02-15,272.9599914550781
2024-02-16,272.1700134277344
2024-02-20,276.1600036621094
2024-02-21,276.57000732421875
2024-02-22,282.2799987792969
2024-02-23,281.82000732421875
2024-02-26,284.8299865722656
2024-02-27,283.5199890136719
2024-02-28,283.6400146484375
2024-02-29,281.9700012207031
2024-03-01,285.9800109863281
2024-03-04,288.1300048828125
2024-03-05,284.05999755859375
2024-03-06,286.3399963378906
2024-03-07,287.45001220703125
2024-03-08,284.8500061035156
2024-03-11,282.9200134277344
2024-03-12,287.7099914550781
2024-03-13,285.92999267578125
2024-03-14,291.94000244140625
2024-03-15,291.4100036621094
2024-03-18,291.7699890136719
2024-03-19,295.0299987792969
2024-03-20,298.6199951171875
2024-03-21,303.8900146484375
2024-03-22,300.2900085449219
2024-03-25,299.6300048828125
2024-03-26,299.2799987792969
2024-03-27,299.7099914550781
2024-03-28,300.20001220703125
2024-04-01,296.7300109863281
2024-04-02,297.510009765625
2024-04-03,301.3399963378906
2024-04-04,297.510009765625
2024-04-05,304.6700134277344
2024-04-08,303.8399963378906
2024-04-09,301.2200012207031
2024-04-10,298.5400085449219
2024-04-11,297.239990234375
2024-04-12,296.9599914550781
2024-04-15,293.8800048828125
2024-04-16,295.6300048828125
2024-04-17,293.0899963378906
2024-04-18,289.55999755859375
2024-04-19,288.2699890136719
2024-04-22,291.1499938964844
2024-04-23,295.0899963378906
2024-04-24,296.489990234375
2024-04-25,299.3699951171875
2024-04-26,304.5299987792969
2024-04-29,300.8599853515625
2024-04-30,317.3399963378906
2024-05-01,314.9800109863281
2024-05-02,316.7900085449219
2024-05-03,319.2900085449219
2024-05-06,325.739990234375
2024-05-07,325.8900146484375
2024-05-08,327.6000061035156
2024-05-09,332.9200134277344
2024-05-10,331.9800109863281
2024-05-13,326.6400146484375
2024-05-14,330.05999755859375
2024-05-15,332.2900085449219
2024-05-16,324.7200012207031
2024-05-17,328.6400146484375
2024-05-20,330.9100036621094
2024-05-21,335.5799865722656
2024-05-22,333.5299987792969
2024-05-23,332.9200134277344
2024-05-24,337.9200134277344
2024-05-28,328.30999755859375
2024-05-29,322.07000732421875
2024-05-30,325.0
2024-05-31,327.4599914550781
2024-06-03,321.5
2024-06-04,319.5299987792969
2024-06-05,323.25
2024-06-06,318.4599914550781
2024-06-07,319.0299987792969
2024-06-10,325.0799865722656
2024-06-11,325.1199951171875
2024-06-12,332.1300048828125
2024-06-13,333.57000732421875
2024-06-14,329.6400146484375
2024-06-17,335.30999755859375
2024-06-18,345.3800048828125
2024-06-20,335.92999267578125
2024-06-21,334.1199951171875
2024-06-24,338.1400146484375
2024-06-25,335.6000061035156
2024-06-26,329.760009765625
2024-06-27,333.6499938964844
2024-06-28,328.92999267578125
2024-07-01,321.3599853515625
2024-07-02,324.8299865722656
2024-07-03,331.2900085449219
2024-07-05,331.67999267578125
2024-07-08,333.5199890136719
2024-07-09,333.739990234375
2024-07-10,340.82000732421875
2024-07-11,344.55999755859375
2024-07-12,343.80999755859375
2024-07-15,341.0
2024-07-16,346.32000732421875
2024-07-17,335.44000244140625
2024-07-18,330.3699951171875
2024-07-19,330.1400146484375
2024-07-22,337.1000061035156
2024-07-23,344.9599914550781
2024-07-24,332.8399963378906
2024-07-25,322.2200012207031
2024-07-26,329.7099914550781
2024-07-29,331.8399963378906
2024-07-30,328.8299865722656
2024-07-31,334.2799987792969
2024-08-01,333.3299865722656
2024-08-02,318.45001220703125
2024-08-05,314.2099914550781
2024-08-06,322.9100036621094
2024-08-07,323.4800109863281
2024-08-08,327.6300048828125
2024-08-09,332.67999267578125
2024-08-12,332.8900146484375
2024-08-13,339.3999938964844
2024-08-14,345.7200012207031
2024-08-15,347.8500061035156
2024-08-16,341.29998779296875
2024-08-19,346.989990234375
2024-08-20,347.6700134277344
2024-08-21,351.6600036621094
2024-08-22,350.7099914550781
2024-08-23,352.9100036621094
2024-08-26,350.6300048828125
2024-08-27,352.55999755859375
2024-08-28,352.32000732421875
2024-08-29,355.0199890136719
2024-08-30,361.6600036621094
2024-09-03,346.17999267578125
2024-09-04,346.5299987792969
2024-09-05,342.9100036621094
2024-09-06,342.07000732421875
2024-09-09,345.29998779296875
2024-09-10,346.1300048828125
2024-09-11,354.30999755859375
2024-09-12,359.6700134277344
2024-09-13,364.2300109863281
2024-09-16,368.8900146484375
2024-09-17,374.6000061035156
2024-09-18,371.5899963378906
2024-09-19,381.3900146484375
2024-09-20,384.92999267578125
2024-09-23,387.3800048828125
2024-09-24,383.75
2024-09-25,387.70001220703125
2024-09-26,386.57000732421875
2024-09-27,383.95001220703125
2024-09-30,388.7300109863281
2024-10-01,386.6300048828125
2024-10-02,387.8500061035156
2024-10-03,386.92999267578125
2024-10-04,388.3599853515625
2024-10-07,390.3299865722656
2024-10-08,396.5
2024-10-09,399.7200012207031
2024-10-10,393.4599914550781
2024-10-11,399.8599853515625
2024-10-14,404.9700012207031
2024-10-15,397.5
2024-10-16,395.239990234375
2024-10-17,400.1400146484375
2024-10-18,402.5400085449219
2024-10-21,400.79998779296875
2024-10-22,392.20001220703125
2024-10-23,395.8299865722656
2024-10-24,392.57000732421875
2024-10-25,392.57000732421875
2024-10-28,392.760009765625
2024-10-29,390.5899963378906
2024-10-30,375.5199890136719
2024-10-31,370.1600036621094
2024-11-01,376.1499938964844
2024-11-04,376.989990234375
2024-11-05,390.2900085449219
2024-11-06,391.8599853515625
2024-11-07,395.9200134277344
2024-11-08,410.5799865722656
2024-11-11,414.9200134277344
2024-11-12,411.1400146484375
2024-11-13,415.0
2024-11-14,410.1199951171875
2024-11-15,407.489990234375
2024-11-18,409.2699890136719
2024-11-19,413.0299987792969
2024-11-20,411.1600036621094
2024-11-21,415.3900146484375
