Date,EC
2023-01-04,9.819999694824219
2023-01-05,10.210000038146973
2023-01-06,10.960000038146973
2023-01-09,11.119999885559082
2023-01-10,11.220000267028809
2023-01-11,11.369999885559082
2023-01-12,11.550000190734863
2023-01-13,11.619999885559082
2023-01-17,11.5
2023-01-18,11.960000038146973
2023-01-19,11.920000076293945
2023-01-20,12.09000015258789
2023-01-23,12.050000190734863
2023-01-24,11.84000015258789
2023-01-25,11.779999732971191
2023-01-26,11.960000038146973
2023-01-27,11.279999732971191
2023-01-30,11.119999885559082
2023-01-31,11.390000343322754
2023-02-01,11.199999809265137
2023-02-02,10.819999694824219
2023-02-03,10.720000267028809
2023-02-06,10.819999694824219
2023-02-07,10.970000267028809
2023-02-08,10.869999885559082
2023-02-09,10.5
2023-02-10,10.949999809265137
2023-02-13,10.869999885559082
2023-02-14,10.739999771118164
2023-02-15,10.550000190734863
2023-02-16,10.670000076293945
2023-02-17,10.329999923706055
2023-02-21,10.399999618530273
2023-02-22,10.34000015258789
2023-02-23,10.710000038146973
2023-02-24,10.779999732971191
2023-02-27,11.289999961853027
2023-02-28,11.09000015258789
2023-03-01,11.390000343322754
2023-03-02,11.15999984741211
2023-03-03,11.430000305175781
2023-03-06,11.649999618530273
2023-03-07,11.260000228881836
2023-03-08,11.319999694824219
2023-03-09,11.010000228881836
2023-03-10,10.869999885559082
2023-03-13,10.380000114440918
2023-03-14,10.510000228881836
2023-03-15,10.010000228881836
2023-03-16,10.079999923706055
2023-03-17,9.890000343322754
2023-03-20,9.84000015258789
2023-03-21,10.220000267028809
2023-03-22,10.029999732971191
2023-03-23,9.670000076293945
2023-03-24,9.609999656677246
2023-03-27,9.989999771118164
2023-03-28,10.270000457763672
2023-03-29,10.34000015258789
2023-03-30,10.390000343322754
2023-03-31,10.5600004196167
2023-04-03,11.140000343322754
2023-04-04,11.039999961853027
2023-04-05,11.140000343322754
2023-04-06,10.90999984741211
2023-04-10,11.079999923706055
2023-04-11,11.5
2023-04-12,11.5600004196167
2023-04-13,11.65999984741211
2023-04-14,11.640000343322754
2023-04-17,11.5600004196167
2023-04-18,11.390000343322754
2023-04-19,11.229999542236328
2023-04-20,11.119999885559082
2023-04-21,11.100000381469727
2023-04-24,11.609999656677246
2023-04-25,9.819999694824219
2023-04-26,9.479999542236328
2023-04-27,9.319999694824219
2023-04-28,9.720000267028809
2023-05-01,9.550000190734863
2023-05-02,8.800000190734863
2023-05-03,8.760000228881836
2023-05-04,8.65999984741211
2023-05-05,9.199999809265137
2023-05-08,9.069999694824219
2023-05-09,9.109999656677246
2023-05-10,9.109999656677246
2023-05-11,9.130000114440918
2023-05-12,9.3100004196167
2023-05-15,9.229999542236328
2023-05-16,9.15999984741211
2023-05-17,9.449999809265137
2023-05-18,9.319999694824219
2023-05-19,9.390000343322754
2023-05-22,9.420000076293945
2023-05-23,9.5
2023-05-24,9.529999732971191
2023-05-25,9.229999542236328
2023-05-26,9.34000015258789
2023-05-30,9.199999809265137
2023-05-31,9.079999923706055
2023-06-01,9.430000305175781
2023-06-02,9.760000228881836
2023-06-05,9.739999771118164
2023-06-06,10.079999923706055
2023-06-07,10.3100004196167
2023-06-08,10.40999984741211
2023-06-09,10.399999618530273
2023-06-12,10.170000076293945
2023-06-13,10.210000038146973
2023-06-14,10.260000228881836
2023-06-15,10.430000305175781
2023-06-16,10.449999809265137
2023-06-20,10.319999694824219
2023-06-21,10.579999923706055
2023-06-22,10.479999542236328
2023-06-23,10.260000228881836
2023-06-26,10.449999809265137
2023-06-27,10.25
2023-06-28,10.329999923706055
2023-06-29,10.300000190734863
2023-06-30,10.25
2023-07-03,10.449999809265137
2023-07-05,10.380000114440918
2023-07-06,10.09000015258789
2023-07-07,10.350000381469727
2023-07-10,10.399999618530273
2023-07-11,10.59000015258789
2023-07-12,10.770000457763672
2023-07-13,10.9399995803833
2023-07-14,10.649999618530273
2023-07-17,10.75
2023-07-18,10.90999984741211
2023-07-19,10.970000267028809
2023-07-20,11.020000457763672
2023-07-21,11.079999923706055
2023-07-24,11.25
2023-07-25,11.3100004196167
2023-07-26,11.300000190734863
2023-07-27,11.09000015258789
2023-07-28,11.289999961853027
2023-07-31,11.720000267028809
2023-08-01,11.449999809265137
2023-08-02,11.180000305175781
2023-08-03,11.25
2023-08-04,11.420000076293945
2023-08-07,11.479999542236328
2023-08-08,11.579999923706055
2023-08-09,11.260000228881836
2023-08-10,11.449999809265137
2023-08-11,11.5600004196167
2023-08-14,11.25
2023-08-15,11.100000381469727
2023-08-16,11.119999885559082
2023-08-17,11.180000305175781
2023-08-18,11.260000228881836
2023-08-21,11.229999542236328
2023-08-22,11.25
2023-08-23,11.34000015258789
2023-08-24,11.239999771118164
2023-08-25,11.210000038146973
2023-08-28,11.420000076293945
2023-08-29,11.699999809265137
2023-08-30,11.960000038146973
2023-08-31,11.680000305175781
2023-09-01,11.789999961853027
2023-09-05,11.850000381469727
2023-09-06,11.930000305175781
2023-09-07,11.890000343322754
2023-09-08,12.029999732971191
2023-09-11,12.0
2023-09-12,12.319999694824219
2023-09-13,12.210000038146973
2023-09-14,12.550000190734863
2023-09-15,12.539999961853027
2023-09-18,12.489999771118164
2023-09-19,12.670000076293945
2023-09-20,12.899999618530273
2023-09-21,12.550000190734863
2023-09-22,12.569999694824219
2023-09-25,12.670000076293945
2023-09-26,11.369999885559082
2023-09-27,11.550000190734863
2023-09-28,11.609999656677246
2023-09-29,11.579999923706055
2023-10-02,11.199999809265137
2023-10-03,11.229999542236328
2023-10-04,10.850000381469727
2023-10-05,10.710000038146973
2023-10-06,10.90999984741211
2023-10-09,11.5
2023-10-10,11.760000228881836
2023-10-11,11.859999656677246
2023-10-12,11.899999618530273
2023-10-13,12.210000038146973
2023-10-16,12.350000381469727
2023-10-17,12.470000267028809
2023-10-18,12.420000076293945
2023-10-19,12.3100004196167
2023-10-20,12.25
2023-10-23,12.020000457763672
2023-10-24,12.050000190734863
2023-10-25,12.15999984741211
2023-10-26,12.050000190734863
2023-10-27,11.949999809265137
2023-10-30,11.850000381469727
2023-10-31,11.8100004196167
2023-11-01,12.09000015258789
2023-11-02,12.460000038146973
2023-11-03,12.359999656677246
2023-11-06,12.149999618530273
2023-11-07,11.699999809265137
2023-11-08,11.4399995803833
2023-11-09,11.640000343322754
2023-11-10,11.720000267028809
2023-11-13,11.890000343322754
2023-11-14,12.039999961853027
2023-11-15,11.920000076293945
2023-11-16,11.800000190734863
2023-11-17,12.270000457763672
2023-11-20,12.470000267028809
2023-11-21,12.479999542236328
2023-11-22,12.399999618530273
2023-11-24,12.75
2023-11-27,12.760000228881836
2023-11-28,12.869999885559082
2023-11-29,12.710000038146973
2023-11-30,12.609999656677246
2023-12-01,12.8100004196167
2023-12-04,12.640000343322754
2023-12-05,12.569999694824219
2023-12-06,12.279999732971191
2023-12-07,12.369999885559082
2023-12-08,12.720000267028809
2023-12-11,12.65999984741211
2023-12-12,12.350000381469727
2023-12-13,12.670000076293945
2023-12-14,12.949999809265137
2023-12-15,12.800000190734863
2023-12-18,12.90999984741211
2023-12-19,11.989999771118164
2023-12-20,11.739999771118164
2023-12-21,11.9399995803833
2023-12-22,11.9399995803833
2023-12-26,12.220000267028809
2023-12-27,12.119999885559082
2023-12-28,11.970000267028809
2023-12-29,11.920000076293945
2024-01-02,11.960000038146973
2024-01-03,12.319999694824219
2024-01-04,12.220000267028809
2024-01-05,12.550000190734863
2024-01-08,12.25
2024-01-09,12.069999694824219
2024-01-10,11.899999618530273
2024-01-11,12.029999732971191
2024-01-12,12.140000343322754
2024-01-16,11.770000457763672
2024-01-17,11.680000305175781
2024-01-18,11.720000267028809
2024-01-19,11.670000076293945
2024-01-22,11.600000381469727
2024-01-23,11.65999984741211
2024-01-24,11.729999542236328
2024-01-25,11.989999771118164
2024-01-26,12.289999961853027
2024-01-29,12.229999542236328
2024-01-30,12.25
2024-01-31,12.029999732971191
2024-02-01,12.100000381469727
2024-02-02,11.789999961853027
2024-02-05,11.720000267028809
2024-02-06,11.899999618530273
2024-02-07,11.979999542236328
2024-02-08,11.90999984741211
2024-02-09,11.869999885559082
2024-02-12,11.899999618530273
2024-02-13,11.649999618530273
2024-02-14,11.65999984741211
2024-02-15,11.829999923706055
2024-02-16,11.859999656677246
2024-02-20,11.619999885559082
2024-02-21,11.90999984741211
2024-02-22,11.9399995803833
2024-02-23,11.800000190734863
2024-02-26,11.880000114440918
2024-02-27,11.979999542236328
2024-02-28,11.75
2024-02-29,11.699999809265137
2024-03-01,11.359999656677246
2024-03-04,10.770000457763672
2024-03-05,10.600000381469727
2024-03-06,10.609999656677246
2024-03-07,10.630000114440918
2024-03-08,10.520000457763672
2024-03-11,10.529999732971191
2024-03-12,10.59000015258789
2024-03-13,10.649999618530273
2024-03-14,10.770000457763672
2024-03-15,11.029999732971191
2024-03-18,10.800000190734863
2024-03-19,10.859999656677246
2024-03-20,11.020000457763672
2024-03-21,10.899999618530273
2024-03-22,10.8100004196167
2024-03-25,11.029999732971191
2024-03-26,10.979999542236328
2024-03-27,11.329999923706055
2024-03-28,11.84000015258789
2024-04-01,12.109999656677246
2024-04-02,12.699999809265137
2024-04-03,12.890000343322754
2024-04-04,12.130000114440918
2024-04-05,12.149999618530273
2024-04-08,12.039999961853027
2024-04-09,12.100000381469727
2024-04-10,11.84000015258789
2024-04-11,12.069999694824219
2024-04-12,11.699999809265137
2024-04-15,11.529999732971191
2024-04-16,11.5
2024-04-17,11.449999809265137
2024-04-18,11.34000015258789
2024-04-19,11.510000228881836
2024-04-22,11.569999694824219
2024-04-23,11.729999542236328
2024-04-24,11.6899995803833
2024-04-25,11.640000343322754
2024-04-26,11.850000381469727
2024-04-29,12.0600004196167
2024-04-30,11.609999656677246
2024-05-01,11.489999771118164
2024-05-02,11.539999961853027
2024-05-03,11.539999961853027
2024-05-06,11.609999656677246
2024-05-07,11.65999984741211
2024-05-08,11.739999771118164
2024-05-09,11.75
2024-05-10,11.640000343322754
2024-05-13,11.65999984741211
2024-05-14,12.09000015258789
2024-05-15,12.020000457763672
2024-05-16,12.029999732971191
2024-05-17,12.130000114440918
2024-05-20,12.300000190734863
2024-05-21,12.289999961853027
2024-05-22,11.880000114440918
2024-05-23,11.869999885559082
2024-05-24,11.920000076293945
2024-05-28,12.430000305175781
2024-05-29,12.300000190734863
2024-05-30,12.279999732971191
2024-05-31,12.300000190734863
2024-06-03,12.180000305175781
2024-06-04,12.079999923706055
2024-06-05,12.0
2024-06-06,12.029999732971191
2024-06-07,11.989999771118164
2024-06-10,12.119999885559082
2024-06-11,11.930000305175781
2024-06-12,11.819999694824219
2024-06-13,11.729999542236328
2024-06-14,11.640000343322754
2024-06-17,11.819999694824219
2024-06-18,12.050000190734863
2024-06-20,12.109999656677246
2024-06-21,12.0
2024-06-24,12.670000076293945
2024-06-25,11.170000076293945
2024-06-26,11.170000076293945
2024-06-27,11.15999984741211
2024-06-28,11.1899995803833
2024-07-01,11.100000381469727
2024-07-02,11.140000343322754
2024-07-03,11.270000457763672
2024-07-05,11.229999542236328
2024-07-08,11.229999542236328
2024-07-09,11.130000114440918
2024-07-10,11.140000343322754
2024-07-11,11.199999809265137
2024-07-12,11.1899995803833
2024-07-15,11.170000076293945
2024-07-16,11.010000228881836
2024-07-17,10.960000038146973
2024-07-18,10.869999885559082
2024-07-19,10.8100004196167
2024-07-22,10.8100004196167
2024-07-23,10.640000343322754
2024-07-24,10.600000381469727
2024-07-25,10.680000305175781
2024-07-26,10.699999809265137
2024-07-29,10.550000190734863
2024-07-30,10.460000038146973
2024-07-31,10.720000267028809
2024-08-01,10.420000076293945
2024-08-02,9.989999771118164
2024-08-05,9.720000267028809
2024-08-06,10.050000190734863
2024-08-07,10.109999656677246
2024-08-08,10.34000015258789
2024-08-09,10.470000267028809
2024-08-12,10.640000343322754
2024-08-13,10.510000228881836
2024-08-14,10.15999984741211
2024-08-15,10.34000015258789
2024-08-16,10.369999885559082
2024-08-19,10.40999984741211
2024-08-20,10.170000076293945
2024-08-21,10.149999618530273
2024-08-22,10.039999961853027
2024-08-23,10.220000267028809
2024-08-26,10.40999984741211
2024-08-27,10.239999771118164
2024-08-28,10.09000015258789
2024-08-29,9.970000267028809
2024-08-30,9.84000015258789
2024-09-03,9.460000038146973
2024-09-04,9.25
2024-09-05,9.220000267028809
2024-09-06,9.1899995803833
2024-09-09,9.039999961853027
2024-09-10,8.829999923706055
2024-09-11,8.960000038146973
2024-09-12,9.170000076293945
2024-09-13,9.15999984741211
2024-09-16,9.260000228881836
2024-09-17,9.289999961853027
2024-09-18,9.15999984741211
2024-09-19,9.140000343322754
2024-09-20,9.130000114440918
2024-09-23,9.260000228881836
2024-09-24,9.319999694824219
2024-09-25,8.75
2024-09-26,8.760000228881836
2024-09-27,9.020000457763672
2024-09-30,8.930000305175781
2024-10-01,9.029999732971191
2024-10-02,9.010000228881836
2024-10-03,8.989999771118164
2024-10-04,9.020000457763672
2024-10-07,9.050000190734863
2024-10-08,8.670000076293945
2024-10-09,8.640000343322754
2024-10-10,8.8100004196167
2024-10-11,8.739999771118164
2024-10-14,8.6899995803833
2024-10-15,8.34000015258789
2024-10-16,8.239999771118164
2024-10-17,8.149999618530273
2024-10-18,8.229999542236328
2024-10-21,8.069999694824219
2024-10-22,8.140000343322754
2024-10-23,8.010000228881836
2024-10-24,8.029999732971191
2024-10-25,8.100000381469727
2024-10-28,8.050000190734863
2024-10-29,7.96999979019165
2024-10-30,7.809999942779541
2024-10-31,7.699999809265137
2024-11-01,7.599999904632568
2024-11-04,7.610000133514404
2024-11-05,7.559999942779541
2024-11-06,7.570000171661377
2024-11-07,7.650000095367432
2024-11-08,7.360000133514404
2024-11-11,7.5
2024-11-12,7.460000038146973
2024-11-13,7.360000133514404
2024-11-14,7.730000019073486
2024-11-15,7.920000076293945
2024-11-18,8.15999984741211
2024-11-19,8.050000190734863
2024-11-20,8.079999923706055
2024-11-21,8.1899995803833
