Date,GOLD
2022-06-10,21.030000686645508
2022-06-13,20.1200008392334
2022-06-14,19.469999313354492
2022-06-15,19.559999465942383
2022-06-16,20.030000686645508
2022-06-17,19.549999237060547
2022-06-21,19.579999923706055
2022-06-22,19.399999618530273
2022-06-23,18.549999237060547
2022-06-24,18.780000686645508
2022-06-27,19.040000915527344
2022-06-28,18.549999237060547
2022-06-29,18.389999389648438
2022-06-30,17.690000534057617
2022-07-01,18.059999465942383
2022-07-05,17.420000076293945
2022-07-06,17.219999313354492
2022-07-07,17.25
2022-07-08,17.18000030517578
2022-07-11,16.979999542236328
2022-07-12,16.440000534057617
2022-07-13,16.489999771118164
2022-07-14,15.770000457763672
2022-07-15,15.65999984741211
2022-07-18,15.819999694824219
2022-07-19,16.030000686645508
2022-07-20,15.449999809265137
2022-07-21,15.5
2022-07-22,15.329999923706055
2022-07-25,14.90999984741211
2022-07-26,15.270000457763672
2022-07-27,15.40999984741211
2022-07-28,15.630000114440918
2022-07-29,15.739999771118164
2022-08-01,15.720000267028809
2022-08-02,15.520000457763672
2022-08-03,15.199999809265137
2022-08-04,15.779999732971191
2022-08-05,15.600000381469727
2022-08-08,16.200000762939453
2022-08-09,16.440000534057617
2022-08-10,16.530000686645508
2022-08-11,16.399999618530273
2022-08-12,16.739999771118164
2022-08-15,16.670000076293945
2022-08-16,16.850000381469727
2022-08-17,16.450000762939453
2022-08-18,16.40999984741211
2022-08-19,16.06999969482422
2022-08-22,16.170000076293945
2022-08-23,16.209999084472656
2022-08-24,16.350000381469727
2022-08-25,16.3700008392334
2022-08-26,15.479999542236328
2022-08-29,15.350000381469727
2022-08-30,14.989999771118164
2022-08-31,14.850000381469727
2022-09-01,14.59000015258789
2022-09-02,14.899999618530273
2022-09-06,14.829999923706055
2022-09-07,15.359999656677246
2022-09-08,15.609999656677246
2022-09-09,15.920000076293945
2022-09-12,15.960000038146973
2022-09-13,15.550000190734863
2022-09-14,15.600000381469727
2022-09-15,15.140000343322754
2022-09-16,15.300000190734863
2022-09-19,15.5
2022-09-20,15.050000190734863
2022-09-21,15.180000305175781
2022-09-22,15.069999694824219
2022-09-23,14.479999542236328
2022-09-26,14.1899995803833
2022-09-27,14.100000381469727
2022-09-28,14.949999809265137
2022-09-29,15.100000381469727
2022-09-30,15.5
2022-10-03,15.920000076293945
2022-10-04,16.049999237060547
2022-10-05,15.899999618530273
2022-10-06,16.149999618530273
2022-10-07,15.479999542236328
2022-10-10,15.270000457763672
2022-10-11,15.010000228881836
2022-10-12,15.0600004196167
2022-10-13,14.670000076293945
2022-10-14,14.15999984741211
2022-10-17,14.609999656677246
2022-10-18,14.789999961853027
2022-10-19,14.449999809265137
2022-10-20,14.510000228881836
2022-10-21,15.010000228881836
2022-10-24,15.050000190734863
2022-10-25,15.260000228881836
2022-10-26,15.699999809265137
2022-10-27,15.479999542236328
2022-10-28,15.3100004196167
2022-10-31,15.029999732971191
2022-11-01,15.140000343322754
2022-11-02,14.34000015258789
2022-11-03,13.100000381469727
2022-11-04,14.199999809265137
2022-11-07,14.569999694824219
2022-11-08,15.609999656677246
2022-11-09,15.350000381469727
2022-11-10,16.43000030517578
2022-11-11,16.440000534057617
2022-11-14,16.190000534057617
2022-11-15,16.0
2022-11-16,15.789999961853027
2022-11-17,15.569999694824219
2022-11-18,15.619999885559082
2022-11-21,15.350000381469727
2022-11-22,16.010000228881836
2022-11-23,16.229999542236328
2022-11-25,16.020000457763672
2022-11-28,15.5
2022-11-29,15.869999885559082
2022-11-30,16.31999969482422
2022-12-01,17.09000015258789
2022-12-02,16.979999542236328
2022-12-05,16.520000457763672
2022-12-06,16.450000762939453
2022-12-07,16.860000610351562
2022-12-08,16.799999237060547
2022-12-09,16.579999923706055
2022-12-12,16.729999542236328
2022-12-13,17.440000534057617
2022-12-14,17.389999389648438
2022-12-15,16.649999618530273
2022-12-16,16.899999618530273
2022-12-19,16.549999237060547
2022-12-20,17.280000686645508
2022-12-21,17.5
2022-12-22,17.299999237060547
2022-12-23,17.389999389648438
2022-12-27,17.770000457763672
2022-12-28,17.209999084472656
2022-12-29,17.25
2022-12-30,17.18000030517578
2023-01-03,17.829999923706055
2023-01-04,18.8799991607666
2023-01-05,18.780000686645508
2023-01-06,19.040000915527344
2023-01-09,18.969999313354492
2023-01-10,19.389999389648438
2023-01-11,19.219999313354492
2023-01-12,19.43000030517578
2023-01-13,19.639999389648438
2023-01-17,18.75
2023-01-18,18.3799991607666
2023-01-19,18.719999313354492
2023-01-20,18.969999313354492
2023-01-23,19.229999542236328
2023-01-24,19.420000076293945
2023-01-25,19.790000915527344
2023-01-26,19.690000534057617
2023-01-27,19.670000076293945
2023-01-30,19.479999542236328
2023-01-31,19.549999237060547
2023-02-01,19.950000762939453
2023-02-02,19.399999618530273
2023-02-03,18.31999969482422
2023-02-06,18.350000381469727
2023-02-07,18.5
2023-02-08,18.34000015258789
2023-02-09,17.809999465942383
2023-02-10,17.93000030517578
2023-02-13,17.93000030517578
2023-02-14,17.809999465942383
2023-02-15,17.170000076293945
2023-02-16,16.950000762939453
2023-02-17,16.739999771118164
2023-02-21,16.59000015258789
2023-02-22,16.209999084472656
2023-02-23,16.06999969482422
2023-02-24,16.0
2023-02-27,15.970000267028809
2023-02-28,16.1200008392334
2023-03-01,16.309999465942383
2023-03-02,16.3799991607666
2023-03-03,16.520000457763672
2023-03-06,16.299999237060547
2023-03-07,15.770000457763672
2023-03-08,15.619999885559082
2023-03-09,15.569999694824219
2023-03-10,15.90999984741211
2023-03-13,17.020000457763672
2023-03-14,17.06999969482422
2023-03-15,17.479999542236328
2023-03-16,17.399999618530273
2023-03-17,18.1200008392334
2023-03-20,18.239999771118164
2023-03-21,17.690000534057617
2023-03-22,18.0
2023-03-23,18.299999237060547
2023-03-24,18.520000457763672
2023-03-27,18.5
2023-03-28,18.65999984741211
2023-03-29,18.540000915527344
2023-03-30,18.600000381469727
2023-03-31,18.56999969482422
2023-04-03,18.790000915527344
2023-04-04,19.6200008392334
2023-04-05,19.68000030517578
2023-04-06,19.729999542236328
2023-04-10,19.459999084472656
2023-04-11,19.420000076293945
2023-04-12,19.6299991607666
2023-04-13,20.049999237060547
2023-04-14,19.670000076293945
2023-04-17,19.3700008392334
2023-04-18,19.420000076293945
2023-04-19,19.239999771118164
2023-04-20,19.200000762939453
2023-04-21,19.06999969482422
2023-04-24,19.06999969482422
2023-04-25,19.190000534057617
2023-04-26,18.989999771118164
2023-04-27,19.170000076293945
2023-04-28,19.040000915527344
2023-05-01,19.0
2023-05-02,19.790000915527344
2023-05-03,19.979999542236328
2023-05-04,20.43000030517578
2023-05-05,20.200000762939453
2023-05-08,19.850000381469727
2023-05-09,19.780000686645508
2023-05-10,19.770000457763672
2023-05-11,19.030000686645508
2023-05-12,19.18000030517578
2023-05-15,19.350000381469727
2023-05-16,18.760000228881836
2023-05-17,18.43000030517578
2023-05-18,17.809999465942383
2023-05-19,17.860000610351562
2023-05-22,17.790000915527344
2023-05-23,17.75
2023-05-24,17.479999542236328
2023-05-25,17.09000015258789
2023-05-26,16.989999771118164
2023-05-30,16.780000686645508
2023-05-31,16.8799991607666
2023-06-01,17.450000762939453
2023-06-02,17.309999465942383
2023-06-05,17.190000534057617
2023-06-06,17.1299991607666
2023-06-07,16.979999542236328
2023-06-08,17.149999618530273
2023-06-09,17.0
2023-06-12,16.899999618530273
2023-06-13,16.809999465942383
2023-06-14,16.780000686645508
2023-06-15,16.489999771118164
2023-06-16,16.709999084472656
2023-06-20,16.049999237060547
2023-06-21,16.1299991607666
2023-06-22,16.40999984741211
2023-06-23,16.459999084472656
2023-06-26,16.56999969482422
2023-06-27,16.65999984741211
2023-06-28,16.600000381469727
2023-06-29,16.6299991607666
2023-06-30,16.93000030517578
2023-07-03,17.09000015258789
2023-07-05,16.700000762939453
2023-07-06,16.219999313354492
2023-07-07,16.34000015258789
2023-07-10,16.530000686645508
2023-07-11,16.709999084472656
2023-07-12,17.479999542236328
2023-07-13,17.600000381469727
2023-07-14,17.350000381469727
2023-07-17,17.360000610351562
2023-07-18,17.649999618530273
2023-07-19,17.649999618530273
2023-07-20,17.280000686645508
2023-07-21,17.399999618530273
2023-07-24,17.3799991607666
2023-07-25,17.530000686645508
2023-07-26,17.25
2023-07-27,16.780000686645508
2023-07-28,16.979999542236328
2023-07-31,17.290000915527344
2023-08-01,17.030000686645508
2023-08-02,16.540000915527344
2023-08-03,16.309999465942383
2023-08-04,16.489999771118164
2023-08-07,16.5
2023-08-08,16.450000762939453
2023-08-09,16.479999542236328
2023-08-10,16.65999984741211
2023-08-11,16.90999984741211
2023-08-14,16.670000076293945
2023-08-15,16.020000457763672
2023-08-16,15.770000457763672
2023-08-17,15.65999984741211
2023-08-18,15.609999656677246
2023-08-21,15.710000038146973
2023-08-22,15.84000015258789
2023-08-23,16.110000610351562
2023-08-24,15.970000267028809
2023-08-25,15.90999984741211
2023-08-28,16.190000534057617
2023-08-29,16.34000015258789
2023-08-30,16.350000381469727
2023-08-31,16.209999084472656
2023-09-01,16.1200008392334
2023-09-05,15.920000076293945
2023-09-06,15.84000015258789
2023-09-07,15.789999961853027
2023-09-08,15.779999732971191
2023-09-11,16.06999969482422
2023-09-12,16.049999237060547
2023-09-13,16.1200008392334
2023-09-14,16.329999923706055
2023-09-15,16.639999389648438
2023-09-18,16.68000030517578
2023-09-19,16.329999923706055
2023-09-20,16.420000076293945
2023-09-21,16.030000686645508
2023-09-22,15.789999961853027
2023-09-25,15.550000190734863
2023-09-26,15.210000038146973
2023-09-27,14.640000343322754
2023-09-28,14.5600004196167
2023-09-29,14.550000190734863
2023-10-02,14.229999542236328
2023-10-03,14.1899995803833
2023-10-04,14.199999809265137
2023-10-05,14.369999885559082
2023-10-06,14.579999923706055
2023-10-09,14.850000381469727
2023-10-10,14.960000038146973
2023-10-11,15.220000267028809
2023-10-12,15.140000343322754
2023-10-13,15.739999771118164
2023-10-16,15.8100004196167
2023-10-17,16.420000076293945
2023-10-18,16.540000915527344
2023-10-19,16.610000610351562
2023-10-20,16.889999389648438
2023-10-23,16.549999237060547
2023-10-24,16.559999465942383
2023-10-25,16.579999923706055
2023-10-26,16.299999237060547
2023-10-27,16.329999923706055
2023-10-30,16.110000610351562
2023-10-31,15.979999542236328
2023-11-01,16.030000686645508
2023-11-02,16.049999237060547
2023-11-03,16.479999542236328
2023-11-06,16.290000915527344
2023-11-07,15.760000228881836
2023-11-08,15.170000076293945
2023-11-09,15.300000190734863
2023-11-10,15.220000267028809
2023-11-13,15.130000114440918
2023-11-14,15.710000038146973
2023-11-15,15.609999656677246
2023-11-16,15.880000114440918
2023-11-17,15.710000038146973
2023-11-20,15.789999961853027
2023-11-21,16.190000534057617
2023-11-22,16.239999771118164
2023-11-24,16.229999542236328
2023-11-27,16.56999969482422
2023-11-28,17.440000534057617
2023-11-29,17.389999389648438
2023-11-30,17.59000015258789
2023-12-01,17.729999542236328
2023-12-04,17.530000686645508
2023-12-05,17.420000076293945
2023-12-06,17.360000610351562
2023-12-07,17.219999313354492
2023-12-08,16.790000915527344
2023-12-11,16.670000076293945
2023-12-12,16.34000015258789
2023-12-13,17.43000030517578
2023-12-14,17.649999618530273
2023-12-15,17.510000228881836
2023-12-18,17.729999542236328
2023-12-19,18.09000015258789
2023-12-20,17.770000457763672
2023-12-21,17.969999313354492
2023-12-22,18.15999984741211
2023-12-26,18.170000076293945
2023-12-27,18.469999313354492
2023-12-28,18.09000015258789
2023-12-29,18.09000015258789
2024-01-02,17.8799991607666
2024-01-03,17.329999923706055
2024-01-04,17.350000381469727
2024-01-05,17.489999771118164
2024-01-08,17.690000534057617
2024-01-09,17.399999618530273
2024-01-10,17.34000015258789
2024-01-11,17.149999618530273
2024-01-12,17.639999389648438
2024-01-16,15.960000038146973
2024-01-17,15.5600004196167
2024-01-18,15.529999732971191
2024-01-19,15.609999656677246
2024-01-22,15.59000015258789
2024-01-23,15.989999771118164
2024-01-24,15.529999732971191
2024-01-25,15.59000015258789
2024-01-26,15.529999732971191
2024-01-29,15.699999809265137
2024-01-30,15.680000305175781
2024-01-31,15.600000381469727
2024-02-01,15.890000343322754
2024-02-02,15.40999984741211
2024-02-05,15.170000076293945
2024-02-06,15.029999732971191
2024-02-07,14.930000305175781
2024-02-08,14.819999694824219
2024-02-09,14.670000076293945
2024-02-12,14.729999542236328
2024-02-13,14.149999618530273
2024-02-14,14.0600004196167
2024-02-15,14.600000381469727
2024-02-16,14.649999618530273
2024-02-20,14.729999542236328
2024-02-21,14.75
2024-02-22,14.390000343322754
2024-02-23,14.739999771118164
2024-02-26,14.649999618530273
2024-02-27,14.510000228881836
2024-02-28,14.329999923706055
2024-02-29,14.65999984741211
2024-03-01,14.9399995803833
2024-03-04,15.460000038146973
2024-03-05,15.529999732971191
2024-03-06,15.710000038146973
2024-03-07,15.899999618530273
2024-03-08,15.760000228881836
2024-03-11,15.869999885559082
2024-03-12,15.640000343322754
2024-03-13,15.979999542236328
2024-03-14,15.760000228881836
2024-03-15,15.760000228881836
2024-03-18,15.630000114440918
2024-03-19,15.25
2024-03-20,15.680000305175781
2024-03-21,15.8100004196167
2024-03-22,15.520000457763672
2024-03-25,15.569999694824219
2024-03-26,15.520000457763672
2024-03-27,16.209999084472656
2024-03-28,16.639999389648438
2024-04-01,16.860000610351562
2024-04-02,17.18000030517578
2024-04-03,17.420000076293945
2024-04-04,17.389999389648438
2024-04-05,17.860000610351562
2024-04-08,17.700000762939453
2024-04-09,18.010000228881836
2024-04-10,17.899999618530273
2024-04-11,18.040000915527344
2024-04-12,17.860000610351562
2024-04-15,17.3700008392334
2024-04-16,16.479999542236328
2024-04-17,16.700000762939453
2024-04-18,16.979999542236328
2024-04-19,17.100000381469727
2024-04-22,16.420000076293945
2024-04-23,16.690000534057617
2024-04-24,16.520000457763672
2024-04-25,17.079999923706055
2024-04-26,17.09000015258789
2024-04-29,17.31999969482422
2024-04-30,16.639999389648438
2024-05-01,16.360000610351562
2024-05-02,16.549999237060547
2024-05-03,16.459999084472656
2024-05-06,16.670000076293945
2024-05-07,16.739999771118164
2024-05-08,16.719999313354492
2024-05-09,17.030000686645508
2024-05-10,16.93000030517578
2024-05-13,16.940000534057617
2024-05-14,17.149999618530273
2024-05-15,17.420000076293945
2024-05-16,17.520000457763672
2024-05-17,17.889999389648438
2024-05-20,17.920000076293945
2024-05-21,17.799999237060547
2024-05-22,17.290000915527344
2024-05-23,16.940000534057617
2024-05-24,17.020000457763672
2024-05-28,17.440000534057617
2024-05-29,16.920000076293945
2024-05-30,17.110000610351562
2024-05-31,17.09000015258789
2024-06-03,17.420000076293945
2024-06-04,16.489999771118164
2024-06-05,16.700000762939453
2024-06-06,17.31999969482422
2024-06-07,16.149999618530273
2024-06-10,16.450000762939453
2024-06-11,16.18000030517578
2024-06-12,16.399999618530273
2024-06-13,16.06999969482422
2024-06-14,16.030000686645508
2024-06-17,16.139999389648438
2024-06-18,16.40999984741211
2024-06-20,16.959999084472656
2024-06-21,16.559999465942383
2024-06-24,16.719999313354492
2024-06-25,16.59000015258789
2024-06-26,16.799999237060547
2024-06-27,16.84000015258789
2024-06-28,16.68000030517578
2024-07-01,16.559999465942383
2024-07-02,16.6200008392334
2024-07-03,17.299999237060547
2024-07-05,17.440000534057617
2024-07-08,17.3799991607666
2024-07-09,17.440000534057617
2024-07-10,17.780000686645508
2024-07-11,18.1299991607666
2024-07-12,18.520000457763672
2024-07-15,18.360000610351562
2024-07-16,19.25
2024-07-17,18.8799991607666
2024-07-18,18.540000915527344
2024-07-19,18.389999389648438
2024-07-22,18.360000610351562
2024-07-23,18.56999969482422
2024-07-24,18.459999084472656
2024-07-25,17.719999313354492
2024-07-26,17.790000915527344
2024-07-29,17.969999313354492
2024-07-30,18.139999389648438
2024-07-31,18.510000228881836
2024-08-01,18.239999771118164
2024-08-02,17.90999984741211
2024-08-05,17.18000030517578
2024-08-06,17.389999389648438
2024-08-07,16.809999465942383
2024-08-08,17.34000015258789
2024-08-09,17.40999984741211
2024-08-12,18.989999771118164
2024-08-13,19.1299991607666
2024-08-14,19.15999984741211
2024-08-15,19.049999237060547
2024-08-16,19.709999084472656
2024-08-19,20.209999084472656
2024-08-20,20.40999984741211
2024-08-21,20.6200008392334
2024-08-22,20.239999771118164
2024-08-23,20.5
2024-08-26,20.469999313354492
2024-08-27,20.450000762939453
2024-08-28,19.950000762939453
2024-08-29,20.31999969482422
2024-08-30,20.190000534057617
2024-09-03,19.600000381469727
2024-09-04,19.31999969482422
2024-09-05,19.459999084472656
2024-09-06,19.0
2024-09-09,19.280000686645508
2024-09-10,19.600000381469727
2024-09-11,19.760000228881836
2024-09-12,20.579999923706055
2024-09-13,20.84000015258789
2024-09-16,20.520000457763672
2024-09-17,20.479999542236328
2024-09-18,20.059999465942383
2024-09-19,20.229999542236328
2024-09-20,20.3799991607666
2024-09-23,20.209999084472656
2024-09-24,20.43000030517578
2024-09-25,20.700000762939453
2024-09-26,21.010000228881836
2024-09-27,20.229999542236328
2024-09-30,19.889999389648438
2024-10-01,20.299999237060547
2024-10-02,20.18000030517578
2024-10-03,19.850000381469727
2024-10-04,20.110000610351562
2024-10-07,19.8799991607666
2024-10-08,19.65999984741211
2024-10-09,19.65999984741211
2024-10-10,20.06999969482422
2024-10-11,19.989999771118164
2024-10-14,19.979999542236328
2024-10-15,20.209999084472656
2024-10-16,19.940000534057617
2024-10-17,20.34000015258789
2024-10-18,20.920000076293945
2024-10-21,20.860000610351562
2024-10-22,21.190000534057617
2024-10-23,20.799999237060547
2024-10-24,20.31999969482422
2024-10-25,19.610000610351562
2024-10-28,19.979999542236328
2024-10-29,20.280000686645508
2024-10-30,20.049999237060547
2024-10-31,19.31999969482422
2024-11-01,19.049999237060547
2024-11-04,18.899999618530273
2024-11-05,18.8799991607666
2024-11-06,18.43000030517578
2024-11-07,18.479999542236328
2024-11-08,18.399999618530273
2024-11-11,17.399999618530273
2024-11-12,17.020000457763672
2024-11-13,16.790000915527344
2024-11-14,16.850000381469727
2024-11-15,16.649999618530273
2024-11-18,17.200000762939453
2024-11-19,17.719999313354492
2024-11-20,17.889999389648438
2024-11-21,18.1200008392334
