Date,RYAN
2022-02-28,40.060001373291016
2022-03-01,39.15999984741211
2022-03-02,41.060001373291016
2022-03-03,40.56999969482422
2022-03-04,40.47999954223633
2022-03-07,38.119998931884766
2022-03-08,37.040000915527344
2022-03-09,39.4900016784668
2022-03-10,39.209999084472656
2022-03-11,39.599998474121094
2022-03-14,39.22999954223633
2022-03-15,38.9900016784668
2022-03-16,35.04999923706055
2022-03-17,34.38999938964844
2022-03-18,36.119998931884766
2022-03-21,36.08000183105469
2022-03-22,36.77000045776367
2022-03-23,36.970001220703125
2022-03-24,37.22999954223633
2022-03-25,37.58000183105469
2022-03-28,38.189998626708984
2022-03-29,39.13999938964844
2022-03-30,38.9900016784668
2022-03-31,38.790000915527344
2022-04-01,39.7400016784668
2022-04-04,38.90999984741211
2022-04-05,38.84000015258789
2022-04-06,39.119998931884766
2022-04-07,39.459999084472656
2022-04-08,39.0099983215332
2022-04-11,39.029998779296875
2022-04-12,38.40999984741211
2022-04-13,39.4900016784668
2022-04-14,39.34000015258789
2022-04-18,38.61000061035156
2022-04-19,39.79999923706055
2022-04-20,41.41999816894531
2022-04-21,40.849998474121094
2022-04-22,39.79999923706055
2022-04-25,39.709999084472656
2022-04-26,37.97999954223633
2022-04-27,38.58000183105469
2022-04-28,39.869998931884766
2022-04-29,36.9900016784668
2022-05-02,37.130001068115234
2022-05-03,37.130001068115234
2022-05-04,37.869998931884766
2022-05-05,37.04999923706055
2022-05-06,37.40999984741211
2022-05-09,36.380001068115234
2022-05-10,35.52000045776367
2022-05-11,34.47999954223633
2022-05-12,34.08000183105469
2022-05-13,38.47999954223633
2022-05-16,39.150001525878906
2022-05-17,39.04999923706055
2022-05-18,38.08000183105469
2022-05-19,37.59000015258789
2022-05-20,37.88999938964844
2022-05-23,37.54999923706055
2022-05-24,36.88999938964844
2022-05-25,36.81999969482422
2022-05-26,37.04999923706055
2022-05-27,38.29999923706055
2022-05-31,37.56999969482422
2022-06-01,37.689998626708984
2022-06-02,38.52000045776367
2022-06-03,38.939998626708984
2022-06-06,38.869998931884766
2022-06-07,38.369998931884766
2022-06-08,37.790000915527344
2022-06-09,36.81999969482422
2022-06-10,36.400001525878906
2022-06-13,34.150001525878906
2022-06-14,35.29999923706055
2022-06-15,35.4900016784668
2022-06-16,34.720001220703125
2022-06-17,35.31999969482422
2022-06-21,36.220001220703125
2022-06-22,36.310001373291016
2022-06-23,37.209999084472656
2022-06-24,36.93000030517578
2022-06-27,38.060001373291016
2022-06-28,38.13999938964844
2022-06-29,38.59000015258789
2022-06-30,39.189998626708984
2022-07-01,40.0
2022-07-05,40.060001373291016
2022-07-06,39.630001068115234
2022-07-07,39.650001525878906
2022-07-08,39.90999984741211
2022-07-11,39.70000076293945
2022-07-12,39.41999816894531
2022-07-13,39.40999984741211
2022-07-14,38.66999816894531
2022-07-15,39.529998779296875
2022-07-18,39.189998626708984
2022-07-19,40.439998626708984
2022-07-20,41.43000030517578
2022-07-21,42.95000076293945
2022-07-22,42.34000015258789
2022-07-25,42.11000061035156
2022-07-26,42.16999816894531
2022-07-27,42.349998474121094
2022-07-28,43.08000183105469
2022-07-29,43.2400016784668
2022-08-01,42.47999954223633
2022-08-02,43.2400016784668
2022-08-03,44.5
2022-08-04,44.34000015258789
2022-08-05,44.56999969482422
2022-08-08,44.7400016784668
2022-08-09,44.36000061035156
2022-08-10,45.209999084472656
2022-08-11,45.29999923706055
2022-08-12,44.95000076293945
2022-08-15,46.25
2022-08-16,45.38999938964844
2022-08-17,45.5099983215332
2022-08-18,45.79999923706055
2022-08-19,45.2400016784668
2022-08-22,44.599998474121094
2022-08-23,44.810001373291016
2022-08-24,44.68000030517578
2022-08-25,44.400001525878906
2022-08-26,43.400001525878906
