Date,RPM
2022-02-28,84.56999969482422
2022-03-01,81.80999755859375
2022-03-02,83.05999755859375
2022-03-03,82.37999725341797
2022-03-04,81.37999725341797
2022-03-07,76.88999938964844
2022-03-08,76.05999755859375
2022-03-09,79.3499984741211
2022-03-10,79.29000091552734
2022-03-11,78.7300033569336
2022-03-14,79.5
2022-03-15,81.41999816894531
2022-03-16,82.01000213623047
2022-03-17,82.19999694824219
2022-03-18,82.7699966430664
2022-03-21,81.94000244140625
2022-03-22,81.0199966430664
2022-03-23,79.23999786376953
2022-03-24,79.87999725341797
2022-03-25,80.5199966430664
2022-03-28,81.26000213623047
2022-03-29,83.87000274658203
2022-03-30,82.48999786376953
2022-03-31,81.44000244140625
2022-04-01,82.66000366210938
2022-04-04,83.4800033569336
2022-04-05,83.12000274658203
2022-04-06,87.16000366210938
2022-04-07,86.41999816894531
2022-04-08,85.58999633789062
2022-04-11,86.31999969482422
2022-04-12,85.75
2022-04-13,86.6500015258789
2022-04-14,86.4000015258789
2022-04-18,84.69999694824219
2022-04-19,87.33999633789062
2022-04-20,88.22000122070312
2022-04-21,87.43000030517578
2022-04-22,85.3499984741211
2022-04-25,84.58000183105469
2022-04-26,83.5999984741211
2022-04-27,84.30999755859375
2022-04-28,86.0199966430664
2022-04-29,82.9000015258789
2022-05-02,84.04000091552734
2022-05-03,84.58999633789062
2022-05-04,87.01000213623047
2022-05-05,84.88999938964844
2022-05-06,84.36000061035156
2022-05-09,84.94000244140625
2022-05-10,83.7699966430664
2022-05-11,83.55000305175781
2022-05-12,84.18000030517578
2022-05-13,84.23999786376953
2022-05-16,84.0199966430664
2022-05-17,86.87999725341797
2022-05-18,84.19000244140625
2022-05-19,84.63999938964844
2022-05-20,84.36000061035156
2022-05-23,85.72000122070312
2022-05-24,85.31999969482422
2022-05-25,86.69999694824219
2022-05-26,88.87000274658203
2022-05-27,90.88999938964844
2022-05-31,88.0999984741211
2022-06-01,86.7699966430664
2022-06-02,88.83000183105469
2022-06-03,87.94999694824219
2022-06-06,88.37000274658203
2022-06-07,88.9800033569336
2022-06-08,86.43000030517578
2022-06-09,84.5
2022-06-10,80.87000274658203
2022-06-13,78.30000305175781
2022-06-14,77.73999786376953
2022-06-15,77.9000015258789
2022-06-16,75.44999694824219
2022-06-17,75.19999694824219
2022-06-21,75.38999938964844
2022-06-22,76.73999786376953
2022-06-23,77.58000183105469
2022-06-24,81.61000061035156
2022-06-27,81.13999938964844
2022-06-28,79.36000061035156
2022-06-29,78.95999908447266
2022-06-30,78.72000122070312
2022-07-01,80.48999786376953
2022-07-05,81.72000122070312
2022-07-06,81.58000183105469
2022-07-07,80.80999755859375
2022-07-08,79.9800033569336
2022-07-11,79.55000305175781
2022-07-12,81.19999694824219
2022-07-13,81.06999969482422
2022-07-14,81.56999969482422
2022-07-15,81.94000244140625
2022-07-18,81.01000213623047
2022-07-19,83.30000305175781
2022-07-20,83.91000366210938
2022-07-21,86.2300033569336
2022-07-22,86.11000061035156
2022-07-25,85.54000091552734
2022-07-26,86.41999816894531
2022-07-27,87.33999633789062
2022-07-28,89.0999984741211
2022-07-29,90.4000015258789
2022-08-01,90.36000061035156
2022-08-02,89.7300033569336
2022-08-03,90.12000274658203
2022-08-04,90.37999725341797
