Date,TWLO
2022-02-28,174.8000030517578
2022-03-01,169.72000122070312
2022-03-02,166.0800018310547
2022-03-03,156.89999389648438
2022-03-04,148.82000732421875
2022-03-07,140.0
2022-03-08,137.16000366210938
2022-03-09,145.0399932861328
2022-03-10,140.86000061035156
2022-03-11,132.47999572753906
2022-03-14,125.16999816894531
2022-03-15,128.92999267578125
2022-03-16,144.08999633789062
2022-03-17,150.27999877929688
2022-03-18,159.66000366210938
2022-03-21,157.44000244140625
2022-03-22,163.13999938964844
2022-03-23,161.1999969482422
2022-03-24,161.94000244140625
2022-03-25,154.82000732421875
2022-03-28,160.74000549316406
2022-03-29,174.47999572753906
2022-03-30,168.6300048828125
2022-03-31,164.80999755859375
2022-04-01,169.5
2022-04-04,174.7100067138672
2022-04-05,165.6699981689453
2022-04-06,153.36000061035156
2022-04-07,152.5800018310547
2022-04-08,146.4199981689453
2022-04-11,145.30999755859375
2022-04-12,144.83999633789062
2022-04-13,145.9600067138672
2022-04-14,137.08999633789062
2022-04-18,131.61000061035156
2022-04-19,145.1699981689453
2022-04-20,130.36000061035156
2022-04-21,124.83999633789062
2022-04-22,122.77999877929688
2022-04-25,128.07000732421875
2022-04-26,120.05000305175781
2022-04-27,118.37999725341797
2022-04-28,118.91999816894531
2022-04-29,111.81999969482422
2022-05-02,118.02999877929688
2022-05-03,112.30000305175781
2022-05-04,118.4800033569336
2022-05-05,116.7300033569336
2022-05-06,107.37999725341797
2022-05-09,100.75
2022-05-10,97.7699966430664
2022-05-11,92.62000274658203
2022-05-12,99.22000122070312
2022-05-13,110.79000091552734
2022-05-16,99.68000030517578
2022-05-17,101.70999908447266
2022-05-18,97.61000061035156
2022-05-19,101.81999969482422
2022-05-20,103.02999877929688
2022-05-23,100.16000366210938
2022-05-24,92.16999816894531
2022-05-25,96.55000305175781
2022-05-26,100.81999969482422
2022-05-27,108.37000274658203
2022-05-31,105.16999816894531
2022-06-01,104.2699966430664
2022-06-02,109.20999908447266
2022-06-03,101.73999786376953
2022-06-06,101.33999633789062
2022-06-07,107.43000030517578
2022-06-08,108.38999938964844
2022-06-09,98.48999786376953
2022-06-10,90.7300033569336
2022-06-13,83.63999938964844
2022-06-14,81.86000061035156
2022-06-15,85.16000366210938
2022-06-16,78.7300033569336
2022-06-17,84.0199966430664
2022-06-21,85.16999816894531
2022-06-22,88.44999694824219
2022-06-23,97.41000366210938
2022-06-24,99.12000274658203
2022-06-27,97.20999908447266
2022-06-28,91.61000061035156
2022-06-29,89.5999984741211
2022-06-30,83.80999755859375
2022-07-01,85.16999816894531
2022-07-05,90.4800033569336
2022-07-06,88.69999694824219
2022-07-07,93.58000183105469
2022-07-08,92.70999908447266
2022-07-11,85.87000274658203
2022-07-12,83.51000213623047
2022-07-13,85.08999633789062
2022-07-14,81.18000030517578
2022-07-15,84.43000030517578
2022-07-18,85.30999755859375
2022-07-19,89.0999984741211
2022-07-20,93.4000015258789
2022-07-21,92.44999694824219
2022-07-22,87.33000183105469
2022-07-25,86.58000183105469
2022-07-26,78.94999694824219
2022-07-27,84.37999725341797
2022-07-28,85.5999984741211
2022-07-29,84.80000305175781
2022-08-01,87.37000274658203
2022-08-02,89.87000274658203
2022-08-03,97.69000244140625
2022-08-04,98.19000244140625
2022-08-05,84.91999816894531
2022-08-08,86.4800033569336
2022-08-09,81.26000213623047
2022-08-10,86.2300033569336
2022-08-11,85.58000183105469
2022-08-12,86.9000015258789
2022-08-15,87.45999908447266
2022-08-16,86.76000213623047
2022-08-17,81.38999938964844
2022-08-18,80.69000244140625
2022-08-19,76.04000091552734
2022-08-22,73.31999969482422
2022-08-23,72.83999633789062
2022-08-24,72.91000366210938
2022-08-25,75.7300033569336
2022-08-26,72.33999633789062
2022-08-29,71.12000274658203
2022-08-30,71.22000122070312
2022-08-31,69.58000183105469
2022-09-01,67.6500015258789
2022-09-02,67.01000213623047
2022-09-06,65.94000244140625
2022-09-07,67.9000015258789
2022-09-08,69.41999816894531
2022-09-09,72.19000244140625
2022-09-12,75.6500015258789
2022-09-13,70.87000274658203
2022-09-14,77.97000122070312
2022-09-15,77.69000244140625
2022-09-16,73.91000366210938
2022-09-19,76.01000213623047
2022-09-20,74.51000213623047
2022-09-21,72.80000305175781
2022-09-22,69.7699966430664
2022-09-23,68.12999725341797
2022-09-26,69.0
2022-09-27,70.11000061035156
2022-09-28,73.29000091552734
2022-09-29,70.58999633789062
2022-09-30,69.13999938964844
2022-10-03,69.62999725341797
2022-10-04,77.52999877929688
2022-10-05,76.25
2022-10-06,78.02999877929688
2022-10-07,76.83999633789062
2022-10-10,71.98999786376953
2022-10-11,67.83000183105469
2022-10-12,67.2300033569336
2022-10-13,66.38999938964844
2022-10-14,63.27000045776367
2022-10-17,68.38999938964844
2022-10-18,71.20999908447266
2022-10-19,68.76000213623047
2022-10-20,70.87000274658203
2022-10-21,75.44999694824219
2022-10-24,74.01000213623047
2022-10-25,76.61000061035156
2022-10-26,74.27999877929688
2022-10-27,74.5999984741211
2022-10-28,75.5999984741211
2022-10-31,74.37000274658203
2022-11-01,75.08000183105469
2022-11-02,67.38999938964844
2022-11-03,65.36000061035156
2022-11-04,42.7400016784668
2022-11-07,45.68000030517578
2022-11-08,44.459999084472656
2022-11-09,43.599998474121094
2022-11-10,50.709999084472656
2022-11-11,55.27000045776367
2022-11-14,52.84000015258789
2022-11-15,53.880001068115234
2022-11-16,50.810001373291016
2022-11-17,50.75
2022-11-18,49.25
2022-11-21,45.88999938964844
2022-11-22,46.09000015258789
2022-11-23,48.36000061035156
2022-11-25,48.560001373291016
2022-11-28,46.77000045776367
2022-11-29,45.75
2022-11-30,49.02000045776367
2022-12-01,49.439998626708984
2022-12-02,48.63999938964844
2022-12-05,46.09000015258789
2022-12-06,45.58000183105469
2022-12-07,45.29999923706055
2022-12-08,45.790000915527344
2022-12-09,45.54999923706055
2022-12-12,48.20000076293945
2022-12-13,49.75
2022-12-14,51.029998779296875
2022-12-15,48.04999923706055
2022-12-16,47.91999816894531
2022-12-19,46.310001373291016
2022-12-20,46.959999084472656
2022-12-21,46.90999984741211
2022-12-22,44.97999954223633
2022-12-23,44.75
2022-12-27,44.59000015258789
2022-12-28,45.290000915527344
2022-12-29,48.11000061035156
2022-12-30,48.959999084472656
2023-01-03,50.41999816894531
2023-01-04,52.119998931884766
2023-01-05,50.189998626708984
2023-01-06,50.119998931884766
2023-01-09,50.47999954223633
2023-01-10,50.41999816894531
2023-01-11,51.529998779296875
2023-01-12,52.720001220703125
2023-01-13,54.02000045776367
2023-01-17,55.2599983215332
2023-01-18,53.61000061035156
2023-01-19,52.099998474121094
2023-01-20,54.2599983215332
2023-01-23,56.36000061035156
2023-01-24,56.40999984741211
2023-01-25,56.560001373291016
2023-01-26,59.41999816894531
2023-01-27,60.38999938964844
2023-01-30,57.97999954223633
2023-01-31,59.84000015258789
2023-02-01,62.290000915527344
2023-02-02,65.44999694824219
2023-02-03,62.5
2023-02-06,61.540000915527344
2023-02-07,63.540000915527344
2023-02-08,62.45000076293945
2023-02-09,61.310001373291016
2023-02-10,60.06999969482422
2023-02-13,61.31999969482422
2023-02-14,62.099998474121094
2023-02-15,66.05000305175781
2023-02-16,75.44999694824219
2023-02-17,70.66999816894531
2023-02-21,66.48999786376953
2023-02-22,65.93000030517578
2023-02-23,64.88999938964844
2023-02-24,64.0999984741211
2023-02-27,63.77000045776367
2023-02-28,67.20999908447266
2023-03-01,65.73999786376953
2023-03-02,71.63999938964844
2023-03-03,73.87999725341797
2023-03-06,73.87999725341797
2023-03-07,73.69999694824219
2023-03-08,72.12000274658203
2023-03-09,68.9000015258789
2023-03-10,64.36000061035156
2023-03-13,63.209999084472656
2023-03-14,62.9900016784668
2023-03-15,63.400001525878906
2023-03-16,64.18000030517578
2023-03-17,62.86000061035156
2023-03-20,62.58000183105469
2023-03-21,65.58000183105469
2023-03-22,62.689998626708984
2023-03-23,62.380001068115234
2023-03-24,61.47999954223633
2023-03-27,62.34000015258789
2023-03-28,62.09000015258789
2023-03-29,62.91999816894531
2023-03-30,63.369998931884766
2023-03-31,66.62999725341797
2023-04-03,64.25
2023-04-04,64.19000244140625
2023-04-05,59.31999969482422
2023-04-06,60.7599983215332
2023-04-10,59.63999938964844
2023-04-11,59.040000915527344
2023-04-12,58.130001068115234
2023-04-13,59.849998474121094
2023-04-14,59.619998931884766
2023-04-17,60.22999954223633
2023-04-18,60.130001068115234
2023-04-19,58.959999084472656
2023-04-20,57.380001068115234
2023-04-21,57.2599983215332
2023-04-24,55.029998779296875
2023-04-25,52.72999954223633
2023-04-26,52.560001373291016
2023-04-27,52.77000045776367
2023-04-28,52.61000061035156
2023-05-01,51.970001220703125
2023-05-02,50.119998931884766
2023-05-03,49.83000183105469
2023-05-04,50.810001373291016
2023-05-05,52.369998931884766
2023-05-08,54.84000015258789
2023-05-09,56.0
2023-05-10,48.91999816894531
2023-05-11,47.47999954223633
2023-05-12,45.83000183105469
2023-05-15,47.380001068115234
2023-05-16,47.36000061035156
2023-05-17,48.02000045776367
2023-05-18,48.90999984741211
2023-05-19,51.209999084472656
2023-05-22,57.709999084472656
2023-05-23,59.130001068115234
2023-05-24,61.40999984741211
2023-05-25,59.08000183105469
2023-05-26,60.099998474121094
2023-05-30,62.66999816894531
2023-05-31,69.62000274658203
2023-06-01,67.30000305175781
2023-06-02,67.1500015258789
2023-06-05,65.66000366210938
2023-06-06,68.0199966430664
2023-06-07,64.8499984741211
2023-06-08,63.02000045776367
2023-06-09,63.88999938964844
2023-06-12,66.13999938964844
2023-06-13,66.76000213623047
2023-06-14,66.29000091552734
2023-06-15,68.06999969482422
2023-06-16,67.6500015258789
2023-06-20,67.13999938964844
2023-06-21,64.43000030517578
2023-06-22,65.4800033569336
2023-06-23,64.02999877929688
2023-06-26,63.47999954223633
2023-06-27,63.7599983215332
2023-06-28,63.810001373291016
2023-06-29,63.2400016784668
2023-06-30,63.619998931884766
2023-07-03,64.05999755859375
2023-07-05,65.2699966430664
2023-07-06,61.95000076293945
2023-07-07,62.45000076293945
2023-07-10,63.56999969482422
2023-07-11,65.33000183105469
2023-07-12,65.36000061035156
2023-07-13,69.52999877929688
2023-07-14,66.88999938964844
2023-07-17,66.47000122070312
2023-07-18,65.52999877929688
2023-07-19,67.61000061035156
2023-07-20,62.83000183105469
