Date,NVO
2022-02-28,51.474998474121094
2022-03-01,51.79999923706055
2022-03-02,52.334999084472656
2022-03-03,52.1349983215332
2022-03-04,52.05500030517578
2022-03-07,50.42499923706055
2022-03-08,51.154998779296875
2022-03-09,52.529998779296875
2022-03-10,52.22999954223633
2022-03-11,50.630001068115234
2022-03-14,50.869998931884766
2022-03-15,51.224998474121094
2022-03-16,53.119998931884766
2022-03-17,54.92499923706055
2022-03-18,55.73500061035156
2022-03-21,55.095001220703125
2022-03-22,54.80500030517578
2022-03-23,54.685001373291016
2022-03-24,54.4900016784668
2022-03-25,53.255001068115234
2022-03-28,53.95500183105469
2022-03-29,55.099998474121094
2022-03-30,56.27000045776367
2022-03-31,55.525001525878906
2022-04-01,56.45500183105469
2022-04-04,56.904998779296875
2022-04-05,57.404998779296875
2022-04-06,58.564998626708984
2022-04-07,60.904998779296875
2022-04-08,60.279998779296875
2022-04-11,60.474998474121094
2022-04-12,58.70000076293945
2022-04-13,59.439998626708984
2022-04-14,59.099998474121094
2022-04-18,58.185001373291016
2022-04-19,57.20500183105469
2022-04-20,57.77000045776367
2022-04-21,55.375
2022-04-22,55.349998474121094
2022-04-25,56.86000061035156
2022-04-26,54.88999938964844
2022-04-27,55.779998779296875
2022-04-28,55.095001220703125
2022-04-29,57.0
2022-05-02,56.91999816894531
2022-05-03,56.59000015258789
2022-05-04,56.95500183105469
2022-05-05,56.39500045776367
2022-05-06,55.67499923706055
2022-05-09,53.125
2022-05-10,53.720001220703125
2022-05-11,51.904998779296875
2022-05-12,52.17499923706055
2022-05-13,53.02000045776367
2022-05-16,51.619998931884766
2022-05-17,53.16999816894531
2022-05-18,51.75
2022-05-19,52.025001525878906
2022-05-20,53.875
2022-05-23,53.91999816894531
2022-05-24,53.9900016784668
2022-05-25,52.625
2022-05-26,53.29999923706055
2022-05-27,53.869998931884766
2022-05-31,55.20000076293945
2022-06-01,55.165000915527344
2022-06-02,56.32500076293945
2022-06-03,56.20500183105469
2022-06-06,56.07500076293945
2022-06-07,57.935001373291016
2022-06-08,57.97999954223633
2022-06-09,56.404998779296875
2022-06-10,55.744998931884766
2022-06-13,53.790000915527344
2022-06-14,53.064998626708984
2022-06-15,53.165000915527344
2022-06-16,52.845001220703125
2022-06-17,52.790000915527344
2022-06-21,53.94499969482422
2022-06-22,53.66999816894531
2022-06-23,54.21500015258789
2022-06-24,56.060001373291016
2022-06-27,56.44499969482422
2022-06-28,54.150001525878906
2022-06-29,55.040000915527344
2022-06-30,55.71500015258789
2022-07-01,55.81999969482422
2022-07-05,55.619998931884766
2022-07-06,55.244998931884766
2022-07-07,54.970001220703125
2022-07-08,54.51499938964844
2022-07-11,54.77000045776367
2022-07-12,54.415000915527344
2022-07-13,55.060001373291016
2022-07-14,54.724998474121094
2022-07-15,57.1150016784668
2022-07-18,56.4900016784668
2022-07-19,57.90999984741211
2022-07-20,56.79499816894531
2022-07-21,57.68000030517578
2022-07-22,57.279998779296875
2022-07-25,57.96500015258789
2022-07-26,58.40999984741211
2022-07-27,58.46500015258789
2022-07-28,58.19499969482422
2022-07-29,58.029998779296875
2022-08-01,58.04499816894531
2022-08-02,57.22999954223633
2022-08-03,49.95500183105469
2022-08-04,52.23500061035156
2022-08-05,51.599998474121094
2022-08-08,51.209999084472656
2022-08-09,52.29999923706055
2022-08-10,53.755001068115234
2022-08-11,54.39500045776367
2022-08-12,53.75
2022-08-15,53.185001373291016
2022-08-16,52.65999984741211
2022-08-17,52.404998779296875
2022-08-18,51.380001068115234
2022-08-19,52.275001525878906
2022-08-22,53.775001525878906
2022-08-23,53.28499984741211
2022-08-24,55.0099983215332
2022-08-25,55.70000076293945
2022-08-26,54.345001220703125
2022-08-29,53.720001220703125
2022-08-30,53.02000045776367
2022-08-31,53.04999923706055
2022-09-01,52.26499938964844
2022-09-02,51.119998931884766
2022-09-06,51.79499816894531
2022-09-07,52.415000915527344
2022-09-08,52.845001220703125
2022-09-09,54.26499938964844
2022-09-12,54.665000915527344
2022-09-13,53.02000045776367
2022-09-14,52.52000045776367
2022-09-15,51.60499954223633
2022-09-16,50.709999084472656
2022-09-19,50.619998931884766
2022-09-20,49.72999954223633
2022-09-21,49.61000061035156
2022-09-22,49.154998779296875
2022-09-23,48.96500015258789
2022-09-26,47.63999938964844
2022-09-27,47.95000076293945
2022-09-28,49.68000030517578
2022-09-29,50.19499969482422
2022-09-30,49.814998626708984
2022-10-03,51.275001525878906
2022-10-04,52.689998626708984
2022-10-05,53.01499938964844
2022-10-06,52.90999984741211
2022-10-07,52.029998779296875
2022-10-10,51.92499923706055
2022-10-11,52.19499969482422
2022-10-12,51.9900016784668
2022-10-13,52.415000915527344
2022-10-14,51.900001525878906
2022-10-17,53.0
2022-10-18,53.349998474121094
2022-10-19,52.30500030517578
2022-10-20,52.029998779296875
2022-10-21,52.11000061035156
2022-10-24,53.27000045776367
2022-10-25,54.084999084472656
2022-10-26,53.904998779296875
2022-10-27,53.30500030517578
2022-10-28,54.47999954223633
2022-10-31,54.41999816894531
2022-11-01,53.21500015258789
2022-11-02,56.6150016784668
2022-11-03,56.935001373291016
2022-11-04,56.20500183105469
2022-11-07,57.525001525878906
2022-11-08,57.42499923706055
2022-11-09,57.084999084472656
2022-11-10,57.77000045776367
2022-11-11,55.73500061035156
2022-11-14,57.21500015258789
2022-11-15,56.81999969482422
2022-11-16,56.685001373291016
2022-11-17,56.45500183105469
2022-11-18,56.720001220703125
2022-11-21,56.70500183105469
2022-11-22,57.689998626708984
2022-11-23,58.915000915527344
2022-11-25,59.39500045776367
2022-11-28,60.6150016784668
2022-11-29,60.67499923706055
2022-11-30,62.29999923706055
2022-12-01,63.064998626708984
2022-12-02,63.45000076293945
2022-12-05,63.540000915527344
2022-12-06,62.89500045776367
2022-12-07,62.619998931884766
2022-12-08,63.89500045776367
2022-12-09,64.45500183105469
2022-12-12,64.90499877929688
2022-12-13,66.41999816894531
2022-12-14,67.36000061035156
2022-12-15,66.83999633789062
2022-12-16,66.58999633789062
2022-12-19,65.30500030517578
2022-12-20,66.09500122070312
2022-12-21,66.24500274658203
2022-12-22,66.80999755859375
2022-12-23,67.0
2022-12-27,66.625
2022-12-28,66.7750015258789
2022-12-29,67.5999984741211
2022-12-30,67.66999816894531
2023-01-03,68.4800033569336
2023-01-04,68.38500213623047
2023-01-05,68.125
2023-01-06,69.31999969482422
2023-01-09,68.61499786376953
2023-01-10,66.83000183105469
2023-01-11,66.29000091552734
2023-01-12,66.80999755859375
2023-01-13,68.16000366210938
2023-01-17,69.48999786376953
2023-01-18,69.87999725341797
2023-01-19,70.33000183105469
2023-01-20,70.55000305175781
2023-01-23,70.54000091552734
2023-01-24,69.94999694824219
2023-01-25,69.44499969482422
2023-01-26,68.7699966430664
2023-01-27,69.04499816894531
2023-01-30,69.52999877929688
2023-01-31,69.38999938964844
2023-02-01,69.54000091552734
2023-02-02,66.16999816894531
2023-02-03,68.3949966430664
2023-02-06,69.03500366210938
2023-02-07,69.79499816894531
2023-02-08,69.79000091552734
2023-02-09,69.76499938964844
2023-02-10,69.7699966430664
2023-02-13,71.49500274658203
2023-02-14,71.4749984741211
2023-02-15,70.4800033569336
2023-02-16,69.34500122070312
2023-02-17,70.81500244140625
2023-02-21,71.30500030517578
2023-02-22,71.125
2023-02-23,71.44499969482422
2023-02-24,70.80000305175781
2023-02-27,71.68000030517578
2023-02-28,70.49500274658203
2023-03-01,71.43000030517578
2023-03-02,71.80000305175781
2023-03-03,72.44999694824219
2023-03-06,72.37999725341797
2023-03-07,71.95999908447266
2023-03-08,70.7300033569336
2023-03-09,71.01499938964844
2023-03-10,70.6449966430664
2023-03-13,70.2699966430664
2023-03-14,71.4749984741211
2023-03-15,70.48999786376953
2023-03-16,69.44499969482422
2023-03-17,69.72000122070312
2023-03-20,71.79499816894531
2023-03-21,73.6449966430664
2023-03-22,73.34500122070312
2023-03-23,74.79000091552734
2023-03-24,76.375
2023-03-27,77.3499984741211
2023-03-28,77.66000366210938
2023-03-29,78.29000091552734
2023-03-30,79.04499816894531
2023-03-31,79.56999969482422
2023-04-03,79.80000305175781
2023-04-04,79.29000091552734
2023-04-05,78.94999694824219
2023-04-06,79.68000030517578
2023-04-10,79.45500183105469
2023-04-11,79.18499755859375
2023-04-12,81.76000213623047
2023-04-13,83.81999969482422
2023-04-14,84.30000305175781
2023-04-17,85.53500366210938
2023-04-18,84.88999938964844
2023-04-19,82.51499938964844
2023-04-20,82.68499755859375
2023-04-21,86.32499694824219
2023-04-24,85.23999786376953
2023-04-25,84.29000091552734
2023-04-26,82.49500274658203
2023-04-27,83.01000213623047
2023-04-28,83.54499816894531
2023-05-01,83.70999908447266
2023-05-02,83.5999984741211
2023-05-03,83.88500213623047
2023-05-04,80.21499633789062
2023-05-05,81.62000274658203
2023-05-08,84.22000122070312
2023-05-09,84.26499938964844
2023-05-10,84.70500183105469
2023-05-11,84.49500274658203
2023-05-12,85.63500213623047
2023-05-15,84.71499633789062
2023-05-16,83.83000183105469
2023-05-17,83.55000305175781
2023-05-18,84.2750015258789
2023-05-19,85.2699966430664
2023-05-22,85.26000213623047
2023-05-23,81.73999786376953
2023-05-24,80.88999938964844
2023-05-25,81.22000122070312
2023-05-26,81.48500061035156
2023-05-30,79.90499877929688
2023-05-31,80.2300033569336
2023-06-01,78.98999786376953
2023-06-02,78.56999969482422
2023-06-05,78.92500305175781
2023-06-06,80.37999725341797
2023-06-07,78.76499938964844
2023-06-08,79.7249984741211
2023-06-09,79.0250015258789
2023-06-12,79.375
2023-06-13,78.81500244140625
2023-06-14,79.53500366210938
2023-06-15,81.26499938964844
2023-06-16,80.6449966430664
2023-06-20,80.83499908447266
2023-06-21,80.2699966430664
2023-06-22,80.01000213623047
2023-06-23,79.53500366210938
2023-06-26,78.61000061035156
2023-06-27,77.98999786376953
2023-06-28,78.3949966430664
2023-06-29,78.51499938964844
2023-06-30,80.91500091552734
2023-07-03,79.71499633789062
2023-07-05,80.0
2023-07-06,79.16000366210938
2023-07-07,78.48999786376953
2023-07-10,78.53500366210938
2023-07-11,76.125
2023-07-12,77.375
2023-07-13,78.44000244140625
2023-07-14,80.06999969482422
2023-07-17,80.4749984741211
2023-07-18,80.125
2023-07-19,80.11499786376953
2023-07-20,82.23999786376953
2023-07-21,82.83000183105469
2023-07-24,81.03500366210938
2023-07-25,81.15499877929688
2023-07-26,79.13999938964844
2023-07-27,78.33000183105469
2023-07-28,78.91000366210938
2023-07-31,80.55000305175781
2023-08-01,80.86499786376953
2023-08-02,79.16999816894531
2023-08-03,78.76499938964844
2023-08-04,78.30000305175781
2023-08-07,80.68000030517578
2023-08-08,94.58499908447266
2023-08-09,93.79499816894531
2023-08-10,91.04499816894531
2023-08-11,90.80000305175781
2023-08-14,89.72000122070312
2023-08-15,92.55500030517578
2023-08-16,92.32499694824219
2023-08-17,92.36000061035156
2023-08-18,91.56500244140625
2023-08-21,92.93499755859375
2023-08-22,92.50499725341797
2023-08-23,95.0199966430664
2023-08-24,92.67500305175781
2023-08-25,93.21499633789062
2023-08-28,93.74500274658203
2023-08-29,95.18499755859375
2023-08-30,94.03500366210938
2023-08-31,92.80999755859375
2023-09-01,94.65499877929688
2023-09-05,95.05500030517578
2023-09-06,95.625
2023-09-07,97.69000244140625
2023-09-08,97.69999694824219
2023-09-11,99.7699966430664
2023-09-12,98.375
2023-09-13,96.31500244140625
2023-09-14,96.43499755859375
2023-09-15,95.21499633789062
2023-09-18,93.30500030517578
2023-09-19,93.5250015258789
2023-09-20,94.7300033569336
2023-09-21,91.29000091552734
2023-09-22,91.30000305175781
2023-09-25,91.12999725341797
2023-09-26,91.79000091552734
2023-09-27,91.69999694824219
2023-09-28,91.5199966430664
2023-09-29,90.94000244140625
2023-10-02,91.80000305175781
2023-10-03,87.77999877929688
2023-10-04,89.04000091552734
2023-10-05,89.98999786376953
2023-10-06,92.12000274658203
2023-10-09,92.05999755859375
2023-10-10,93.01000213623047
2023-10-11,98.83999633789062
2023-10-12,100.18000030517578
2023-10-13,102.13999938964844
2023-10-16,101.1500015258789
2023-10-17,101.16000366210938
2023-10-18,100.56999969482422
2023-10-19,97.66000366210938
2023-10-20,96.29000091552734
2023-10-23,97.12000274658203
2023-10-24,97.5199966430664
2023-10-25,97.43000030517578
2023-10-26,95.19999694824219
2023-10-27,93.5
2023-10-30,96.4000015258789
2023-10-31,96.56999969482422
2023-11-01,97.68000030517578
2023-11-02,100.93000030517578
2023-11-03,98.16999816894531
2023-11-06,101.08000183105469
2023-11-07,101.69000244140625
2023-11-08,101.76000213623047
2023-11-09,100.02999877929688
2023-11-10,101.19000244140625
2023-11-13,100.77999877929688
2023-11-14,99.19999694824219
2023-11-15,96.43000030517578
2023-11-16,99.52999877929688
2023-11-17,101.38999938964844
2023-11-20,103.58999633789062
2023-11-21,102.77999877929688
2023-11-22,103.26000213623047
2023-11-24,105.44999694824219
2023-11-27,103.87000274658203
2023-11-28,101.43000030517578
2023-11-29,102.0
2023-11-30,101.83999633789062
2023-12-01,100.4000015258789
