Date,RACE
2023-03-03,271.45001220703125
2023-03-06,270.3599853515625
2023-03-07,268.6700134277344
2023-03-08,269.6600036621094
2023-03-09,264.67999267578125
2023-03-10,261.2300109863281
2023-03-13,260.05999755859375
2023-03-14,262.8999938964844
2023-03-15,256.2900085449219
2023-03-16,264.3599853515625
2023-03-17,259.20001220703125
2023-03-20,262.4800109863281
2023-03-21,266.6400146484375
2023-03-22,265.1700134277344
2023-03-23,266.1199951171875
2023-03-24,265.3699951171875
2023-03-27,266.1700134277344
2023-03-28,266.30999755859375
2023-03-29,268.8699951171875
2023-03-30,268.8999938964844
2023-03-31,270.94000244140625
2023-04-03,270.94000244140625
2023-04-04,270.8299865722656
2023-04-05,270.54998779296875
2023-04-06,271.94000244140625
2023-04-10,272.989990234375
2023-04-11,274.2200012207031
2023-04-12,276.6300048828125
2023-04-13,282.94000244140625
2023-04-14,285.5299987792969
2023-04-17,281.0400085449219
2023-04-18,280.6000061035156
2023-04-19,278.6300048828125
2023-04-20,276.0
2023-04-21,278.0299987792969
2023-04-24,280.19000244140625
2023-04-25,277.2099914550781
2023-04-26,275.4100036621094
2023-04-27,278.239990234375
2023-04-28,278.6400146484375
2023-05-01,279.1400146484375
2023-05-02,275.7799987792969
2023-05-03,277.6400146484375
2023-05-04,291.7900085449219
2023-05-05,296.80999755859375
2023-05-08,296.9700012207031
2023-05-09,294.19000244140625
2023-05-10,292.17999267578125
2023-05-11,293.6099853515625
2023-05-12,296.2699890136719
2023-05-15,293.0
2023-05-16,292.6000061035156
2023-05-17,293.3299865722656
2023-05-18,295.1600036621094
2023-05-19,298.239990234375
2023-05-22,301.5299987792969
2023-05-23,289.8999938964844
2023-05-24,286.9599914550781
2023-05-25,286.6000061035156
2023-05-26,290.760009765625
2023-05-30,287.3599853515625
2023-05-31,286.6700134277344
2023-06-01,293.0899963378906
2023-06-02,298.6000061035156
2023-06-05,296.42999267578125
2023-06-06,297.1199951171875
2023-06-07,294.5299987792969
2023-06-08,298.239990234375
2023-06-09,297.79998779296875
2023-06-12,300.5799865722656
2023-06-13,300.1099853515625
2023-06-14,302.7900085449219
2023-06-15,306.1099853515625
2023-06-16,308.0199890136719
2023-06-20,306.1600036621094
2023-06-21,308.29998779296875
2023-06-22,307.2900085449219
2023-06-23,307.5199890136719
2023-06-26,306.489990234375
2023-06-27,314.0899963378906
2023-06-28,317.9599914550781
2023-06-29,320.6700134277344
2023-06-30,325.2099914550781
2023-07-03,325.8699951171875
2023-07-05,320.010009765625
2023-07-06,313.5299987792969
2023-07-07,314.489990234375
2023-07-10,318.2900085449219
2023-07-11,318.3900146484375
2023-07-12,322.67999267578125
2023-07-13,323.3599853515625
2023-07-14,328.7799987792969
2023-07-17,328.7099914550781
2023-07-18,326.32000732421875
2023-07-19,321.0899963378906
2023-07-20,318.6600036621094
2023-07-21,318.010009765625
2023-07-24,317.1600036621094
2023-07-25,316.1099853515625
2023-07-26,317.3500061035156
2023-07-27,317.2699890136719
2023-07-28,321.82000732421875
2023-07-31,320.3900146484375
2023-08-01,317.6199951171875
2023-08-02,313.55999755859375
2023-08-03,314.1600036621094
2023-08-04,311.45001220703125
2023-08-07,312.239990234375
2023-08-08,310.9800109863281
2023-08-09,311.6099853515625
2023-08-10,314.760009765625
2023-08-11,311.19000244140625
2023-08-14,315.57000732421875
2023-08-15,315.739990234375
2023-08-16,313.3399963378906
2023-08-17,306.0199890136719
2023-08-18,305.75
2023-08-21,311.9700012207031
2023-08-22,310.55999755859375
2023-08-23,312.7900085449219
2023-08-24,307.5299987792969
2023-08-25,311.260009765625
2023-08-28,313.30999755859375
2023-08-29,320.5899963378906
2023-08-30,320.2900085449219
2023-08-31,317.739990234375
2023-09-01,308.32000732421875
2023-09-05,305.1700134277344
2023-09-06,302.510009765625
2023-09-07,298.7900085449219
2023-09-08,297.19000244140625
2023-09-11,302.67999267578125
2023-09-12,298.1199951171875
2023-09-13,299.04998779296875
2023-09-14,302.6700134277344
2023-09-15,300.9599914550781
2023-09-18,299.67999267578125
2023-09-19,299.1099853515625
2023-09-20,302.9100036621094
2023-09-21,291.57000732421875
2023-09-22,288.25
2023-09-25,288.1099853515625
2023-09-26,285.739990234375
2023-09-27,287.6099853515625
2023-09-28,294.44000244140625
2023-09-29,295.5400085449219
2023-10-02,296.5899963378906
2023-10-03,294.54998779296875
2023-10-04,299.5899963378906
2023-10-05,299.95001220703125
2023-10-06,305.3999938964844
2023-10-09,300.510009765625
2023-10-10,305.2099914550781
2023-10-11,309.82000732421875
2023-10-12,309.07000732421875
2023-10-13,312.0199890136719
2023-10-16,315.0400085449219
2023-10-17,309.57000732421875
2023-10-18,303.489990234375
2023-10-19,301.3900146484375
2023-10-20,301.70001220703125
2023-10-23,303.3599853515625
2023-10-24,300.8999938964844
2023-10-25,299.30999755859375
2023-10-26,297.1099853515625
2023-10-27,298.239990234375
2023-10-30,299.3900146484375
2023-10-31,301.6400146484375
2023-11-01,304.9800109863281
2023-11-02,323.4200134277344
2023-11-03,331.4100036621094
2023-11-06,333.5
2023-11-07,333.3699951171875
2023-11-08,337.2200012207031
2023-11-09,335.8900146484375
2023-11-10,339.55999755859375
2023-11-13,341.2799987792969
2023-11-14,353.75
2023-11-15,351.67999267578125
2023-11-16,354.010009765625
2023-11-17,359.3399963378906
2023-11-20,364.32000732421875
2023-11-21,361.0899963378906
2023-11-22,364.25
2023-11-24,367.44000244140625
2023-11-27,369.6600036621094
2023-11-28,368.2699890136719
2023-11-29,366.4200134277344
2023-11-30,358.9599914550781
2023-12-01,356.989990234375
2023-12-04,353.6400146484375
2023-12-05,362.239990234375
2023-12-06,361.67999267578125
2023-12-07,363.75
2023-12-08,366.75
2023-12-11,371.9599914550781
2023-12-12,371.3500061035156
2023-12-13,369.8999938964844
2023-12-14,363.8500061035156
2023-12-15,354.5
2023-12-18,346.9100036621094
2023-12-19,348.6600036621094
2023-12-20,339.07000732421875
2023-12-21,336.04998779296875
2023-12-22,334.6199951171875
2023-12-26,335.8900146484375
2023-12-27,338.3399963378906
2023-12-28,336.95001220703125
2023-12-29,338.42999267578125
2024-01-02,337.7200012207031
2024-01-03,333.3500061035156
2024-01-04,334.4200134277344
2024-01-05,334.92999267578125
2024-01-08,344.1400146484375
2024-01-09,343.0899963378906
2024-01-10,351.4200134277344
2024-01-11,350.5299987792969
2024-01-12,351.29998779296875
2024-01-16,346.739990234375
2024-01-17,343.2900085449219
2024-01-18,347.1000061035156
2024-01-19,349.4100036621094
2024-01-22,337.1600036621094
2024-01-23,333.29998779296875
2024-01-24,335.239990234375
2024-01-25,335.3399963378906
2024-01-26,340.1700134277344
2024-01-29,344.92999267578125
2024-01-30,349.4100036621094
2024-01-31,345.9200134277344
2024-02-01,389.45001220703125
2024-02-02,379.25
2024-02-05,371.6600036621094
2024-02-06,378.5299987792969
2024-02-07,381.0400085449219
2024-02-08,385.1499938964844
2024-02-09,392.55999755859375
2024-02-12,387.25
2024-02-13,376.8399963378906
2024-02-14,382.45001220703125
2024-02-15,389.1000061035156
2024-02-16,389.2300109863281
2024-02-20,390.45001220703125
2024-02-21,402.2699890136719
2024-02-22,411.8500061035156
2024-02-23,416.07000732421875
2024-02-26,419.3299865722656
2024-02-27,421.30999755859375
2024-02-28,428.55999755859375
2024-02-29,424.7699890136719
2024-03-01,425.3500061035156
2024-03-04,413.57000732421875
2024-03-05,411.4599914550781
2024-03-06,416.6300048828125
2024-03-07,421.75
2024-03-08,420.739990234375
2024-03-11,413.0
2024-03-12,424.0
2024-03-13,422.45001220703125
2024-03-14,420.3800048828125
2024-03-15,424.5400085449219
2024-03-18,426.5299987792969
2024-03-19,433.3599853515625
2024-03-20,434.1400146484375
2024-03-21,431.1099853515625
2024-03-22,433.2900085449219
2024-03-25,439.5899963378906
2024-03-26,437.9700012207031
2024-03-27,439.1600036621094
2024-03-28,435.94000244140625
2024-04-01,431.75
2024-04-02,419.5899963378906
2024-04-03,419.510009765625
2024-04-04,414.0299987792969
2024-04-05,418.8599853515625
2024-04-08,423.54998779296875
2024-04-09,420.5
2024-04-10,419.82000732421875
2024-04-11,420.3800048828125
2024-04-12,410.3999938964844
2024-04-15,410.92999267578125
2024-04-16,411.3399963378906
2024-04-17,416.0
2024-04-18,412.6199951171875
2024-04-19,408.6499938964844
2024-04-22,410.2699890136719
2024-04-23,424.739990234375
2024-04-24,420.3299865722656
2024-04-25,412.2099914550781
2024-04-26,422.4599914550781
2024-04-29,422.44000244140625
2024-04-30,415.70001220703125
2024-05-01,415.94000244140625
2024-05-02,424.55999755859375
2024-05-03,430.2900085449219
2024-05-06,427.6600036621094
2024-05-07,401.0
2024-05-08,406.2200012207031
2024-05-09,407.42999267578125
2024-05-10,405.0
2024-05-13,405.7300109863281
2024-05-14,411.0199890136719
2024-05-15,417.2099914550781
2024-05-16,419.57000732421875
2024-05-17,422.29998779296875
2024-05-20,416.6499938964844
2024-05-21,418.3699951171875
2024-05-22,415.04998779296875
2024-05-23,413.5299987792969
2024-05-24,416.1600036621094
2024-05-28,412.1400146484375
2024-05-29,406.19000244140625
2024-05-30,408.9800109863281
2024-05-31,411.0
2024-06-03,409.04998779296875
2024-06-04,410.739990234375
2024-06-05,422.3999938964844
2024-06-06,416.9200134277344
2024-06-07,412.92999267578125
2024-06-10,413.4800109863281
2024-06-11,410.94000244140625
2024-06-12,427.3599853515625
2024-06-13,416.67999267578125
2024-06-14,409.9800109863281
2024-06-17,416.05999755859375
2024-06-18,414.3599853515625
2024-06-20,420.0899963378906
2024-06-21,414.6499938964844
2024-06-24,421.67999267578125
2024-06-25,423.82000732421875
2024-06-26,412.5199890136719
2024-06-27,409.4599914550781
2024-06-28,408.3699951171875
2024-07-01,410.239990234375
2024-07-02,414.3800048828125
2024-07-03,422.7200012207031
2024-07-05,422.3900146484375
2024-07-08,427.3800048828125
2024-07-09,426.2900085449219
2024-07-10,435.04998779296875
2024-07-11,428.4700012207031
2024-07-12,435.1600036621094
2024-07-15,428.55999755859375
2024-07-16,429.2200012207031
2024-07-17,420.7099914550781
2024-07-18,422.42999267578125
2024-07-19,416.30999755859375
2024-07-22,427.19000244140625
2024-07-23,423.1700134277344
2024-07-24,413.6700134277344
2024-07-25,405.9200134277344
2024-07-26,413.79998779296875
2024-07-29,411.70001220703125
2024-07-30,410.2699890136719
2024-07-31,413.010009765625
2024-08-01,421.6199951171875
2024-08-02,433.5899963378906
2024-08-05,422.7799987792969
2024-08-06,416.82000732421875
2024-08-07,417.95001220703125
2024-08-08,420.54998779296875
2024-08-09,420.1099853515625
2024-08-12,422.3299865722656
2024-08-13,431.80999755859375
2024-08-14,452.8999938964844
2024-08-15,454.1300048828125
2024-08-16,459.70001220703125
2024-08-19,463.05999755859375
2024-08-20,466.7300109863281
2024-08-21,478.7900085449219
2024-08-22,477.0400085449219
2024-08-23,483.94000244140625
2024-08-26,479.8500061035156
2024-08-27,489.260009765625
2024-08-28,486.739990234375
2024-08-29,490.5899963378906
2024-08-30,496.7900085449219
2024-09-03,486.67999267578125
2024-09-04,486.9200134277344
2024-09-05,477.1499938964844
2024-09-06,470.70001220703125
2024-09-09,471.9800109863281
2024-09-10,467.0799865722656
2024-09-11,475.04998779296875
2024-09-12,471.8999938964844
2024-09-13,469.0899963378906
2024-09-16,463.6600036621094
2024-09-17,462.82000732421875
2024-09-18,457.5299987792969
2024-09-19,474.05999755859375
2024-09-20,470.55999755859375
2024-09-23,476.9599914550781
2024-09-24,477.92999267578125
2024-09-25,474.1099853515625
2024-09-26,478.0299987792969
2024-09-27,471.67999267578125
2024-09-30,470.1099853515625
2024-10-01,455.8599853515625
2024-10-02,457.1600036621094
2024-10-03,450.0899963378906
2024-10-04,449.80999755859375
2024-10-07,449.5299987792969
2024-10-08,461.05999755859375
2024-10-09,456.5
2024-10-10,453.2699890136719
2024-10-11,469.0799865722656
2024-10-14,479.2300109863281
2024-10-15,470.7699890136719
2024-10-16,471.989990234375
2024-10-17,482.32000732421875
2024-10-18,482.3500061035156
2024-10-21,480.17999267578125
2024-10-22,478.510009765625
2024-10-23,482.44000244140625
2024-10-24,486.4800109863281
2024-10-25,484.7300109863281
2024-10-28,490.4800109863281
2024-10-29,487.94000244140625
2024-10-30,478.8399963378906
2024-10-31,475.8800048828125
2024-11-01,476.760009765625
2024-11-04,476.04998779296875
2024-11-05,441.0
2024-11-06,443.0
2024-11-07,452.6600036621094
2024-11-08,454.4599914550781
2024-11-11,452.4599914550781
2024-11-12,437.1199951171875
2024-11-13,439.8900146484375
2024-11-14,440.3900146484375
2024-11-15,430.989990234375
2024-11-18,434.9800109863281
2024-11-19,428.4800109863281
2024-11-20,427.1600036621094
2024-11-21,429.510009765625
