Date,TS
2022-02-28,25.93000030517578
2022-03-01,25.520000457763672
2022-03-02,26.739999771118164
2022-03-03,26.290000915527344
2022-03-04,25.920000076293945
2022-03-07,28.420000076293945
2022-03-08,28.770000457763672
2022-03-09,27.709999084472656
2022-03-10,28.850000381469727
2022-03-11,28.350000381469727
2022-03-14,27.510000228881836
2022-03-15,26.479999542236328
2022-03-16,26.549999237060547
2022-03-17,27.8799991607666
2022-03-18,28.290000915527344
2022-03-21,29.65999984741211
2022-03-22,29.860000610351562
2022-03-23,30.469999313354492
2022-03-24,30.389999389648438
2022-03-25,31.290000915527344
2022-03-28,30.59000015258789
2022-03-29,30.239999771118164
2022-03-30,30.450000762939453
2022-03-31,30.06999969482422
2022-04-01,30.690000534057617
2022-04-04,30.780000686645508
2022-04-05,29.93000030517578
2022-04-06,30.079999923706055
2022-04-07,30.530000686645508
2022-04-08,31.40999984741211
2022-04-11,31.260000228881836
2022-04-12,31.90999984741211
2022-04-13,33.0
2022-04-14,32.7400016784668
2022-04-18,33.0
2022-04-19,32.52000045776367
2022-04-20,32.70000076293945
2022-04-21,31.809999465942383
2022-04-22,30.829999923706055
2022-04-25,29.760000228881836
2022-04-26,29.540000915527344
2022-04-27,29.780000686645508
2022-04-28,29.90999984741211
2022-04-29,30.18000030517578
2022-05-02,30.18000030517578
2022-05-03,31.100000381469727
2022-05-04,31.90999984741211
2022-05-05,30.84000015258789
2022-05-06,30.670000076293945
2022-05-09,29.0
2022-05-10,29.700000762939453
2022-05-11,29.940000534057617
2022-05-12,29.690000534057617
2022-05-13,30.920000076293945
2022-05-16,32.27000045776367
2022-05-17,32.84000015258789
2022-05-18,32.119998931884766
2022-05-19,32.08000183105469
2022-05-20,32.349998474121094
2022-05-23,32.939998626708984
2022-05-24,33.0099983215332
2022-05-25,33.16999816894531
2022-05-26,33.9900016784668
2022-05-27,34.459999084472656
2022-05-31,33.34000015258789
2022-06-01,33.720001220703125
2022-06-02,33.900001525878906
2022-06-03,34.13999938964844
2022-06-06,34.119998931884766
2022-06-07,34.529998779296875
2022-06-08,33.900001525878906
2022-06-09,32.20000076293945
2022-06-10,31.100000381469727
2022-06-13,30.31999969482422
2022-06-14,29.600000381469727
2022-06-15,28.989999771118164
2022-06-16,27.329999923706055
2022-06-17,27.209999084472656
2022-06-21,27.93000030517578
2022-06-22,26.700000762939453
2022-06-23,25.510000228881836
2022-06-24,26.06999969482422
2022-06-27,26.5
2022-06-28,26.84000015258789
2022-06-29,26.010000228881836
2022-06-30,25.690000534057617
2022-07-01,25.510000228881836
2022-07-05,23.760000228881836
2022-07-06,22.889999389648438
2022-07-07,24.899999618530273
2022-07-08,25.889999389648438
2022-07-11,26.0
2022-07-12,25.420000076293945
2022-07-13,25.270000457763672
2022-07-14,24.280000686645508
2022-07-15,24.770000457763672
2022-07-18,25.790000915527344
2022-07-19,26.3700008392334
2022-07-20,25.81999969482422
2022-07-21,25.549999237060547
2022-07-22,25.270000457763672
2022-07-25,26.0
2022-07-26,25.56999969482422
2022-07-27,27.1200008392334
2022-07-28,26.950000762939453
2022-07-29,28.059999465942383
2022-08-01,27.239999771118164
2022-08-02,27.020000457763672
2022-08-03,26.610000610351562
2022-08-04,25.40999984741211
2022-08-05,25.530000686645508
2022-08-08,26.1200008392334
2022-08-09,26.350000381469727
2022-08-10,26.6200008392334
2022-08-11,27.06999969482422
2022-08-12,27.3799991607666
2022-08-15,26.540000915527344
2022-08-16,26.1200008392334
2022-08-17,26.010000228881836
2022-08-18,26.90999984741211
2022-08-19,25.84000015258789
2022-08-22,25.799999237060547
2022-08-23,27.520000457763672
2022-08-24,27.8799991607666
2022-08-25,28.229999542236328
2022-08-26,27.889999389648438
2022-08-29,29.040000915527344
2022-08-30,27.670000076293945
2022-08-31,27.31999969482422
2022-09-01,26.920000076293945
2022-09-02,27.75
2022-09-06,27.1200008392334
2022-09-07,26.790000915527344
2022-09-08,26.780000686645508
2022-09-09,28.479999542236328
2022-09-12,28.84000015258789
2022-09-13,28.190000534057617
2022-09-14,28.25
2022-09-15,27.510000228881836
2022-09-16,27.239999771118164
2022-09-19,27.3700008392334
2022-09-20,26.8799991607666
2022-09-21,26.6200008392334
2022-09-22,26.510000228881836
2022-09-23,24.290000915527344
2022-09-26,24.100000381469727
2022-09-27,25.280000686645508
2022-09-28,26.56999969482422
2022-09-29,26.139999389648438
2022-09-30,25.84000015258789
2022-10-03,27.8700008392334
2022-10-04,28.700000762939453
2022-10-05,29.030000686645508
2022-10-06,29.170000076293945
2022-10-07,29.1200008392334
2022-10-10,28.270000457763672
2022-10-11,27.770000457763672
2022-10-12,26.90999984741211
2022-10-13,28.6299991607666
2022-10-14,26.959999084472656
2022-10-17,28.420000076293945
2022-10-18,28.59000015258789
2022-10-19,29.1299991607666
2022-10-20,29.229999542236328
2022-10-21,29.739999771118164
2022-10-24,30.100000381469727
2022-10-25,29.90999984741211
2022-10-26,31.040000915527344
2022-10-27,30.979999542236328
2022-10-28,30.56999969482422
2022-10-31,31.420000076293945
2022-11-01,31.639999389648438
2022-11-02,30.920000076293945
2022-11-03,31.81999969482422
2022-11-04,33.06999969482422
2022-11-07,33.439998626708984
2022-11-08,33.040000915527344
2022-11-09,32.13999938964844
2022-11-10,31.700000762939453
2022-11-11,32.97999954223633
2022-11-14,32.459999084472656
2022-11-15,34.849998474121094
2022-11-16,34.540000915527344
2022-11-17,34.43000030517578
2022-11-18,33.959999084472656
2022-11-21,32.970001220703125
2022-11-22,34.380001068115234
2022-11-23,34.02000045776367
2022-11-25,33.83000183105469
2022-11-28,32.79999923706055
2022-11-29,33.75
2022-11-30,34.470001220703125
2022-12-01,33.91999816894531
2022-12-02,33.93000030517578
2022-12-05,32.52000045776367
2022-12-06,32.599998474121094
2022-12-07,32.2400016784668
2022-12-08,32.7599983215332
2022-12-09,31.559999465942383
2022-12-12,32.540000915527344
2022-12-13,33.70000076293945
2022-12-14,33.31999969482422
2022-12-15,33.13999938964844
2022-12-16,32.790000915527344
2022-12-19,33.08000183105469
2022-12-20,33.650001525878906
2022-12-21,34.790000915527344
2022-12-22,34.4900016784668
2022-12-23,35.5
2022-12-27,35.630001068115234
2022-12-28,34.810001373291016
2022-12-29,35.29999923706055
2022-12-30,35.15999984741211
2023-01-03,33.540000915527344
2023-01-04,32.040000915527344
2023-01-05,32.869998931884766
2023-01-06,33.11000061035156
2023-01-09,33.81999969482422
2023-01-10,34.4900016784668
2023-01-11,34.540000915527344
2023-01-12,35.09000015258789
2023-01-13,35.130001068115234
2023-01-17,35.959999084472656
2023-01-18,35.810001373291016
2023-01-19,35.529998779296875
2023-01-20,35.619998931884766
2023-01-23,34.869998931884766
2023-01-24,34.75
2023-01-25,35.150001525878906
2023-01-26,35.529998779296875
2023-01-27,35.400001525878906
2023-01-30,35.16999816894531
2023-01-31,35.45000076293945
2023-02-01,34.689998626708984
2023-02-02,33.08000183105469
2023-02-03,32.7599983215332
2023-02-06,32.709999084472656
2023-02-07,33.189998626708984
2023-02-08,33.5099983215332
2023-02-09,33.2599983215332
2023-02-10,34.470001220703125
2023-02-13,34.18000030517578
2023-02-14,34.900001525878906
2023-02-15,34.470001220703125
2023-02-16,36.66999816894531
2023-02-17,34.790000915527344
2023-02-21,34.099998474121094
2023-02-22,33.11000061035156
2023-02-23,34.06999969482422
2023-02-24,33.630001068115234
2023-02-27,34.02000045776367
2023-02-28,33.0099983215332
2023-03-01,33.709999084472656
2023-03-02,34.4900016784668
2023-03-03,34.790000915527344
2023-03-06,34.88999938964844
2023-03-07,34.56999969482422
2023-03-08,33.790000915527344
2023-03-09,32.720001220703125
2023-03-10,31.860000610351562
2023-03-13,30.889999389648438
2023-03-14,31.1299991607666
2023-03-15,28.649999618530273
2023-03-16,28.950000762939453
2023-03-17,28.200000762939453
2023-03-20,28.450000762939453
2023-03-21,29.6299991607666
2023-03-22,28.860000610351562
2023-03-23,28.139999389648438
2023-03-24,27.649999618530273
2023-03-27,28.40999984741211
2023-03-28,28.81999969482422
2023-03-29,28.610000610351562
2023-03-30,28.420000076293945
2023-03-31,28.420000076293945
2023-04-03,29.549999237060547
2023-04-04,28.700000762939453
2023-04-05,28.420000076293945
2023-04-06,28.149999618530273
2023-04-10,28.469999313354492
2023-04-11,29.040000915527344
2023-04-12,29.18000030517578
2023-04-13,29.90999984741211
2023-04-14,29.510000228881836
2023-04-17,29.309999465942383
2023-04-18,29.18000030517578
2023-04-19,29.059999465942383
2023-04-20,28.829999923706055
2023-04-21,28.610000610351562
2023-04-24,29.8799991607666
2023-04-25,28.540000915527344
2023-04-26,28.489999771118164
2023-04-27,27.829999923706055
2023-04-28,28.709999084472656
2023-05-01,28.829999923706055
2023-05-02,27.299999237060547
2023-05-03,26.899999618530273
2023-05-04,26.860000610351562
2023-05-05,27.309999465942383
2023-05-08,27.649999618530273
2023-05-09,27.459999084472656
2023-05-10,26.899999618530273
2023-05-11,26.549999237060547
2023-05-12,26.600000381469727
2023-05-15,26.6200008392334
2023-05-16,26.149999618530273
2023-05-17,26.860000610351562
2023-05-18,26.690000534057617
2023-05-19,26.829999923706055
2023-05-22,26.329999923706055
2023-05-23,26.5
2023-05-24,26.360000610351562
2023-05-25,25.719999313354492
2023-05-26,25.739999771118164
2023-05-30,25.600000381469727
2023-05-31,24.760000228881836
2023-06-01,25.690000534057617
2023-06-02,26.690000534057617
2023-06-05,26.639999389648438
2023-06-06,27.229999542236328
2023-06-07,27.729999542236328
2023-06-08,27.780000686645508
2023-06-09,27.610000610351562
2023-06-12,27.309999465942383
2023-06-13,28.09000015258789
2023-06-14,27.889999389648438
2023-06-15,28.5
2023-06-16,28.25
2023-06-20,27.700000762939453
2023-06-21,28.239999771118164
2023-06-22,28.040000915527344
2023-06-23,28.049999237060547
2023-06-26,28.389999389648438
2023-06-27,28.440000534057617
2023-06-28,28.510000228881836
2023-06-29,29.3799991607666
2023-06-30,29.950000762939453
2023-07-03,29.8700008392334
2023-07-05,29.709999084472656
2023-07-06,29.18000030517578
2023-07-07,30.170000076293945
2023-07-10,30.219999313354492
2023-07-11,31.030000686645508
2023-07-12,31.81999969482422
2023-07-13,32.0099983215332
2023-07-14,31.829999923706055
