Date,SQ
2022-02-28,127.5
2022-03-01,126.05999755859375
2022-03-02,124.26000213623047
2022-03-03,114.22000122070312
2022-03-04,106.5199966430664
2022-03-07,97.51000213623047
2022-03-08,100.62000274658203
2022-03-09,111.91999816894531
2022-03-10,108.87000274658203
2022-03-11,101.93000030517578
2022-03-14,94.8499984741211
2022-03-15,103.08999633789062
2022-03-16,116.05000305175781
2022-03-17,127.95999908447266
2022-03-18,140.63999938964844
2022-03-21,134.82000732421875
2022-03-22,141.7899932861328
2022-03-23,135.39999389648438
2022-03-24,135.05999755859375
2022-03-25,130.3300018310547
2022-03-28,138.1199951171875
2022-03-29,146.83999633789062
2022-03-30,140.10000610351562
2022-03-31,135.60000610351562
2022-04-01,133.6199951171875
2022-04-04,145.19000244140625
2022-04-05,135.9199981689453
2022-04-06,128.77000427246094
2022-04-07,125.93000030517578
2022-04-08,123.22000122070312
2022-04-11,123.08000183105469
2022-04-12,122.88999938964844
2022-04-13,126.05000305175781
2022-04-14,121.30999755859375
2022-04-18,119.38999938964844
2022-04-19,125.62000274658203
2022-04-20,114.5199966430664
2022-04-21,107.70999908447266
2022-04-22,102.66999816894531
2022-04-25,107.37999725341797
2022-04-26,100.47000122070312
2022-04-27,99.93000030517578
2022-04-28,104.63999938964844
2022-04-29,99.54000091552734
2022-05-02,105.86000061035156
2022-05-03,102.33000183105469
2022-05-04,106.79000091552734
2022-05-05,95.55000305175781
2022-05-06,96.19000244140625
2022-05-09,83.86000061035156
2022-05-10,84.38999938964844
2022-05-11,71.22000122070312
2022-05-12,75.76000213623047
2022-05-13,84.1500015258789
2022-05-16,79.69999694824219
2022-05-17,84.79000091552734
2022-05-18,82.05999755859375
2022-05-19,87.13999938964844
2022-05-20,83.44000244140625
2022-05-23,83.4000015258789
2022-05-24,75.87999725341797
2022-05-25,77.94999694824219
2022-05-26,83.41000366210938
2022-05-27,90.5199966430664
2022-05-31,87.51000213623047
2022-06-01,81.91000366210938
2022-06-02,87.44000244140625
2022-06-03,83.0999984741211
2022-06-06,83.37999725341797
2022-06-07,84.5999984741211
2022-06-08,84.75
2022-06-09,76.58000183105469
2022-06-10,71.87000274658203
2022-06-13,62.7599983215332
2022-06-14,60.29999923706055
2022-06-15,62.90999984741211
2022-06-16,57.5099983215332
2022-06-17,58.5099983215332
2022-06-21,60.52000045776367
2022-06-22,60.650001525878906
2022-06-23,67.2699966430664
2022-06-24,71.0
2022-06-27,69.43000030517578
2022-06-28,65.5999984741211
2022-06-29,63.84000015258789
2022-06-30,61.459999084472656
2022-07-01,63.900001525878906
2022-07-05,66.7300033569336
2022-07-06,64.97000122070312
2022-07-07,68.62999725341797
2022-07-08,67.0199966430664
2022-07-11,63.22999954223633
2022-07-12,65.02999877929688
2022-07-13,64.1500015258789
2022-07-14,62.41999816894531
2022-07-15,65.9800033569336
2022-07-18,66.2699966430664
2022-07-19,69.25
2022-07-20,74.77999877929688
2022-07-21,74.76000213623047
2022-07-22,71.80000305175781
2022-07-25,71.43000030517578
2022-07-26,66.38999938964844
2022-07-27,72.76000213623047
2022-07-28,74.68000030517578
2022-07-29,76.05999755859375
2022-08-01,77.80999755859375
2022-08-02,79.08999633789062
2022-08-03,88.06999969482422
2022-08-04,89.69999694824219
2022-08-05,87.7300033569336
2022-08-08,85.5
2022-08-09,81.12999725341797
2022-08-10,88.83999633789062
2022-08-11,85.98999786376953
2022-08-12,87.94999694824219
2022-08-15,86.72000122070312
2022-08-16,85.87999725341797
2022-08-17,80.33000183105469
2022-08-18,79.72000122070312
2022-08-19,74.36000061035156
2022-08-22,73.01000213623047
2022-08-23,70.94000244140625
2022-08-24,72.62000274658203
2022-08-25,74.62999725341797
2022-08-26,68.87000274658203
2022-08-29,67.75
2022-08-30,69.05000305175781
2022-08-31,68.91000366210938
2022-09-01,68.75
2022-09-02,66.33000183105469
2022-09-06,65.30000305175781
2022-09-07,67.81999969482422
2022-09-08,70.58999633789062
2022-09-09,74.29000091552734
2022-09-12,75.25
2022-09-13,69.58000183105469
2022-09-14,68.55999755859375
2022-09-15,69.18000030517578
2022-09-16,64.88999938964844
2022-09-19,63.709999084472656
2022-09-20,61.470001220703125
2022-09-21,59.45000076293945
2022-09-22,55.93000030517578
2022-09-23,56.27000045776367
2022-09-26,54.13999938964844
2022-09-27,55.08000183105469
2022-09-28,59.06999969482422
2022-09-29,55.900001525878906
2022-09-30,54.9900016784668
2022-10-03,55.779998779296875
2022-10-04,62.40999984741211
2022-10-05,62.150001525878906
2022-10-06,61.93000030517578
2022-10-07,57.40999984741211
2022-10-10,56.619998931884766
2022-10-11,53.45000076293945
2022-10-12,56.13999938964844
2022-10-13,56.22999954223633
2022-10-14,51.5099983215332
2022-10-17,55.91999816894531
2022-10-18,57.27000045776367
2022-10-19,53.939998626708984
2022-10-20,55.18000030517578
2022-10-21,55.9900016784668
2022-10-24,56.9900016784668
2022-10-25,59.65999984741211
2022-10-26,59.470001220703125
2022-10-27,60.2599983215332
2022-10-28,61.290000915527344
2022-10-31,60.06999969482422
2022-11-01,59.0
2022-11-02,54.63999938964844
2022-11-03,53.90999984741211
2022-11-04,60.11000061035156
2022-11-07,62.66999816894531
2022-11-08,62.5099983215332
2022-11-09,57.209999084472656
2022-11-10,67.4000015258789
2022-11-11,71.66000366210938
2022-11-14,70.2699966430664
2022-11-15,73.37999725341797
2022-11-16,69.55000305175781
2022-11-17,67.98999786376953
2022-11-18,65.81999969482422
2022-11-21,61.849998474121094
2022-11-22,62.720001220703125
2022-11-23,63.91999816894531
2022-11-25,63.380001068115234
2022-11-28,61.369998931884766
2022-11-29,62.11000061035156
2022-11-30,67.7699966430664
2022-12-01,69.16999816894531
2022-12-02,68.18000030517578
2022-12-05,63.13999938964844
2022-12-06,61.29999923706055
2022-12-07,61.06999969482422
2022-12-08,63.369998931884766
2022-12-09,64.5999984741211
2022-12-12,66.19999694824219
2022-12-13,71.02999877929688
2022-12-14,71.25
2022-12-15,65.88999938964844
2022-12-16,62.5099983215332
2022-12-19,60.439998626708984
2022-12-20,61.40999984741211
2022-12-21,62.58000183105469
2022-12-22,60.59000015258789
2022-12-23,60.88999938964844
2022-12-27,59.86000061035156
2022-12-28,59.08000183105469
2022-12-29,62.91999816894531
2022-12-30,62.84000015258789
2023-01-03,64.63999938964844
2023-01-04,66.30000305175781
2023-01-05,64.70999908447266
2023-01-06,68.98999786376953
2023-01-09,69.05999755859375
2023-01-10,70.02999877929688
2023-01-11,71.66999816894531
2023-01-12,71.80000305175781
2023-01-13,71.6500015258789
2023-01-17,75.0999984741211
2023-01-18,72.11000061035156
2023-01-19,70.94000244140625
2023-01-20,76.16000366210938
2023-01-23,81.66000366210938
2023-01-24,80.79000091552734
2023-01-25,80.7699966430664
2023-01-26,81.19000244140625
2023-01-27,83.83000183105469
2023-01-30,79.79000091552734
2023-01-31,81.72000122070312
2023-02-01,83.9000015258789
2023-02-02,88.41000366210938
2023-02-03,84.70999908447266
2023-02-06,82.55000305175781
2023-02-07,83.18000030517578
2023-02-08,81.12999725341797
2023-02-09,76.18000030517578
2023-02-10,75.2300033569336
2023-02-13,76.81999969482422
2023-02-14,78.80000305175781
2023-02-15,82.69000244140625
2023-02-16,78.62999725341797
2023-02-17,75.0199966430664
2023-02-21,71.94999694824219
2023-02-22,72.94000244140625
2023-02-23,74.1500015258789
2023-02-24,77.36000061035156
2023-02-27,75.13999938964844
2023-02-28,76.7300033569336
2023-03-01,76.62999725341797
2023-03-02,78.04000091552734
2023-03-03,80.87999725341797
2023-03-06,80.80999755859375
2023-03-07,78.04000091552734
2023-03-08,77.94999694824219
2023-03-09,73.80000305175781
2023-03-10,71.01000213623047
2023-03-13,69.45999908447266
2023-03-14,73.62999725341797
2023-03-15,74.06999969482422
2023-03-16,75.08999633789062
2023-03-17,73.9800033569336
2023-03-20,74.5
2023-03-21,77.45999908447266
2023-03-22,72.6500015258789
2023-03-23,61.880001068115234
2023-03-24,60.68000030517578
2023-03-27,64.4000015258789
2023-03-28,63.7599983215332
2023-03-29,66.48999786376953
2023-03-30,68.48999786376953
2023-03-31,68.6500015258789
2023-04-03,67.83000183105469
2023-04-04,68.83999633789062
2023-04-05,67.66000366210938
2023-04-06,68.0999984741211
2023-04-10,66.36000061035156
2023-04-11,66.41999816894531
2023-04-12,62.7400016784668
2023-04-13,64.55999755859375
2023-04-14,64.04000091552734
2023-04-17,64.19000244140625
2023-04-18,63.900001525878906
2023-04-19,62.869998931884766
2023-04-20,62.36000061035156
2023-04-21,63.47999954223633
2023-04-24,64.5
2023-04-25,61.0
2023-04-26,60.56999969482422
2023-04-27,60.58000183105469
2023-04-28,60.790000915527344
2023-05-01,60.220001220703125
2023-05-02,57.7599983215332
2023-05-03,59.31999969482422
2023-05-04,60.43000030517578
2023-05-05,59.25
2023-05-08,58.79999923706055
2023-05-09,59.31999969482422
2023-05-10,57.529998779296875
2023-05-11,57.310001373291016
2023-05-12,55.560001373291016
2023-05-15,56.869998931884766
2023-05-16,55.540000915527344
2023-05-17,57.7599983215332
2023-05-18,59.52000045776367
2023-05-19,58.650001525878906
2023-05-22,60.619998931884766
2023-05-23,61.560001373291016
2023-05-24,61.86000061035156
2023-05-25,59.29999923706055
2023-05-26,59.0
2023-05-30,58.84000015258789
2023-05-31,60.38999938964844
2023-06-01,61.5
2023-06-02,63.459999084472656
2023-06-05,63.540000915527344
2023-06-06,65.9800033569336
2023-06-07,66.23999786376953
2023-06-08,65.08999633789062
2023-06-09,64.94000244140625
2023-06-12,64.19999694824219
