Date,K
2022-02-28,60.037559509277344
2022-03-01,59.474178314208984
2022-03-02,59.73708724975586
2022-03-03,60.77934265136719
2022-03-04,60.98591613769531
2022-03-07,61.91549301147461
2022-03-08,58.80751037597656
2022-03-09,58.39436721801758
2022-03-10,57.28638458251953
2022-03-11,56.197181701660156
2022-03-14,56.57276916503906
2022-03-15,57.57746505737305
2022-03-16,57.239437103271484
2022-03-17,57.314552307128906
2022-03-18,57.05164337158203
2022-03-21,57.230045318603516
2022-03-22,57.35211181640625
2022-03-23,57.82159423828125
2022-03-24,58.01877975463867
2022-03-25,58.98591613769531
2022-03-28,59.11737060546875
2022-03-29,59.95305252075195
2022-03-30,60.15962219238281
2022-03-31,60.55398941040039
2022-04-01,61.60563278198242
2022-04-04,61.323944091796875
2022-04-05,61.7746467590332
2022-04-06,62.48826217651367
2022-04-07,63.04225540161133
2022-04-08,63.43661880493164
2022-04-11,63.71831130981445
2022-04-12,63.802818298339844
2022-04-13,63.81220626831055
2022-04-14,63.73708724975586
2022-04-18,63.492958068847656
2022-04-19,64.13145446777344
2022-04-20,64.74178314208984
2022-04-21,65.46479034423828
2022-04-22,65.09859466552734
2022-04-25,65.03286743164062
2022-04-26,64.0938949584961
2022-04-27,64.7981185913086
2022-04-28,65.30516052246094
2022-04-29,64.31925201416016
2022-05-02,63.258216857910156
2022-05-03,62.88262939453125
2022-05-04,63.708919525146484
2022-05-05,65.94366455078125
2022-05-06,68.29107666015625
2022-05-09,69.9812240600586
2022-05-10,68.47887420654297
2022-05-11,67.96244049072266
2022-05-12,68.469482421875
2022-05-13,68.55399322509766
2022-05-16,68.69483947753906
2022-05-17,68.95774841308594
2022-05-18,65.08920288085938
2022-05-19,63.84976577758789
2022-05-20,63.60563278198242
2022-05-23,64.29107666015625
2022-05-24,66.15023803710938
2022-05-25,65.84976196289062
2022-05-26,65.61502075195312
2022-05-27,65.5492935180664
2022-05-31,65.48356628417969
2022-06-01,64.78873443603516
2022-06-02,64.0187759399414
2022-06-03,63.624412536621094
2022-06-06,64.27230072021484
2022-06-07,64.7981185913086
2022-06-08,64.75117492675781
2022-06-09,64.469482421875
2022-06-10,65.33333587646484
2022-06-13,64.65727996826172
2022-06-14,64.16901397705078
2022-06-15,63.66197204589844
2022-06-16,63.5399055480957
2022-06-17,63.41783905029297
2022-06-21,64.65727996826172
2022-06-22,63.7746467590332
2022-06-23,65.08920288085938
2022-06-24,66.40375518798828
2022-06-27,66.62910461425781
2022-06-28,66.54460144042969
2022-06-29,67.24882507324219
2022-06-30,66.98591613769531
2022-07-01,67.39906311035156
2022-07-05,67.8591537475586
2022-07-06,68.30986022949219
2022-07-07,68.39436340332031
2022-07-08,68.0938949584961
2022-07-11,68.31925201416016
2022-07-12,68.53520965576172
2022-07-13,69.38027954101562
2022-07-14,68.41314697265625
2022-07-15,68.02816772460938
2022-07-18,67.33333587646484
2022-07-19,67.55868530273438
2022-07-20,66.20657348632812
2022-07-21,65.95304870605469
2022-07-22,66.7981185913086
2022-07-25,67.69953155517578
2022-07-26,68.46009063720703
2022-07-27,67.80281829833984
2022-07-28,68.78873443603516
2022-07-29,69.408447265625
2022-08-01,70.17840576171875
2022-08-02,69.36150360107422
2022-08-03,69.44600677490234
2022-08-04,69.3145523071289
2022-08-05,70.46009063720703
2022-08-08,70.12206268310547
2022-08-09,70.6103286743164
2022-08-10,70.90140533447266
2022-08-11,70.78873443603516
2022-08-12,71.00469207763672
2022-08-15,71.22065734863281
2022-08-16,71.26760864257812
2022-08-17,71.10797882080078
2022-08-18,71.27699279785156
2022-08-19,71.99060821533203
2022-08-22,71.00469207763672
2022-08-23,71.53990936279297
2022-08-24,71.45539855957031
2022-08-25,71.21126556396484
2022-08-26,69.34272003173828
2022-08-29,69.68074798583984
2022-08-30,68.73239135742188
2022-08-31,68.30046844482422
2022-09-01,68.86385345458984
2022-09-02,68.26290893554688
2022-09-06,67.8591537475586
2022-09-07,68.7042236328125
2022-09-08,67.37089538574219
2022-09-09,67.66197204589844
2022-09-12,68.20657348632812
2022-09-13,66.49765014648438
2022-09-14,66.20657348632812
2022-09-15,66.04695129394531
2022-09-16,66.74178314208984
2022-09-19,67.11737060546875
2022-09-20,67.10797882080078
2022-09-21,68.46009063720703
2022-09-22,69.11737060546875
2022-09-23,68.58216094970703
2022-09-26,68.47887420654297
2022-09-27,67.60563659667969
2022-09-28,68.30046844482422
2022-09-29,67.1549301147461
2022-09-30,65.408447265625
2022-10-03,66.73239135742188
2022-10-04,67.71830749511719
2022-10-05,67.50234985351562
2022-10-06,65.7652587890625
2022-10-07,65.39906311035156
2022-10-10,66.52582550048828
2022-10-11,67.56807708740234
2022-10-12,67.63380432128906
2022-10-13,68.6854476928711
2022-10-14,67.58685302734375
2022-10-17,67.81221008300781
2022-10-18,69.00469207763672
2022-10-19,69.08920288085938
2022-10-20,67.38027954101562
2022-10-21,67.83098602294922
2022-10-24,68.69483947753906
2022-10-25,69.56807708740234
2022-10-26,69.34272003173828
2022-10-27,70.67605590820312
2022-10-28,72.10328674316406
2022-10-31,72.13145446777344
2022-11-01,71.35211181640625
2022-11-02,71.19248962402344
2022-11-03,65.26760864257812
2022-11-04,65.59624481201172
2022-11-07,66.93896484375
2022-11-08,67.06103515625
2022-11-09,66.66666412353516
2022-11-10,66.6854476928711
2022-11-11,64.76995086669922
2022-11-14,65.12676239013672
2022-11-15,65.11737060546875
2022-11-16,66.08451080322266
2022-11-17,65.75586700439453
2022-11-18,66.30046844482422
2022-11-21,67.42723083496094
2022-11-22,67.63380432128906
2022-11-23,68.08451080322266
2022-11-25,68.3568115234375
2022-11-28,68.28169250488281
2022-11-29,67.9812240600586
2022-11-30,68.49765014648438
2022-12-01,68.73239135742188
2022-12-02,69.32394409179688
2022-12-05,68.87323760986328
2022-12-06,68.6103286743164
2022-12-07,69.38027954101562
2022-12-08,68.97652435302734
2022-12-09,67.92488098144531
2022-12-12,69.52112579345703
2022-12-13,69.16432189941406
2022-12-14,69.22065734863281
2022-12-15,68.08451080322266
2022-12-16,66.93896484375
2022-12-19,67.14553833007812
2022-12-20,66.64788818359375
2022-12-21,67.42723083496094
2022-12-22,67.2957763671875
2022-12-23,67.77465057373047
2022-12-27,68.2347412109375
2022-12-28,67.34272003173828
2022-12-29,67.10797882080078
2022-12-30,66.89202117919922
2023-01-03,66.9201889038086
2023-01-04,66.41314697265625
2023-01-05,66.34741973876953
2023-01-06,68.02816772460938
2023-01-09,67.02347564697266
2023-01-10,66.43192291259766
2023-01-11,66.49765014648438
2023-01-12,65.95304870605469
2023-01-13,65.72769927978516
2023-01-17,65.46479034423828
2023-01-18,63.22065734863281
2023-01-19,63.20187759399414
2023-01-20,63.38028335571289
2023-01-23,63.18309783935547
2023-01-24,63.5399055480957
2023-01-25,63.86854553222656
2023-01-26,63.3990592956543
2023-01-27,63.474178314208984
2023-01-30,63.93427276611328
2023-01-31,64.39436340332031
2023-02-01,64.0938949584961
2023-02-02,63.50234603881836
2023-02-03,63.48356628417969
2023-02-06,64.7981185913086
2023-02-07,63.84976577758789
2023-02-08,63.09859085083008
2023-02-09,63.03286361694336
2023-02-10,63.558685302734375
2023-02-13,64.20657348632812
2023-02-14,63.09859085083008
2023-02-15,63.079811096191406
2023-02-16,62.760562896728516
2023-02-17,64.20657348632812
2023-02-21,64.7042236328125
2023-02-22,64.03755950927734
2023-02-23,64.04695129394531
2023-02-24,63.54929733276367
2023-02-27,63.389671325683594
2023-02-28,61.91549301147461
2023-03-01,61.27699661254883
2023-03-02,61.61502456665039
2023-03-03,61.35211181640625
2023-03-06,61.12676239013672
2023-03-07,60.6009407043457
2023-03-08,60.769954681396484
2023-03-09,60.206573486328125
2023-03-10,59.99060821533203
2023-03-13,60.33802795410156
2023-03-14,60.7042236328125
2023-03-15,61.27699661254883
2023-03-16,61.004695892333984
2023-03-17,60.78873062133789
2023-03-20,61.05164337158203
2023-03-21,61.173709869384766
2023-03-22,60.55398941040039
2023-03-23,60.65727615356445
2023-03-24,61.474178314208984
2023-03-27,61.81220626831055
2023-03-28,62.2441291809082
2023-03-29,62.43192672729492
2023-03-30,62.591548919677734
2023-03-31,62.87323760986328
2023-04-03,63.01408386230469
2023-04-04,63.18309783935547
2023-04-05,63.877933502197266
2023-04-06,63.84037780761719
2023-04-10,63.643192291259766
2023-04-11,64.20657348632812
2023-04-12,64.19718170166016
2023-04-13,63.708919525146484
2023-04-14,62.910797119140625
2023-04-17,63.492958068847656
2023-04-18,63.624412536621094
2023-04-19,63.239437103271484
2023-04-20,63.13615036010742
2023-04-21,63.239437103271484
2023-04-24,63.492958068847656
2023-04-25,64.36619567871094
2023-04-26,64.28169250488281
2023-04-27,65.06103515625
2023-04-28,65.51173400878906
2023-05-01,66.469482421875
2023-05-02,66.83567810058594
2023-05-03,67.16432189941406
2023-05-04,66.08451080322266
2023-05-05,66.05633544921875
2023-05-08,66.78873443603516
2023-05-09,66.15962219238281
2023-05-10,66.24413299560547
2023-05-11,66.38497924804688
2023-05-12,66.48826599121094
2023-05-15,65.84037780761719
2023-05-16,65.25821685791016
2023-05-17,64.93896484375
2023-05-18,64.83567810058594
2023-05-19,65.09859466552734
