Date,K
2023-05-22,64.16901397705078
2023-05-23,64.34741973876953
2023-05-24,64.3568115234375
2023-05-25,63.78403854370117
2023-05-26,63.5399055480957
2023-05-30,62.356807708740234
2023-05-31,62.6948356628418
2023-06-01,62.0
2023-06-02,63.27699661254883
2023-06-05,63.38028335571289
2023-06-06,62.75117492675781
2023-06-07,62.328636169433594
2023-06-08,62.507041931152344
2023-06-09,63.061031341552734
2023-06-12,61.408451080322266
2023-06-13,61.57746505737305
2023-06-14,62.10328674316406
2023-06-15,61.91549301147461
2023-06-16,62.2441291809082
2023-06-20,61.558685302734375
2023-06-21,61.258216857910156
2023-06-22,61.54929733276367
2023-06-23,61.18309783935547
2023-06-26,61.59624481201172
2023-06-27,62.62910842895508
2023-06-28,61.54929733276367
2023-06-29,62.741783142089844
2023-06-30,63.28638458251953
2023-07-03,64.36619567871094
2023-07-05,64.22534942626953
2023-07-06,64.20657348632812
2023-07-07,63.089202880859375
2023-07-10,62.90140914916992
2023-07-11,63.34272384643555
2023-07-12,63.7652587890625
2023-07-13,63.50234603881836
2023-07-14,63.43661880493164
2023-07-17,62.64788818359375
2023-07-18,62.55398941040039
2023-07-19,63.079811096191406
2023-07-20,63.59624481201172
2023-07-21,63.643192291259766
2023-07-24,63.708919525146484
2023-07-25,63.81220626831055
2023-07-26,63.41783905029297
2023-07-27,63.03286361694336
2023-07-28,63.45539855957031
2023-07-31,62.80751037597656
2023-08-01,62.15023422241211
2023-08-02,62.57276916503906
2023-08-03,62.206573486328125
2023-08-04,60.845069885253906
2023-08-07,60.854461669921875
2023-08-08,59.58685302734375
2023-08-09,59.708919525146484
2023-08-10,59.708919525146484
2023-08-11,60.07511520385742
2023-08-14,60.01877975463867
2023-08-15,59.27699661254883
2023-08-16,58.272300720214844
2023-08-17,57.68075180053711
2023-08-18,58.07511520385742
2023-08-21,57.389671325683594
2023-08-22,57.04225540161133
2023-08-23,57.13615036010742
2023-08-24,57.11737060546875
2023-08-25,57.50234603881836
2023-08-28,57.624412536621094
2023-08-29,57.73708724975586
2023-08-30,57.943660736083984
2023-08-31,57.2957763671875
2023-09-01,56.2347412109375
2023-09-05,55.84037780761719
2023-09-06,55.68075180053711
2023-09-07,55.74647903442383
2023-09-08,55.793426513671875
2023-09-11,56.197181701660156
2023-09-12,55.962440490722656
2023-09-13,55.323944091796875
2023-09-14,56.25352096557617
2023-09-15,56.30046844482422
2023-09-18,56.48826217651367
2023-09-19,56.610328674316406
2023-09-20,57.04225540161133
2023-09-21,56.769954681396484
2023-09-22,56.53520965576172
2023-09-25,55.859153747558594
2023-09-26,55.56807327270508
2023-09-27,55.51173782348633
2023-09-28,55.58685302734375
2023-09-29,55.877933502197266
2023-10-02,52.5
2023-10-03,52.9900016784668
2023-10-04,52.970001220703125
2023-10-05,50.63999938964844
2023-10-06,50.43000030517578
2023-10-09,50.5
2023-10-10,50.709999084472656
2023-10-11,49.529998779296875
2023-10-12,48.619998931884766
2023-10-13,49.86000061035156
2023-10-16,50.290000915527344
2023-10-17,50.619998931884766
2023-10-18,50.310001373291016
2023-10-19,49.88999938964844
2023-10-20,50.119998931884766
2023-10-23,49.369998931884766
2023-10-24,50.2599983215332
2023-10-25,50.959999084472656
2023-10-26,50.869998931884766
2023-10-27,50.400001525878906
2023-10-30,50.20000076293945
2023-10-31,50.470001220703125
2023-11-01,50.599998474121094
2023-11-02,51.72999954223633
2023-11-03,52.060001373291016
2023-11-06,51.34000015258789
2023-11-07,50.900001525878906
2023-11-08,51.9900016784668
2023-11-09,52.0
2023-11-10,51.81999969482422
2023-11-13,52.209999084472656
2023-11-14,52.58000183105469
2023-11-15,52.29999923706055
2023-11-16,52.20000076293945
2023-11-17,52.79999923706055
2023-11-20,52.52000045776367
2023-11-21,52.81999969482422
2023-11-22,52.97999954223633
2023-11-24,53.470001220703125
2023-11-27,52.5
2023-11-28,52.279998779296875
2023-11-29,51.65999984741211
2023-11-30,52.540000915527344
2023-12-01,52.880001068115234
2023-12-04,53.650001525878906
2023-12-05,53.349998474121094
2023-12-06,53.709999084472656
2023-12-07,54.15999984741211
2023-12-08,53.70000076293945
2023-12-11,54.25
2023-12-12,54.040000915527344
2023-12-13,55.29999923706055
2023-12-14,54.83000183105469
2023-12-15,53.77000045776367
2023-12-18,53.93000030517578
2023-12-19,53.63999938964844
2023-12-20,53.029998779296875
2023-12-21,53.849998474121094
2023-12-22,54.47999954223633
2023-12-26,55.0
2023-12-27,55.16999816894531
2023-12-28,55.619998931884766
2023-12-29,55.90999984741211
2024-01-02,57.7599983215332
2024-01-03,57.47999954223633
2024-01-04,56.84000015258789
2024-01-05,56.65999984741211
2024-01-08,56.540000915527344
2024-01-09,56.38999938964844
2024-01-10,55.790000915527344
2024-01-11,55.25
2024-01-12,55.41999816894531
2024-01-16,54.13999938964844
2024-01-17,54.529998779296875
2024-01-18,54.560001373291016
2024-01-19,53.93000030517578
2024-01-22,53.61000061035156
2024-01-23,54.45000076293945
2024-01-24,53.470001220703125
2024-01-25,54.630001068115234
2024-01-26,54.7400016784668
2024-01-29,54.790000915527344
2024-01-30,55.290000915527344
2024-01-31,54.7599983215332
2024-02-01,55.619998931884766
2024-02-02,55.060001373291016
2024-02-05,54.119998931884766
2024-02-06,54.43000030517578
2024-02-07,53.689998626708984
2024-02-08,54.939998626708984
2024-02-09,53.4900016784668
2024-02-12,54.650001525878906
2024-02-13,54.209999084472656
2024-02-14,53.9900016784668
2024-02-15,55.38999938964844
2024-02-16,55.470001220703125
2024-02-20,56.130001068115234
2024-02-21,56.45000076293945
2024-02-22,56.97999954223633
2024-02-23,56.43000030517578
2024-02-26,56.439998626708984
2024-02-27,55.630001068115234
2024-02-28,56.11000061035156
2024-02-29,55.150001525878906
2024-03-01,54.83000183105469
2024-03-04,53.720001220703125
2024-03-05,53.41999816894531
2024-03-06,53.86000061035156
2024-03-07,53.599998474121094
2024-03-08,54.209999084472656
2024-03-11,54.150001525878906
2024-03-12,53.849998474121094
2024-03-13,54.0
2024-03-14,52.939998626708984
2024-03-15,53.560001373291016
2024-03-18,54.77000045776367
2024-03-19,55.20000076293945
2024-03-20,55.13999938964844
2024-03-21,56.11000061035156
2024-03-22,55.54999923706055
2024-03-25,55.650001525878906
2024-03-26,55.88999938964844
2024-03-27,56.650001525878906
2024-03-28,57.290000915527344
2024-04-01,57.060001373291016
2024-04-02,57.66999816894531
2024-04-03,56.59000015258789
2024-04-04,57.58000183105469
2024-04-05,57.45000076293945
2024-04-08,57.47999954223633
2024-04-09,57.119998931884766
2024-04-10,57.0099983215332
2024-04-11,56.16999816894531
2024-04-12,55.41999816894531
2024-04-15,55.400001525878906
2024-04-16,55.5099983215332
2024-04-17,56.06999969482422
2024-04-18,56.540000915527344
2024-04-19,57.380001068115234
2024-04-22,57.97999954223633
2024-04-23,58.13999938964844
2024-04-24,58.75
2024-04-25,58.45000076293945
2024-04-26,57.72999954223633
2024-04-29,58.209999084472656
2024-04-30,57.86000061035156
2024-05-01,56.97999954223633
2024-05-02,61.279998779296875
2024-05-03,60.5099983215332
2024-05-06,60.040000915527344
2024-05-07,61.63999938964844
2024-05-08,62.33000183105469
2024-05-09,61.599998474121094
2024-05-10,61.86000061035156
2024-05-13,62.4900016784668
2024-05-14,62.560001373291016
2024-05-15,61.83000183105469
2024-05-16,62.13999938964844
2024-05-17,61.560001373291016
2024-05-20,62.08000183105469
2024-05-21,62.25
2024-05-22,61.63999938964844
2024-05-23,61.33000183105469
2024-05-24,61.040000915527344
2024-05-28,59.5
2024-05-29,59.599998474121094
2024-05-30,59.34000015258789
2024-05-31,60.34000015258789
2024-06-03,59.88999938964844
2024-06-04,60.47999954223633
2024-06-05,59.79999923706055
2024-06-06,60.09000015258789
2024-06-07,59.630001068115234
2024-06-10,59.09000015258789
2024-06-11,59.709999084472656
2024-06-12,58.7599983215332
2024-06-13,58.72999954223633
2024-06-14,57.52000045776367
2024-06-17,58.119998931884766
2024-06-18,58.79999923706055
2024-06-20,57.720001220703125
2024-06-21,57.47999954223633
2024-06-24,58.2599983215332
2024-06-25,58.06999969482422
2024-06-26,57.380001068115234
2024-06-27,57.68000030517578
2024-06-28,57.68000030517578
2024-07-01,56.720001220703125
2024-07-02,56.70000076293945
2024-07-03,56.66999816894531
2024-07-05,56.380001068115234
2024-07-08,56.189998626708984
2024-07-09,56.369998931884766
2024-07-10,56.88999938964844
2024-07-11,56.84000015258789
2024-07-12,56.540000915527344
2024-07-15,56.31999969482422
2024-07-16,57.04999923706055
2024-07-17,58.95000076293945
2024-07-18,58.83000183105469
2024-07-19,57.959999084472656
2024-07-22,57.61000061035156
2024-07-23,56.61000061035156
2024-07-24,57.22999954223633
2024-07-25,57.279998779296875
2024-07-26,57.470001220703125
2024-07-29,57.130001068115234
2024-07-30,57.54999923706055
2024-07-31,58.150001525878906
2024-08-01,62.04999923706055
2024-08-02,62.97999954223633
2024-08-05,73.19999694824219
2024-08-06,73.3499984741211
2024-08-07,72.95999908447266
2024-08-08,74.3499984741211
2024-08-09,74.87999725341797
2024-08-12,73.98999786376953
2024-08-13,74.5
2024-08-14,80.27999877929688
2024-08-15,80.27999877929688
2024-08-16,80.29000091552734
2024-08-19,80.26000213623047
2024-08-20,80.30000305175781
2024-08-21,80.58999633789062
2024-08-22,80.63999938964844
2024-08-23,80.66999816894531
2024-08-26,80.68000030517578
2024-08-27,80.79000091552734
2024-08-28,80.62000274658203
2024-08-29,80.52999877929688
2024-08-30,80.61000061035156
2024-09-03,80.16000366210938
2024-09-04,80.19000244140625
2024-09-05,80.19000244140625
2024-09-06,80.08999633789062
2024-09-09,80.16999816894531
2024-09-10,80.0
2024-09-11,79.91999816894531
2024-09-12,80.26000213623047
2024-09-13,80.68000030517578
2024-09-16,80.68000030517578
2024-09-17,80.63999938964844
2024-09-18,80.6500015258789
2024-09-19,80.6500015258789
2024-09-20,80.80999755859375
2024-09-23,80.62000274658203
2024-09-24,80.66999816894531
2024-09-25,80.58999633789062
2024-09-26,80.63999938964844
2024-09-27,80.77999877929688
2024-09-30,80.70999908447266
2024-10-01,80.6500015258789
2024-10-02,80.58999633789062
2024-10-03,80.62999725341797
2024-10-04,80.61000061035156
2024-10-07,80.62000274658203
2024-10-08,80.55999755859375
2024-10-09,80.55999755859375
2024-10-10,80.54000091552734
2024-10-11,80.55000305175781
2024-10-14,80.62999725341797
2024-10-15,80.93000030517578
2024-10-16,81.05999755859375
2024-10-17,81.0199966430664
2024-10-18,81.05000305175781
2024-10-21,81.16999816894531
2024-10-22,80.91999816894531
2024-10-23,80.95999908447266
2024-10-24,81.02999877929688
2024-10-25,80.87999725341797
2024-10-28,80.5999984741211
2024-10-29,80.56999969482422
2024-10-30,80.8499984741211
2024-10-31,80.6500015258789
2024-11-01,80.61000061035156
2024-11-04,80.5999984741211
2024-11-05,80.86000061035156
2024-11-06,80.94000244140625
2024-11-07,80.66000366210938
2024-11-08,81.0
2024-11-11,81.0999984741211
2024-11-12,81.02999877929688
2024-11-13,81.18000030517578
2024-11-14,80.8499984741211
2024-11-15,80.56999969482422
2024-11-18,80.5999984741211
2024-11-19,80.55000305175781
2024-11-20,80.77999877929688
2024-11-21,81.0199966430664
