Date,SPOT
2022-02-28,156.19000244140625
2022-03-01,151.25
2022-03-02,149.47999572753906
2022-03-03,139.9199981689453
2022-03-04,135.1699981689453
2022-03-07,130.50999450683594
2022-03-08,131.67999267578125
2022-03-09,136.4199981689453
2022-03-10,132.6699981689453
2022-03-11,124.29000091552734
2022-03-14,119.47000122070312
2022-03-15,123.83999633789062
2022-03-16,133.5800018310547
2022-03-17,138.72999572753906
2022-03-18,144.77999877929688
2022-03-21,140.4199981689453
2022-03-22,147.47000122070312
2022-03-23,148.57000732421875
2022-03-24,149.25999450683594
2022-03-25,146.0399932861328
2022-03-28,150.1300048828125
2022-03-29,157.30999755859375
2022-03-30,156.16000366210938
2022-03-31,151.02000427246094
2022-04-01,153.6999969482422
2022-04-04,158.83999633789062
2022-04-05,148.91000366210938
2022-04-06,145.63999938964844
2022-04-07,141.38999938964844
2022-04-08,141.27999877929688
2022-04-11,139.61000061035156
2022-04-12,138.89999389648438
2022-04-13,141.33999633789062
2022-04-14,136.27000427246094
2022-04-18,134.42999267578125
2022-04-19,137.41000366210938
2022-04-20,122.48999786376953
2022-04-21,112.62000274658203
2022-04-22,110.20999908447266
2022-04-25,112.13999938964844
2022-04-26,110.41000366210938
2022-04-27,96.66999816894531
2022-04-28,102.68000030517578
2022-04-29,101.6500015258789
2022-05-02,108.86000061035156
2022-05-03,109.48999786376953
2022-05-04,112.55000305175781
2022-05-05,105.58999633789062
2022-05-06,104.68000030517578
2022-05-09,94.44000244140625
2022-05-10,99.16999816894531
2022-05-11,91.94000244140625
2022-05-12,97.08000183105469
2022-05-13,106.08999633789062
2022-05-16,101.05000305175781
2022-05-17,105.05999755859375
2022-05-18,104.4000015258789
2022-05-19,105.7699966430664
2022-05-20,107.2699966430664
2022-05-23,109.06999969482422
2022-05-24,103.5
2022-05-25,108.79000091552734
2022-05-26,108.62000274658203
2022-05-27,112.97000122070312
2022-05-31,112.7699966430664
2022-06-01,110.0
2022-06-02,116.5
2022-06-03,112.2300033569336
2022-06-06,111.04000091552734
2022-06-07,109.43000030517578
2022-06-08,116.02999877929688
2022-06-09,111.93000030517578
2022-06-10,102.2300033569336
2022-06-13,98.61000061035156
2022-06-14,98.05000305175781
2022-06-15,105.3499984741211
2022-06-16,97.8499984741211
2022-06-17,99.2699966430664
2022-06-21,101.4000015258789
2022-06-22,99.33000183105469
2022-06-23,102.19000244140625
2022-06-24,107.0
2022-06-27,106.2699966430664
2022-06-28,99.0
2022-06-29,97.95999908447266
2022-06-30,93.83000183105469
2022-07-01,97.5199966430664
2022-07-05,104.83000183105469
2022-07-06,102.87000274658203
2022-07-07,105.83000183105469
2022-07-08,104.23999786376953
2022-07-11,99.1500015258789
2022-07-12,99.58000183105469
2022-07-13,99.20999908447266
2022-07-14,96.31999969482422
2022-07-15,102.33000183105469
2022-07-18,103.56999969482422
2022-07-19,108.68000030517578
2022-07-20,113.25
2022-07-21,115.62000274658203
2022-07-22,111.6500015258789
2022-07-25,110.41999816894531
2022-07-26,103.97000122070312
2022-07-27,116.61000061035156
2022-07-28,114.58999633789062
2022-07-29,113.0199966430664
2022-08-01,115.3499984741211
2022-08-02,116.0
2022-08-03,120.45999908447266
2022-08-04,122.4000015258789
2022-08-05,118.7300033569336
2022-08-08,119.69999694824219
2022-08-09,115.55999755859375
2022-08-10,120.08999633789062
2022-08-11,122.7300033569336
2022-08-12,123.62999725341797
2022-08-15,122.5999984741211
2022-08-16,120.0999984741211
2022-08-17,114.1500015258789
2022-08-18,114.38999938964844
2022-08-19,111.43000030517578
2022-08-22,109.5999984741211
2022-08-23,108.02999877929688
2022-08-24,110.05000305175781
2022-08-25,113.52999877929688
2022-08-26,109.30999755859375
2022-08-29,108.55999755859375
2022-08-30,107.2300033569336
2022-08-31,108.1500015258789
2022-09-01,106.5199966430664
2022-09-02,104.41999816894531
2022-09-06,102.58999633789062
2022-09-07,105.86000061035156
2022-09-08,105.18000030517578
2022-09-09,110.27999877929688
2022-09-12,111.33999633789062
2022-09-13,101.95999908447266
2022-09-14,102.44999694824219
2022-09-15,103.95999908447266
2022-09-16,100.33999633789062
2022-09-19,99.69999694824219
2022-09-20,97.26000213623047
2022-09-21,95.38999938964844
2022-09-22,92.44999694824219
2022-09-23,89.33999633789062
2022-09-26,89.13999938964844
2022-09-27,89.5
2022-09-28,92.87999725341797
2022-09-29,86.83999633789062
2022-09-30,86.30000305175781
2022-10-03,89.0
2022-10-04,94.62999725341797
2022-10-05,91.4000015258789
2022-10-06,92.25
2022-10-07,88.01000213623047
2022-10-10,85.97000122070312
2022-10-11,82.12999725341797
2022-10-12,83.18000030517578
2022-10-13,82.6500015258789
2022-10-14,81.79000091552734
2022-10-17,86.72000122070312
2022-10-18,88.04000091552734
2022-10-19,88.75
2022-10-20,87.73999786376953
2022-10-21,88.69999694824219
2022-10-24,94.66000366210938
2022-10-25,97.05000305175781
2022-10-26,84.41999816894531
2022-10-27,81.73999786376953
2022-10-28,83.36000061035156
2022-10-31,80.58000183105469
2022-11-01,80.16999816894531
2022-11-02,75.0
2022-11-03,71.72000122070312
2022-11-04,71.05000305175781
2022-11-07,73.44000244140625
2022-11-08,73.2699966430664
2022-11-09,71.4000015258789
2022-11-10,78.44000244140625
2022-11-11,83.70999908447266
2022-11-14,82.5
2022-11-15,85.11000061035156
2022-11-16,82.5
2022-11-17,79.44999694824219
2022-11-18,76.98999786376953
2022-11-21,74.12000274658203
2022-11-22,75.25
2022-11-23,78.26000213623047
2022-11-25,78.7300033569336
2022-11-28,76.7300033569336
2022-11-29,75.0999984741211
2022-11-30,79.41999816894531
2022-12-01,79.44999694824219
2022-12-02,80.30999755859375
2022-12-05,78.30999755859375
2022-12-06,75.16000366210938
2022-12-07,75.72000122070312
2022-12-08,77.80000305175781
2022-12-09,78.16999816894531
2022-12-12,79.7300033569336
2022-12-13,80.95999908447266
2022-12-14,79.31999969482422
2022-12-15,72.36000061035156
2022-12-16,74.73999786376953
2022-12-19,73.26000213623047
2022-12-20,76.51000213623047
2022-12-21,77.48999786376953
2022-12-22,77.95999908447266
2022-12-23,77.69999694824219
2022-12-27,76.5199966430664
2022-12-28,76.61000061035156
2022-12-29,79.01000213623047
2022-12-30,78.94999694824219
2023-01-03,81.9000015258789
2023-01-04,81.33000183105469
2023-01-05,81.58000183105469
2023-01-06,83.54000091552734
2023-01-09,85.04000091552734
2023-01-10,90.79000091552734
2023-01-11,91.75
2023-01-12,91.19999694824219
2023-01-13,92.05999755859375
2023-01-17,91.75
2023-01-18,92.7300033569336
2023-01-19,93.58000183105469
2023-01-20,97.91000366210938
2023-01-23,99.94000244140625
2023-01-24,99.29000091552734
2023-01-25,100.02999877929688
2023-01-26,101.30000305175781
2023-01-27,102.23999786376953
2023-01-30,100.0
2023-01-31,112.72000122070312
2023-02-01,118.13999938964844
2023-02-02,122.56999969482422
2023-02-03,121.16999816894531
2023-02-06,122.91999816894531
2023-02-07,125.37999725341797
2023-02-08,123.68000030517578
2023-02-09,120.83000183105469
2023-02-10,125.16000366210938
2023-02-13,122.31999969482422
2023-02-14,126.0999984741211
2023-02-15,128.27000427246094
2023-02-16,125.56999969482422
2023-02-17,125.33000183105469
2023-02-21,120.3499984741211
2023-02-22,120.06999969482422
2023-02-23,118.86000061035156
2023-02-24,117.13999938964844
2023-02-27,116.83999633789062
2023-02-28,116.30000305175781
2023-03-01,117.19999694824219
2023-03-02,118.4800033569336
2023-03-03,123.73999786376953
2023-03-06,126.37999725341797
2023-03-07,126.33000183105469
2023-03-08,126.98999786376953
2023-03-09,123.93000030517578
2023-03-10,121.66000366210938
2023-03-13,123.38999938964844
2023-03-14,125.54000091552734
2023-03-15,125.6500015258789
2023-03-16,129.2100067138672
2023-03-17,127.08999633789062
2023-03-20,126.41000366210938
2023-03-21,128.80999755859375
2023-03-22,128.1999969482422
2023-03-23,131.0500030517578
2023-03-24,128.3000030517578
2023-03-27,129.47999572753906
2023-03-28,128.1199951171875
2023-03-29,129.8699951171875
2023-03-30,130.8300018310547
2023-03-31,133.6199951171875
2023-04-03,136.44000244140625
2023-04-04,134.8800048828125
2023-04-05,131.25
2023-04-06,132.47999572753906
2023-04-10,132.25
2023-04-11,131.27999877929688
2023-04-12,130.9199981689453
2023-04-13,134.9600067138672
2023-04-14,134.74000549316406
2023-04-17,133.77999877929688
2023-04-18,134.57000732421875
2023-04-19,133.55999755859375
2023-04-20,133.3300018310547
2023-04-21,133.75999450683594
2023-04-24,131.4499969482422
2023-04-25,138.1999969482422
2023-04-26,133.1199951171875
2023-04-27,132.1699981689453
2023-04-28,133.60000610351562
2023-05-01,138.42999267578125
2023-05-02,136.38999938964844
2023-05-03,138.05999755859375
2023-05-04,140.47999572753906
2023-05-05,141.75
2023-05-08,144.52999877929688
2023-05-09,143.6999969482422
2023-05-10,147.74000549316406
2023-05-11,147.05999755859375
2023-05-12,142.52999877929688
2023-05-15,144.22000122070312
2023-05-16,146.32000732421875
2023-05-17,146.0
2023-05-18,151.47999572753906
2023-05-19,149.42999267578125
2023-05-22,148.60000610351562
2023-05-23,147.6699981689453
2023-05-24,147.0399932861328
2023-05-25,147.64999389648438
2023-05-26,150.30999755859375
2023-05-30,148.00999450683594
2023-05-31,148.89999389648438
2023-06-01,153.9199981689453
2023-06-02,151.74000549316406
2023-06-05,156.33999633789062
2023-06-06,153.02999877929688
2023-06-07,148.30999755859375
2023-06-08,149.47000122070312
2023-06-09,150.47999572753906
2023-06-12,150.60000610351562
2023-06-13,151.5399932861328
2023-06-14,151.64999389648438
2023-06-15,152.17999267578125
2023-06-16,159.99000549316406
2023-06-20,156.82000732421875
2023-06-21,155.92999267578125
2023-06-22,159.08999633789062
2023-06-23,157.49000549316406
2023-06-26,153.77999877929688
2023-06-27,158.6199951171875
2023-06-28,160.57000732421875
2023-06-29,159.25999450683594
2023-06-30,160.5500030517578
2023-07-03,160.55999755859375
2023-07-05,160.72999572753906
2023-07-06,156.6199951171875
2023-07-07,156.97000122070312
2023-07-10,157.38999938964844
2023-07-11,160.5800018310547
2023-07-12,165.7899932861328
2023-07-13,171.10000610351562
2023-07-14,172.02999877929688
2023-07-17,179.1699981689453
2023-07-18,179.5800018310547
2023-07-19,179.83999633789062
2023-07-20,172.47999572753906
2023-07-21,171.7100067138672
2023-07-24,163.72000122070312
2023-07-25,140.3800048828125
2023-07-26,149.1300048828125
2023-07-27,144.52000427246094
2023-07-28,148.60000610351562
2023-07-31,149.41000366210938
2023-08-01,150.83999633789062
2023-08-02,146.50999450683594
2023-08-03,145.4199981689453
2023-08-04,144.1199951171875
