Date,ECL
2022-06-09,164.7100067138672
2022-06-10,158.74000549316406
2022-06-13,152.7899932861328
2022-06-14,150.27999877929688
2022-06-15,150.0399932861328
2022-06-16,145.6300048828125
2022-06-17,148.1699981689453
2022-06-21,148.58999633789062
2022-06-22,151.24000549316406
2022-06-23,154.2899932861328
2022-06-24,159.64999389648438
2022-06-27,156.91000366210938
2022-06-28,153.3000030517578
2022-06-29,153.47000122070312
2022-06-30,153.75999450683594
2022-07-01,157.6699981689453
2022-07-05,158.02000427246094
2022-07-06,159.38999938964844
2022-07-07,158.88999938964844
2022-07-08,155.61000061035156
2022-07-11,154.27000427246094
2022-07-12,157.77999877929688
2022-07-13,155.61000061035156
2022-07-14,153.7100067138672
2022-07-15,155.17999267578125
2022-07-18,151.7100067138672
2022-07-19,157.8000030517578
2022-07-20,159.39999389648438
2022-07-21,163.33999633789062
2022-07-22,162.99000549316406
2022-07-25,162.77000427246094
2022-07-26,158.3699951171875
2022-07-27,160.63999938964844
2022-07-28,162.97000122070312
2022-07-29,165.1699981689453
2022-08-01,167.0500030517578
2022-08-02,165.36000061035156
2022-08-03,167.02999877929688
2022-08-04,166.82000732421875
2022-08-05,166.5
2022-08-08,164.7100067138672
2022-08-09,163.0399932861328
2022-08-10,170.6999969482422
2022-08-11,171.1300048828125
2022-08-12,174.08999633789062
2022-08-15,176.55999755859375
2022-08-16,177.02000427246094
2022-08-17,174.9499969482422
2022-08-18,175.3800048828125
2022-08-19,171.77999877929688
2022-08-22,169.1300048828125
2022-08-23,167.52000427246094
2022-08-24,168.91000366210938
2022-08-25,170.94000244140625
2022-08-26,165.25999450683594
2022-08-29,164.92999267578125
2022-08-30,165.38999938964844
2022-08-31,163.8300018310547
2022-09-01,162.39999389648438
2022-09-02,161.63999938964844
2022-09-06,163.02999877929688
2022-09-07,170.9199981689453
2022-09-08,170.9199981689453
2022-09-09,172.63999938964844
2022-09-12,174.89999389648438
2022-09-13,166.3000030517578
2022-09-14,164.63999938964844
2022-09-15,161.80999755859375
2022-09-16,157.63999938964844
2022-09-19,159.8000030517578
2022-09-20,156.52000427246094
2022-09-21,151.8000030517578
2022-09-22,149.47000122070312
2022-09-23,149.25999450683594
2022-09-26,146.33999633789062
2022-09-27,144.02999877929688
2022-09-28,148.72999572753906
2022-09-29,145.9199981689453
2022-09-30,144.4199981689453
2022-10-03,149.1300048828125
2022-10-04,153.5500030517578
2022-10-05,151.32000732421875
2022-10-06,148.6699981689453
2022-10-07,143.50999450683594
2022-10-10,141.49000549316406
2022-10-11,142.6999969482422
2022-10-12,140.52999877929688
2022-10-13,144.22000122070312
2022-10-14,139.52999877929688
2022-10-17,144.6999969482422
2022-10-18,148.0800018310547
2022-10-19,145.72999572753906
2022-10-20,141.99000549316406
2022-10-21,145.91000366210938
2022-10-24,148.42999267578125
2022-10-25,152.99000549316406
2022-10-26,152.2100067138672
2022-10-27,153.16000366210938
2022-10-28,157.77000427246094
2022-10-31,157.07000732421875
2022-11-01,142.97999572753906
2022-11-02,137.22999572753906
2022-11-03,131.35000610351562
2022-11-04,134.75
2022-11-07,138.32000732421875
2022-11-08,141.49000549316406
2022-11-09,140.64999389648438
2022-11-10,151.6300048828125
2022-11-11,155.67999267578125
2022-11-14,152.88999938964844
2022-11-15,152.77000427246094
2022-11-16,149.8000030517578
2022-11-17,147.89999389648438
2022-11-18,148.11000061035156
2022-11-21,148.32000732421875
2022-11-22,148.9199981689453
2022-11-23,150.05999755859375
2022-11-25,148.9499969482422
2022-11-28,145.47999572753906
2022-11-29,144.91000366210938
2022-11-30,149.8300018310547
2022-12-01,151.94000244140625
2022-12-02,151.36000061035156
2022-12-05,150.4499969482422
2022-12-06,148.42999267578125
2022-12-07,147.97000122070312
2022-12-08,149.1699981689453
2022-12-09,150.35000610351562
2022-12-12,150.50999450683594
2022-12-13,152.72000122070312
2022-12-14,150.44000244140625
2022-12-15,145.33999633789062
2022-12-16,144.0500030517578
2022-12-19,141.2100067138672
2022-12-20,142.83999633789062
2022-12-21,144.3000030517578
2022-12-22,143.0500030517578
2022-12-23,144.5399932861328
2022-12-27,145.4499969482422
2022-12-28,143.8000030517578
2022-12-29,147.7100067138672
2022-12-30,145.55999755859375
2023-01-03,147.2100067138672
2023-01-04,149.75999450683594
2023-01-05,144.8300018310547
2023-01-06,149.4600067138672
2023-01-09,150.22000122070312
2023-01-10,152.1999969482422
2023-01-11,154.25
2023-01-12,153.3800048828125
2023-01-13,154.42999267578125
2023-01-17,153.1999969482422
2023-01-18,150.35000610351562
2023-01-19,148.60000610351562
2023-01-20,152.8800048828125
2023-01-23,154.2899932861328
2023-01-24,153.6699981689453
2023-01-25,152.39999389648438
2023-01-26,151.85000610351562
2023-01-27,152.3300018310547
2023-01-30,150.4600067138672
2023-01-31,154.8300018310547
2023-02-01,155.72999572753906
2023-02-02,159.32000732421875
2023-02-03,153.2899932861328
2023-02-06,151.69000244140625
2023-02-07,152.2899932861328
2023-02-08,151.22000122070312
2023-02-09,145.77000427246094
2023-02-10,146.02000427246094
2023-02-13,147.88999938964844
2023-02-14,158.39999389648438
2023-02-15,163.9499969482422
2023-02-16,161.99000549316406
2023-02-17,162.41000366210938
2023-02-21,158.19000244140625
2023-02-22,159.24000549316406
2023-02-23,158.8000030517578
2023-02-24,158.5800018310547
2023-02-27,159.75999450683594
2023-02-28,159.3699951171875
2023-03-01,158.52000427246094
2023-03-02,161.92999267578125
2023-03-03,163.39999389648438
2023-03-06,161.0
2023-03-07,157.82000732421875
2023-03-08,159.74000549316406
2023-03-09,157.64999389648438
2023-03-10,158.07000732421875
2023-03-13,157.8000030517578
2023-03-14,160.58999633789062
2023-03-15,159.22999572753906
2023-03-16,158.77000427246094
2023-03-17,154.5800018310547
2023-03-20,156.2899932861328
2023-03-21,157.7899932861328
2023-03-22,155.61000061035156
2023-03-23,157.0399932861328
2023-03-24,160.36000061035156
2023-03-27,160.2100067138672
2023-03-28,160.17999267578125
2023-03-29,162.22999572753906
2023-03-30,163.27999877929688
2023-03-31,165.52999877929688
2023-04-03,166.02000427246094
2023-04-04,164.8699951171875
2023-04-05,166.10000610351562
2023-04-06,167.0399932861328
2023-04-10,165.9600067138672
2023-04-11,165.13999938964844
2023-04-12,164.25
2023-04-13,166.75
2023-04-14,164.3699951171875
2023-04-17,163.9499969482422
2023-04-18,164.2899932861328
2023-04-19,164.66000366210938
2023-04-20,164.35000610351562
2023-04-21,165.60000610351562
2023-04-24,166.0800018310547
2023-04-25,164.3000030517578
2023-04-26,162.5800018310547
2023-04-27,166.16000366210938
2023-04-28,167.83999633789062
2023-05-01,168.77999877929688
2023-05-02,174.27999877929688
2023-05-03,173.33999633789062
2023-05-04,172.36000061035156
2023-05-05,173.6699981689453
2023-05-08,172.8300018310547
2023-05-09,172.85000610351562
2023-05-10,174.92999267578125
2023-05-11,174.22000122070312
2023-05-12,174.19000244140625
2023-05-15,173.75
2023-05-16,172.55999755859375
2023-05-17,174.4499969482422
2023-05-18,174.9499969482422
2023-05-19,175.27000427246094
2023-05-22,172.99000549316406
2023-05-23,167.52999877929688
2023-05-24,167.64999389648438
2023-05-25,166.72999572753906
2023-05-26,166.91000366210938
2023-05-30,165.8000030517578
2023-05-31,165.0500030517578
2023-06-01,169.1199951171875
2023-06-02,173.10000610351562
2023-06-05,173.39999389648438
2023-06-06,173.17999267578125
2023-06-07,175.25
2023-06-08,176.97999572753906
2023-06-09,177.47999572753906
2023-06-12,179.02999877929688
2023-06-13,181.47000122070312
2023-06-14,179.80999755859375
2023-06-15,182.22000122070312
2023-06-16,182.0399932861328
2023-06-20,180.60000610351562
2023-06-21,180.77000427246094
2023-06-22,179.8699951171875
2023-06-23,178.14999389648438
2023-06-26,180.39999389648438
2023-06-27,180.91000366210938
2023-06-28,181.0800018310547
2023-06-29,183.8800048828125
2023-06-30,186.69000244140625
2023-07-03,186.5800018310547
2023-07-05,183.75999450683594
2023-07-06,183.1300048828125
2023-07-07,183.39999389648438
2023-07-10,183.69000244140625
2023-07-11,184.66000366210938
2023-07-12,186.77999877929688
2023-07-13,186.3300018310547
2023-07-14,188.4600067138672
2023-07-17,187.57000732421875
2023-07-18,188.61000061035156
2023-07-19,187.27999877929688
2023-07-20,187.74000549316406
2023-07-21,189.1699981689453
2023-07-24,189.42999267578125
2023-07-25,190.85000610351562
2023-07-26,188.9600067138672
2023-07-27,183.8300018310547
2023-07-28,183.5800018310547
2023-07-31,183.13999938964844
2023-08-01,185.1699981689453
2023-08-02,184.91000366210938
2023-08-03,181.49000549316406
2023-08-04,182.52999877929688
2023-08-07,184.50999450683594
2023-08-08,185.2100067138672
2023-08-09,183.3000030517578
2023-08-10,185.0
2023-08-11,184.36000061035156
2023-08-14,184.16000366210938
2023-08-15,181.86000061035156
2023-08-16,182.3000030517578
2023-08-17,180.99000549316406
2023-08-18,179.35000610351562
2023-08-21,180.47000122070312
2023-08-22,180.5500030517578
2023-08-23,180.02000427246094
2023-08-24,178.8699951171875
2023-08-25,180.47999572753906
2023-08-28,180.92999267578125
2023-08-29,183.0500030517578
2023-08-30,183.8699951171875
2023-08-31,183.80999755859375
2023-09-01,182.6999969482422
2023-09-05,182.08999633789062
2023-09-06,181.6199951171875
2023-09-07,181.67999267578125
2023-09-08,182.05999755859375
2023-09-11,183.85000610351562
2023-09-12,182.1199951171875
2023-09-13,180.24000549316406
2023-09-14,177.6699981689453
2023-09-15,177.9600067138672
2023-09-18,175.77999877929688
2023-09-19,176.30999755859375
2023-09-20,177.52999877929688
2023-09-21,172.10000610351562
2023-09-22,171.97999572753906
2023-09-25,172.1699981689453
2023-09-26,168.9600067138672
2023-09-27,167.8699951171875
2023-09-28,169.27000427246094
2023-09-29,169.39999389648438
2023-10-02,166.89999389648438
2023-10-03,165.55999755859375
2023-10-04,169.61000061035156
2023-10-05,168.44000244140625
2023-10-06,169.5399932861328
2023-10-09,167.67999267578125
2023-10-10,169.1300048828125
2023-10-11,169.75
2023-10-12,165.5
2023-10-13,164.6300048828125
2023-10-16,166.30999755859375
2023-10-17,166.2899932861328
2023-10-18,162.25
2023-10-19,160.33999633789062
2023-10-20,159.92999267578125
2023-10-23,159.14999389648438
2023-10-24,160.25
2023-10-25,158.6699981689453
2023-10-26,158.4199981689453
2023-10-27,157.44000244140625
2023-10-30,159.14999389648438
2023-10-31,167.74000549316406
2023-11-01,167.2100067138672
2023-11-02,171.1199951171875
2023-11-03,174.77000427246094
2023-11-06,174.47000122070312
2023-11-07,174.0
2023-11-08,176.69000244140625
2023-11-09,175.69000244140625
2023-11-10,177.89999389648438
2023-11-13,179.0
2023-11-14,183.86000061035156
2023-11-15,183.2899932861328
2023-11-16,185.1300048828125
2023-11-17,184.35000610351562
2023-11-20,184.97999572753906
2023-11-21,186.60000610351562
2023-11-22,186.64999389648438
2023-11-24,187.24000549316406
2023-11-27,189.0
2023-11-28,188.41000366210938
2023-11-29,188.6300048828125
2023-11-30,191.72999572753906
2023-12-01,192.39999389648438
2023-12-04,191.44000244140625
2023-12-05,190.0
2023-12-06,190.3000030517578
2023-12-07,192.4199981689453
2023-12-08,192.1199951171875
2023-12-11,193.4600067138672
2023-12-12,194.02000427246094
2023-12-13,198.5
2023-12-14,196.6999969482422
2023-12-15,196.77999877929688
2023-12-18,196.75
2023-12-19,196.83999633789062
2023-12-20,194.85000610351562
2023-12-21,196.91000366210938
2023-12-22,197.6199951171875
2023-12-26,198.63999938964844
2023-12-27,199.38999938964844
2023-12-28,198.8699951171875
2023-12-29,198.35000610351562
2024-01-02,198.1999969482422
2024-01-03,196.1199951171875
2024-01-04,195.49000549316406
2024-01-05,195.25
2024-01-08,195.97999572753906
2024-01-09,195.92999267578125
2024-01-10,197.38999938964844
2024-01-11,198.02000427246094
2024-01-12,198.9199981689453
2024-01-16,199.0399932861328
2024-01-17,197.44000244140625
2024-01-18,200.4600067138672
2024-01-19,199.8699951171875
2024-01-22,200.8699951171875
2024-01-23,199.17999267578125
2024-01-24,196.6199951171875
2024-01-25,198.6199951171875
2024-01-26,198.49000549316406
2024-01-29,199.25
2024-01-30,200.74000549316406
2024-01-31,198.22000122070312
2024-02-01,200.02999877929688
2024-02-02,199.3300018310547
2024-02-05,195.5500030517578
2024-02-06,199.9499969482422
2024-02-07,203.0
2024-02-08,202.88999938964844
2024-02-09,202.72000122070312
2024-02-12,202.97999572753906
2024-02-13,221.17999267578125
2024-02-14,216.97000122070312
2024-02-15,216.47000122070312
2024-02-16,215.3800048828125
2024-02-20,216.38999938964844
2024-02-21,216.92999267578125
2024-02-22,219.72000122070312
2024-02-23,222.33999633789062
2024-02-26,220.27999877929688
2024-02-27,222.08999633789062
2024-02-28,225.00999450683594
2024-02-29,224.83999633789062
2024-03-01,225.50999450683594
2024-03-04,225.89999389648438
2024-03-05,223.41000366210938
2024-03-06,223.5399932861328
2024-03-07,224.57000732421875
2024-03-08,223.4600067138672
2024-03-11,223.89999389648438
2024-03-12,223.55999755859375
2024-03-13,225.17999267578125
2024-03-14,224.8300018310547
2024-03-15,226.6999969482422
2024-03-18,228.1199951171875
2024-03-19,227.33999633789062
2024-03-20,228.61000061035156
2024-03-21,228.82000732421875
2024-03-22,229.27000427246094
2024-03-25,227.07000732421875
2024-03-26,228.22999572753906
2024-03-27,231.75999450683594
2024-03-28,230.89999389648438
2024-04-01,227.92999267578125
2024-04-02,227.4499969482422
2024-04-03,228.25999450683594
2024-04-04,224.5800018310547
2024-04-05,227.75
2024-04-08,226.7899932861328
2024-04-09,225.7899932861328
2024-04-10,222.14999389648438
2024-04-11,220.75
2024-04-12,221.69000244140625
2024-04-15,219.0399932861328
2024-04-16,220.3800048828125
2024-04-17,219.25
2024-04-18,219.2100067138672
2024-04-19,218.16000366210938
2024-04-22,219.30999755859375
2024-04-23,219.66000366210938
2024-04-24,220.77999877929688
2024-04-25,219.7899932861328
2024-04-26,221.10000610351562
2024-04-29,221.6699981689453
2024-04-30,226.14999389648438
2024-05-01,224.97999572753906
2024-05-02,226.75999450683594
2024-05-03,227.5
2024-05-06,228.9499969482422
2024-05-07,232.9199981689453
2024-05-08,233.22999572753906
2024-05-09,233.5800018310547
2024-05-10,233.52000427246094
2024-05-13,231.75
2024-05-14,231.89999389648438
2024-05-15,232.9499969482422
2024-05-16,232.6300048828125
2024-05-17,233.66000366210938
2024-05-20,234.69000244140625
2024-05-21,235.0
2024-05-22,233.6999969482422
2024-05-23,233.1300048828125
2024-05-24,234.30999755859375
2024-05-28,228.89999389648438
2024-05-29,226.1300048828125
2024-05-30,228.6999969482422
2024-05-31,232.1999969482422
2024-06-03,232.9199981689453
2024-06-04,235.52000427246094
2024-06-05,239.19000244140625
2024-06-06,240.52000427246094
2024-06-07,239.19000244140625
2024-06-10,238.77000427246094
2024-06-11,240.61000061035156
2024-06-12,241.67999267578125
2024-06-13,241.52999877929688
2024-06-14,240.0500030517578
2024-06-17,243.1999969482422
2024-06-18,243.2899932861328
2024-06-20,243.88999938964844
2024-06-21,243.99000549316406
2024-06-24,244.63999938964844
2024-06-25,241.17999267578125
2024-06-26,240.64999389648438
2024-06-27,239.5500030517578
2024-06-28,238.0
2024-07-01,235.5
2024-07-02,235.64999389648438
2024-07-03,235.85000610351562
2024-07-05,238.19000244140625
2024-07-08,242.8800048828125
2024-07-09,242.25
2024-07-10,243.27000427246094
2024-07-11,244.5
2024-07-12,246.1199951171875
2024-07-15,241.85000610351562
2024-07-16,245.19000244140625
2024-07-17,243.32000732421875
2024-07-18,242.27000427246094
2024-07-19,243.1699981689453
2024-07-22,246.35000610351562
2024-07-23,246.72000122070312
2024-07-24,245.42999267578125
2024-07-25,243.66000366210938
2024-07-26,245.24000549316406
2024-07-29,247.9199981689453
2024-07-30,228.86000061035156
2024-07-31,230.69000244140625
2024-08-01,240.24000549316406
2024-08-02,237.1999969482422
2024-08-05,231.25
2024-08-06,233.72000122070312
2024-08-07,231.5500030517578
2024-08-08,237.16000366210938
2024-08-09,237.94000244140625
2024-08-12,237.24000549316406
2024-08-13,241.3300018310547
2024-08-14,239.47000122070312
2024-08-15,239.94000244140625
2024-08-16,240.66000366210938
2024-08-19,242.2100067138672
2024-08-20,242.57000732421875
2024-08-21,246.5500030517578
2024-08-22,246.22999572753906
2024-08-23,247.22999572753906
2024-08-26,247.07000732421875
2024-08-27,248.64999389648438
2024-08-28,249.61000061035156
2024-08-29,250.08999633789062
2024-08-30,253.17999267578125
2024-09-03,247.92999267578125
2024-09-04,246.8800048828125
2024-09-05,246.6999969482422
2024-09-06,245.0500030517578
2024-09-09,249.19000244140625
2024-09-10,250.6999969482422
2024-09-11,249.4199981689453
2024-09-12,250.69000244140625
2024-09-13,250.5399932861328
2024-09-16,253.1999969482422
2024-09-17,250.4600067138672
2024-09-18,248.52999877929688
2024-09-19,251.2100067138672
2024-09-20,251.44000244140625
2024-09-23,254.85000610351562
2024-09-24,254.25999450683594
2024-09-25,254.82000732421875
2024-09-26,255.75999450683594
2024-09-27,254.58999633789062
2024-09-30,255.3300018310547
2024-10-01,253.5500030517578
2024-10-02,253.97000122070312
2024-10-03,250.77000427246094
2024-10-04,251.02000427246094
2024-10-07,249.0500030517578
2024-10-08,252.6199951171875
2024-10-09,255.67999267578125
2024-10-10,255.8000030517578
2024-10-11,254.0
2024-10-14,256.44000244140625
2024-10-15,258.25
2024-10-16,259.75
2024-10-17,257.1000061035156
2024-10-18,261.4599914550781
2024-10-21,259.19000244140625
2024-10-22,258.239990234375
2024-10-23,258.7200012207031
2024-10-24,256.3399963378906
2024-10-25,253.49000549316406
2024-10-28,256.45001220703125
2024-10-29,253.75999450683594
2024-10-30,252.60000610351562
2024-10-31,245.72999572753906
2024-11-01,244.57000732421875
2024-11-04,244.5
2024-11-05,246.85000610351562
2024-11-06,244.7100067138672
2024-11-07,246.2899932861328
2024-11-08,250.0399932861328
2024-11-11,250.55999755859375
2024-11-12,248.30999755859375
2024-11-13,249.89999389648438
2024-11-14,247.61000061035156
2024-11-15,245.24000549316406
2024-11-18,245.97000122070312
2024-11-19,244.3000030517578
2024-11-20,241.77000427246094
2024-11-21,243.4199981689453
