Date,RS
2022-10-19,180.67999267578125
2022-10-20,180.25999450683594
2022-10-21,185.97000122070312
2022-10-24,187.69000244140625
2022-10-25,190.64999389648438
2022-10-26,194.1300048828125
2022-10-27,199.89999389648438
2022-10-28,199.52999877929688
2022-10-31,201.47999572753906
2022-11-01,205.07000732421875
2022-11-02,198.92999267578125
2022-11-03,199.50999450683594
2022-11-04,202.61000061035156
2022-11-07,203.4199981689453
2022-11-08,205.77000427246094
2022-11-09,201.02000427246094
2022-11-10,207.4600067138672
2022-11-11,194.0500030517578
2022-11-14,201.27999877929688
2022-11-15,203.14999389648438
2022-11-16,202.69000244140625
2022-11-17,205.30999755859375
2022-11-18,205.9499969482422
2022-11-21,208.33999633789062
2022-11-22,212.9199981689453
2022-11-23,211.5800018310547
2022-11-25,211.75
2022-11-28,207.8800048828125
2022-11-29,209.24000549316406
2022-11-30,211.2899932861328
2022-12-01,211.77000427246094
2022-12-02,213.1999969482422
2022-12-05,208.72999572753906
2022-12-06,208.49000549316406
2022-12-07,208.72999572753906
2022-12-08,209.0500030517578
2022-12-09,203.0500030517578
2022-12-12,204.7100067138672
2022-12-13,204.67999267578125
2022-12-14,204.02999877929688
2022-12-15,200.16000366210938
2022-12-16,201.1699981689453
2022-12-19,200.1999969482422
2022-12-20,202.6999969482422
2022-12-21,205.19000244140625
2022-12-22,202.8699951171875
2022-12-23,204.4499969482422
2022-12-27,205.92999267578125
2022-12-28,201.61000061035156
2022-12-29,202.85000610351562
2022-12-30,202.44000244140625
2023-01-03,201.38999938964844
2023-01-04,205.19000244140625
2023-01-05,206.97999572753906
2023-01-06,208.13999938964844
2023-01-09,205.69000244140625
2023-01-10,209.7100067138672
2023-01-11,210.55999755859375
2023-01-12,213.17999267578125
2023-01-13,216.8000030517578
2023-01-17,214.02000427246094
2023-01-18,210.69000244140625
2023-01-19,211.8800048828125
2023-01-20,215.6699981689453
2023-01-23,216.30999755859375
2023-01-24,215.7899932861328
2023-01-25,220.85000610351562
2023-01-26,227.85000610351562
2023-01-27,226.69000244140625
2023-01-30,222.25
2023-01-31,227.4499969482422
2023-02-01,231.30999755859375
2023-02-02,235.19000244140625
2023-02-03,235.58999633789062
2023-02-06,233.52999877929688
2023-02-07,232.58999633789062
2023-02-08,231.3300018310547
2023-02-09,227.0399932861328
2023-02-10,228.0500030517578
2023-02-13,230.97000122070312
2023-02-14,234.25999450683594
2023-02-15,233.44000244140625
2023-02-16,243.10000610351562
2023-02-17,247.89999389648438
2023-02-21,241.92999267578125
2023-02-22,244.5800018310547
2023-02-23,243.1300048828125
2023-02-24,245.10000610351562
2023-02-27,244.86000061035156
2023-02-28,247.83999633789062
2023-03-01,252.9199981689453
2023-03-02,260.1700134277344
2023-03-03,263.4800109863281
2023-03-06,257.8299865722656
2023-03-07,259.1000061035156
2023-03-08,259.5799865722656
2023-03-09,254.05999755859375
2023-03-10,249.6300048828125
2023-03-13,248.69000244140625
2023-03-14,251.47999572753906
2023-03-15,242.00999450683594
2023-03-16,245.9600067138672
2023-03-17,240.47999572753906
2023-03-20,246.7100067138672
2023-03-21,250.5399932861328
2023-03-22,247.50999450683594
2023-03-23,250.08999633789062
2023-03-24,252.1699981689453
2023-03-27,256.17999267578125
2023-03-28,256.260009765625
2023-03-29,252.47000122070312
2023-03-30,250.89999389648438
2023-03-31,256.739990234375
2023-04-03,256.8299865722656
2023-04-04,246.83999633789062
2023-04-05,243.97000122070312
2023-04-06,241.83999633789062
2023-04-10,245.9499969482422
2023-04-11,249.3800048828125
2023-04-12,246.1699981689453
2023-04-13,244.72999572753906
2023-04-14,245.52999877929688
2023-04-17,247.85000610351562
2023-04-18,253.52999877929688
2023-04-19,248.44000244140625
2023-04-20,249.5
2023-04-21,249.60000610351562
2023-04-24,249.91000366210938
2023-04-25,240.6999969482422
2023-04-26,240.32000732421875
2023-04-27,256.489990234375
2023-04-28,247.8000030517578
2023-05-01,246.16000366210938
2023-05-02,247.64999389648438
2023-05-03,246.39999389648438
2023-05-04,239.6199951171875
2023-05-05,243.55999755859375
2023-05-08,240.72999572753906
2023-05-09,243.17999267578125
2023-05-10,240.64999389648438
2023-05-11,239.38999938964844
2023-05-12,241.22000122070312
2023-05-15,241.64999389648438
2023-05-16,240.32000732421875
2023-05-17,243.61000061035156
2023-05-18,246.83999633789062
2023-05-19,244.02999877929688
2023-05-22,245.42999267578125
2023-05-23,243.8699951171875
2023-05-24,235.6699981689453
2023-05-25,236.72999572753906
2023-05-26,239.7100067138672
2023-05-30,232.1199951171875
2023-05-31,234.67999267578125
2023-06-01,232.2100067138672
2023-06-02,241.69000244140625
2023-06-05,239.38999938964844
2023-06-06,245.10000610351562
2023-06-07,249.1699981689453
2023-06-08,247.35000610351562
2023-06-09,246.6199951171875
2023-06-12,251.72000122070312
2023-06-13,258.510009765625
2023-06-14,254.85000610351562
2023-06-15,255.89999389648438
2023-06-16,256.07000732421875
2023-06-20,252.42999267578125
2023-06-21,255.8000030517578
2023-06-22,255.57000732421875
2023-06-23,258.260009765625
2023-06-26,258.7200012207031
2023-06-27,265.5199890136719
2023-06-28,265.20001220703125
2023-06-29,270.80999755859375
2023-06-30,271.5899963378906
2023-07-03,272.1600036621094
2023-07-05,270.4100036621094
2023-07-06,273.2799987792969
2023-07-07,275.739990234375
2023-07-10,279.3900146484375
2023-07-11,282.2799987792969
2023-07-12,283.32000732421875
2023-07-13,283.1199951171875
2023-07-14,282.44000244140625
2023-07-17,285.3800048828125
2023-07-18,288.9200134277344
2023-07-19,285.07000732421875
2023-07-20,285.8299865722656
2023-07-21,286.04998779296875
2023-07-24,287.4100036621094
2023-07-25,292.8999938964844
2023-07-26,290.44000244140625
2023-07-27,280.5899963378906
2023-07-28,289.6700134277344
2023-07-31,292.8599853515625
2023-08-01,293.07000732421875
2023-08-02,285.0400085449219
2023-08-03,288.1300048828125
2023-08-04,283.32000732421875
2023-08-07,284.3599853515625
2023-08-08,284.3699951171875
2023-08-09,281.80999755859375
2023-08-10,279.7799987792969
2023-08-11,282.1300048828125
2023-08-14,284.82000732421875
2023-08-15,279.8299865722656
2023-08-16,281.1099853515625
2023-08-17,278.4100036621094
2023-08-18,278.4700012207031
2023-08-21,276.9800109863281
2023-08-22,277.20001220703125
2023-08-23,274.3399963378906
2023-08-24,274.6499938964844
2023-08-25,275.739990234375
2023-08-28,277.6199951171875
2023-08-29,285.8800048828125
2023-08-30,284.4800109863281
2023-08-31,284.9599914550781
2023-09-01,285.5299987792969
2023-09-05,270.8399963378906
2023-09-06,268.989990234375
2023-09-07,272.8800048828125
2023-09-08,270.20001220703125
2023-09-11,261.8999938964844
2023-09-12,266.45001220703125
2023-09-13,262.8999938964844
2023-09-14,265.9100036621094
2023-09-15,261.0299987792969
2023-09-18,263.6499938964844
2023-09-19,268.42999267578125
2023-09-20,265.3299865722656
2023-09-21,262.5899963378906
2023-09-22,262.0299987792969
2023-09-25,264.0899963378906
2023-09-26,260.17999267578125
2023-09-27,263.2099914550781
2023-09-28,262.3599853515625
2023-09-29,262.2300109863281
2023-10-02,260.0
2023-10-03,255.19000244140625
2023-10-04,257.6199951171875
2023-10-05,258.44000244140625
2023-10-06,260.7799987792969
2023-10-09,262.4800109863281
2023-10-10,264.3900146484375
2023-10-11,263.25
2023-10-12,258.0400085449219
2023-10-13,255.89999389648438
2023-10-16,259.0799865722656
2023-10-17,261.7900085449219
2023-10-18,253.77999877929688
2023-10-19,250.3000030517578
2023-10-20,245.7100067138672
2023-10-23,244.55999755859375
2023-10-24,247.0
2023-10-25,247.1699981689453
2023-10-26,247.22999572753906
2023-10-27,248.33999633789062
2023-10-30,252.66000366210938
2023-10-31,254.3800048828125
2023-11-01,262.04998779296875
2023-11-02,265.0400085449219
2023-11-03,265.1000061035156
2023-11-06,265.8800048828125
2023-11-07,265.4100036621094
2023-11-08,265.0
2023-11-09,264.4700012207031
2023-11-10,267.2099914550781
2023-11-13,267.6000061035156
2023-11-14,272.8699951171875
2023-11-15,272.739990234375
2023-11-16,271.8399963378906
2023-11-17,272.4200134277344
2023-11-20,269.8399963378906
2023-11-21,267.42999267578125
2023-11-22,267.80999755859375
2023-11-24,268.0
2023-11-27,271.55999755859375
2023-11-28,269.2300109863281
2023-11-29,270.25
2023-11-30,275.260009765625
2023-12-01,278.9100036621094
2023-12-04,277.5299987792969
2023-12-05,269.6700134277344
2023-12-06,267.04998779296875
2023-12-07,267.6300048828125
2023-12-08,264.6400146484375
2023-12-11,269.95001220703125
2023-12-12,266.1000061035156
2023-12-13,268.9200134277344
2023-12-14,269.8699951171875
2023-12-15,270.5199890136719
2023-12-18,273.1300048828125
2023-12-19,277.1300048828125
2023-12-20,273.82000732421875
2023-12-21,279.010009765625
2023-12-22,282.67999267578125
2023-12-26,282.75
2023-12-27,282.9100036621094
2023-12-28,281.25
2023-12-29,279.67999267578125
2024-01-02,281.42999267578125
2024-01-03,279.1300048828125
2024-01-04,275.6099853515625
2024-01-05,277.6400146484375
2024-01-08,284.3599853515625
2024-01-09,277.489990234375
2024-01-10,277.0
2024-01-11,280.82000732421875
2024-01-12,281.9700012207031
2024-01-16,278.5899963378906
2024-01-17,278.8500061035156
2024-01-18,280.2900085449219
2024-01-19,278.8399963378906
2024-01-22,283.3699951171875
2024-01-23,281.5799865722656
2024-01-24,280.9800109863281
2024-01-25,280.4100036621094
2024-01-26,281.2900085449219
2024-01-29,284.8399963378906
2024-01-30,290.75
2024-01-31,285.4200134277344
2024-02-01,289.6000061035156
2024-02-02,290.1400146484375
2024-02-05,288.6400146484375
2024-02-06,291.3900146484375
2024-02-07,298.260009765625
2024-02-08,297.42999267578125
2024-02-09,299.6099853515625
2024-02-12,298.4700012207031
2024-02-13,289.07000732421875
2024-02-14,294.6499938964844
2024-02-15,332.3399963378906
2024-02-16,326.42999267578125
2024-02-20,317.57000732421875
2024-02-21,316.2699890136719
2024-02-22,319.29998779296875
2024-02-23,324.1199951171875
2024-02-26,325.5899963378906
2024-02-27,322.8999938964844
2024-02-28,321.4599914550781
2024-02-29,321.2200012207031
2024-03-01,320.17999267578125
2024-03-04,321.7699890136719
2024-03-05,320.260009765625
2024-03-06,322.2699890136719
2024-03-07,321.9800109863281
2024-03-08,319.79998779296875
2024-03-11,317.94000244140625
2024-03-12,321.17999267578125
2024-03-13,324.07000732421875
2024-03-14,319.25
2024-03-15,320.6400146484375
2024-03-18,320.7099914550781
2024-03-19,325.0799865722656
2024-03-20,326.92999267578125
2024-03-21,331.8500061035156
2024-03-22,330.42999267578125
2024-03-25,331.5299987792969
2024-03-26,331.3800048828125
2024-03-27,336.8999938964844
2024-03-28,334.17999267578125
2024-04-01,333.1400146484375
2024-04-02,333.0799865722656
2024-04-03,338.510009765625
2024-04-04,336.2799987792969
2024-04-05,340.0400085449219
2024-04-08,337.0799865722656
2024-04-09,335.95001220703125
2024-04-10,332.010009765625
2024-04-11,330.75
2024-04-12,325.5299987792969
2024-04-15,325.2300109863281
2024-04-16,322.8800048828125
2024-04-17,322.1199951171875
2024-04-18,320.1600036621094
2024-04-19,319.489990234375
2024-04-22,319.5400085449219
2024-04-23,313.94000244140625
2024-04-24,313.55999755859375
2024-04-25,292.1300048828125
2024-04-26,290.6199951171875
2024-04-29,293.92999267578125
2024-04-30,284.7200012207031
2024-05-01,286.30999755859375
2024-05-02,290.7200012207031
2024-05-03,289.7799987792969
2024-05-06,292.1600036621094
2024-05-07,295.3599853515625
2024-05-08,292.80999755859375
2024-05-09,295.510009765625
2024-05-10,293.1499938964844
2024-05-13,293.79998779296875
2024-05-14,290.6499938964844
2024-05-15,296.55999755859375
2024-05-16,298.05999755859375
2024-05-17,298.3699951171875
2024-05-20,303.30999755859375
2024-05-21,300.54998779296875
2024-05-22,302.2699890136719
2024-05-23,304.79998779296875
2024-05-24,303.79998779296875
2024-05-28,302.1300048828125
2024-05-29,292.5299987792969
2024-05-30,298.1600036621094
2024-05-31,300.7799987792969
2024-06-03,297.2300109863281
2024-06-04,288.1499938964844
2024-06-05,289.3599853515625
2024-06-06,289.44000244140625
2024-06-07,286.9599914550781
2024-06-10,284.57000732421875
2024-06-11,280.7900085449219
2024-06-12,280.92999267578125
2024-06-13,279.4700012207031
2024-06-14,277.0899963378906
2024-06-17,284.739990234375
2024-06-18,283.19000244140625
2024-06-20,280.7300109863281
2024-06-21,281.8999938964844
2024-06-24,282.1000061035156
2024-06-25,280.0299987792969
2024-06-26,282.7200012207031
2024-06-27,280.6400146484375
2024-06-28,285.6000061035156
2024-07-01,279.9800109863281
2024-07-02,282.8399963378906
2024-07-03,282.239990234375
2024-07-05,280.510009765625
2024-07-08,280.70001220703125
2024-07-09,277.8999938964844
2024-07-10,284.1499938964844
2024-07-11,292.4200134277344
2024-07-12,296.82000732421875
2024-07-15,300.44000244140625
2024-07-16,307.6300048828125
2024-07-17,308.75
2024-07-18,307.9599914550781
2024-07-19,304.1199951171875
2024-07-22,302.70001220703125
2024-07-23,301.1600036621094
2024-07-24,293.82000732421875
2024-07-25,308.1499938964844
2024-07-26,304.04998779296875
2024-07-29,303.0
2024-07-30,302.0
2024-07-31,304.55999755859375
2024-08-01,295.95001220703125
2024-08-02,287.2200012207031
2024-08-05,283.989990234375
2024-08-06,287.1099853515625
2024-08-07,282.4100036621094
2024-08-08,285.29998779296875
2024-08-09,282.82000732421875
2024-08-12,278.80999755859375
2024-08-13,282.5299987792969
2024-08-14,280.1400146484375
2024-08-15,283.5
2024-08-16,281.5400085449219
2024-08-19,280.19000244140625
2024-08-20,279.07000732421875
2024-08-21,283.3500061035156
2024-08-22,279.20001220703125
2024-08-23,282.1400146484375
2024-08-26,286.7099914550781
2024-08-27,281.7799987792969
2024-08-28,278.3699951171875
2024-08-29,280.6000061035156
2024-08-30,286.6499938964844
2024-09-03,272.7900085449219
2024-09-04,273.4599914550781
2024-09-05,271.9599914550781
2024-09-06,272.69000244140625
2024-09-09,272.3699951171875
2024-09-10,271.2300109863281
2024-09-11,272.2200012207031
2024-09-12,274.0400085449219
2024-09-13,277.8999938964844
2024-09-16,279.2900085449219
2024-09-17,280.6099853515625
2024-09-18,277.1099853515625
2024-09-19,286.1400146484375
2024-09-20,281.0799865722656
2024-09-23,283.7300109863281
2024-09-24,289.4200134277344
2024-09-25,287.4599914550781
2024-09-26,289.989990234375
2024-09-27,289.6199951171875
2024-09-30,289.2099914550781
2024-10-01,289.9599914550781
2024-10-02,285.92999267578125
2024-10-03,279.8599853515625
2024-10-04,281.3800048828125
2024-10-07,284.6700134277344
2024-10-08,283.4599914550781
2024-10-09,288.07000732421875
2024-10-10,286.4200134277344
2024-10-11,290.95001220703125
2024-10-14,293.6600036621094
2024-10-15,290.82000732421875
2024-10-16,292.25
2024-10-17,296.3399963378906
2024-10-18,296.9200134277344
2024-10-21,296.32000732421875
2024-10-22,287.19000244140625
2024-10-23,282.6300048828125
2024-10-24,293.79998779296875
2024-10-25,283.5400085449219
2024-10-28,297.5400085449219
2024-10-29,294.3500061035156
2024-10-30,289.5899963378906
2024-10-31,286.3399963378906
2024-11-01,287.0899963378906
2024-11-04,289.0400085449219
2024-11-05,291.70001220703125
2024-11-06,326.32000732421875
2024-11-07,321.0299987792969
2024-11-08,320.6199951171875
2024-11-11,323.17999267578125
2024-11-12,319.80999755859375
2024-11-13,312.9200134277344
2024-11-14,309.9700012207031
2024-11-15,310.44000244140625
2024-11-18,310.3299865722656
2024-11-19,309.0299987792969
2024-11-20,313.5299987792969
2024-11-21,316.42999267578125
