Date,ATO
2022-02-28,109.80999755859375
2022-03-01,109.93000030517578
2022-03-02,111.13999938964844
2022-03-03,113.73999786376953
2022-03-04,116.1500015258789
2022-03-07,116.01000213623047
2022-03-08,113.4000015258789
2022-03-09,112.18000030517578
2022-03-10,113.29000091552734
2022-03-11,113.73999786376953
2022-03-14,112.86000061035156
2022-03-15,114.11000061035156
2022-03-16,114.3499984741211
2022-03-17,114.47000122070312
2022-03-18,112.7300033569336
2022-03-21,115.23999786376953
2022-03-22,114.16000366210938
2022-03-23,114.30999755859375
2022-03-24,115.66999816894531
2022-03-25,118.5199966430664
2022-03-28,117.79000091552734
2022-03-29,119.18000030517578
2022-03-30,120.37000274658203
2022-03-31,119.48999786376953
2022-04-01,121.41000366210938
2022-04-04,119.18000030517578
2022-04-05,120.2300033569336
2022-04-06,122.05000305175781
2022-04-07,120.86000061035156
2022-04-08,121.70999908447266
2022-04-11,120.51000213623047
2022-04-12,120.19999694824219
2022-04-13,119.9000015258789
2022-04-14,119.73999786376953
2022-04-18,119.5999984741211
2022-04-19,120.61000061035156
2022-04-20,122.69000244140625
2022-04-21,121.16000366210938
2022-04-22,118.69999694824219
2022-04-25,117.69999694824219
2022-04-26,117.05000305175781
2022-04-27,116.05999755859375
2022-04-28,116.80999755859375
2022-04-29,113.4000015258789
2022-05-02,111.76000213623047
2022-05-03,112.61000061035156
2022-05-04,115.30999755859375
2022-05-05,115.04000091552734
2022-05-06,114.9000015258789
2022-05-09,113.62999725341797
2022-05-10,113.11000061035156
2022-05-11,112.62000274658203
2022-05-12,112.08999633789062
2022-05-13,112.95999908447266
2022-05-16,113.16000366210938
2022-05-17,113.75
2022-05-18,111.8499984741211
2022-05-19,111.37000274658203
2022-05-20,111.69999694824219
2022-05-23,113.66999816894531
2022-05-24,116.02999877929688
2022-05-25,115.91999816894531
2022-05-26,116.73999786376953
2022-05-27,117.63999938964844
2022-05-31,116.30999755859375
2022-06-01,116.43000030517578
2022-06-02,116.5999984741211
2022-06-03,116.11000061035156
2022-06-06,116.76000213623047
2022-06-07,117.43000030517578
2022-06-08,115.22000122070312
2022-06-09,112.94999694824219
2022-06-10,111.97000122070312
2022-06-13,107.01000213623047
2022-06-14,105.54000091552734
2022-06-15,106.08999633789062
2022-06-16,104.58000183105469
2022-06-17,103.51000213623047
2022-06-21,105.47000122070312
2022-06-22,105.66000366210938
2022-06-23,107.04000091552734
2022-06-24,109.23999786376953
2022-06-27,110.75
2022-06-28,110.6500015258789
2022-06-29,110.9000015258789
2022-06-30,112.0999984741211
2022-07-01,115.1500015258789
2022-07-05,110.61000061035156
2022-07-06,113.0
2022-07-07,112.33999633789062
2022-07-08,112.05000305175781
2022-07-11,112.12000274658203
2022-07-12,111.8499984741211
2022-07-13,111.08000183105469
2022-07-14,110.91999816894531
2022-07-15,111.9000015258789
2022-07-18,111.9000015258789
2022-07-19,113.47000122070312
2022-07-20,111.69999694824219
2022-07-21,112.62000274658203
2022-07-22,113.3499984741211
2022-07-25,114.7699966430664
2022-07-26,116.25
2022-07-27,116.48999786376953
2022-07-28,119.93000030517578
2022-07-29,121.38999938964844
2022-08-01,121.16999816894531
2022-08-02,120.0999984741211
2022-08-03,119.27999877929688
2022-08-04,115.83000183105469
2022-08-05,113.88999938964844
2022-08-08,114.5999984741211
2022-08-09,115.27999877929688
2022-08-10,114.47000122070312
2022-08-11,115.2699966430664
2022-08-12,116.94999694824219
2022-08-15,117.38999938964844
2022-08-16,117.58000183105469
2022-08-17,117.66000366210938
2022-08-18,118.08000183105469
2022-08-19,118.01000213623047
2022-08-22,116.1500015258789
2022-08-23,116.22000122070312
2022-08-24,116.72000122070312
2022-08-25,117.58000183105469
2022-08-26,115.98999786376953
2022-08-29,116.36000061035156
2022-08-30,114.43000030517578
2022-08-31,113.37999725341797
2022-09-01,114.77999877929688
2022-09-02,114.55000305175781
2022-09-06,114.20999908447266
2022-09-07,117.63999938964844
2022-09-08,117.94999694824219
2022-09-09,118.08999633789062
2022-09-12,119.44000244140625
2022-09-13,116.45999908447266
2022-09-14,117.02999877929688
2022-09-15,114.12000274658203
2022-09-16,114.01000213623047
2022-09-19,115.22000122070312
2022-09-20,113.51000213623047
2022-09-21,112.62999725341797
2022-09-22,113.33000183105469
2022-09-23,111.52999877929688
2022-09-26,109.16999816894531
2022-09-27,107.56999969482422
2022-09-28,109.05999755859375
2022-09-29,104.66000366210938
2022-09-30,101.8499984741211
2022-10-03,105.01000213623047
2022-10-04,106.41000366210938
2022-10-05,104.11000061035156
2022-10-06,100.80999755859375
2022-10-07,99.38999938964844
2022-10-10,99.87999725341797
2022-10-11,102.19999694824219
2022-10-12,99.26000213623047
2022-10-13,101.45999908447266
2022-10-14,98.11000061035156
2022-10-17,99.62999725341797
2022-10-18,101.75
2022-10-19,102.04000091552734
2022-10-20,100.11000061035156
2022-10-21,101.73999786376953
2022-10-24,101.3499984741211
2022-10-25,103.31999969482422
2022-10-26,103.41999816894531
2022-10-27,104.69000244140625
2022-10-28,107.11000061035156
2022-10-31,106.55000305175781
2022-11-01,106.2699966430664
2022-11-02,105.55000305175781
2022-11-03,104.73999786376953
2022-11-04,106.02999877929688
2022-11-07,103.97000122070312
2022-11-08,104.63999938964844
2022-11-09,103.1500015258789
2022-11-10,111.80000305175781
2022-11-11,110.69000244140625
2022-11-14,110.52999877929688
2022-11-15,111.58000183105469
2022-11-16,112.30000305175781
2022-11-17,111.16000366210938
2022-11-18,115.05000305175781
2022-11-21,115.79000091552734
2022-11-22,117.51000213623047
2022-11-23,118.58000183105469
2022-11-25,119.16000366210938
2022-11-28,118.06999969482422
2022-11-29,118.63999938964844
2022-11-30,120.19999694824219
2022-12-01,117.48999786376953
2022-12-02,116.54000091552734
2022-12-05,115.86000061035156
2022-12-06,117.44000244140625
2022-12-07,117.41000366210938
2022-12-08,117.5
2022-12-09,117.66999816894531
2022-12-12,119.0
2022-12-13,118.52999877929688
2022-12-14,118.33999633789062
2022-12-15,116.86000061035156
2022-12-16,114.7699966430664
2022-12-19,113.4800033569336
2022-12-20,113.06999969482422
2022-12-21,114.58000183105469
2022-12-22,114.02999877929688
2022-12-23,115.0999984741211
2022-12-27,115.58000183105469
2022-12-28,115.06999969482422
2022-12-29,114.48999786376953
2022-12-30,112.06999969482422
2023-01-03,111.19999694824219
2023-01-04,111.94000244140625
2023-01-05,108.87000274658203
2023-01-06,112.52999877929688
2023-01-09,113.79000091552734
2023-01-10,114.30000305175781
2023-01-11,116.7300033569336
2023-01-12,116.37999725341797
2023-01-13,114.73999786376953
2023-01-17,113.94999694824219
2023-01-18,111.62000274658203
2023-01-19,112.04000091552734
2023-01-20,113.0
2023-01-23,113.5199966430664
2023-01-24,114.8499984741211
2023-01-25,115.13999938964844
2023-01-26,115.4800033569336
2023-01-27,115.94999694824219
2023-01-30,115.52999877929688
2023-01-31,117.54000091552734
2023-02-01,118.97000122070312
2023-02-02,119.55000305175781
2023-02-03,117.19000244140625
2023-02-06,117.63999938964844
2023-02-07,116.9000015258789
2023-02-08,116.44999694824219
2023-02-09,114.5999984741211
2023-02-10,116.25
2023-02-13,116.80999755859375
2023-02-14,115.7699966430664
2023-02-15,116.91000366210938
2023-02-16,115.69000244140625
2023-02-17,117.11000061035156
2023-02-21,116.05000305175781
2023-02-22,115.63999938964844
2023-02-23,116.1500015258789
2023-02-24,115.75
2023-02-27,114.9000015258789
2023-02-28,112.80999755859375
2023-03-01,110.54000091552734
2023-03-02,111.48999786376953
2023-03-03,112.7300033569336
2023-03-06,113.4000015258789
2023-03-07,111.19999694824219
2023-03-08,112.38999938964844
2023-03-09,110.52999877929688
2023-03-10,109.16000366210938
2023-03-13,110.52999877929688
2023-03-14,112.05000305175781
2023-03-15,113.77999877929688
2023-03-16,114.33999633789062
2023-03-17,114.69000244140625
2023-03-20,114.87999725341797
2023-03-21,110.20999908447266
2023-03-22,107.29000091552734
2023-03-23,106.5199966430664
2023-03-24,109.37999725341797
2023-03-27,110.25
2023-03-28,110.05999755859375
2023-03-29,111.52999877929688
2023-03-30,111.94000244140625
2023-03-31,112.36000061035156
2023-04-03,111.11000061035156
2023-04-04,111.1500015258789
2023-04-05,114.83999633789062
2023-04-06,115.41999816894531
2023-04-10,116.06999969482422
2023-04-11,116.37000274658203
2023-04-12,115.9000015258789
2023-04-13,114.33999633789062
2023-04-14,113.04000091552734
2023-04-17,114.0999984741211
2023-04-18,113.5999984741211
2023-04-19,114.73999786376953
2023-04-20,115.7699966430664
2023-04-21,115.37999725341797
2023-04-24,116.22000122070312
2023-04-25,116.2699966430664
2023-04-26,113.8499984741211
2023-04-27,114.94000244140625
2023-04-28,114.13999938964844
2023-05-01,114.55000305175781
2023-05-02,112.30000305175781
2023-05-03,112.91000366210938
2023-05-04,117.95999908447266
2023-05-05,117.55999755859375
2023-05-08,117.86000061035156
2023-05-09,118.5
2023-05-10,119.30999755859375
2023-05-11,118.0999984741211
2023-05-12,119.1500015258789
2023-05-15,117.58999633789062
2023-05-16,115.98999786376953
2023-05-17,116.77999877929688
2023-05-18,116.11000061035156
2023-05-19,116.55999755859375
2023-05-22,116.37000274658203
2023-05-23,116.4000015258789
2023-05-24,116.41000366210938
2023-05-25,114.83999633789062
2023-05-26,113.69999694824219
2023-05-30,114.43000030517578
2023-05-31,115.27999877929688
2023-06-01,112.06999969482422
2023-06-02,114.5199966430664
2023-06-05,114.5999984741211
2023-06-06,115.16999816894531
2023-06-07,117.13999938964844
2023-06-08,117.5
2023-06-09,117.33000183105469
2023-06-12,117.5
2023-06-13,117.56999969482422
2023-06-14,117.06999969482422
2023-06-15,117.48999786376953
2023-06-16,117.0
2023-06-20,115.91000366210938
2023-06-21,117.58000183105469
2023-06-22,115.94999694824219
2023-06-23,114.41999816894531
2023-06-26,116.3499984741211
2023-06-27,117.19000244140625
2023-06-28,115.26000213623047
2023-06-29,115.69999694824219
2023-06-30,116.33999633789062
2023-07-03,117.30000305175781
2023-07-05,118.58999633789062
2023-07-06,117.54000091552734
2023-07-07,117.30999755859375
2023-07-10,117.58000183105469
2023-07-11,118.4800033569336
2023-07-12,120.37000274658203
2023-07-13,120.38999938964844
2023-07-14,119.44000244140625
2023-07-17,119.69000244140625
2023-07-18,119.3499984741211
2023-07-19,121.16999816894531
2023-07-20,122.18000030517578
2023-07-21,123.27999877929688
2023-07-24,123.16999816894531
2023-07-25,123.8499984741211
2023-07-26,124.41000366210938
2023-07-27,122.26000213623047
2023-07-28,122.0999984741211
2023-07-31,121.70999908447266
2023-08-01,121.05999755859375
2023-08-02,121.4800033569336
2023-08-03,118.33999633789062
2023-08-04,117.2699966430664
2023-08-07,117.98999786376953
2023-08-08,117.13999938964844
2023-08-09,117.4800033569336
2023-08-10,116.95999908447266
2023-08-11,117.45999908447266
2023-08-14,116.25
2023-08-15,114.69999694824219
2023-08-16,115.66000366210938
2023-08-17,116.68000030517578
2023-08-18,116.95999908447266
2023-08-21,116.73999786376953
2023-08-22,117.01000213623047
2023-08-23,116.51000213623047
2023-08-24,116.4000015258789
2023-08-25,117.69999694824219
2023-08-28,116.80999755859375
2023-08-29,117.25
2023-08-30,117.36000061035156
2023-08-31,115.94999694824219
2023-09-01,115.47000122070312
2023-09-05,112.22000122070312
2023-09-06,112.2699966430664
2023-09-07,114.02999877929688
2023-09-08,114.18000030517578
2023-09-11,113.93000030517578
2023-09-12,113.87999725341797
2023-09-13,115.26000213623047
2023-09-14,116.36000061035156
2023-09-15,115.01000213623047
2023-09-18,114.5
2023-09-19,114.08999633789062
2023-09-20,114.16000366210938
2023-09-21,111.63999938964844
2023-09-22,110.8499984741211
2023-09-25,110.4800033569336
2023-09-26,106.9800033569336
2023-09-27,106.45999908447266
2023-09-28,105.91000366210938
2023-09-29,105.93000030517578
2023-10-02,102.76000213623047
2023-10-03,104.33999633789062
2023-10-04,106.30999755859375
2023-10-05,107.44000244140625
2023-10-06,108.55000305175781
2023-10-09,109.69000244140625
2023-10-10,110.80000305175781
2023-10-11,111.79000091552734
2023-10-12,111.12000274658203
2023-10-13,111.9800033569336
2023-10-16,112.25
2023-10-17,112.7300033569336
2023-10-18,111.87999725341797
2023-10-19,110.0999984741211
2023-10-20,108.77999877929688
2023-10-23,107.79000091552734
2023-10-24,108.66999816894531
2023-10-25,108.3499984741211
2023-10-26,108.76000213623047
2023-10-27,106.12000274658203
2023-10-30,106.44000244140625
2023-10-31,107.66000366210938
2023-11-01,108.66999816894531
2023-11-02,111.37999725341797
2023-11-03,111.48999786376953
2023-11-06,110.69999694824219
2023-11-07,109.86000061035156
2023-11-08,109.2699966430664
2023-11-09,111.29000091552734
2023-11-10,111.41000366210938
2023-11-13,111.12000274658203
2023-11-14,114.13999938964844
2023-11-15,113.52999877929688
2023-11-16,114.05000305175781
2023-11-17,113.9000015258789
2023-11-20,112.91999816894531
2023-11-21,111.5999984741211
2023-11-22,113.05000305175781
2023-11-24,112.0
2023-11-27,112.63999938964844
2023-11-28,112.5
2023-11-29,112.05000305175781
2023-11-30,113.80999755859375
2023-12-01,113.8499984741211
2023-12-04,114.91999816894531
2023-12-05,113.87999725341797
2023-12-06,114.7300033569336
2023-12-07,114.52999877929688
2023-12-08,113.45999908447266
2023-12-11,113.31999969482422
2023-12-12,113.69999694824219
2023-12-13,116.8499984741211
2023-12-14,115.38999938964844
2023-12-15,114.81999969482422
2023-12-18,114.27999877929688
2023-12-19,115.1500015258789
2023-12-20,113.16000366210938
2023-12-21,113.75
2023-12-22,114.91000366210938
2023-12-26,115.80999755859375
2023-12-27,115.91999816894531
2023-12-28,116.08000183105469
2023-12-29,115.9000015258789
2024-01-02,116.93000030517578
2024-01-03,118.0199966430664
2024-01-04,117.5999984741211
2024-01-05,117.9800033569336
2024-01-08,118.8499984741211
2024-01-09,118.36000061035156
2024-01-10,118.04000091552734
2024-01-11,115.38999938964844
2024-01-12,115.79000091552734
2024-01-16,114.08000183105469
2024-01-17,112.73999786376953
2024-01-18,112.43000030517578
2024-01-19,113.08000183105469
2024-01-22,113.13999938964844
2024-01-23,112.69999694824219
2024-01-24,110.88999938964844
2024-01-25,113.91999816894531
2024-01-26,113.69999694824219
2024-01-29,114.26000213623047
2024-01-30,114.51000213623047
2024-01-31,113.94000244140625
2024-02-01,115.79000091552734
2024-02-02,113.7699966430664
2024-02-05,111.77999877929688
2024-02-06,111.80999755859375
2024-02-07,111.93000030517578
2024-02-08,112.93000030517578
2024-02-09,113.11000061035156
2024-02-12,114.0
2024-02-13,111.75
2024-02-14,112.9800033569336
2024-02-15,114.2699966430664
2024-02-16,113.94999694824219
2024-02-20,113.69000244140625
2024-02-21,114.69000244140625
2024-02-22,114.19000244140625
2024-02-23,112.76000213623047
2024-02-26,111.62000274658203
2024-02-27,112.52999877929688
2024-02-28,112.45999908447266
2024-02-29,112.91000366210938
2024-03-01,112.7300033569336
2024-03-04,114.68000030517578
2024-03-05,114.45999908447266
2024-03-06,115.19999694824219
2024-03-07,115.58999633789062
2024-03-08,115.81999969482422
2024-03-11,117.0
2024-03-12,116.5199966430664
2024-03-13,116.2300033569336
2024-03-14,114.9000015258789
2024-03-15,114.55000305175781
2024-03-18,115.41000366210938
2024-03-19,115.77999877929688
2024-03-20,116.5
2024-03-21,116.83000183105469
2024-03-22,116.56999969482422
2024-03-25,116.0999984741211
2024-03-26,115.25
