Date,HAL
2022-02-28,33.529998779296875
2022-03-01,32.11000061035156
2022-03-02,32.93000030517578
2022-03-03,33.349998474121094
2022-03-04,34.130001068115234
2022-03-07,36.2400016784668
2022-03-08,36.7599983215332
2022-03-09,34.84000015258789
2022-03-10,37.95000076293945
2022-03-11,37.40999984741211
2022-03-14,36.36000061035156
2022-03-15,34.79999923706055
2022-03-16,34.0
2022-03-17,35.88999938964844
2022-03-18,36.040000915527344
2022-03-21,37.58000183105469
2022-03-22,37.09000015258789
2022-03-23,38.06999969482422
2022-03-24,37.68000030517578
2022-03-25,38.900001525878906
2022-03-28,37.31999969482422
2022-03-29,37.849998474121094
2022-03-30,38.52000045776367
2022-03-31,37.869998931884766
2022-04-01,38.58000183105469
2022-04-04,38.77000045776367
2022-04-05,37.529998779296875
2022-04-06,37.349998474121094
2022-04-07,37.75
2022-04-08,39.939998626708984
2022-04-11,39.060001373291016
2022-04-12,39.529998779296875
2022-04-13,40.189998626708984
2022-04-14,40.7599983215332
2022-04-18,41.63999938964844
2022-04-19,41.310001373291016
2022-04-20,39.599998474121094
2022-04-21,38.95000076293945
2022-04-22,37.689998626708984
2022-04-25,35.33000183105469
2022-04-26,35.119998931884766
2022-04-27,35.939998626708984
2022-04-28,36.720001220703125
2022-04-29,35.619998931884766
2022-05-02,35.959999084472656
2022-05-03,36.66999816894531
2022-05-04,38.08000183105469
2022-05-05,36.689998626708984
2022-05-06,37.349998474121094
2022-05-09,33.36000061035156
2022-05-10,34.29999923706055
2022-05-11,34.689998626708984
2022-05-12,34.560001373291016
2022-05-13,36.099998474121094
2022-05-16,37.56999969482422
2022-05-17,37.880001068115234
2022-05-18,36.0
2022-05-19,36.060001373291016
2022-05-20,36.70000076293945
2022-05-23,38.33000183105469
2022-05-24,38.47999954223633
2022-05-25,38.779998779296875
2022-05-26,40.15999984741211
2022-05-27,41.36000061035156
2022-05-31,40.5
2022-06-01,41.400001525878906
2022-06-02,41.040000915527344
2022-06-03,41.95000076293945
2022-06-06,41.31999969482422
2022-06-07,42.529998779296875
2022-06-08,42.970001220703125
2022-06-09,42.209999084472656
2022-06-10,40.4900016784668
2022-06-13,37.529998779296875
2022-06-14,36.66999816894531
2022-06-15,35.61000061035156
2022-06-16,33.470001220703125
2022-06-17,31.690000534057617
2022-06-21,33.54999923706055
2022-06-22,32.09000015258789
2022-06-23,30.040000915527344
2022-06-24,30.950000762939453
2022-06-27,32.22999954223633
2022-06-28,33.189998626708984
2022-06-29,32.18000030517578
2022-06-30,31.360000610351562
2022-07-01,31.43000030517578
2022-07-05,28.889999389648438
2022-07-06,28.40999984741211
2022-07-07,29.889999389648438
2022-07-08,29.84000015258789
2022-07-11,29.360000610351562
2022-07-12,28.600000381469727
2022-07-13,28.299999237060547
2022-07-14,27.34000015258789
2022-07-15,27.860000610351562
2022-07-18,28.850000381469727
2022-07-19,29.459999084472656
2022-07-20,29.260000228881836
2022-07-21,28.139999389648438
2022-07-22,27.459999084472656
2022-07-25,28.420000076293945
2022-07-26,28.040000915527344
2022-07-27,28.889999389648438
2022-07-28,28.639999389648438
2022-07-29,29.299999237060547
2022-08-01,28.190000534057617
2022-08-02,28.600000381469727
2022-08-03,28.43000030517578
2022-08-04,27.270000457763672
2022-08-05,27.790000915527344
2022-08-08,28.0
2022-08-09,28.309999465942383
2022-08-10,28.40999984741211
2022-08-11,29.56999969482422
2022-08-12,29.549999237060547
2022-08-15,28.469999313354492
2022-08-16,28.209999084472656
2022-08-17,28.200000762939453
2022-08-18,29.829999923706055
2022-08-19,29.389999389648438
2022-08-22,29.190000534057617
2022-08-23,31.219999313354492
2022-08-24,31.65999984741211
2022-08-25,31.8700008392334
2022-08-26,31.100000381469727
2022-08-29,31.899999618530273
2022-08-30,30.350000381469727
2022-08-31,30.1299991607666
2022-09-01,28.940000534057617
2022-09-02,30.010000228881836
2022-09-06,29.520000457763672
2022-09-07,28.68000030517578
2022-09-08,28.40999984741211
2022-09-09,29.65999984741211
2022-09-12,30.280000686645508
2022-09-13,29.149999618530273
2022-09-14,30.399999618530273
2022-09-15,29.399999618530273
2022-09-16,28.190000534057617
2022-09-19,28.3700008392334
2022-09-20,27.6200008392334
2022-09-21,27.079999923706055
2022-09-22,26.920000076293945
2022-09-23,24.579999923706055
2022-09-26,23.309999465942383
2022-09-27,23.760000228881836
2022-09-28,24.739999771118164
2022-09-29,24.639999389648438
2022-09-30,24.6200008392334
2022-10-03,26.3799991607666
2022-10-04,28.1200008392334
2022-10-05,29.239999771118164
2022-10-06,29.809999465942383
2022-10-07,30.40999984741211
2022-10-10,29.549999237060547
2022-10-11,29.559999465942383
2022-10-12,29.799999237060547
2022-10-13,31.110000610351562
2022-10-14,29.40999984741211
2022-10-17,29.989999771118164
2022-10-18,30.459999084472656
2022-10-19,31.959999084472656
2022-10-20,31.65999984741211
2022-10-21,33.880001068115234
2022-10-24,34.58000183105469
2022-10-25,34.97999954223633
2022-10-26,36.47999954223633
2022-10-27,36.27000045776367
2022-10-28,35.95000076293945
2022-10-31,36.41999816894531
2022-11-01,36.5
2022-11-02,35.790000915527344
2022-11-03,36.86000061035156
2022-11-04,38.47999954223633
2022-11-07,39.540000915527344
2022-11-08,39.369998931884766
2022-11-09,36.810001373291016
2022-11-10,37.810001373291016
2022-11-11,38.7400016784668
2022-11-14,38.04999923706055
2022-11-15,38.90999984741211
2022-11-16,37.849998474121094
2022-11-17,37.470001220703125
2022-11-18,36.709999084472656
2022-11-21,36.130001068115234
2022-11-22,37.45000076293945
2022-11-23,36.560001373291016
2022-11-25,36.36000061035156
2022-11-28,35.880001068115234
2022-11-29,37.15999984741211
2022-11-30,37.88999938964844
2022-12-01,37.88999938964844
2022-12-02,38.869998931884766
2022-12-05,36.81999969482422
2022-12-06,36.20000076293945
2022-12-07,35.04999923706055
2022-12-08,34.869998931884766
2022-12-09,33.0099983215332
2022-12-12,34.29999923706055
2022-12-13,37.0
2022-12-14,36.54999923706055
2022-12-15,36.689998626708984
2022-12-16,35.849998474121094
2022-12-19,36.060001373291016
2022-12-20,37.41999816894531
2022-12-21,38.630001068115234
2022-12-22,37.540000915527344
2022-12-23,39.09000015258789
2022-12-27,39.27000045776367
2022-12-28,38.08000183105469
2022-12-29,38.869998931884766
2022-12-30,39.349998474121094
2023-01-03,37.65999984741211
2023-01-04,38.43000030517578
2023-01-05,38.95000076293945
2023-01-06,40.209999084472656
2023-01-09,40.439998626708984
2023-01-10,40.939998626708984
2023-01-11,40.9900016784668
2023-01-12,42.16999816894531
2023-01-13,42.65999984741211
2023-01-17,42.529998779296875
2023-01-18,40.599998474121094
2023-01-19,40.189998626708984
2023-01-20,40.689998626708984
2023-01-23,40.56999969482422
2023-01-24,39.84000015258789
2023-01-25,40.029998779296875
2023-01-26,41.0
2023-01-27,40.52000045776367
2023-01-30,40.34000015258789
2023-01-31,41.220001220703125
2023-02-01,40.84000015258789
2023-02-02,38.560001373291016
2023-02-03,38.56999969482422
2023-02-06,38.310001373291016
2023-02-07,39.029998779296875
2023-02-08,39.279998779296875
2023-02-09,37.65999984741211
2023-02-10,39.02000045776367
2023-02-13,39.27000045776367
2023-02-14,38.959999084472656
2023-02-15,37.95000076293945
2023-02-16,38.58000183105469
2023-02-17,36.5
2023-02-21,36.400001525878906
2023-02-22,35.709999084472656
2023-02-23,36.22999954223633
2023-02-24,36.9900016784668
2023-02-27,37.18000030517578
2023-02-28,36.22999954223633
2023-03-01,37.5099983215332
2023-03-02,38.38999938964844
2023-03-03,38.88999938964844
2023-03-06,38.86000061035156
2023-03-07,37.849998474121094
2023-03-08,37.15999984741211
2023-03-09,35.56999969482422
2023-03-10,34.529998779296875
2023-03-13,33.380001068115234
2023-03-14,33.41999816894531
2023-03-15,30.40999984741211
2023-03-16,31.0
2023-03-17,29.950000762939453
2023-03-20,30.690000534057617
2023-03-21,31.940000534057617
2023-03-22,30.459999084472656
2023-03-23,29.420000076293945
2023-03-24,29.600000381469727
2023-03-27,30.579999923706055
2023-03-28,31.290000915527344
2023-03-29,31.350000381469727
2023-03-30,31.059999465942383
2023-03-31,31.639999389648438
2023-04-03,34.099998474121094
2023-04-04,33.22999954223633
2023-04-05,33.060001373291016
2023-04-06,32.709999084472656
2023-04-10,33.09000015258789
2023-04-11,33.72999954223633
2023-04-12,33.59000015258789
