Date,SNAP
2022-02-28,39.939998626708984
2022-03-01,37.84000015258789
2022-03-02,37.369998931884766
2022-03-03,35.65999984741211
2022-03-04,33.09000015258789
2022-03-07,30.219999313354492
2022-03-08,31.219999313354492
2022-03-09,33.68000030517578
2022-03-10,31.739999771118164
2022-03-11,30.049999237060547
2022-03-14,28.0
2022-03-15,29.579999923706055
2022-03-16,32.560001373291016
2022-03-17,33.970001220703125
2022-03-18,36.0
2022-03-21,35.16999816894531
2022-03-22,36.2400016784668
2022-03-23,35.880001068115234
2022-03-24,37.04999923706055
2022-03-25,35.400001525878906
2022-03-28,36.22999954223633
2022-03-29,37.869998931884766
2022-03-30,36.84000015258789
2022-03-31,35.9900016784668
2022-04-01,37.38999938964844
2022-04-04,39.34000015258789
2022-04-05,38.25
2022-04-06,36.470001220703125
2022-04-07,36.25
2022-04-08,35.66999816894531
2022-04-11,34.400001525878906
2022-04-12,33.56999969482422
2022-04-13,34.68000030517578
2022-04-14,33.189998626708984
2022-04-18,32.63999938964844
2022-04-19,33.630001068115234
2022-04-20,30.760000228881836
2022-04-21,29.420000076293945
2022-04-22,29.760000228881836
2022-04-25,29.90999984741211
2022-04-26,28.690000534057617
2022-04-27,27.09000015258789
2022-04-28,28.809999465942383
2022-04-29,28.459999084472656
2022-05-02,29.520000457763672
2022-05-03,28.93000030517578
2022-05-04,30.15999984741211
2022-05-05,27.270000457763672
2022-05-06,24.920000076293945
2022-05-09,23.389999389648438
2022-05-10,22.889999389648438
2022-05-11,21.84000015258789
2022-05-12,22.770000457763672
2022-05-13,24.75
2022-05-16,23.420000076293945
2022-05-17,24.540000915527344
2022-05-18,22.729999542236328
2022-05-19,23.200000762939453
2022-05-20,23.260000228881836
2022-05-23,22.469999313354492
2022-05-24,12.789999961853027
2022-05-25,14.15999984741211
2022-05-26,14.8100004196167
2022-05-27,15.579999923706055
2022-05-31,14.109999656677246
2022-06-01,13.930000305175781
2022-06-02,14.899999618530273
2022-06-03,14.489999771118164
2022-06-06,15.149999618530273
2022-06-07,15.279999732971191
2022-06-08,15.170000076293945
2022-06-09,14.100000381469727
2022-06-10,13.279999732971191
2022-06-13,12.020000457763672
2022-06-14,11.90999984741211
2022-06-15,13.199999809265137
2022-06-16,12.220000267028809
2022-06-17,12.420000076293945
2022-06-21,12.850000381469727
2022-06-22,13.079999923706055
2022-06-23,13.9399995803833
2022-06-24,14.699999809265137
2022-06-27,14.5600004196167
2022-06-28,13.729999542236328
2022-06-29,13.960000038146973
2022-06-30,13.130000114440918
2022-07-01,13.170000076293945
2022-07-05,14.380000114440918
2022-07-06,14.279999732971191
2022-07-07,15.100000381469727
2022-07-08,14.960000038146973
2022-07-11,14.0600004196167
2022-07-12,14.039999961853027
2022-07-13,13.829999923706055
2022-07-14,13.170000076293945
2022-07-15,13.649999618530273
2022-07-18,13.920000076293945
2022-07-19,14.149999618530273
2022-07-20,15.510000228881836
2022-07-21,16.350000381469727
2022-07-22,9.960000038146973
2022-07-25,9.949999809265137
2022-07-26,9.630000114440918
2022-07-27,9.550000190734863
2022-07-28,9.670000076293945
2022-07-29,9.880000114440918
2022-08-01,9.539999961853027
2022-08-02,9.869999885559082
2022-08-03,10.319999694824219
2022-08-04,10.25
2022-08-05,10.180000305175781
2022-08-08,10.40999984741211
2022-08-09,10.15999984741211
2022-08-10,10.569999694824219
2022-08-11,11.109999656677246
2022-08-12,11.619999885559082
2022-08-15,12.239999771118164
2022-08-16,12.609999656677246
2022-08-17,12.09000015258789
2022-08-18,12.5600004196167
2022-08-19,11.5600004196167
2022-08-22,11.010000228881836
2022-08-23,10.600000381469727
2022-08-24,10.859999656677246
2022-08-25,11.210000038146973
2022-08-26,10.670000076293945
2022-08-29,10.270000457763672
2022-08-30,10.010000228881836
2022-08-31,10.880000114440918
2022-09-01,11.640000343322754
2022-09-02,11.220000267028809
2022-09-06,10.770000457763672
2022-09-07,11.460000038146973
2022-09-08,12.529999732971191
2022-09-09,12.649999618530273
2022-09-12,12.649999618530273
2022-09-13,11.770000457763672
2022-09-14,11.520000457763672
2022-09-15,11.899999618530273
2022-09-16,11.300000190734863
2022-09-19,11.350000381469727
2022-09-20,11.119999885559082
2022-09-21,10.850000381469727
2022-09-22,10.460000038146973
2022-09-23,10.319999694824219
2022-09-26,10.180000305175781
2022-09-27,10.449999809265137
2022-09-28,10.760000228881836
2022-09-29,10.1899995803833
2022-09-30,9.819999694824219
2022-10-03,9.979999542236328
2022-10-04,10.819999694824219
2022-10-05,11.199999809265137
2022-10-06,11.350000381469727
2022-10-07,10.65999984741211
2022-10-10,10.40999984741211
2022-10-11,10.3100004196167
2022-10-12,10.510000228881836
2022-10-13,10.579999923706055
2022-10-14,9.989999771118164
2022-10-17,10.59000015258789
2022-10-18,10.600000381469727
2022-10-19,10.859999656677246
2022-10-20,10.789999961853027
2022-10-21,7.760000228881836
2022-10-24,8.3100004196167
2022-10-25,9.600000381469727
2022-10-26,9.579999923706055
2022-10-27,9.5600004196167
2022-10-28,10.079999923706055
2022-10-31,9.90999984741211
2022-11-01,10.25
2022-11-02,9.539999961853027
2022-11-03,9.15999984741211
2022-11-04,9.140000343322754
2022-11-07,10.010000228881836
2022-11-08,10.279999732971191
2022-11-09,9.5600004196167
2022-11-10,10.729999542236328
2022-11-11,11.579999923706055
2022-11-14,11.289999961853027
2022-11-15,11.779999732971191
2022-11-16,11.069999694824219
2022-11-17,10.920000076293945
2022-11-18,10.520000457763672
2022-11-21,9.960000038146973
2022-11-22,9.90999984741211
2022-11-23,10.319999694824219
2022-11-25,10.180000305175781
2022-11-28,9.84000015258789
2022-11-29,9.819999694824219
2022-11-30,10.3100004196167
2022-12-01,10.869999885559082
2022-12-02,10.5
2022-12-05,10.100000381469727
2022-12-06,9.420000076293945
2022-12-07,9.300000190734863
2022-12-08,9.399999618530273
2022-12-09,9.449999809265137
2022-12-12,9.460000038146973
2022-12-13,9.40999984741211
2022-12-14,9.539999961853027
2022-12-15,8.760000228881836
2022-12-16,8.470000267028809
