Date,EG
2022-10-25,283.05999755859375
2022-10-26,281.5799865722656
2022-10-27,301.760009765625
2022-10-28,321.6400146484375
2022-10-31,322.6600036621094
2022-11-01,316.0299987792969
2022-11-02,321.8699951171875
2022-11-03,331.07000732421875
2022-11-04,333.1600036621094
2022-11-07,328.7699890136719
2022-11-08,325.67999267578125
2022-11-09,320.0400085449219
2022-11-10,320.19000244140625
2022-11-11,308.7099914550781
2022-11-14,310.0799865722656
2022-11-15,316.2099914550781
2022-11-16,317.3999938964844
2022-11-17,317.3800048828125
2022-11-18,323.489990234375
2022-11-21,324.04998779296875
2022-11-22,327.25
2022-11-23,328.9100036621094
2022-11-25,334.4200134277344
2022-11-28,329.1400146484375
2022-11-29,332.79998779296875
2022-11-30,337.94000244140625
2022-12-01,330.3399963378906
2022-12-02,333.4700012207031
2022-12-05,330.5899963378906
2022-12-06,336.760009765625
2022-12-07,332.95001220703125
2022-12-08,333.739990234375
2022-12-09,332.55999755859375
2022-12-12,332.5400085449219
2022-12-13,331.3500061035156
2022-12-14,325.3900146484375
2022-12-15,322.489990234375
2022-12-16,323.1099853515625
2022-12-19,322.3800048828125
2022-12-20,327.010009765625
2022-12-21,335.2300109863281
2022-12-22,332.79998779296875
2022-12-23,334.9200134277344
2022-12-27,336.0799865722656
2022-12-28,333.95001220703125
2022-12-29,334.8599853515625
2022-12-30,331.2699890136719
2023-01-03,333.3800048828125
2023-01-04,341.0899963378906
2023-01-05,342.1400146484375
2023-01-06,351.3999938964844
2023-01-09,352.69000244140625
2023-01-10,358.95001220703125
2023-01-11,352.7699890136719
2023-01-12,349.6099853515625
2023-01-13,352.9100036621094
2023-01-17,346.6700134277344
2023-01-18,345.4800109863281
2023-01-19,344.489990234375
2023-01-20,338.32000732421875
2023-01-23,338.9100036621094
2023-01-24,343.5
2023-01-25,350.8399963378906
2023-01-26,357.04998779296875
2023-01-27,350.989990234375
2023-01-30,346.9200134277344
2023-01-31,349.69000244140625
2023-02-01,356.3299865722656
2023-02-02,341.42999267578125
2023-02-03,342.3900146484375
2023-02-06,345.7900085449219
2023-02-07,355.1300048828125
2023-02-08,357.0899963378906
2023-02-09,378.4599914550781
2023-02-10,379.4800109863281
2023-02-13,382.0
2023-02-14,379.6600036621094
2023-02-15,384.4700012207031
2023-02-16,380.3599853515625
2023-02-17,386.75
2023-02-21,381.7300109863281
2023-02-22,379.7799987792969
2023-02-23,380.760009765625
2023-02-24,386.1700134277344
2023-02-27,381.1199951171875
2023-02-28,383.9700012207031
2023-03-01,390.8399963378906
2023-03-02,383.3800048828125
2023-03-03,382.7699890136719
2023-03-06,381.3299865722656
2023-03-07,383.2200012207031
2023-03-08,382.1099853515625
2023-03-09,368.1600036621094
2023-03-10,356.8999938964844
2023-03-13,346.1400146484375
2023-03-14,358.6700134277344
2023-03-15,338.3800048828125
2023-03-16,354.25
2023-03-17,334.1700134277344
2023-03-20,347.8699951171875
2023-03-21,353.75
2023-03-22,345.8699951171875
2023-03-23,341.7900085449219
2023-03-24,344.8299865722656
2023-03-27,349.7300109863281
2023-03-28,353.8800048828125
2023-03-29,359.0199890136719
2023-03-30,356.1099853515625
2023-03-31,358.0199890136719
2023-04-03,361.95001220703125
2023-04-04,358.55999755859375
2023-04-05,363.0
2023-04-06,362.1000061035156
2023-04-10,364.75
2023-04-11,363.2799987792969
2023-04-12,365.6000061035156
2023-04-13,362.7200012207031
2023-04-14,359.2099914550781
2023-04-17,363.79998779296875
2023-04-18,369.6499938964844
2023-04-19,374.3399963378906
2023-04-20,375.6000061035156
2023-04-21,370.6199951171875
2023-04-24,371.2900085449219
2023-04-25,370.0
2023-04-26,368.94000244140625
2023-04-27,373.8699951171875
2023-04-28,378.0
2023-05-01,380.3399963378906
2023-05-02,382.0
2023-05-03,376.0400085449219
2023-05-04,371.54998779296875
2023-05-05,375.3999938964844
2023-05-08,383.2200012207031
2023-05-09,382.8699951171875
2023-05-10,385.9800109863281
2023-05-11,387.1000061035156
2023-05-12,385.8800048828125
2023-05-15,383.25
2023-05-16,378.3999938964844
2023-05-17,369.0
2023-05-18,377.5
2023-05-19,376.4700012207031
2023-05-22,361.489990234375
2023-05-23,365.010009765625
2023-05-24,361.42999267578125
2023-05-25,359.95001220703125
2023-05-26,350.05999755859375
2023-05-30,351.4100036621094
2023-05-31,340.0199890136719
2023-06-01,339.42999267578125
2023-06-02,343.1300048828125
2023-06-05,342.5299987792969
2023-06-06,349.510009765625
2023-06-07,348.95001220703125
2023-06-08,341.6499938964844
2023-06-09,344.5899963378906
2023-06-12,338.67999267578125
2023-06-13,346.42999267578125
2023-06-14,341.1099853515625
2023-06-15,344.25
2023-06-16,352.3500061035156
2023-06-20,352.739990234375
2023-06-21,351.8500061035156
2023-06-22,353.42999267578125
2023-06-23,345.6600036621094
2023-06-26,339.9700012207031
2023-06-27,337.8999938964844
2023-06-28,332.8699951171875
2023-06-29,339.6600036621094
2023-06-30,341.8599853515625
2023-07-03,341.8699951171875
2023-07-05,339.6300048828125
2023-07-06,341.2799987792969
2023-07-07,351.2799987792969
2023-07-10,347.05999755859375
2023-07-11,351.82000732421875
2023-07-12,352.6400146484375
2023-07-13,353.739990234375
2023-07-14,352.6600036621094
2023-07-17,359.0199890136719
2023-07-18,358.0400085449219
2023-07-19,357.2300109863281
2023-07-20,365.05999755859375
2023-07-21,366.9599914550781
2023-07-24,370.1099853515625
2023-07-25,366.57000732421875
2023-07-26,364.75
2023-07-27,357.8399963378906
2023-07-28,359.1499938964844
2023-07-31,360.510009765625
2023-08-01,359.2300109863281
2023-08-02,359.54998779296875
2023-08-03,362.29998779296875
2023-08-04,355.29998779296875
2023-08-07,358.6700134277344
2023-08-08,346.05999755859375
2023-08-09,359.0
2023-08-10,358.6000061035156
2023-08-11,356.0199890136719
2023-08-14,355.760009765625
2023-08-15,354.8800048828125
2023-08-16,354.9100036621094
2023-08-17,347.19000244140625
2023-08-18,348.3999938964844
2023-08-21,348.6000061035156
2023-08-22,346.79998779296875
2023-08-23,352.6099853515625
2023-08-24,358.0799865722656
2023-08-25,352.8800048828125
2023-08-28,351.75
2023-08-29,359.8500061035156
2023-08-30,362.70001220703125
2023-08-31,360.67999267578125
2023-09-01,364.79998779296875
2023-09-05,361.6600036621094
2023-09-06,366.30999755859375
2023-09-07,367.2200012207031
2023-09-08,370.70001220703125
2023-09-11,377.8500061035156
2023-09-12,376.2900085449219
2023-09-13,375.1600036621094
2023-09-14,380.1700134277344
2023-09-15,379.2099914550781
2023-09-18,384.3699951171875
2023-09-19,388.6300048828125
2023-09-20,391.989990234375
2023-09-21,392.4700012207031
2023-09-22,391.79998779296875
2023-09-25,388.69000244140625
2023-09-26,386.07000732421875
2023-09-27,381.7200012207031
2023-09-28,381.489990234375
2023-09-29,371.6700134277344
2023-10-02,375.6199951171875
2023-10-03,372.19000244140625
2023-10-04,385.2900085449219
2023-10-05,387.0799865722656
2023-10-06,391.7799987792969
2023-10-09,390.0799865722656
2023-10-10,385.30999755859375
2023-10-11,392.5
2023-10-12,393.8800048828125
2023-10-13,398.3800048828125
2023-10-16,405.2799987792969
2023-10-17,408.0400085449219
2023-10-18,406.25
2023-10-19,401.8500061035156
2023-10-20,396.0199890136719
2023-10-23,389.0299987792969
2023-10-24,397.1000061035156
2023-10-25,396.69000244140625
2023-10-26,383.2200012207031
2023-10-27,385.5799865722656
2023-10-30,392.6400146484375
2023-10-31,395.6199951171875
2023-11-01,402.3900146484375
2023-11-02,382.0400085449219
2023-11-03,385.4100036621094
2023-11-06,382.7699890136719
2023-11-07,383.989990234375
2023-11-08,381.2699890136719
2023-11-09,380.1700134277344
2023-11-10,384.67999267578125
2023-11-13,385.8500061035156
2023-11-14,393.1600036621094
2023-11-15,390.0199890136719
2023-11-16,399.30999755859375
2023-11-17,396.29998779296875
2023-11-20,399.70001220703125
2023-11-21,406.989990234375
2023-11-22,408.010009765625
2023-11-24,414.25
2023-11-27,414.5899963378906
2023-11-28,406.25
2023-11-29,402.3399963378906
2023-11-30,410.54998779296875
2023-12-01,407.6300048828125
2023-12-04,399.05999755859375
2023-12-05,397.19000244140625
2023-12-06,390.3699951171875
2023-12-07,383.3599853515625
2023-12-08,384.7799987792969
2023-12-11,390.7300109863281
2023-12-12,396.1300048828125
2023-12-13,386.8299865722656
2023-12-14,360.7799987792969
2023-12-15,356.0799865722656
2023-12-18,363.79998779296875
2023-12-19,364.989990234375
2023-12-20,356.7900085449219
2023-12-21,357.6300048828125
2023-12-22,353.6400146484375
2023-12-26,351.2799987792969
2023-12-27,350.69000244140625
2023-12-28,352.6099853515625
2023-12-29,353.5799865722656
2024-01-02,361.6499938964844
2024-01-03,363.95001220703125
2024-01-04,367.69000244140625
2024-01-05,371.4100036621094
2024-01-08,372.5
2024-01-09,368.510009765625
2024-01-10,370.5
2024-01-11,374.3699951171875
2024-01-12,370.42999267578125
2024-01-16,369.2300109863281
2024-01-17,365.20001220703125
2024-01-18,368.9200134277344
2024-01-19,373.8399963378906
2024-01-22,374.70001220703125
2024-01-23,374.989990234375
2024-01-24,375.010009765625
2024-01-25,376.55999755859375
2024-01-26,379.75
2024-01-29,377.510009765625
2024-01-30,379.7300109863281
2024-01-31,384.9700012207031
2024-02-01,378.4100036621094
2024-02-02,381.3399963378906
2024-02-05,381.80999755859375
2024-02-06,380.6300048828125
2024-02-07,383.94000244140625
2024-02-08,354.55999755859375
2024-02-09,353.760009765625
2024-02-12,360.92999267578125
2024-02-13,368.1600036621094
2024-02-14,371.0400085449219
2024-02-15,374.3800048828125
2024-02-16,367.8699951171875
2024-02-20,368.1099853515625
2024-02-21,361.8999938964844
2024-02-22,370.45001220703125
2024-02-23,370.8800048828125
2024-02-26,367.0
2024-02-27,367.7099914550781
2024-02-28,370.3500061035156
2024-02-29,368.8800048828125
2024-03-01,369.9200134277344
2024-03-04,367.5
2024-03-05,366.92999267578125
2024-03-06,370.17999267578125
2024-03-07,367.5
2024-03-08,367.70001220703125
2024-03-11,379.6700134277344
2024-03-12,383.57000732421875
2024-03-13,386.0400085449219
2024-03-14,388.30999755859375
2024-03-15,392.8699951171875
2024-03-18,388.1099853515625
2024-03-19,387.3999938964844
2024-03-20,390.7200012207031
2024-03-21,384.42999267578125
2024-03-22,384.1700134277344
2024-03-25,391.8999938964844
2024-03-26,388.30999755859375
2024-03-27,395.7900085449219
2024-03-28,397.5
2024-04-01,398.0400085449219
2024-04-02,391.8699951171875
2024-04-03,387.6199951171875
2024-04-04,379.4599914550781
2024-04-05,379.8599853515625
2024-04-08,381.1099853515625
2024-04-09,371.5
2024-04-10,371.6400146484375
2024-04-11,366.1499938964844
2024-04-12,361.80999755859375
2024-04-15,359.5299987792969
2024-04-16,359.9200134277344
2024-04-17,357.1400146484375
2024-04-18,360.2099914550781
2024-04-19,370.260009765625
2024-04-22,372.8399963378906
2024-04-23,368.6700134277344
2024-04-24,365.739990234375
2024-04-25,365.760009765625
2024-04-26,364.70001220703125
2024-04-29,369.1099853515625
2024-04-30,366.4100036621094
2024-05-01,369.8999938964844
2024-05-02,372.07000732421875
2024-05-03,369.6499938964844
2024-05-06,379.0
2024-05-07,378.6400146484375
2024-05-08,380.9700012207031
2024-05-09,380.5299987792969
2024-05-10,382.92999267578125
2024-05-13,381.17999267578125
2024-05-14,378.760009765625
2024-05-15,375.1099853515625
2024-05-16,388.2699890136719
2024-05-17,392.9200134277344
2024-05-20,389.79998779296875
2024-05-21,394.1600036621094
2024-05-22,399.5299987792969
2024-05-23,387.3800048828125
2024-05-24,391.7799987792969
2024-05-28,388.4599914550781
2024-05-29,382.69000244140625
2024-05-30,388.5299987792969
2024-05-31,390.92999267578125
2024-06-03,386.760009765625
2024-06-04,384.7099914550781
2024-06-05,380.57000732421875
2024-06-06,379.6600036621094
2024-06-07,382.80999755859375
2024-06-10,381.6099853515625
2024-06-11,379.1000061035156
2024-06-12,373.7099914550781
2024-06-13,374.42999267578125
2024-06-14,367.55999755859375
2024-06-17,376.3900146484375
2024-06-18,377.25
2024-06-20,380.2799987792969
2024-06-21,377.19000244140625
2024-06-24,382.010009765625
2024-06-25,381.6600036621094
2024-06-26,376.19000244140625
2024-06-27,380.5
2024-06-28,381.0199890136719
2024-07-01,378.6199951171875
2024-07-02,369.6700134277344
2024-07-03,364.7699890136719
2024-07-05,362.8500061035156
2024-07-08,373.0400085449219
2024-07-09,372.79998779296875
2024-07-10,378.1499938964844
2024-07-11,379.80999755859375
2024-07-12,381.6400146484375
2024-07-15,396.260009765625
2024-07-16,394.6000061035156
2024-07-17,398.0799865722656
2024-07-18,400.0
2024-07-19,385.32000732421875
2024-07-22,388.7200012207031
2024-07-23,384.8599853515625
2024-07-24,381.5400085449219
2024-07-25,373.75
2024-07-26,382.92999267578125
2024-07-29,384.0
2024-07-30,389.44000244140625
2024-07-31,392.8699951171875
2024-08-01,368.3399963378906
2024-08-02,364.1300048828125
2024-08-05,356.29998779296875
2024-08-06,358.6400146484375
2024-08-07,360.6300048828125
2024-08-08,364.20001220703125
2024-08-09,364.5
2024-08-12,360.9100036621094
2024-08-13,363.1099853515625
2024-08-14,369.5400085449219
2024-08-15,373.4599914550781
2024-08-16,374.5400085449219
2024-08-19,378.739990234375
2024-08-20,377.239990234375
2024-08-21,378.6499938964844
2024-08-22,382.1700134277344
2024-08-23,388.6300048828125
2024-08-26,389.4599914550781
2024-08-27,388.1300048828125
2024-08-28,389.6099853515625
2024-08-29,390.4200134277344
2024-08-30,392.239990234375
2024-09-03,393.2699890136719
2024-09-04,392.5
2024-09-05,389.5
2024-09-06,383.3900146484375
2024-09-09,387.0199890136719
2024-09-10,381.1600036621094
2024-09-11,376.55999755859375
2024-09-12,379.04998779296875
2024-09-13,382.75
2024-09-16,389.42999267578125
2024-09-17,387.5400085449219
2024-09-18,388.6600036621094
2024-09-19,388.29998779296875
2024-09-20,387.5
2024-09-23,386.70001220703125
2024-09-24,383.1400146484375
2024-09-25,382.8500061035156
2024-09-26,387.5400085449219
2024-09-27,395.1400146484375
2024-09-30,391.8299865722656
2024-10-01,396.2200012207031
2024-10-02,396.3999938964844
2024-10-03,393.6199951171875
2024-10-04,407.0400085449219
2024-10-07,372.54998779296875
2024-10-08,373.7300109863281
2024-10-09,388.8900146484375
2024-10-10,393.8599853515625
2024-10-11,393.9599914550781
2024-10-14,398.6600036621094
2024-10-15,388.239990234375
2024-10-16,386.07000732421875
2024-10-17,385.9700012207031
2024-10-18,384.2300109863281
2024-10-21,386.6499938964844
2024-10-22,385.3500061035156
2024-10-23,385.6600036621094
2024-10-24,387.1000061035156
2024-10-25,379.6099853515625
2024-10-28,381.44000244140625
2024-10-29,376.760009765625
2024-10-30,380.0
2024-10-31,355.6099853515625
2024-11-01,350.9700012207031
2024-11-04,347.75
2024-11-05,354.6099853515625
2024-11-06,366.6000061035156
2024-11-07,362.04998779296875
2024-11-08,368.2900085449219
2024-11-11,369.4200134277344
2024-11-12,368.7099914550781
2024-11-13,370.67999267578125
2024-11-14,366.5
2024-11-15,371.3299865722656
2024-11-18,373.3299865722656
2024-11-19,370.44000244140625
2024-11-20,376.8699951171875
2024-11-21,385.1499938964844
