Date,BURL
2023-01-09,221.30999755859375
2023-01-10,220.61000061035156
2023-01-11,224.99000549316406
2023-01-12,222.75
2023-01-13,225.25
2023-01-17,229.4600067138672
2023-01-18,226.49000549316406
2023-01-19,222.92999267578125
2023-01-20,221.83999633789062
2023-01-23,226.1699981689453
2023-01-24,224.5800018310547
2023-01-25,223.41000366210938
2023-01-26,224.99000549316406
2023-01-27,226.3800048828125
2023-01-30,229.36000061035156
2023-01-31,229.8300018310547
2023-02-01,234.14999389648438
2023-02-02,230.80999755859375
2023-02-03,230.25999450683594
2023-02-06,230.5
2023-02-07,227.6999969482422
2023-02-08,223.2100067138672
2023-02-09,221.9600067138672
2023-02-10,223.47000122070312
2023-02-13,227.67999267578125
2023-02-14,229.99000549316406
2023-02-15,228.8000030517578
2023-02-16,226.89999389648438
2023-02-17,227.94000244140625
2023-02-21,222.0500030517578
2023-02-22,223.1300048828125
2023-02-23,222.27999877929688
2023-02-24,224.2899932861328
2023-02-27,217.11000061035156
2023-02-28,214.25
2023-03-01,217.11000061035156
2023-03-02,212.0
2023-03-03,216.2100067138672
2023-03-06,218.74000549316406
2023-03-07,214.49000549316406
2023-03-08,215.30999755859375
2023-03-09,207.16000366210938
2023-03-10,209.25
2023-03-13,204.89999389648438
2023-03-14,212.5399932861328
2023-03-15,212.0500030517578
2023-03-16,214.14999389648438
2023-03-17,210.16000366210938
2023-03-20,211.8000030517578
2023-03-21,212.24000549316406
2023-03-22,205.8000030517578
2023-03-23,203.6699981689453
2023-03-24,200.67999267578125
2023-03-27,199.50999450683594
2023-03-28,201.27000427246094
2023-03-29,197.63999938964844
2023-03-30,194.5800018310547
2023-03-31,202.10000610351562
2023-04-03,205.92999267578125
2023-04-04,206.72999572753906
2023-04-05,198.82000732421875
2023-04-06,193.97999572753906
2023-04-10,198.07000732421875
2023-04-11,197.6999969482422
2023-04-12,188.94000244140625
2023-04-13,189.17999267578125
2023-04-14,190.86000061035156
2023-04-17,187.86000061035156
2023-04-18,188.0
2023-04-19,188.08999633789062
2023-04-20,187.83999633789062
2023-04-21,191.8000030517578
2023-04-24,193.58999633789062
2023-04-25,185.30999755859375
2023-04-26,189.94000244140625
2023-04-27,193.91000366210938
2023-04-28,192.80999755859375
2023-05-01,186.61000061035156
2023-05-02,186.32000732421875
2023-05-03,184.72999572753906
2023-05-04,183.74000549316406
2023-05-05,183.86000061035156
2023-05-08,182.44000244140625
2023-05-09,175.39999389648438
2023-05-10,172.22999572753906
2023-05-11,173.0399932861328
2023-05-12,174.24000549316406
2023-05-15,175.8800048828125
2023-05-16,171.0800018310547
2023-05-17,171.83999633789062
2023-05-18,176.52999877929688
2023-05-19,167.8800048828125
2023-05-22,167.27000427246094
2023-05-23,161.74000549316406
2023-05-24,166.89999389648438
2023-05-25,160.55999755859375
2023-05-26,159.11000061035156
2023-05-30,154.24000549316406
2023-05-31,150.4600067138672
2023-06-01,144.3000030517578
2023-06-02,150.97999572753906
2023-06-05,149.49000549316406
2023-06-06,151.72999572753906
2023-06-07,150.24000549316406
2023-06-08,147.44000244140625
2023-06-09,145.50999450683594
2023-06-12,153.1199951171875
2023-06-13,151.3000030517578
2023-06-14,148.41000366210938
2023-06-15,153.3000030517578
2023-06-16,151.5500030517578
2023-06-20,151.00999450683594
2023-06-21,149.2100067138672
2023-06-22,154.1699981689453
2023-06-23,157.97999572753906
2023-06-26,156.61000061035156
2023-06-27,156.38999938964844
2023-06-28,151.13999938964844
2023-06-29,153.60000610351562
2023-06-30,157.38999938964844
2023-07-03,159.02000427246094
2023-07-05,161.0500030517578
2023-07-06,157.30999755859375
2023-07-07,154.1199951171875
2023-07-10,156.6199951171875
2023-07-11,166.72000122070312
2023-07-12,164.17999267578125
2023-07-13,166.75999450683594
2023-07-14,167.25
2023-07-17,168.30999755859375
2023-07-18,172.72999572753906
2023-07-19,176.3699951171875
2023-07-20,173.35000610351562
2023-07-21,171.4499969482422
2023-07-24,174.22000122070312
2023-07-25,173.86000061035156
2023-07-26,180.0
2023-07-27,174.89999389648438
2023-07-28,177.66000366210938
2023-07-31,177.6199951171875
2023-08-01,174.08999633789062
2023-08-02,169.41000366210938
2023-08-03,171.74000549316406
2023-08-04,169.24000549316406
2023-08-07,167.36000061035156
2023-08-08,165.92999267578125
2023-08-09,166.50999450683594
2023-08-10,167.1199951171875
2023-08-11,163.11000061035156
2023-08-14,167.88999938964844
2023-08-15,169.47000122070312
2023-08-16,171.25999450683594
2023-08-17,169.8000030517578
2023-08-18,172.22999572753906
2023-08-21,170.75
2023-08-22,163.9199981689453
2023-08-23,169.9499969482422
2023-08-24,154.85000610351562
2023-08-25,154.27000427246094
2023-08-28,155.2899932861328
2023-08-29,157.22999572753906
2023-08-30,160.2899932861328
2023-08-31,162.25999450683594
2023-09-01,162.47999572753906
2023-09-05,161.6300048828125
2023-09-06,160.72000122070312
2023-09-07,155.4199981689453
2023-09-08,156.10000610351562
2023-09-11,154.19000244140625
2023-09-12,152.58999633789062
2023-09-13,147.7899932861328
2023-09-14,150.67999267578125
2023-09-15,147.77999877929688
2023-09-18,139.50999450683594
2023-09-19,143.1699981689453
2023-09-20,142.7100067138672
2023-09-21,138.6300048828125
2023-09-22,136.77999877929688
2023-09-25,134.2100067138672
2023-09-26,132.39999389648438
2023-09-27,131.22999572753906
2023-09-28,134.25999450683594
2023-09-29,135.3000030517578
2023-10-02,132.33999633789062
2023-10-03,128.94000244140625
2023-10-04,127.04000091552734
2023-10-05,121.22000122070312
2023-10-06,123.45999908447266
2023-10-09,121.3499984741211
2023-10-10,123.72000122070312
2023-10-11,123.61000061035156
2023-10-12,119.76000213623047
2023-10-13,116.30999755859375
2023-10-16,123.20999908447266
2023-10-17,125.94000244140625
2023-10-18,123.3499984741211
2023-10-19,120.62000274658203
2023-10-20,122.19000244140625
2023-10-23,118.18000030517578
2023-10-24,120.16000366210938
2023-10-25,120.08999633789062
2023-10-26,119.41000366210938
2023-10-27,116.43000030517578
2023-10-30,118.80000305175781
2023-10-31,121.02999877929688
2023-11-01,118.58000183105469
2023-11-02,126.26000213623047
2023-11-03,132.4600067138672
2023-11-06,132.27000427246094
2023-11-07,131.14999389648438
2023-11-08,130.6199951171875
2023-11-09,130.75999450683594
2023-11-10,130.7100067138672
2023-11-13,125.5
2023-11-14,132.22000122070312
2023-11-15,135.80999755859375
2023-11-16,129.92999267578125
2023-11-17,136.0
2023-11-20,136.7100067138672
2023-11-21,165.05999755859375
2023-11-22,171.75
2023-11-24,172.4499969482422
2023-11-27,171.67999267578125
2023-11-28,171.39999389648438
2023-11-29,171.52000427246094
2023-11-30,169.58999633789062
2023-12-01,174.05999755859375
2023-12-04,178.3000030517578
2023-12-05,175.50999450683594
2023-12-06,176.22000122070312
2023-12-07,174.0800018310547
2023-12-08,176.27999877929688
2023-12-11,177.75999450683594
2023-12-12,178.67999267578125
2023-12-13,186.6699981689453
2023-12-14,187.89999389648438
2023-12-15,183.0500030517578
2023-12-18,181.8300018310547
2023-12-19,186.63999938964844
2023-12-20,188.63999938964844
2023-12-21,190.47999572753906
2023-12-22,191.8300018310547
2023-12-26,195.88999938964844
2023-12-27,196.60000610351562
2023-12-28,197.0500030517578
2023-12-29,194.47999572753906
2024-01-02,194.86000061035156
2024-01-03,187.85000610351562
2024-01-04,188.14999389648438
2024-01-05,190.0500030517578
2024-01-08,193.9499969482422
2024-01-09,196.69000244140625
2024-01-10,196.89999389648438
2024-01-11,194.9499969482422
2024-01-12,191.75999450683594
2024-01-16,193.3699951171875
2024-01-17,195.97000122070312
2024-01-18,195.7100067138672
2024-01-19,194.8000030517578
2024-01-22,195.77999877929688
2024-01-23,194.86000061035156
2024-01-24,190.8300018310547
2024-01-25,197.0500030517578
2024-01-26,198.02000427246094
2024-01-29,198.39999389648438
2024-01-30,197.11000061035156
2024-01-31,191.14999389648438
2024-02-01,197.32000732421875
2024-02-02,196.72999572753906
2024-02-05,193.61000061035156
2024-02-06,194.1199951171875
2024-02-07,194.13999938964844
2024-02-08,199.9499969482422
2024-02-09,197.6699981689453
2024-02-12,197.82000732421875
2024-02-13,194.0500030517578
2024-02-14,195.2100067138672
2024-02-15,197.2100067138672
2024-02-16,195.1699981689453
2024-02-20,193.72999572753906
2024-02-21,193.80999755859375
2024-02-22,202.25
2024-02-23,199.39999389648438
2024-02-26,206.16000366210938
2024-02-27,206.75
2024-02-28,205.39999389648438
2024-02-29,205.10000610351562
2024-03-01,205.75999450683594
2024-03-04,208.41000366210938
2024-03-05,212.11000061035156
2024-03-06,205.86000061035156
2024-03-07,221.25999450683594
2024-03-08,216.25
2024-03-11,214.5399932861328
2024-03-12,219.52000427246094
2024-03-13,221.08999633789062
2024-03-14,218.4600067138672
2024-03-15,218.02999877929688
2024-03-18,219.61000061035156
2024-03-19,224.57000732421875
2024-03-20,228.25
2024-03-21,227.32000732421875
2024-03-22,226.6699981689453
2024-03-25,227.61000061035156
2024-03-26,224.8000030517578
2024-03-27,230.6199951171875
2024-03-28,232.19000244140625
2024-04-01,228.72999572753906
2024-04-02,221.75
2024-04-03,211.9499969482422
2024-04-04,202.44000244140625
2024-04-05,199.91000366210938
2024-04-08,199.3000030517578
2024-04-09,199.4499969482422
2024-04-10,194.6999969482422
2024-04-11,198.05999755859375
2024-04-12,190.11000061035156
2024-04-15,184.75999450683594
2024-04-16,180.9199981689453
2024-04-17,179.91000366210938
2024-04-18,179.2899932861328
2024-04-19,178.57000732421875
2024-04-22,177.63999938964844
2024-04-23,180.75
2024-04-24,178.74000549316406
2024-04-25,178.52999877929688
2024-04-26,184.19000244140625
2024-04-29,182.8000030517578
2024-04-30,179.94000244140625
2024-05-01,178.02000427246094
2024-05-02,184.30999755859375
2024-05-03,185.67999267578125
2024-05-06,188.0
2024-05-07,187.72000122070312
2024-05-08,187.47999572753906
2024-05-09,190.9499969482422
2024-05-10,190.39999389648438
2024-05-13,193.8300018310547
2024-05-14,195.8800048828125
2024-05-15,194.80999755859375
2024-05-16,195.55999755859375
2024-05-17,193.13999938964844
2024-05-20,190.7100067138672
2024-05-21,190.0
2024-05-22,185.1999969482422
2024-05-23,186.63999938964844
2024-05-24,200.3699951171875
2024-05-28,199.0500030517578
2024-05-29,200.36000061035156
2024-05-30,235.5500030517578
2024-05-31,240.0500030517578
2024-06-03,234.05999755859375
2024-06-04,228.97999572753906
2024-06-05,235.49000549316406
2024-06-06,233.89999389648438
2024-06-07,229.2100067138672
2024-06-10,230.9499969482422
2024-06-11,229.2899932861328
2024-06-12,231.3800048828125
2024-06-13,231.52999877929688
2024-06-14,228.02000427246094
2024-06-17,233.38999938964844
2024-06-18,233.82000732421875
2024-06-20,237.60000610351562
2024-06-21,239.97999572753906
2024-06-24,242.52999877929688
2024-06-25,240.63999938964844
2024-06-26,239.30999755859375
2024-06-27,238.30999755859375
2024-06-28,240.0
2024-07-01,233.02000427246094
2024-07-02,235.5
2024-07-03,233.63999938964844
2024-07-05,235.67999267578125
2024-07-08,238.5399932861328
2024-07-09,240.2100067138672
2024-07-10,242.30999755859375
2024-07-11,252.64999389648438
2024-07-12,252.4499969482422
2024-07-15,244.8000030517578
2024-07-16,254.38999938964844
2024-07-17,246.6999969482422
2024-07-18,246.1999969482422
2024-07-19,244.6999969482422
2024-07-22,252.25
2024-07-23,255.00999450683594
2024-07-24,246.38999938964844
2024-07-25,245.75
2024-07-26,249.6300048828125
2024-07-29,252.88999938964844
2024-07-30,257.4599914550781
2024-07-31,260.32000732421875
2024-08-01,255.24000549316406
2024-08-02,249.83999633789062
2024-08-05,245.99000549316406
2024-08-06,249.44000244140625
2024-08-07,242.72999572753906
2024-08-08,252.27999877929688
2024-08-09,251.7899932861328
2024-08-12,257.7799987792969
2024-08-13,257.30999755859375
2024-08-14,255.4499969482422
2024-08-15,264.9800109863281
2024-08-16,264.2699890136719
2024-08-19,264.45001220703125
2024-08-20,264.05999755859375
2024-08-21,271.67999267578125
2024-08-22,268.20001220703125
2024-08-23,275.5
2024-08-26,275.6099853515625
2024-08-27,278.989990234375
2024-08-28,272.8900146484375
2024-08-29,267.1700134277344
2024-08-30,268.239990234375
2024-09-03,265.3500061035156
2024-09-04,264.82000732421875
2024-09-05,267.32000732421875
2024-09-06,259.9200134277344
2024-09-09,262.92999267578125
2024-09-10,264.05999755859375
2024-09-11,267.3999938964844
2024-09-12,275.2900085449219
2024-09-13,277.45001220703125
2024-09-16,272.0799865722656
2024-09-17,270.2900085449219
2024-09-18,271.17999267578125
2024-09-19,275.0
2024-09-20,271.3900146484375
2024-09-23,271.9800109863281
2024-09-24,273.1700134277344
2024-09-25,275.9800109863281
2024-09-26,274.760009765625
2024-09-27,265.1499938964844
2024-09-30,263.4800109863281
2024-10-01,259.6099853515625
2024-10-02,261.2200012207031
2024-10-03,259.760009765625
2024-10-04,264.2799987792969
2024-10-07,248.0
2024-10-08,251.58999633789062
2024-10-09,251.8300018310547
2024-10-10,246.8300018310547
2024-10-11,252.4499969482422
2024-10-14,251.1999969482422
2024-10-15,253.11000061035156
2024-10-16,259.1099853515625
2024-10-17,261.0
2024-10-18,257.7799987792969
2024-10-21,255.32000732421875
2024-10-22,254.3699951171875
2024-10-23,255.6699981689453
2024-10-24,252.88999938964844
2024-10-25,251.64999389648438
2024-10-28,253.27999877929688
2024-10-29,254.6300048828125
2024-10-30,257.3800048828125
2024-10-31,247.77000427246094
2024-11-01,242.6999969482422
2024-11-04,247.25
2024-11-05,251.9600067138672
2024-11-06,252.5500030517578
2024-11-07,262.2900085449219
2024-11-08,263.2900085449219
2024-11-11,258.1400146484375
2024-11-12,263.489990234375
2024-11-13,267.5199890136719
2024-11-14,269.5899963378906
2024-11-15,268.94000244140625
2024-11-18,271.79998779296875
2024-11-19,274.0
2024-11-20,269.0199890136719
2024-11-21,272.8599853515625
