Date,D
2023-03-30,55.689998626708984
2023-03-31,55.90999984741211
2023-04-03,55.56999969482422
2023-04-04,56.310001373291016
2023-04-05,57.40999984741211
2023-04-06,58.060001373291016
2023-04-10,57.959999084472656
2023-04-11,58.08000183105469
2023-04-12,57.88999938964844
2023-04-13,58.36000061035156
2023-04-14,57.93000030517578
2023-04-17,58.68000030517578
2023-04-18,57.36000061035156
2023-04-19,57.43000030517578
2023-04-20,57.209999084472656
2023-04-21,57.709999084472656
2023-04-24,57.52000045776367
2023-04-25,57.310001373291016
2023-04-26,56.119998931884766
2023-04-27,57.349998474121094
2023-04-28,57.13999938964844
2023-05-01,57.119998931884766
2023-05-02,55.529998779296875
2023-05-03,55.7599983215332
2023-05-04,56.56999969482422
2023-05-05,56.4900016784668
2023-05-08,56.5
2023-05-09,56.5
2023-05-10,56.349998474121094
2023-05-11,55.459999084472656
2023-05-12,55.189998626708984
2023-05-15,54.77000045776367
2023-05-16,52.84000015258789
2023-05-17,53.220001220703125
2023-05-18,52.68000030517578
2023-05-19,52.119998931884766
2023-05-22,52.15999984741211
2023-05-23,52.290000915527344
2023-05-24,51.310001373291016
2023-05-25,50.43000030517578
2023-05-26,49.86000061035156
2023-05-30,49.7400016784668
2023-05-31,50.279998779296875
2023-06-01,49.02000045776367
2023-06-02,49.86000061035156
2023-06-05,50.5
2023-06-06,51.619998931884766
2023-06-07,53.04999923706055
2023-06-08,53.290000915527344
2023-06-09,53.09000015258789
2023-06-12,52.5
2023-06-13,52.380001068115234
2023-06-14,52.560001373291016
2023-06-15,52.869998931884766
2023-06-16,53.33000183105469
2023-06-20,53.16999816894531
2023-06-21,53.290000915527344
2023-06-22,53.0
2023-06-23,51.81999969482422
2023-06-26,52.790000915527344
2023-06-27,52.5099983215332
2023-06-28,51.65999984741211
2023-06-29,51.81999969482422
2023-06-30,51.790000915527344
2023-07-03,52.61000061035156
2023-07-05,53.09000015258789
2023-07-06,52.349998474121094
2023-07-07,52.2400016784668
2023-07-10,51.58000183105469
2023-07-11,51.9900016784668
2023-07-12,52.689998626708984
2023-07-13,53.040000915527344
2023-07-14,52.63999938964844
2023-07-17,51.310001373291016
2023-07-18,51.04999923706055
2023-07-19,51.970001220703125
2023-07-20,53.11000061035156
2023-07-21,53.779998779296875
2023-07-24,53.88999938964844
2023-07-25,54.119998931884766
2023-07-26,54.45000076293945
2023-07-27,53.36000061035156
2023-07-28,53.5
2023-07-31,53.54999923706055
2023-08-01,52.29999923706055
2023-08-02,52.34000015258789
2023-08-03,50.7400016784668
2023-08-04,49.209999084472656
2023-08-07,49.13999938964844
2023-08-08,49.27000045776367
2023-08-09,49.689998626708984
2023-08-10,49.880001068115234
2023-08-11,49.59000015258789
2023-08-14,48.9900016784668
2023-08-15,47.79999923706055
2023-08-16,48.08000183105469
2023-08-17,48.09000015258789
2023-08-18,48.43000030517578
2023-08-21,48.119998931884766
2023-08-22,47.79999923706055
2023-08-23,47.79999923706055
2023-08-24,48.06999969482422
2023-08-25,48.52000045776367
2023-08-28,48.93000030517578
2023-08-29,49.560001373291016
2023-08-30,49.5
2023-08-31,48.540000915527344
2023-09-01,47.880001068115234
2023-09-05,46.790000915527344
2023-09-06,45.95000076293945
2023-09-07,46.029998779296875
2023-09-08,47.119998931884766
2023-09-11,47.29999923706055
2023-09-12,47.56999969482422
2023-09-13,47.75
2023-09-14,48.5099983215332
2023-09-15,48.470001220703125
2023-09-18,48.630001068115234
2023-09-19,47.849998474121094
2023-09-20,47.970001220703125
2023-09-21,47.38999938964844
2023-09-22,47.75
2023-09-25,47.90999984741211
2023-09-26,46.060001373291016
2023-09-27,45.459999084472656
2023-09-28,44.13999938964844
2023-09-29,44.66999816894531
2023-10-02,42.310001373291016
2023-10-03,42.470001220703125
2023-10-04,41.970001220703125
2023-10-05,40.97999954223633
2023-10-06,41.70000076293945
2023-10-09,42.18000030517578
2023-10-10,42.59000015258789
2023-10-11,42.959999084472656
2023-10-12,41.54999923706055
2023-10-13,41.880001068115234
2023-10-16,42.220001220703125
2023-10-17,41.90999984741211
2023-10-18,40.7599983215332
2023-10-19,40.63999938964844
2023-10-20,40.02000045776367
2023-10-23,39.529998779296875
2023-10-24,40.349998474121094
2023-10-25,40.540000915527344
2023-10-26,40.970001220703125
2023-10-27,40.08000183105469
2023-10-30,40.0
2023-10-31,40.31999969482422
2023-11-01,40.220001220703125
2023-11-02,41.08000183105469
2023-11-03,43.61000061035156
2023-11-06,45.59000015258789
2023-11-07,45.58000183105469
2023-11-08,45.939998626708984
2023-11-09,44.869998931884766
2023-11-10,44.959999084472656
2023-11-13,44.529998779296875
2023-11-14,46.4900016784668
2023-11-15,47.22999954223633
2023-11-16,46.869998931884766
2023-11-17,46.7599983215332
2023-11-20,46.40999984741211
2023-11-21,46.41999816894531
2023-11-22,46.650001525878906
2023-11-24,46.959999084472656
2023-11-27,46.90999984741211
2023-11-28,47.0
2023-11-29,46.72999954223633
2023-11-30,45.34000015258789
2023-12-01,46.66999816894531
2023-12-04,46.130001068115234
2023-12-05,46.31999969482422
2023-12-06,47.2599983215332
2023-12-07,47.2400016784668
2023-12-08,47.4900016784668
2023-12-11,47.650001525878906
2023-12-12,47.650001525878906
2023-12-13,49.470001220703125
2023-12-14,49.15999984741211
2023-12-15,48.47999954223633
2023-12-18,48.18000030517578
2023-12-19,48.0099983215332
2023-12-20,47.18000030517578
2023-12-21,46.75
2023-12-22,46.79999923706055
2023-12-26,47.04999923706055
2023-12-27,46.5099983215332
2023-12-28,47.060001373291016
2023-12-29,47.0
2024-01-02,48.5099983215332
2024-01-03,48.43000030517578
2024-01-04,48.20000076293945
2024-01-05,49.040000915527344
2024-01-08,49.0099983215332
2024-01-09,48.279998779296875
2024-01-10,47.93000030517578
2024-01-11,47.11000061035156
2024-01-12,47.33000183105469
2024-01-16,46.7599983215332
2024-01-17,46.16999816894531
2024-01-18,45.47999954223633
2024-01-19,45.31999969482422
2024-01-22,45.06999969482422
2024-01-23,44.79999923706055
2024-01-24,44.150001525878906
2024-01-25,45.189998626708984
2024-01-26,45.560001373291016
2024-01-29,45.43000030517578
2024-01-30,45.7400016784668
2024-01-31,45.720001220703125
2024-02-01,46.68000030517578
2024-02-02,45.63999938964844
2024-02-05,44.689998626708984
2024-02-06,45.09000015258789
2024-02-07,44.4900016784668
2024-02-08,44.18000030517578
2024-02-09,44.70000076293945
2024-02-12,45.220001220703125
2024-02-13,44.36000061035156
2024-02-14,44.86000061035156
2024-02-15,45.4900016784668
2024-02-16,45.86000061035156
2024-02-20,45.349998474121094
2024-02-21,46.290000915527344
2024-02-22,45.599998474121094
2024-02-23,47.86000061035156
2024-02-26,46.560001373291016
2024-02-27,47.790000915527344
2024-02-28,48.349998474121094
2024-02-29,47.83000183105469
2024-03-01,44.790000915527344
2024-03-04,46.70000076293945
2024-03-05,46.099998474121094
2024-03-06,47.099998474121094
2024-03-07,47.9900016784668
2024-03-08,48.0
2024-03-11,47.63999938964844
2024-03-12,46.97999954223633
2024-03-13,48.06999969482422
2024-03-14,47.61000061035156
2024-03-15,47.84000015258789
2024-03-18,48.5099983215332
2024-03-19,48.5099983215332
2024-03-20,48.15999984741211
2024-03-21,48.5
2024-03-22,48.31999969482422
2024-03-25,48.25
2024-03-26,46.68000030517578
2024-03-27,48.52000045776367
2024-03-28,49.189998626708984
2024-04-01,49.15999984741211
2024-04-02,48.720001220703125
2024-04-03,48.630001068115234
2024-04-04,48.650001525878906
2024-04-05,48.56999969482422
2024-04-08,48.779998779296875
2024-04-09,49.54999923706055
2024-04-10,48.79999923706055
2024-04-11,49.02000045776367
2024-04-12,48.90999984741211
2024-04-15,47.91999816894531
2024-04-16,46.86000061035156
2024-04-17,48.31999969482422
2024-04-18,48.56999969482422
2024-04-19,49.84000015258789
2024-04-22,50.630001068115234
2024-04-23,50.66999816894531
2024-04-24,51.22999954223633
2024-04-25,50.970001220703125
2024-04-26,50.45000076293945
2024-04-29,51.13999938964844
2024-04-30,50.97999954223633
2024-05-01,51.150001525878906
2024-05-02,51.15999984741211
2024-05-03,51.400001525878906
2024-05-06,51.40999984741211
2024-05-07,52.119998931884766
2024-05-08,52.150001525878906
2024-05-09,52.84000015258789
2024-05-10,53.06999969482422
2024-05-13,53.040000915527344
2024-05-14,52.84000015258789
2024-05-15,53.220001220703125
2024-05-16,53.29999923706055
2024-05-17,53.5
2024-05-20,53.779998779296875
2024-05-21,53.939998626708984
2024-05-22,53.5
2024-05-23,52.540000915527344
2024-05-24,52.790000915527344
2024-05-28,52.88999938964844
2024-05-29,52.439998626708984
2024-05-30,53.5
2024-05-31,53.91999816894531
2024-06-03,53.66999816894531
2024-06-04,53.279998779296875
2024-06-05,52.52000045776367
2024-06-06,52.27000045776367
2024-06-07,51.439998626708984
2024-06-10,51.459999084472656
2024-06-11,51.529998779296875
2024-06-12,50.79999923706055
2024-06-13,50.689998626708984
2024-06-14,50.43000030517578
2024-06-17,49.45000076293945
2024-06-18,49.41999816894531
2024-06-20,49.810001373291016
2024-06-21,49.209999084472656
2024-06-24,49.900001525878906
2024-06-25,49.189998626708984
2024-06-26,49.25
2024-06-27,49.61000061035156
2024-06-28,49.0
2024-07-01,48.0099983215332
2024-07-02,48.540000915527344
2024-07-03,49.209999084472656
2024-07-05,49.11000061035156
2024-07-08,49.33000183105469
2024-07-09,49.47999954223633
2024-07-10,49.75
2024-07-11,51.630001068115234
2024-07-12,51.970001220703125
2024-07-15,51.029998779296875
2024-07-16,51.290000915527344
2024-07-17,52.040000915527344
2024-07-18,51.56999969482422
2024-07-19,51.40999984741211
2024-07-22,51.79999923706055
2024-07-23,50.720001220703125
2024-07-24,52.130001068115234
2024-07-25,52.29999923706055
2024-07-26,52.70000076293945
2024-07-29,52.90999984741211
2024-07-30,53.209999084472656
2024-07-31,53.459999084472656
2024-08-01,55.439998626708984
2024-08-02,56.08000183105469
2024-08-05,54.040000915527344
2024-08-06,54.16999816894531
2024-08-07,55.09000015258789
2024-08-08,54.189998626708984
2024-08-09,54.470001220703125
2024-08-12,54.720001220703125
2024-08-13,55.08000183105469
2024-08-14,55.5099983215332
2024-08-15,55.290000915527344
2024-08-16,56.0099983215332
2024-08-19,56.290000915527344
2024-08-20,56.29999923706055
2024-08-21,56.40999984741211
2024-08-22,56.439998626708984
2024-08-23,56.470001220703125
2024-08-26,56.52000045776367
2024-08-27,56.029998779296875
2024-08-28,56.150001525878906
2024-08-29,56.119998931884766
2024-08-30,55.900001525878906
2024-09-03,56.72999954223633
2024-09-04,57.4900016784668
2024-09-05,57.34000015258789
2024-09-06,57.11000061035156
2024-09-09,57.369998931884766
2024-09-10,57.709999084472656
2024-09-11,57.22999954223633
2024-09-12,57.18000030517578
2024-09-13,58.15999984741211
2024-09-16,58.529998779296875
2024-09-17,58.349998474121094
2024-09-18,57.40999984741211
2024-09-19,57.47999954223633
2024-09-20,57.93000030517578
2024-09-23,57.86000061035156
2024-09-24,57.02000045776367
2024-09-25,57.220001220703125
2024-09-26,57.130001068115234
2024-09-27,57.15999984741211
2024-09-30,57.790000915527344
2024-10-01,58.2400016784668
2024-10-02,58.36000061035156
2024-10-03,58.08000183105469
2024-10-04,58.22999954223633
2024-10-07,57.09000015258789
2024-10-08,56.810001373291016
2024-10-09,56.380001068115234
2024-10-10,55.4900016784668
2024-10-11,56.220001220703125
2024-10-14,56.93000030517578
2024-10-15,57.61000061035156
2024-10-16,60.54999923706055
2024-10-17,59.7400016784668
2024-10-18,59.91999816894531
2024-10-21,60.029998779296875
2024-10-22,60.0
2024-10-23,60.93000030517578
2024-10-24,60.77000045776367
2024-10-25,59.58000183105469
2024-10-28,60.119998931884766
2024-10-29,58.619998931884766
2024-10-30,58.45000076293945
2024-10-31,59.529998779296875
2024-11-01,58.9900016784668
2024-11-04,57.619998931884766
2024-11-05,58.59000015258789
2024-11-06,57.06999969482422
2024-11-07,56.630001068115234
2024-11-08,57.790000915527344
2024-11-11,58.150001525878906
2024-11-12,57.029998779296875
2024-11-13,56.58000183105469
2024-11-14,56.189998626708984
2024-11-15,57.630001068115234
2024-11-18,57.709999084472656
2024-11-19,57.59000015258789
2024-11-20,57.79999923706055
2024-11-21,58.369998931884766
