Date,D
2022-02-28,79.52999877929688
2022-03-01,79.29000091552734
2022-03-02,80.16000366210938
2022-03-03,80.72000122070312
2022-03-04,82.69999694824219
2022-03-07,83.3499984741211
2022-03-08,81.55999755859375
2022-03-09,81.0
2022-03-10,82.20999908447266
2022-03-11,82.26000213623047
2022-03-14,81.31999969482422
2022-03-15,81.0199966430664
2022-03-16,80.76000213623047
2022-03-17,82.69000244140625
2022-03-18,81.2699966430664
2022-03-21,81.83000183105469
2022-03-22,81.66000366210938
2022-03-23,81.62999725341797
2022-03-24,82.30000305175781
2022-03-25,83.97000122070312
2022-03-28,84.23999786376953
2022-03-29,84.88999938964844
2022-03-30,85.43000030517578
2022-03-31,84.97000122070312
2022-04-01,86.33000183105469
2022-04-04,85.3499984741211
2022-04-05,86.08999633789062
2022-04-06,87.83999633789062
2022-04-07,87.66000366210938
2022-04-08,88.37999725341797
2022-04-11,87.5199966430664
2022-04-12,87.38999938964844
2022-04-13,87.19000244140625
2022-04-14,87.4000015258789
2022-04-18,86.83000183105469
2022-04-19,86.97000122070312
2022-04-20,86.98999786376953
2022-04-21,86.55000305175781
2022-04-22,84.88999938964844
2022-04-25,84.55999755859375
2022-04-26,83.56999969482422
2022-04-27,83.37999725341797
2022-04-28,83.87000274658203
2022-04-29,81.63999938964844
2022-05-02,81.05000305175781
2022-05-03,81.2300033569336
2022-05-04,82.51000213623047
2022-05-05,83.04000091552734
2022-05-06,84.0199966430664
2022-05-09,83.7699966430664
2022-05-10,81.95999908447266
2022-05-11,83.0199966430664
2022-05-12,82.9000015258789
2022-05-13,83.61000061035156
2022-05-16,83.69000244140625
2022-05-17,84.25
2022-05-18,82.66000366210938
2022-05-19,82.20999908447266
2022-05-20,82.54000091552734
2022-05-23,83.06999969482422
2022-05-24,84.91999816894531
2022-05-25,84.66000366210938
2022-05-26,84.58000183105469
2022-05-27,85.16000366210938
2022-05-31,84.22000122070312
2022-06-01,83.70999908447266
2022-06-02,83.4800033569336
2022-06-03,82.70999908447266
2022-06-06,82.7300033569336
2022-06-07,83.0999984741211
2022-06-08,81.19000244140625
2022-06-09,79.33999633789062
2022-06-10,79.30999755859375
2022-06-13,76.31999969482422
2022-06-14,74.5999984741211
2022-06-15,74.87999725341797
2022-06-16,74.37999725341797
2022-06-17,73.41000366210938
2022-06-21,74.58000183105469
2022-06-22,75.41999816894531
2022-06-23,77.1500015258789
2022-06-24,78.13999938964844
2022-06-27,78.62000274658203
2022-06-28,78.52999877929688
2022-06-29,79.0199966430664
2022-06-30,79.80999755859375
2022-07-01,81.23999786376953
2022-07-05,79.43000030517578
2022-07-06,80.02999877929688
2022-07-07,79.81999969482422
2022-07-08,79.37999725341797
2022-07-11,79.77999877929688
2022-07-12,79.25
2022-07-13,78.66000366210938
2022-07-14,78.7699966430664
2022-07-15,79.19999694824219
2022-07-18,78.01000213623047
2022-07-19,77.77999877929688
2022-07-20,75.7699966430664
2022-07-21,75.95999908447266
2022-07-22,77.3499984741211
2022-07-25,78.5999984741211
2022-07-26,79.25
2022-07-27,79.19999694824219
2022-07-28,81.31999969482422
2022-07-29,81.9800033569336
2022-08-01,82.54000091552734
2022-08-02,82.16000366210938
2022-08-03,83.19999694824219
2022-08-04,82.88999938964844
2022-08-05,82.56999969482422
2022-08-08,81.38999938964844
2022-08-09,82.37999725341797
2022-08-10,82.13999938964844
2022-08-11,81.76000213623047
2022-08-12,82.83000183105469
2022-08-15,84.6500015258789
2022-08-16,85.44999694824219
2022-08-17,85.62000274658203
2022-08-18,85.6500015258789
2022-08-19,85.62000274658203
2022-08-22,84.56999969482422
2022-08-23,83.93000030517578
2022-08-24,84.30999755859375
2022-08-25,84.30000305175781
2022-08-26,83.08000183105469
2022-08-29,83.61000061035156
2022-08-30,82.33999633789062
2022-08-31,81.80000305175781
2022-09-01,82.36000061035156
2022-09-02,81.83000183105469
2022-09-06,81.5
2022-09-07,83.38999938964844
2022-09-08,82.7699966430664
2022-09-09,83.16000366210938
2022-09-12,84.19999694824219
2022-09-13,82.23999786376953
2022-09-14,82.44000244140625
2022-09-15,80.91999816894531
2022-09-16,80.81999969482422
2022-09-19,81.18000030517578
2022-09-20,80.02999877929688
2022-09-21,78.93000030517578
2022-09-22,78.44000244140625
2022-09-23,77.75
2022-09-26,75.83999633789062
2022-09-27,74.02999877929688
2022-09-28,74.86000061035156
2022-09-29,71.05999755859375
2022-09-30,69.11000061035156
2022-10-03,71.08999633789062
2022-10-04,71.5
2022-10-05,69.01000213623047
2022-10-06,65.95999908447266
2022-10-07,64.38999938964844
2022-10-10,64.5
2022-10-11,64.83000183105469
2022-10-12,62.65999984741211
2022-10-13,65.04000091552734
2022-10-14,64.30999755859375
2022-10-17,65.27999877929688
2022-10-18,66.54000091552734
2022-10-19,65.69000244140625
2022-10-20,64.41000366210938
2022-10-21,65.52999877929688
2022-10-24,66.01000213623047
2022-10-25,66.91999816894531
2022-10-26,67.12000274658203
2022-10-27,67.37000274658203
2022-10-28,69.41000366210938
2022-10-31,69.97000122070312
2022-11-01,69.72000122070312
2022-11-02,69.04000091552734
2022-11-03,69.2300033569336
2022-11-04,67.12999725341797
2022-11-07,62.939998626708984
2022-11-08,62.619998931884766
2022-11-09,60.41999816894531
2022-11-10,62.369998931884766
2022-11-11,61.65999984741211
2022-11-14,57.959999084472656
2022-11-15,58.880001068115234
2022-11-16,59.61000061035156
2022-11-17,58.369998931884766
2022-11-18,59.15999984741211
2022-11-21,59.540000915527344
2022-11-22,60.25
2022-11-23,61.029998779296875
2022-11-25,61.529998779296875
2022-11-28,60.619998931884766
2022-11-29,59.77000045776367
2022-11-30,61.11000061035156
2022-12-01,60.369998931884766
2022-12-02,60.470001220703125
2022-12-05,59.27000045776367
2022-12-06,58.25
2022-12-07,58.0
2022-12-08,58.290000915527344
2022-12-09,58.279998779296875
2022-12-12,59.97999954223633
2022-12-13,59.97999954223633
2022-12-14,59.27000045776367
2022-12-15,58.84000015258789
2022-12-16,58.619998931884766
2022-12-19,59.25
2022-12-20,59.58000183105469
2022-12-21,60.04999923706055
2022-12-22,60.4900016784668
2022-12-23,60.790000915527344
2022-12-27,61.779998779296875
2022-12-28,61.459999084472656
2022-12-29,61.63999938964844
2022-12-30,61.31999969482422
2023-01-03,62.970001220703125
2023-01-04,63.209999084472656
2023-01-05,61.459999084472656
2023-01-06,61.869998931884766
2023-01-09,61.59000015258789
2023-01-10,61.83000183105469
2023-01-11,62.380001068115234
2023-01-12,62.90999984741211
2023-01-13,62.91999816894531
2023-01-17,62.52000045776367
2023-01-18,61.810001373291016
2023-01-19,62.0099983215332
2023-01-20,62.41999816894531
2023-01-23,62.970001220703125
2023-01-24,62.47999954223633
2023-01-25,62.31999969482422
2023-01-26,62.58000183105469
2023-01-27,62.45000076293945
2023-01-30,62.689998626708984
2023-01-31,63.63999938964844
2023-02-01,63.099998474121094
2023-02-02,62.0
2023-02-03,60.25
2023-02-06,61.7400016784668
2023-02-07,61.599998474121094
2023-02-08,59.56999969482422
2023-02-09,57.72999954223633
2023-02-10,59.540000915527344
2023-02-13,58.63999938964844
2023-02-14,58.060001373291016
2023-02-15,58.25
2023-02-16,58.099998474121094
2023-02-17,58.70000076293945
2023-02-21,58.099998474121094
2023-02-22,57.709999084472656
2023-02-23,57.290000915527344
2023-02-24,57.0
2023-02-27,56.33000183105469
2023-02-28,55.619998931884766
2023-03-01,54.7400016784668
2023-03-02,54.9900016784668
2023-03-03,55.939998626708984
2023-03-06,55.970001220703125
2023-03-07,54.65999984741211
2023-03-08,54.959999084472656
2023-03-09,54.27000045776367
2023-03-10,53.209999084472656
2023-03-13,54.20000076293945
2023-03-14,54.709999084472656
2023-03-15,55.90999984741211
2023-03-16,55.880001068115234
2023-03-17,55.400001525878906
2023-03-20,55.619998931884766
2023-03-21,54.09000015258789
2023-03-22,53.209999084472656
2023-03-23,52.220001220703125
2023-03-24,53.83000183105469
2023-03-27,54.130001068115234
2023-03-28,54.720001220703125
2023-03-29,55.58000183105469
