Date,CI
2023-01-06,302.67999267578125
2023-01-09,303.0400085449219
2023-01-10,303.7900085449219
2023-01-11,309.2300109863281
2023-01-12,310.2200012207031
2023-01-13,314.2099914550781
2023-01-17,315.0
2023-01-18,308.3599853515625
2023-01-19,310.6600036621094
2023-01-20,308.3599853515625
2023-01-23,308.1700134277344
2023-01-24,308.989990234375
2023-01-25,313.5899963378906
2023-01-26,313.20001220703125
2023-01-27,308.29998779296875
2023-01-30,310.3599853515625
2023-01-31,316.6700134277344
2023-02-01,313.2799987792969
2023-02-02,301.5299987792969
2023-02-03,292.5899963378906
2023-02-06,288.44000244140625
2023-02-07,289.0
2023-02-08,290.20001220703125
2023-02-09,291.510009765625
2023-02-10,296.510009765625
2023-02-13,298.55999755859375
2023-02-14,299.3599853515625
2023-02-15,298.5799865722656
2023-02-16,299.42999267578125
2023-02-17,301.05999755859375
2023-02-21,293.9800109863281
2023-02-22,294.9200134277344
2023-02-23,294.6499938964844
2023-02-24,293.7300109863281
2023-02-27,296.3599853515625
2023-02-28,292.1000061035156
2023-03-01,288.75
2023-03-02,287.5899963378906
2023-03-03,286.9700012207031
2023-03-06,288.4700012207031
2023-03-07,281.7200012207031
2023-03-08,279.32000732421875
2023-03-09,271.92999267578125
2023-03-10,275.6400146484375
2023-03-13,273.04998779296875
2023-03-14,272.1300048828125
2023-03-15,270.3599853515625
2023-03-16,274.42999267578125
2023-03-17,269.45001220703125
2023-03-20,272.8999938964844
2023-03-21,276.6199951171875
2023-03-22,270.44000244140625
2023-03-23,256.5799865722656
2023-03-24,260.2099914550781
2023-03-27,261.7799987792969
2023-03-28,256.5
2023-03-29,254.02999877929688
2023-03-30,254.08999633789062
2023-03-31,255.52999877929688
2023-04-03,262.0
2023-04-04,256.5400085449219
2023-04-05,265.8800048828125
2023-04-06,265.2900085449219
2023-04-10,263.1000061035156
2023-04-11,266.4800109863281
2023-04-12,260.7699890136719
2023-04-13,263.80999755859375
2023-04-14,259.1000061035156
2023-04-17,258.6700134277344
2023-04-18,259.69000244140625
2023-04-19,256.1000061035156
2023-04-20,255.77999877929688
2023-04-21,252.1199951171875
2023-04-24,256.1000061035156
2023-04-25,253.7100067138672
2023-04-26,248.1699981689453
2023-04-27,250.3300018310547
2023-04-28,253.2899932861328
2023-05-01,254.89999389648438
2023-05-02,250.4199981689453
2023-05-03,246.0
2023-05-04,243.69000244140625
2023-05-05,260.739990234375
2023-05-08,264.69000244140625
2023-05-09,262.7900085449219
2023-05-10,263.45001220703125
2023-05-11,260.0
2023-05-12,256.57000732421875
2023-05-15,258.0
2023-05-16,255.47999572753906
2023-05-17,263.2200012207031
2023-05-18,256.489990234375
2023-05-19,255.1300048828125
2023-05-22,255.52000427246094
2023-05-23,251.9199981689453
2023-05-24,249.75999450683594
2023-05-25,247.07000732421875
2023-05-26,244.10000610351562
2023-05-30,242.63999938964844
2023-05-31,247.41000366210938
2023-06-01,253.38999938964844
2023-06-02,257.0299987792969
2023-06-05,262.739990234375
2023-06-06,263.20001220703125
2023-06-07,261.7900085449219
2023-06-08,264.510009765625
2023-06-09,265.8800048828125
2023-06-12,266.989990234375
2023-06-13,272.25
2023-06-14,263.7699890136719
2023-06-15,269.489990234375
2023-06-16,268.8299865722656
2023-06-20,270.04998779296875
2023-06-21,273.8299865722656
2023-06-22,275.3299865722656
2023-06-23,274.8500061035156
2023-06-26,276.4100036621094
2023-06-27,275.79998779296875
2023-06-28,274.739990234375
2023-06-29,277.25
2023-06-30,280.6000061035156
2023-07-03,280.3299865722656
2023-07-05,280.75
2023-07-06,279.0
2023-07-07,277.1199951171875
2023-07-10,278.3399963378906
2023-07-11,281.739990234375
2023-07-12,268.69000244140625
2023-07-13,270.05999755859375
2023-07-14,282.760009765625
2023-07-17,281.1600036621094
2023-07-18,284.82000732421875
2023-07-19,292.6600036621094
2023-07-20,294.2200012207031
2023-07-21,293.7699890136719
2023-07-24,292.05999755859375
2023-07-25,294.69000244140625
2023-07-26,290.69000244140625
2023-07-27,292.75
2023-07-28,292.1000061035156
2023-07-31,295.1000061035156
2023-08-01,295.6400146484375
2023-08-02,299.3999938964844
2023-08-03,287.6400146484375
2023-08-04,286.5799865722656
2023-08-07,291.82000732421875
2023-08-08,292.1499938964844
2023-08-09,288.3299865722656
2023-08-10,288.9100036621094
2023-08-11,289.510009765625
2023-08-14,289.8399963378906
2023-08-15,289.2900085449219
2023-08-16,288.9599914550781
2023-08-17,270.5299987792969
2023-08-18,276.010009765625
2023-08-21,281.260009765625
2023-08-22,280.07000732421875
2023-08-23,281.8299865722656
2023-08-24,282.3800048828125
2023-08-25,279.2300109863281
2023-08-28,281.54998779296875
2023-08-29,281.6400146484375
2023-08-30,282.6700134277344
2023-08-31,276.260009765625
2023-09-01,276.6700134277344
2023-09-05,278.75
2023-09-06,275.6300048828125
2023-09-07,281.2900085449219
2023-09-08,281.4800109863281
2023-09-11,284.82000732421875
2023-09-12,286.5299987792969
2023-09-13,285.2099914550781
2023-09-14,283.30999755859375
2023-09-15,283.2200012207031
2023-09-18,285.3399963378906
2023-09-19,284.6400146484375
2023-09-20,287.3299865722656
2023-09-21,290.8399963378906
2023-09-22,289.44000244140625
2023-09-25,294.3399963378906
2023-09-26,288.4700012207031
2023-09-27,288.6099853515625
2023-09-28,290.32000732421875
2023-09-29,286.07000732421875
2023-10-02,287.5400085449219
2023-10-03,284.4100036621094
2023-10-04,285.0799865722656
2023-10-05,285.3500061035156
2023-10-06,288.2300109863281
2023-10-09,289.6700134277344
2023-10-10,291.760009765625
2023-10-11,294.45001220703125
2023-10-12,295.79998779296875
2023-10-13,305.0899963378906
2023-10-16,312.1300048828125
2023-10-17,310.6000061035156
2023-10-18,311.94000244140625
2023-10-19,310.1700134277344
2023-10-20,306.7799987792969
2023-10-23,301.04998779296875
2023-10-24,304.6400146484375
2023-10-25,303.8900146484375
2023-10-26,304.2200012207031
2023-10-27,303.239990234375
2023-10-30,305.2200012207031
2023-10-31,309.20001220703125
2023-11-01,309.4100036621094
2023-11-02,318.8900146484375
2023-11-03,310.6499938964844
2023-11-06,306.8399963378906
2023-11-07,295.0299987792969
2023-11-08,295.3500061035156
2023-11-09,288.9100036621094
2023-11-10,293.2099914550781
2023-11-13,294.1199951171875
2023-11-14,290.0799865722656
2023-11-15,282.9800109863281
2023-11-16,282.239990234375
2023-11-17,282.55999755859375
2023-11-20,284.29998779296875
2023-11-21,286.489990234375
2023-11-22,288.30999755859375
2023-11-24,287.8500061035156
2023-11-27,286.260009765625
2023-11-28,286.0799865722656
2023-11-29,262.8699951171875
2023-11-30,262.8800048828125
2023-12-01,269.0199890136719
2023-12-04,262.9100036621094
2023-12-05,257.7799987792969
2023-12-06,257.489990234375
2023-12-07,257.94000244140625
2023-12-08,258.79998779296875
2023-12-11,301.9700012207031
2023-12-12,296.7099914550781
2023-12-13,297.17999267578125
2023-12-14,298.6400146484375
2023-12-15,290.5
2023-12-18,292.07000732421875
2023-12-19,294.32000732421875
2023-12-20,295.8500061035156
2023-12-21,297.239990234375
2023-12-22,298.0899963378906
2023-12-26,300.1199951171875
2023-12-27,299.1400146484375
2023-12-28,299.3999938964844
2023-12-29,299.45001220703125
2024-01-02,310.1000061035156
2024-01-03,303.6600036621094
2024-01-04,306.2200012207031
2024-01-05,313.5899963378906
2024-01-08,313.6300048828125
2024-01-09,312.8699951171875
2024-01-10,307.7200012207031
2024-01-11,307.3900146484375
2024-01-12,305.010009765625
2024-01-16,306.94000244140625
2024-01-17,308.4800109863281
2024-01-18,309.0799865722656
2024-01-19,302.05999755859375
2024-01-22,305.0299987792969
2024-01-23,304.3999938964844
2024-01-24,304.5
2024-01-25,298.57000732421875
2024-01-26,297.82000732421875
2024-01-29,298.8800048828125
2024-01-30,298.95001220703125
2024-01-31,300.95001220703125
2024-02-01,307.32000732421875
2024-02-02,323.8399963378906
2024-02-05,321.2699890136719
2024-02-06,327.5799865722656
2024-02-07,330.54998779296875
2024-02-08,332.2900085449219
2024-02-09,334.92999267578125
2024-02-12,337.25
2024-02-13,337.4200134277344
2024-02-14,338.6099853515625
2024-02-15,339.20001220703125
2024-02-16,341.0899963378906
2024-02-20,341.3500061035156
2024-02-21,343.3800048828125
2024-02-22,342.1600036621094
2024-02-23,344.239990234375
2024-02-26,342.30999755859375
2024-02-27,340.739990234375
2024-02-28,335.1300048828125
2024-02-29,336.1400146484375
2024-03-01,332.9599914550781
2024-03-04,336.79998779296875
2024-03-05,332.7300109863281
2024-03-06,339.82000732421875
2024-03-07,342.739990234375
2024-03-08,341.7900085449219
2024-03-11,342.2699890136719
2024-03-12,343.94000244140625
2024-03-13,348.7200012207031
2024-03-14,349.510009765625
2024-03-15,352.04998779296875
2024-03-18,352.6300048828125
2024-03-19,352.3699951171875
2024-03-20,353.8299865722656
2024-03-21,353.7200012207031
2024-03-22,351.7799987792969
2024-03-25,355.54998779296875
2024-03-26,357.7300109863281
2024-03-27,363.3399963378906
2024-03-28,363.19000244140625
2024-04-01,364.0799865722656
2024-04-02,363.0899963378906
2024-04-03,361.07000732421875
2024-04-04,360.3699951171875
2024-04-05,362.45001220703125
2024-04-08,357.9800109863281
2024-04-09,357.4800109863281
2024-04-10,357.8399963378906
2024-04-11,353.0799865722656
2024-04-12,349.8399963378906
2024-04-15,348.8999938964844
2024-04-16,346.8500061035156
2024-04-17,346.0799865722656
2024-04-18,348.7799987792969
2024-04-19,352.3900146484375
2024-04-22,353.17999267578125
2024-04-23,352.6499938964844
2024-04-24,352.2799987792969
2024-04-25,354.510009765625
2024-04-26,354.4700012207031
2024-04-29,356.44000244140625
2024-04-30,357.0400085449219
2024-05-01,357.17999267578125
2024-05-02,344.5
2024-05-03,341.5
2024-05-06,342.4100036621094
2024-05-07,346.70001220703125
2024-05-08,347.3500061035156
2024-05-09,350.9700012207031
2024-05-10,348.3900146484375
2024-05-13,349.1400146484375
2024-05-14,346.4200134277344
2024-05-15,343.2799987792969
2024-05-16,339.260009765625
2024-05-17,338.7099914550781
2024-05-20,333.3699951171875
2024-05-21,336.3800048828125
2024-05-22,336.4700012207031
2024-05-23,337.8299865722656
2024-05-24,332.6099853515625
2024-05-28,333.2099914550781
2024-05-29,332.9200134277344
2024-05-30,331.0
2024-05-31,344.6199951171875
2024-06-03,341.489990234375
2024-06-04,337.05999755859375
2024-06-05,334.17999267578125
2024-06-06,337.9100036621094
2024-06-07,338.1000061035156
2024-06-10,338.6499938964844
2024-06-11,337.94000244140625
2024-06-12,336.04998779296875
2024-06-13,334.1499938964844
2024-06-14,333.2900085449219
2024-06-17,333.8999938964844
2024-06-18,334.79998779296875
2024-06-20,337.8800048828125
2024-06-21,339.9800109863281
2024-06-24,343.1400146484375
2024-06-25,338.79998779296875
2024-06-26,337.5799865722656
2024-06-27,334.1499938964844
2024-06-28,330.57000732421875
2024-07-01,326.2699890136719
2024-07-02,325.9100036621094
2024-07-03,325.42999267578125
2024-07-05,319.1199951171875
2024-07-08,323.7799987792969
2024-07-09,328.3699951171875
2024-07-10,329.9100036621094
2024-07-11,333.55999755859375
2024-07-12,334.7900085449219
2024-07-15,331.4200134277344
2024-07-16,339.7099914550781
2024-07-17,344.760009765625
2024-07-18,340.5199890136719
2024-07-19,335.8399963378906
2024-07-22,335.7900085449219
2024-07-23,336.1700134277344
2024-07-24,342.2099914550781
2024-07-25,341.1499938964844
2024-07-26,343.6400146484375
2024-07-29,346.5400085449219
2024-07-30,352.7699890136719
2024-07-31,348.6700134277344
2024-08-01,332.6000061035156
2024-08-02,337.3299865722656
2024-08-05,325.7099914550781
2024-08-06,329.2900085449219
2024-08-07,329.010009765625
2024-08-08,335.0199890136719
2024-08-09,336.1400146484375
2024-08-12,328.1000061035156
2024-08-13,332.7200012207031
2024-08-14,334.8999938964844
2024-08-15,336.70001220703125
2024-08-16,342.32000732421875
2024-08-19,342.3299865722656
2024-08-20,342.6000061035156
2024-08-21,342.3999938964844
2024-08-22,346.4700012207031
2024-08-23,353.989990234375
2024-08-26,353.94000244140625
2024-08-27,353.8900146484375
2024-08-28,357.92999267578125
2024-08-29,361.05999755859375
2024-08-30,361.80999755859375
2024-09-03,365.4800109863281
2024-09-04,366.6400146484375
2024-09-05,355.1199951171875
2024-09-06,353.489990234375
2024-09-09,357.6099853515625
2024-09-10,358.1000061035156
2024-09-11,357.7799987792969
2024-09-12,362.1700134277344
2024-09-13,364.7200012207031
2024-09-16,366.8500061035156
2024-09-17,356.2300109863281
2024-09-18,355.3900146484375
2024-09-19,357.260009765625
2024-09-20,356.1400146484375
2024-09-23,354.94000244140625
2024-09-24,353.1700134277344
2024-09-25,348.8599853515625
2024-09-26,344.989990234375
2024-09-27,347.70001220703125
2024-09-30,346.44000244140625
2024-10-01,348.0899963378906
2024-10-02,340.7099914550781
2024-10-03,340.55999755859375
2024-10-04,341.70001220703125
2024-10-07,340.2699890136719
2024-10-08,343.92999267578125
2024-10-09,346.7200012207031
2024-10-10,350.5
2024-10-11,350.29998779296875
2024-10-14,351.45001220703125
2024-10-15,348.8399963378906
2024-10-16,358.5799865722656
2024-10-17,353.1199951171875
2024-10-18,336.0
2024-10-21,320.2300109863281
2024-10-22,317.4599914550781
2024-10-23,317.57000732421875
2024-10-24,318.239990234375
2024-10-25,316.8500061035156
2024-10-28,314.9200134277344
2024-10-29,308.2300109863281
2024-10-30,312.8900146484375
2024-10-31,314.80999755859375
2024-11-01,316.489990234375
2024-11-04,312.32000732421875
2024-11-05,318.3900146484375
2024-11-06,315.2200012207031
2024-11-07,319.489990234375
2024-11-08,319.7699890136719
2024-11-11,343.05999755859375
2024-11-12,339.8699951171875
2024-11-13,332.0400085449219
2024-11-14,323.8800048828125
2024-11-15,321.5199890136719
2024-11-18,322.45001220703125
2024-11-19,322.5
2024-11-20,323.3900146484375
2024-11-21,330.07000732421875
