Date,UDR
2022-02-28,54.869998931884766
2022-03-01,54.310001373291016
2022-03-02,55.790000915527344
2022-03-03,56.279998779296875
2022-03-04,58.04999923706055
2022-03-07,57.599998474121094
2022-03-08,56.58000183105469
2022-03-09,57.27000045776367
2022-03-10,57.29999923706055
2022-03-11,56.63999938964844
2022-03-14,56.02000045776367
2022-03-15,56.900001525878906
2022-03-16,57.0
2022-03-17,57.470001220703125
2022-03-18,57.220001220703125
2022-03-21,56.77000045776367
2022-03-22,56.25
2022-03-23,55.7599983215332
2022-03-24,56.560001373291016
2022-03-25,57.400001525878906
2022-03-28,57.689998626708984
2022-03-29,59.52000045776367
2022-03-30,58.02000045776367
2022-03-31,57.369998931884766
2022-04-01,58.97999954223633
2022-04-04,58.060001373291016
2022-04-05,58.15999984741211
2022-04-06,59.56999969482422
2022-04-07,59.119998931884766
2022-04-08,58.7400016784668
2022-04-11,57.5
2022-04-12,57.65999984741211
2022-04-13,57.70000076293945
2022-04-14,57.58000183105469
2022-04-18,57.130001068115234
2022-04-19,58.0
2022-04-20,59.060001373291016
2022-04-21,59.45000076293945
2022-04-22,58.25
2022-04-25,57.79999923706055
2022-04-26,56.81999969482422
2022-04-27,55.959999084472656
2022-04-28,56.18000030517578
2022-04-29,53.209999084472656
2022-05-02,51.7599983215332
2022-05-03,51.83000183105469
2022-05-04,52.060001373291016
2022-05-05,50.61000061035156
2022-05-06,50.04999923706055
2022-05-09,47.689998626708984
2022-05-10,46.540000915527344
2022-05-11,47.439998626708984
2022-05-12,47.939998626708984
2022-05-13,48.779998779296875
2022-05-16,48.220001220703125
2022-05-17,48.560001373291016
2022-05-18,46.7400016784668
2022-05-19,46.279998779296875
2022-05-20,46.58000183105469
2022-05-23,47.790000915527344
2022-05-24,47.79999923706055
2022-05-25,47.65999984741211
2022-05-26,47.59000015258789
2022-05-27,48.59000015258789
2022-05-31,47.79999923706055
2022-06-01,47.91999816894531
2022-06-02,48.0
2022-06-03,47.79999923706055
2022-06-06,46.40999984741211
2022-06-07,47.310001373291016
2022-06-08,46.349998474121094
2022-06-09,45.209999084472656
2022-06-10,44.7599983215332
2022-06-13,42.40999984741211
2022-06-14,42.31999969482422
2022-06-15,42.939998626708984
2022-06-16,42.77000045776367
2022-06-17,43.529998779296875
2022-06-21,44.099998474121094
2022-06-22,44.47999954223633
2022-06-23,45.70000076293945
2022-06-24,46.150001525878906
2022-06-27,46.68000030517578
2022-06-28,46.25
2022-06-29,46.290000915527344
2022-06-30,46.040000915527344
2022-07-01,46.459999084472656
2022-07-05,45.810001373291016
2022-07-06,45.81999969482422
2022-07-07,45.63999938964844
2022-07-08,44.810001373291016
2022-07-11,44.529998779296875
2022-07-12,44.83000183105469
2022-07-13,44.380001068115234
2022-07-14,44.02000045776367
2022-07-15,44.630001068115234
2022-07-18,44.599998474121094
2022-07-19,45.43000030517578
2022-07-20,45.41999816894531
2022-07-21,45.689998626708984
2022-07-22,46.16999816894531
2022-07-25,46.060001373291016
2022-07-26,46.150001525878906
2022-07-27,46.5
2022-07-28,48.2599983215332
2022-07-29,48.400001525878906
2022-08-01,47.22999954223633
2022-08-02,46.349998474121094
2022-08-03,46.16999816894531
2022-08-04,46.65999984741211
2022-08-05,46.7599983215332
2022-08-08,47.11000061035156
2022-08-09,47.9900016784668
2022-08-10,49.18000030517578
2022-08-11,49.189998626708984
2022-08-12,50.130001068115234
2022-08-15,50.029998779296875
