Date,ADM
2022-02-28,78.44999694824219
2022-03-01,77.98999786376953
2022-03-02,80.27999877929688
2022-03-03,81.93000030517578
2022-03-04,82.80000305175781
2022-03-07,83.97000122070312
2022-03-08,83.12999725341797
2022-03-09,81.77999877929688
2022-03-10,84.30999755859375
2022-03-11,83.5999984741211
2022-03-14,82.56999969482422
2022-03-15,82.80999755859375
2022-03-16,81.44999694824219
2022-03-17,83.77999877929688
2022-03-18,83.9800033569336
2022-03-21,87.16000366210938
2022-03-22,87.55999755859375
2022-03-23,89.08999633789062
2022-03-24,90.43000030517578
2022-03-25,93.48999786376953
2022-03-28,92.3499984741211
2022-03-29,87.83999633789062
2022-03-30,89.30000305175781
2022-03-31,90.26000213623047
2022-04-01,91.16999816894531
2022-04-04,90.43000030517578
2022-04-05,90.9000015258789
2022-04-06,92.83000183105469
2022-04-07,93.9800033569336
2022-04-08,95.25
2022-04-11,94.56999969482422
2022-04-12,95.06999969482422
2022-04-13,95.55000305175781
2022-04-14,96.91000366210938
2022-04-18,96.45999908447266
2022-04-19,95.93000030517578
2022-04-20,98.22000122070312
2022-04-21,96.05000305175781
2022-04-22,92.18000030517578
2022-04-25,90.95999908447266
2022-04-26,90.63999938964844
2022-04-27,93.91999816894531
2022-04-28,92.51000213623047
2022-04-29,89.55999755859375
2022-05-02,89.30999755859375
2022-05-03,89.76000213623047
2022-05-04,91.1500015258789
2022-05-05,89.41000366210938
2022-05-06,89.7300033569336
2022-05-09,84.36000061035156
2022-05-10,84.97000122070312
2022-05-11,84.36000061035156
2022-05-12,84.44000244140625
2022-05-13,85.38999938964844
2022-05-16,87.18000030517578
2022-05-17,88.62999725341797
2022-05-18,84.54000091552734
2022-05-19,83.86000061035156
2022-05-20,84.0
2022-05-23,86.56999969482422
2022-05-24,87.76000213623047
2022-05-25,88.7699966430664
2022-05-26,88.30999755859375
2022-05-27,88.93000030517578
2022-05-31,90.81999969482422
2022-06-01,86.66999816894531
2022-06-02,89.27999877929688
2022-06-03,87.91000366210938
2022-06-06,88.41000366210938
2022-06-07,89.5199966430664
2022-06-08,88.61000061035156
2022-06-09,85.9800033569336
2022-06-10,84.68000030517578
2022-06-13,82.01000213623047
2022-06-14,82.66999816894531
2022-06-15,82.27999877929688
2022-06-16,79.02999877929688
2022-06-17,77.30999755859375
2022-06-21,79.4000015258789
2022-06-22,77.43000030517578
2022-06-23,71.75
2022-06-24,74.5199966430664
2022-06-27,76.04000091552734
2022-06-28,75.98999786376953
2022-06-29,77.23999786376953
2022-06-30,77.5999984741211
2022-07-01,76.41000366210938
2022-07-05,72.37999725341797
2022-07-06,72.22000122070312
2022-07-07,74.4000015258789
2022-07-08,73.33999633789062
2022-07-11,72.62999725341797
2022-07-12,72.8499984741211
2022-07-13,72.69000244140625
2022-07-14,71.69999694824219
2022-07-15,72.0
2022-07-18,72.55000305175781
2022-07-19,73.83000183105469
2022-07-20,74.56999969482422
2022-07-21,74.0199966430664
2022-07-22,73.83999633789062
2022-07-25,75.62000274658203
2022-07-26,78.91999816894531
2022-07-27,80.44999694824219
2022-07-28,79.3499984741211
2022-07-29,82.7699966430664
2022-08-01,84.26000213623047
2022-08-02,82.79000091552734
2022-08-03,82.25
2022-08-04,82.0199966430664
2022-08-05,82.76000213623047
2022-08-08,82.48999786376953
2022-08-09,82.86000061035156
2022-08-10,83.5999984741211
2022-08-11,84.13999938964844
2022-08-12,86.5999984741211
2022-08-15,86.12999725341797
2022-08-16,86.58000183105469
2022-08-17,86.3499984741211
2022-08-18,87.62000274658203
2022-08-19,87.2300033569336
2022-08-22,86.54000091552734
2022-08-23,88.05000305175781
2022-08-24,88.63999938964844
2022-08-25,90.91000366210938
2022-08-26,89.55999755859375
2022-08-29,90.76000213623047
2022-08-30,87.56999969482422
2022-08-31,87.88999938964844
2022-09-01,87.58000183105469
2022-09-02,87.61000061035156
2022-09-06,85.69999694824219
2022-09-07,87.2300033569336
2022-09-08,90.29000091552734
2022-09-09,91.47000122070312
2022-09-12,88.20999908447266
2022-09-13,86.3499984741211
2022-09-14,86.16999816894531
2022-09-15,85.26000213623047
2022-09-16,84.7699966430664
2022-09-19,87.33000183105469
2022-09-20,86.75
2022-09-21,86.0
2022-09-22,86.06999969482422
2022-09-23,81.6500015258789
2022-09-26,81.51000213623047
2022-09-27,80.81999969482422
2022-09-28,82.91000366210938
2022-09-29,80.61000061035156
2022-09-30,80.44999694824219
2022-10-03,83.02999877929688
2022-10-04,85.69999694824219
2022-10-05,86.2699966430664
2022-10-06,85.75
2022-10-07,85.44000244140625
2022-10-10,86.61000061035156
2022-10-11,86.30000305175781
2022-10-12,86.02999877929688
2022-10-13,88.83999633789062
2022-10-14,83.37999725341797
2022-10-17,85.76000213623047
2022-10-18,87.7699966430664
2022-10-19,88.3499984741211
2022-10-20,88.33000183105469
2022-10-21,89.69000244140625
2022-10-24,89.27999877929688
2022-10-25,91.13999938964844
2022-10-26,93.58999633789062
2022-10-27,94.12999725341797
2022-10-28,94.87999725341797
2022-10-31,96.9800033569336
2022-11-01,97.52999877929688
2022-11-02,95.80000305175781
2022-11-03,96.27999877929688
2022-11-04,95.19000244140625
2022-11-07,95.5999984741211
2022-11-08,96.38999938964844
2022-11-09,93.05999755859375
2022-11-10,94.27999877929688
2022-11-11,93.06999969482422
2022-11-14,94.27999877929688
2022-11-15,94.52999877929688
2022-11-16,95.19000244140625
2022-11-17,94.5999984741211
2022-11-18,95.1500015258789
2022-11-21,96.11000061035156
2022-11-22,97.66999816894531
2022-11-23,96.77999877929688
2022-11-25,97.4000015258789
2022-11-28,96.25
2022-11-29,96.44999694824219
2022-11-30,97.5
2022-12-01,91.31999969482422
