Date,AVB
2023-01-05,157.97999572753906
2023-01-06,163.6300048828125
2023-01-09,162.47000122070312
2023-01-10,162.99000549316406
2023-01-11,169.8800048828125
2023-01-12,170.27000427246094
2023-01-13,167.85000610351562
2023-01-17,170.00999450683594
2023-01-18,168.64999389648438
2023-01-19,168.6999969482422
2023-01-20,170.35000610351562
2023-01-23,170.36000061035156
2023-01-24,173.08999633789062
2023-01-25,173.36000061035156
2023-01-26,173.4499969482422
2023-01-27,177.52000427246094
2023-01-30,173.27000427246094
2023-01-31,177.44000244140625
2023-02-01,178.02000427246094
2023-02-02,184.5
2023-02-03,180.25
2023-02-06,178.7899932861328
2023-02-07,179.7100067138672
2023-02-08,181.60000610351562
2023-02-09,180.3699951171875
2023-02-10,180.27999877929688
2023-02-13,181.19000244140625
2023-02-14,180.0800018310547
2023-02-15,181.13999938964844
2023-02-16,180.1199951171875
2023-02-17,179.27000427246094
2023-02-21,175.86000061035156
2023-02-22,176.5800018310547
2023-02-23,177.8300018310547
2023-02-24,175.0
2023-02-27,173.24000549316406
2023-02-28,172.52000427246094
2023-03-01,168.2100067138672
2023-03-02,169.69000244140625
2023-03-03,172.67999267578125
2023-03-06,174.6999969482422
2023-03-07,170.75
2023-03-08,173.6999969482422
2023-03-09,170.97999572753906
2023-03-10,165.52999877929688
2023-03-13,168.3800048828125
2023-03-14,170.2100067138672
2023-03-15,169.92999267578125
2023-03-16,165.4600067138672
2023-03-17,161.50999450683594
2023-03-20,162.66000366210938
2023-03-21,161.0800018310547
2023-03-22,155.7899932861328
2023-03-23,154.07000732421875
2023-03-24,157.72999572753906
2023-03-27,158.61000061035156
2023-03-28,157.32000732421875
2023-03-29,162.1999969482422
2023-03-30,163.25999450683594
2023-03-31,168.05999755859375
2023-04-03,167.0800018310547
2023-04-04,166.2899932861328
2023-04-05,166.32000732421875
2023-04-06,168.19000244140625
2023-04-10,168.6199951171875
2023-04-11,170.3000030517578
2023-04-12,170.08999633789062
2023-04-13,170.07000732421875
2023-04-14,169.86000061035156
2023-04-17,174.02000427246094
2023-04-18,173.32000732421875
2023-04-19,175.25999450683594
2023-04-20,173.22999572753906
2023-04-21,173.3300018310547
2023-04-24,173.0800018310547
2023-04-25,171.58999633789062
2023-04-26,171.05999755859375
2023-04-27,177.64999389648438
2023-04-28,180.3699951171875
2023-05-01,181.6699981689453
2023-05-02,178.25
2023-05-03,177.8000030517578
2023-05-04,178.27000427246094
2023-05-05,179.75
2023-05-08,180.36000061035156
2023-05-09,179.32000732421875
2023-05-10,180.14999389648438
2023-05-11,180.36000061035156
2023-05-12,180.17999267578125
2023-05-15,178.66000366210938
2023-05-16,175.27999877929688
2023-05-17,177.1699981689453
2023-05-18,175.92999267578125
2023-05-19,176.24000549316406
2023-05-22,176.72000122070312
2023-05-23,175.13999938964844
2023-05-24,172.0500030517578
2023-05-25,170.47000122070312
2023-05-26,171.72999572753906
2023-05-30,172.72999572753906
2023-05-31,173.97999572753906
2023-06-01,176.69000244140625
2023-06-02,181.1999969482422
2023-06-05,181.50999450683594
2023-06-06,183.07000732421875
2023-06-07,186.11000061035156
2023-06-08,186.39999389648438
2023-06-09,188.30999755859375
2023-06-12,187.52999877929688
2023-06-13,189.0800018310547
2023-06-14,190.16000366210938
2023-06-15,190.52999877929688
2023-06-16,192.4499969482422
2023-06-20,190.1999969482422
2023-06-21,189.3800048828125
2023-06-22,184.99000549316406
2023-06-23,181.3699951171875
2023-06-26,186.02000427246094
2023-06-27,187.91000366210938
2023-06-28,186.75999450683594
2023-06-29,188.0399932861328
2023-06-30,189.27000427246094
2023-07-03,190.5
2023-07-05,190.14999389648438
2023-07-06,192.41000366210938
2023-07-07,191.07000732421875
2023-07-10,192.30999755859375
2023-07-11,194.1699981689453
2023-07-12,194.3300018310547
2023-07-13,195.72000122070312
2023-07-14,197.91000366210938
2023-07-17,194.07000732421875
2023-07-18,193.0500030517578
2023-07-19,194.42999267578125
2023-07-20,196.7899932861328
2023-07-21,197.3699951171875
2023-07-24,196.47999572753906
2023-07-25,192.4600067138672
2023-07-26,191.75
2023-07-27,186.3800048828125
2023-07-28,186.1300048828125
2023-07-31,188.64999389648438
2023-08-01,187.8699951171875
2023-08-02,186.1199951171875
2023-08-03,184.38999938964844
2023-08-04,184.85000610351562
2023-08-07,187.86000061035156
2023-08-08,185.44000244140625
2023-08-09,185.3300018310547
2023-08-10,185.1699981689453
2023-08-11,187.27999877929688
2023-08-14,182.74000549316406
2023-08-15,180.4499969482422
2023-08-16,179.94000244140625
2023-08-17,179.00999450683594
2023-08-18,179.30999755859375
2023-08-21,177.58999633789062
2023-08-22,177.69000244140625
2023-08-23,180.64999389648438
2023-08-24,180.86000061035156
2023-08-25,181.4499969482422
2023-08-28,182.2899932861328
2023-08-29,183.9199981689453
2023-08-30,185.16000366210938
2023-08-31,183.82000732421875
2023-09-01,181.35000610351562
2023-09-05,179.77999877929688
2023-09-06,179.3699951171875
2023-09-07,181.22000122070312
2023-09-08,179.27999877929688
2023-09-11,179.52999877929688
2023-09-12,180.9499969482422
2023-09-13,180.0
2023-09-14,183.4600067138672
2023-09-15,183.88999938964844
2023-09-18,181.97999572753906
2023-09-19,181.25
2023-09-20,182.67999267578125
2023-09-21,179.50999450683594
2023-09-22,177.63999938964844
2023-09-25,177.58999633789062
2023-09-26,174.97000122070312
2023-09-27,172.44000244140625
2023-09-28,171.2899932861328
2023-09-29,171.74000549316406
2023-10-02,168.08999633789062
2023-10-03,167.41000366210938
2023-10-04,168.3000030517578
2023-10-05,170.25999450683594
2023-10-06,172.0
2023-10-09,174.2100067138672
2023-10-10,173.99000549316406
2023-10-11,177.4199981689453
2023-10-12,176.64999389648438
2023-10-13,176.4199981689453
2023-10-16,178.27999877929688
2023-10-17,179.27999877929688
2023-10-18,175.4499969482422
2023-10-19,173.0500030517578
2023-10-20,169.61000061035156
2023-10-23,166.8300018310547
2023-10-24,169.3000030517578
2023-10-25,165.17999267578125
2023-10-26,167.77999877929688
2023-10-27,162.58999633789062
2023-10-30,162.64999389648438
2023-10-31,165.74000549316406
2023-11-01,163.8699951171875
2023-11-02,167.9199981689453
2023-11-03,171.32000732421875
2023-11-06,169.1199951171875
2023-11-07,167.38999938964844
2023-11-08,168.99000549316406
2023-11-09,166.3699951171875
2023-11-10,168.1999969482422
2023-11-13,165.2899932861328
2023-11-14,171.8699951171875
2023-11-15,170.9600067138672
2023-11-16,169.82000732421875
2023-11-17,169.0399932861328
2023-11-20,171.1699981689453
2023-11-21,170.75
2023-11-22,172.52000427246094
2023-11-24,173.3699951171875
2023-11-27,171.8800048828125
2023-11-28,172.1699981689453
2023-11-29,170.8300018310547
2023-11-30,172.94000244140625
2023-12-01,177.94000244140625
2023-12-04,177.74000549316406
2023-12-05,175.75999450683594
2023-12-06,174.99000549316406
2023-12-07,175.3800048828125
2023-12-08,175.75
2023-12-11,175.41000366210938
2023-12-12,174.8300018310547
2023-12-13,183.97999572753906
2023-12-14,191.44000244140625
2023-12-15,187.88999938964844
2023-12-18,189.83999633789062
2023-12-19,189.60000610351562
2023-12-20,186.1999969482422
2023-12-21,186.64999389648438
2023-12-22,187.2899932861328
2023-12-26,188.22999572753906
2023-12-27,189.49000549316406
2023-12-28,189.60000610351562
2023-12-29,187.22000122070312
2024-01-02,188.1699981689453
2024-01-03,183.2899932861328
2024-01-04,183.58999633789062
2024-01-05,182.6699981689453
2024-01-08,184.5399932861328
2024-01-09,183.11000061035156
2024-01-10,183.7100067138672
2024-01-11,182.75
2024-01-12,182.5399932861328
2024-01-16,180.14999389648438
2024-01-17,178.3800048828125
2024-01-18,177.5
2024-01-19,180.42999267578125
2024-01-22,181.22000122070312
2024-01-23,179.58999633789062
2024-01-24,176.02999877929688
2024-01-25,176.1199951171875
2024-01-26,177.5
2024-01-29,178.27999877929688
2024-01-30,178.44000244140625
2024-01-31,179.00999450683594
2024-02-01,178.14999389648438
2024-02-02,175.05999755859375
2024-02-05,169.99000549316406
2024-02-06,172.75
2024-02-07,173.4199981689453
2024-02-08,174.52999877929688
2024-02-09,174.6300048828125
2024-02-12,174.36000061035156
2024-02-13,172.11000061035156
2024-02-14,173.2100067138672
2024-02-15,177.8000030517578
2024-02-16,177.1199951171875
2024-02-20,176.33999633789062
2024-02-21,178.27000427246094
2024-02-22,176.1199951171875
2024-02-23,175.39999389648438
2024-02-26,173.6199951171875
2024-02-27,174.3699951171875
2024-02-28,176.3699951171875
2024-02-29,177.02999877929688
2024-03-01,178.13999938964844
2024-03-04,185.1699981689453
2024-03-05,183.74000549316406
2024-03-06,184.24000549316406
2024-03-07,185.02999877929688
2024-03-08,186.9499969482422
2024-03-11,184.69000244140625
2024-03-12,183.8300018310547
2024-03-13,186.24000549316406
2024-03-14,182.3800048828125
2024-03-15,183.82000732421875
2024-03-18,182.5500030517578
2024-03-19,182.16000366210938
2024-03-20,183.67999267578125
2024-03-21,184.7899932861328
2024-03-22,183.1699981689453
2024-03-25,182.00999450683594
2024-03-26,180.6699981689453
2024-03-27,183.69000244140625
2024-03-28,185.55999755859375
2024-04-01,181.32000732421875
2024-04-02,179.85000610351562
2024-04-03,180.1699981689453
2024-04-04,180.1699981689453
2024-04-05,181.0800018310547
2024-04-08,186.17999267578125
2024-04-09,188.86000061035156
2024-04-10,186.10000610351562
2024-04-11,185.9499969482422
2024-04-12,183.77999877929688
2024-04-15,180.72000122070312
2024-04-16,178.97999572753906
2024-04-17,180.9499969482422
2024-04-18,182.02000427246094
2024-04-19,184.1300048828125
2024-04-22,186.8699951171875
2024-04-23,188.66000366210938
2024-04-24,191.33999633789062
2024-04-25,191.32000732421875
2024-04-26,191.4499969482422
2024-04-29,191.02000427246094
2024-04-30,189.57000732421875
2024-05-01,187.92999267578125
2024-05-02,192.4499969482422
2024-05-03,192.80999755859375
2024-05-06,195.17999267578125
2024-05-07,195.88999938964844
2024-05-08,194.89999389648438
2024-05-09,197.13999938964844
2024-05-10,196.88999938964844
2024-05-13,196.99000549316406
2024-05-14,197.49000549316406
2024-05-15,198.4600067138672
2024-05-16,198.0500030517578
2024-05-17,198.88999938964844
2024-05-20,197.41000366210938
2024-05-21,198.47000122070312
2024-05-22,197.60000610351562
2024-05-23,193.9600067138672
2024-05-24,195.33999633789062
2024-05-28,192.25
2024-05-29,188.58999633789062
2024-05-30,189.97999572753906
2024-05-31,192.67999267578125
2024-06-03,194.4600067138672
2024-06-04,196.92999267578125
2024-06-05,198.47999572753906
2024-06-06,198.27000427246094
2024-06-07,197.2100067138672
2024-06-10,199.33999633789062
2024-06-11,197.1999969482422
2024-06-12,198.75999450683594
2024-06-13,199.91000366210938
2024-06-14,201.88999938964844
2024-06-17,201.60000610351562
2024-06-18,202.39999389648438
2024-06-20,201.92999267578125
2024-06-21,203.88999938964844
2024-06-24,206.41000366210938
2024-06-25,204.2899932861328
2024-06-26,203.8800048828125
2024-06-27,206.3000030517578
2024-06-28,206.88999938964844
2024-07-01,204.32000732421875
2024-07-02,204.1999969482422
2024-07-03,200.9499969482422
2024-07-05,203.27000427246094
2024-07-08,203.1199951171875
2024-07-09,203.82000732421875
2024-07-10,203.72000122070312
2024-07-11,202.86000061035156
2024-07-12,201.91000366210938
2024-07-15,203.2100067138672
2024-07-16,205.50999450683594
2024-07-17,208.00999450683594
2024-07-18,208.64999389648438
2024-07-19,207.3699951171875
2024-07-22,209.27000427246094
2024-07-23,208.19000244140625
2024-07-24,206.05999755859375
2024-07-25,202.8300018310547
2024-07-26,206.47999572753906
2024-07-29,208.32000732421875
2024-07-30,206.13999938964844
2024-07-31,204.9199981689453
2024-08-01,213.02999877929688
2024-08-02,210.02000427246094
2024-08-05,204.07000732421875
2024-08-06,209.16000366210938
2024-08-07,207.89999389648438
2024-08-08,208.38999938964844
2024-08-09,210.4600067138672
2024-08-12,209.36000061035156
2024-08-13,211.75
2024-08-14,213.52000427246094
2024-08-15,214.67999267578125
2024-08-16,215.2100067138672
2024-08-19,216.0399932861328
2024-08-20,216.5800018310547
2024-08-21,217.0399932861328
2024-08-22,218.02000427246094
2024-08-23,221.72999572753906
2024-08-26,219.9199981689453
2024-08-27,221.41000366210938
2024-08-28,223.07000732421875
2024-08-29,223.14999389648438
2024-08-30,225.72999572753906
2024-09-03,227.13999938964844
2024-09-04,227.16000366210938
2024-09-05,226.52000427246094
2024-09-06,223.60000610351562
2024-09-09,225.49000549316406
2024-09-10,229.36000061035156
2024-09-11,229.9499969482422
2024-09-12,231.6999969482422
2024-09-13,234.75
2024-09-16,232.86000061035156
2024-09-17,230.7899932861328
2024-09-18,230.41000366210938
2024-09-19,230.5500030517578
2024-09-20,230.05999755859375
2024-09-23,233.1699981689453
2024-09-24,230.14999389648438
2024-09-25,229.64999389648438
2024-09-26,226.52999877929688
2024-09-27,225.22999572753906
2024-09-30,225.25
2024-10-01,222.19000244140625
2024-10-02,223.10000610351562
2024-10-03,220.6999969482422
2024-10-04,221.02000427246094
2024-10-07,218.0
2024-10-08,218.5
2024-10-09,218.47000122070312
2024-10-10,216.89999389648438
2024-10-11,219.6199951171875
2024-10-14,221.6300048828125
2024-10-15,223.63999938964844
2024-10-16,225.69000244140625
2024-10-17,225.47000122070312
2024-10-18,227.13999938964844
2024-10-21,224.14999389648438
2024-10-22,224.72000122070312
2024-10-23,229.5399932861328
2024-10-24,229.77000427246094
2024-10-25,226.35000610351562
2024-10-28,228.8000030517578
2024-10-29,227.6199951171875
2024-10-30,227.75999450683594
2024-10-31,221.61000061035156
2024-11-01,216.27999877929688
2024-11-04,218.5
2024-11-05,226.3800048828125
2024-11-06,224.92999267578125
2024-11-07,228.0399932861328
2024-11-08,233.75
2024-11-11,232.2100067138672
2024-11-12,230.2100067138672
2024-11-13,233.11000061035156
2024-11-14,227.92999267578125
2024-11-15,229.41000366210938
2024-11-18,229.22000122070312
2024-11-19,229.3800048828125
2024-11-20,228.13999938964844
2024-11-21,230.6300048828125
