Date,MT
2022-06-30,22.600000381469727
2022-07-01,22.889999389648438
2022-07-05,21.860000610351562
2022-07-06,21.510000228881836
2022-07-07,22.190000534057617
2022-07-08,22.1299991607666
2022-07-11,21.690000534057617
2022-07-12,22.010000228881836
2022-07-13,22.190000534057617
2022-07-14,21.420000076293945
2022-07-15,21.81999969482422
2022-07-18,22.15999984741211
2022-07-19,23.5
2022-07-20,23.260000228881836
2022-07-21,23.559999465942383
2022-07-22,23.040000915527344
2022-07-25,23.739999771118164
2022-07-26,22.899999618530273
2022-07-27,23.56999969482422
2022-07-28,23.520000457763672
2022-07-29,24.59000015258789
2022-08-01,24.239999771118164
2022-08-02,23.540000915527344
2022-08-03,24.0
2022-08-04,24.139999389648438
2022-08-05,24.479999542236328
2022-08-08,24.81999969482422
2022-08-09,24.940000534057617
2022-08-10,25.649999618530273
2022-08-11,25.389999389648438
2022-08-12,25.399999618530273
2022-08-15,24.649999618530273
2022-08-16,25.299999237060547
2022-08-17,24.729999542236328
2022-08-18,24.68000030517578
2022-08-19,23.420000076293945
2022-08-22,22.889999389648438
2022-08-23,23.770000457763672
2022-08-24,23.389999389648438
2022-08-25,24.049999237060547
2022-08-26,23.299999237060547
2022-08-29,24.09000015258789
2022-08-30,23.81999969482422
2022-08-31,23.59000015258789
2022-09-01,22.270000457763672
2022-09-02,22.510000228881836
2022-09-06,22.239999771118164
2022-09-07,22.639999389648438
2022-09-08,22.610000610351562
2022-09-09,23.3799991607666
2022-09-12,24.010000228881836
2022-09-13,22.399999618530273
2022-09-14,21.649999618530273
2022-09-15,21.8700008392334
2022-09-16,22.09000015258789
2022-09-19,22.43000030517578
2022-09-20,21.540000915527344
2022-09-21,21.139999389648438
2022-09-22,21.309999465942383
2022-09-23,20.329999923706055
2022-09-26,19.950000762939453
2022-09-27,20.209999084472656
2022-09-28,19.889999389648438
2022-09-29,19.850000381469727
2022-09-30,19.90999984741211
2022-10-03,21.079999923706055
2022-10-04,22.190000534057617
2022-10-05,21.739999771118164
2022-10-06,20.59000015258789
2022-10-07,20.559999465942383
2022-10-10,21.100000381469727
2022-10-11,20.709999084472656
2022-10-12,20.719999313354492
2022-10-13,21.520000457763672
2022-10-14,20.84000015258789
2022-10-17,21.56999969482422
2022-10-18,21.889999389648438
2022-10-19,21.530000686645508
2022-10-20,22.209999084472656
2022-10-21,23.389999389648438
2022-10-24,23.020000457763672
2022-10-25,22.760000228881836
2022-10-26,23.280000686645508
2022-10-27,22.850000381469727
2022-10-28,22.459999084472656
2022-10-31,22.450000762939453
2022-11-01,22.65999984741211
2022-11-02,21.780000686645508
2022-11-03,21.31999969482422
2022-11-04,23.459999084472656
2022-11-07,24.040000915527344
2022-11-08,24.600000381469727
2022-11-09,24.049999237060547
2022-11-10,25.239999771118164
2022-11-11,27.399999618530273
2022-11-14,27.0
2022-11-15,26.850000381469727
2022-11-16,25.959999084472656
2022-11-17,26.1200008392334
2022-11-18,25.889999389648438
2022-11-21,25.790000915527344
2022-11-22,26.520000457763672
2022-11-23,26.3700008392334
2022-11-25,26.59000015258789
2022-11-28,26.010000228881836
2022-11-29,26.709999084472656
2022-11-30,27.049999237060547
2022-12-01,26.6200008392334
2022-12-02,27.059999465942383
2022-12-05,26.5
2022-12-06,26.670000076293945
2022-12-07,26.5
2022-12-08,27.09000015258789
2022-12-09,27.0
2022-12-12,27.15999984741211
2022-12-13,27.639999389648438
2022-12-14,26.6200008392334
2022-12-15,25.93000030517578
2022-12-16,25.459999084472656
2022-12-19,25.350000381469727
2022-12-20,25.739999771118164
2022-12-21,26.43000030517578
2022-12-22,26.25
2022-12-23,26.65999984741211
2022-12-27,26.59000015258789
2022-12-28,26.059999465942383
2022-12-29,26.469999313354492
2022-12-30,26.219999313354492
2023-01-03,26.6299991607666
2023-01-04,27.479999542236328
2023-01-05,27.75
2023-01-06,28.739999771118164
2023-01-09,28.799999237060547
2023-01-10,29.649999618530273
2023-01-11,29.739999771118164
2023-01-12,30.799999237060547
2023-01-13,31.170000076293945
2023-01-17,31.18000030517578
2023-01-18,30.700000762939453
2023-01-19,30.350000381469727
2023-01-20,30.90999984741211
2023-01-23,31.0
2023-01-24,31.170000076293945
2023-01-25,31.450000762939453
2023-01-26,32.25
2023-01-27,31.920000076293945
2023-01-30,31.31999969482422
2023-01-31,30.940000534057617
2023-02-01,31.450000762939453
2023-02-02,31.09000015258789
2023-02-03,30.43000030517578
2023-02-06,29.420000076293945
2023-02-07,29.34000015258789
2023-02-08,29.059999465942383
2023-02-09,29.18000030517578
2023-02-10,28.780000686645508
2023-02-13,29.309999465942383
2023-02-14,30.34000015258789
2023-02-15,30.709999084472656
2023-02-16,30.700000762939453
2023-02-17,30.040000915527344
2023-02-21,29.989999771118164
2023-02-22,29.84000015258789
2023-02-23,29.950000762939453
2023-02-24,29.43000030517578
2023-02-27,29.959999084472656
2023-02-28,30.25
2023-03-01,31.040000915527344
2023-03-02,31.75
2023-03-03,32.38999938964844
2023-03-06,31.940000534057617
2023-03-07,30.84000015258789
2023-03-08,31.360000610351562
2023-03-09,30.59000015258789
2023-03-10,29.6200008392334
2023-03-13,28.59000015258789
2023-03-14,29.280000686645508
2023-03-15,26.690000534057617
2023-03-16,27.170000076293945
2023-03-17,26.450000762939453
2023-03-20,26.989999771118164
2023-03-21,28.079999923706055
2023-03-22,27.950000762939453
2023-03-23,28.219999313354492
2023-03-24,28.059999465942383
2023-03-27,28.40999984741211
2023-03-28,28.899999618530273
2023-03-29,29.469999313354492
2023-03-30,30.0
2023-03-31,30.1200008392334
2023-04-03,29.31999969482422
2023-04-04,28.65999984741211
2023-04-05,28.1299991607666
2023-04-06,28.1200008392334
2023-04-10,28.299999237060547
2023-04-11,29.18000030517578
2023-04-12,29.31999969482422
2023-04-13,29.860000610351562
2023-04-14,29.700000762939453
2023-04-17,29.850000381469727
2023-04-18,30.030000686645508
2023-04-19,29.469999313354492
2023-04-20,29.299999237060547
2023-04-21,28.459999084472656
2023-04-24,27.899999618530273
2023-04-25,27.31999969482422
2023-04-26,27.829999923706055
2023-04-27,28.280000686645508
2023-04-28,28.469999313354492
2023-05-01,28.059999465942383
2023-05-02,28.209999084472656
2023-05-03,28.110000610351562
2023-05-04,26.479999542236328
2023-05-05,27.15999984741211
2023-05-08,27.459999084472656
2023-05-09,27.56999969482422
2023-05-10,26.969999313354492
2023-05-11,26.110000610351562
2023-05-12,26.3700008392334
2023-05-15,26.649999618530273
2023-05-16,25.75
2023-05-17,26.450000762939453
2023-05-18,26.81999969482422
2023-05-19,26.829999923706055
2023-05-22,26.719999313354492
2023-05-23,26.139999389648438
2023-05-24,25.739999771118164
2023-05-25,25.719999313354492
2023-05-26,25.969999313354492
2023-05-30,25.600000381469727
2023-05-31,24.950000762939453
2023-06-01,25.559999465942383
2023-06-02,26.81999969482422
2023-06-05,26.5
2023-06-06,26.760000228881836
2023-06-07,26.829999923706055
2023-06-08,27.3700008392334
2023-06-09,27.299999237060547
2023-06-12,27.31999969482422
2023-06-13,27.940000534057617
2023-06-14,28.049999237060547
2023-06-15,28.149999618530273
2023-06-16,28.1200008392334
2023-06-20,27.209999084472656
2023-06-21,27.190000534057617
2023-06-22,27.100000381469727
2023-06-23,26.75
2023-06-26,27.010000228881836
2023-06-27,27.06999969482422
2023-06-28,26.850000381469727
2023-06-29,27.190000534057617
2023-06-30,27.34000015258789
2023-07-03,27.25
2023-07-05,26.399999618530273
2023-07-06,25.8700008392334
2023-07-07,26.350000381469727
2023-07-10,26.31999969482422
2023-07-11,26.8799991607666
2023-07-12,27.579999923706055
2023-07-13,28.219999313354492
2023-07-14,28.0
2023-07-17,27.989999771118164
2023-07-18,28.190000534057617
2023-07-19,27.84000015258789
2023-07-20,27.959999084472656
2023-07-21,27.520000457763672
2023-07-24,27.829999923706055
2023-07-25,28.549999237060547
2023-07-26,28.450000762939453
2023-07-27,27.690000534057617
2023-07-28,28.100000381469727
2023-07-31,28.860000610351562
2023-08-01,28.510000228881836
2023-08-02,27.81999969482422
2023-08-03,27.559999465942383
2023-08-04,27.31999969482422
2023-08-07,27.489999771118164
2023-08-08,27.15999984741211
2023-08-09,26.959999084472656
2023-08-10,27.010000228881836
2023-08-11,26.920000076293945
2023-08-14,27.149999618530273
2023-08-15,26.420000076293945
2023-08-16,25.649999618530273
2023-08-17,25.84000015258789
2023-08-18,25.84000015258789
2023-08-21,25.780000686645508
2023-08-22,26.1299991607666
2023-08-23,26.290000915527344
2023-08-24,26.049999237060547
2023-08-25,26.079999923706055
2023-08-28,26.270000457763672
2023-08-29,27.0
2023-08-30,26.760000228881836
2023-08-31,26.610000610351562
2023-09-01,27.0
2023-09-05,26.68000030517578
2023-09-06,26.709999084472656
2023-09-07,26.020000457763672
2023-09-08,25.760000228881836
2023-09-11,26.030000686645508
2023-09-12,25.6200008392334
2023-09-13,25.280000686645508
2023-09-14,25.549999237060547
2023-09-15,25.760000228881836
2023-09-18,25.329999923706055
2023-09-19,25.280000686645508
2023-09-20,25.3700008392334
2023-09-21,24.84000015258789
2023-09-22,24.709999084472656
2023-09-25,24.399999618530273
2023-09-26,24.219999313354492
2023-09-27,24.40999984741211
2023-09-28,25.1200008392334
2023-09-29,25.030000686645508
2023-10-02,24.68000030517578
2023-10-03,24.06999969482422
2023-10-04,24.020000457763672
2023-10-05,23.719999313354492
2023-10-06,24.260000228881836
2023-10-09,24.059999465942383
2023-10-10,24.329999923706055
2023-10-11,24.530000686645508
2023-10-12,23.3799991607666
2023-10-13,22.780000686645508
2023-10-16,23.329999923706055
2023-10-17,23.34000015258789
2023-10-18,22.40999984741211
2023-10-19,22.299999237060547
2023-10-20,21.670000076293945
2023-10-23,21.799999237060547
2023-10-24,22.1200008392334
2023-10-25,21.889999389648438
2023-10-26,22.170000076293945
2023-10-27,22.139999389648438
2023-10-30,21.479999542236328
2023-10-31,22.020000457763672
2023-11-01,22.040000915527344
2023-11-02,23.100000381469727
2023-11-03,23.260000228881836
2023-11-06,23.40999984741211
2023-11-07,22.959999084472656
2023-11-08,22.719999313354492
2023-11-09,22.079999923706055
2023-11-10,21.899999618530273
2023-11-13,21.780000686645508
2023-11-14,23.110000610351562
2023-11-15,23.43000030517578
2023-11-16,23.40999984741211
2023-11-17,23.989999771118164
2023-11-20,23.93000030517578
2023-11-21,23.860000610351562
2023-11-22,24.219999313354492
2023-11-24,24.360000610351562
2023-11-27,24.6299991607666
2023-11-28,24.59000015258789
2023-11-29,25.040000915527344
2023-11-30,25.190000534057617
2023-12-01,25.56999969482422
2023-12-04,25.440000534057617
2023-12-05,25.260000228881836
2023-12-06,25.229999542236328
2023-12-07,25.520000457763672
2023-12-08,25.350000381469727
2023-12-11,25.709999084472656
2023-12-12,25.8700008392334
2023-12-13,26.469999313354492
2023-12-14,27.239999771118164
2023-12-15,27.110000610351562
2023-12-18,28.690000534057617
2023-12-19,28.950000762939453
2023-12-20,28.299999237060547
2023-12-21,28.65999984741211
2023-12-22,28.639999389648438
2023-12-26,28.75
2023-12-27,28.84000015258789
2023-12-28,28.59000015258789
2023-12-29,28.389999389648438
2024-01-02,28.219999313354492
2024-01-03,27.760000228881836
2024-01-04,27.700000762939453
2024-01-05,27.790000915527344
2024-01-08,27.899999618530273
2024-01-09,27.010000228881836
2024-01-10,27.190000534057617
2024-01-11,26.68000030517578
2024-01-12,26.649999618530273
2024-01-16,26.149999618530273
2024-01-17,26.059999465942383
2024-01-18,26.700000762939453
2024-01-19,26.559999465942383
2024-01-22,26.829999923706055
2024-01-23,27.0
2024-01-24,27.3700008392334
2024-01-25,27.56999969482422
2024-01-26,27.59000015258789
2024-01-29,27.610000610351562
2024-01-30,27.729999542236328
2024-01-31,27.469999313354492
2024-02-01,27.84000015258789
2024-02-02,27.65999984741211
2024-02-05,27.0
2024-02-06,27.3799991607666
2024-02-07,27.420000076293945
2024-02-08,28.65999984741211
2024-02-09,28.899999618530273
2024-02-12,28.510000228881836
2024-02-13,26.959999084472656
2024-02-14,27.1200008392334
2024-02-15,27.209999084472656
2024-02-16,27.399999618530273
2024-02-20,26.31999969482422
2024-02-21,26.299999237060547
2024-02-22,26.15999984741211
2024-02-23,26.420000076293945
2024-02-26,26.100000381469727
2024-02-27,26.399999618530273
2024-02-28,26.040000915527344
2024-02-29,26.079999923706055
2024-03-01,25.93000030517578
2024-03-04,25.6299991607666
2024-03-05,25.139999389648438
2024-03-06,25.3799991607666
2024-03-07,26.020000457763672
2024-03-08,26.09000015258789
2024-03-11,26.149999618530273
2024-03-12,27.049999237060547
2024-03-13,26.959999084472656
2024-03-14,26.40999984741211
2024-03-15,26.420000076293945
2024-03-18,26.450000762939453
2024-03-19,26.489999771118164
2024-03-20,27.020000457763672
2024-03-21,26.90999984741211
2024-03-22,26.899999618530273
2024-03-25,27.09000015258789
2024-03-26,27.010000228881836
2024-03-27,27.809999465942383
2024-03-28,27.579999923706055
2024-04-01,27.549999237060547
2024-04-02,27.540000915527344
2024-04-03,27.729999542236328
2024-04-04,27.360000610351562
2024-04-05,27.270000457763672
2024-04-08,27.850000381469727
2024-04-09,27.979999542236328
2024-04-10,27.6200008392334
2024-04-11,27.530000686645508
2024-04-12,26.920000076293945
2024-04-15,26.950000762939453
2024-04-16,25.18000030517578
2024-04-17,25.110000610351562
2024-04-18,25.149999618530273
2024-04-19,25.389999389648438
2024-04-22,25.809999465942383
2024-04-23,25.190000534057617
2024-04-24,25.200000762939453
2024-04-25,25.219999313354492
2024-04-26,25.3700008392334
2024-04-29,25.75
2024-04-30,25.010000228881836
2024-05-01,25.06999969482422
2024-05-02,26.06999969482422
2024-05-03,26.219999313354492
2024-05-06,26.010000228881836
2024-05-07,25.65999984741211
2024-05-08,25.3799991607666
2024-05-09,25.489999771118164
2024-05-10,25.520000457763672
2024-05-13,25.719999313354492
2024-05-14,25.979999542236328
2024-05-15,25.90999984741211
2024-05-16,26.399999618530273
2024-05-17,26.440000534057617
2024-05-20,26.1200008392334
2024-05-21,26.190000534057617
2024-05-22,25.809999465942383
2024-05-23,25.540000915527344
2024-05-24,25.770000457763672
2024-05-28,25.790000915527344
2024-05-29,25.030000686645508
2024-05-30,25.940000534057617
2024-05-31,26.489999771118164
2024-06-03,26.719999313354492
2024-06-04,25.829999923706055
2024-06-05,25.5
2024-06-06,25.81999969482422
2024-06-07,25.1200008392334
2024-06-10,25.1299991607666
2024-06-11,24.469999313354492
2024-06-12,24.219999313354492
2024-06-13,23.989999771118164
2024-06-14,23.260000228881836
2024-06-17,23.610000610351562
2024-06-18,23.889999389648438
2024-06-20,24.0
2024-06-21,23.649999618530273
2024-06-24,23.670000076293945
2024-06-25,23.479999542236328
2024-06-26,22.959999084472656
2024-06-27,22.719999313354492
2024-06-28,22.93000030517578
2024-07-01,22.829999923706055
2024-07-02,22.8700008392334
2024-07-03,23.290000915527344
2024-07-05,23.239999771118164
2024-07-08,23.0
2024-07-09,22.350000381469727
2024-07-10,22.59000015258789
2024-07-11,23.1299991607666
2024-07-12,23.559999465942383
2024-07-15,23.440000534057617
2024-07-16,23.1299991607666
2024-07-17,23.25
2024-07-18,22.81999969482422
2024-07-19,22.549999237060547
2024-07-22,22.940000534057617
2024-07-23,22.540000915527344
2024-07-24,22.239999771118164
2024-07-25,22.510000228881836
2024-07-26,22.719999313354492
2024-07-29,22.600000381469727
2024-07-30,22.219999313354492
2024-07-31,22.860000610351562
2024-08-01,21.420000076293945
2024-08-02,21.100000381469727
2024-08-05,21.09000015258789
2024-08-06,21.420000076293945
2024-08-07,21.5
2024-08-08,21.81999969482422
2024-08-09,22.030000686645508
2024-08-12,21.8700008392334
2024-08-13,21.8799991607666
2024-08-14,21.8700008392334
2024-08-15,22.100000381469727
2024-08-16,22.290000915527344
2024-08-19,23.010000228881836
2024-08-20,22.81999969482422
2024-08-21,23.399999618530273
2024-08-22,22.959999084472656
2024-08-23,23.329999923706055
2024-08-26,23.389999389648438
2024-08-27,23.469999313354492
2024-08-28,23.360000610351562
2024-08-29,23.510000228881836
2024-08-30,23.6200008392334
2024-09-03,22.100000381469727
2024-09-04,22.049999237060547
2024-09-05,22.350000381469727
2024-09-06,22.219999313354492
2024-09-09,22.15999984741211
2024-09-10,21.75
2024-09-11,22.1299991607666
2024-09-12,22.3799991607666
2024-09-13,22.729999542236328
2024-09-16,22.860000610351562
2024-09-17,23.290000915527344
2024-09-18,23.5
2024-09-19,24.360000610351562
2024-09-20,23.969999313354492
2024-09-23,23.790000915527344
2024-09-24,25.010000228881836
2024-09-25,24.670000076293945
2024-09-26,25.93000030517578
2024-09-27,25.959999084472656
2024-09-30,26.260000228881836
2024-10-01,26.219999313354492
2024-10-02,25.81999969482422
2024-10-03,25.420000076293945
2024-10-04,25.68000030517578
2024-10-07,25.479999542236328
2024-10-08,24.6299991607666
2024-10-09,24.6200008392334
2024-10-10,24.760000228881836
2024-10-11,24.850000381469727
2024-10-14,24.510000228881836
2024-10-15,23.780000686645508
2024-10-16,24.049999237060547
2024-10-17,23.889999389648438
2024-10-18,24.329999923706055
2024-10-21,23.860000610351562
2024-10-22,24.040000915527344
2024-10-23,23.510000228881836
2024-10-24,23.84000015258789
2024-10-25,24.020000457763672
2024-10-28,24.940000534057617
2024-10-29,24.81999969482422
2024-10-30,24.56999969482422
2024-10-31,24.6200008392334
2024-11-01,24.579999923706055
2024-11-04,24.809999465942383
2024-11-05,25.18000030517578
2024-11-06,25.420000076293945
2024-11-07,26.510000228881836
2024-11-08,26.09000015258789
2024-11-11,25.59000015258789
2024-11-12,24.34000015258789
2024-11-13,23.770000457763672
2024-11-14,24.489999771118164
2024-11-15,25.270000457763672
2024-11-18,25.559999465942383
2024-11-19,25.479999542236328
2024-11-20,25.079999923706055
2024-11-21,25.290000915527344
