Date,PWR
2022-07-29,138.72999572753906
2022-08-01,138.72000122070312
2022-08-02,138.30999755859375
2022-08-03,137.05999755859375
2022-08-04,133.41000366210938
2022-08-05,136.91000366210938
2022-08-08,137.25999450683594
2022-08-09,135.83999633789062
2022-08-10,140.25
2022-08-11,141.25
2022-08-12,143.4600067138672
2022-08-15,142.97000122070312
2022-08-16,142.42999267578125
2022-08-17,144.1199951171875
2022-08-18,144.47999572753906
2022-08-19,142.02000427246094
2022-08-22,140.00999450683594
2022-08-23,141.22000122070312
2022-08-24,145.11000061035156
2022-08-25,147.75
2022-08-26,144.6300048828125
2022-08-29,144.8699951171875
2022-08-30,140.75999450683594
2022-08-31,141.3000030517578
2022-09-01,139.10000610351562
2022-09-02,140.60000610351562
2022-09-06,140.25999450683594
2022-09-07,142.42999267578125
2022-09-08,146.61000061035156
2022-09-09,146.75999450683594
2022-09-12,145.66000366210938
2022-09-13,141.4499969482422
2022-09-14,142.3699951171875
2022-09-15,138.8800048828125
2022-09-16,137.4199981689453
2022-09-19,141.27999877929688
2022-09-20,138.57000732421875
2022-09-21,136.52999877929688
2022-09-22,135.7100067138672
2022-09-23,128.75999450683594
2022-09-26,125.73999786376953
2022-09-27,125.55000305175781
2022-09-28,130.1999969482422
2022-09-29,127.93000030517578
2022-09-30,127.38999938964844
2022-10-03,131.35000610351562
2022-10-04,136.02999877929688
2022-10-05,134.5500030517578
2022-10-06,132.22000122070312
2022-10-07,128.52999877929688
2022-10-10,129.02999877929688
2022-10-11,129.44000244140625
2022-10-12,126.36000061035156
2022-10-13,130.2100067138672
2022-10-14,123.41000366210938
2022-10-17,129.69000244140625
2022-10-18,133.4199981689453
2022-10-19,132.57000732421875
2022-10-20,130.74000549316406
2022-10-21,133.41000366210938
2022-10-24,137.41000366210938
2022-10-25,142.35000610351562
2022-10-26,140.49000549316406
2022-10-27,140.25999450683594
2022-10-28,141.17999267578125
2022-10-31,142.0399932861328
2022-11-01,142.27000427246094
2022-11-02,136.77999877929688
2022-11-03,144.41000366210938
2022-11-04,146.77000427246094
2022-11-07,147.25
2022-11-08,147.75999450683594
2022-11-09,143.0399932861328
2022-11-10,147.05999755859375
2022-11-11,144.47000122070312
2022-11-14,142.19000244140625
2022-11-15,144.0500030517578
2022-11-16,146.72999572753906
2022-11-17,148.75
2022-11-18,148.66000366210938
2022-11-21,148.94000244140625
2022-11-22,147.7899932861328
2022-11-23,146.1999969482422
2022-11-25,148.52000427246094
2022-11-28,143.55999755859375
2022-11-29,144.5500030517578
2022-11-30,149.8800048828125
2022-12-01,151.72999572753906
2022-12-02,153.07000732421875
2022-12-05,150.82000732421875
2022-12-06,149.58999633789062
2022-12-07,148.30999755859375
2022-12-08,150.30999755859375
2022-12-09,148.13999938964844
2022-12-12,150.25999450683594
2022-12-13,152.5399932861328
2022-12-14,152.08999633789062
2022-12-15,144.82000732421875
2022-12-16,143.27000427246094
2022-12-19,142.36000061035156
2022-12-20,142.66000366210938
2022-12-21,144.7100067138672
2022-12-22,142.58999633789062
2022-12-23,144.1999969482422
2022-12-27,143.97000122070312
2022-12-28,141.32000732421875
2022-12-29,142.6999969482422
2022-12-30,142.5
2023-01-03,140.61000061035156
2023-01-04,138.5500030517578
2023-01-05,135.57000732421875
2023-01-06,139.1199951171875
2023-01-09,138.63999938964844
2023-01-10,139.50999450683594
2023-01-11,140.69000244140625
2023-01-12,147.80999755859375
2023-01-13,148.5
2023-01-17,148.27000427246094
2023-01-18,144.3000030517578
2023-01-19,143.49000549316406
2023-01-20,146.24000549316406
2023-01-23,149.5500030517578
2023-01-24,151.50999450683594
2023-01-25,148.88999938964844
2023-01-26,150.05999755859375
2023-01-27,150.0
2023-01-30,149.10000610351562
2023-01-31,152.19000244140625
2023-02-01,152.8699951171875
2023-02-02,151.67999267578125
2023-02-03,152.42999267578125
2023-02-06,152.72000122070312
2023-02-07,153.57000732421875
2023-02-08,152.36000061035156
2023-02-09,152.4600067138672
2023-02-10,151.33999633789062
2023-02-13,154.2899932861328
2023-02-14,154.1999969482422
2023-02-15,156.0
2023-02-16,155.32000732421875
2023-02-17,154.89999389648438
2023-02-21,148.6999969482422
2023-02-22,148.39999389648438
2023-02-23,159.6199951171875
2023-02-24,160.63999938964844
2023-02-27,162.89999389648438
2023-02-28,161.39999389648438
2023-03-01,159.64999389648438
2023-03-02,160.0500030517578
2023-03-03,163.1199951171875
2023-03-06,163.3699951171875
2023-03-07,162.97000122070312
2023-03-08,162.42999267578125
2023-03-09,160.5500030517578
2023-03-10,157.35000610351562
2023-03-13,155.8699951171875
2023-03-14,159.74000549316406
2023-03-15,155.33999633789062
2023-03-16,157.2100067138672
2023-03-17,155.10000610351562
2023-03-20,157.2899932861328
2023-03-21,161.6199951171875
2023-03-22,158.55999755859375
2023-03-23,158.97000122070312
2023-03-24,160.77999877929688
2023-03-27,162.4499969482422
2023-03-28,163.27999877929688
2023-03-29,165.4600067138672
2023-03-30,166.52000427246094
2023-03-31,166.63999938964844
2023-04-03,165.7899932861328
2023-04-04,162.64999389648438
2023-04-05,159.91000366210938
2023-04-06,159.1300048828125
2023-04-10,161.5399932861328
2023-04-11,163.72999572753906
2023-04-12,165.0
2023-04-13,165.0399932861328
2023-04-14,166.02000427246094
2023-04-17,166.85000610351562
2023-04-18,167.7899932861328
2023-04-19,166.00999450683594
2023-04-20,167.2899932861328
2023-04-21,165.8000030517578
2023-04-24,168.27000427246094
2023-04-25,167.22000122070312
2023-04-26,164.07000732421875
2023-04-27,168.97000122070312
2023-04-28,169.63999938964844
2023-05-01,169.2100067138672
2023-05-02,168.1199951171875
2023-05-03,168.22000122070312
2023-05-04,165.35000610351562
2023-05-05,171.07000732421875
2023-05-08,168.8800048828125
2023-05-09,171.0
2023-05-10,171.42999267578125
2023-05-11,171.58999633789062
2023-05-12,173.85000610351562
2023-05-15,174.80999755859375
2023-05-16,169.69000244140625
2023-05-17,169.75999450683594
2023-05-18,171.88999938964844
2023-05-19,171.7100067138672
2023-05-22,170.99000549316406
2023-05-23,166.61000061035156
2023-05-24,166.55999755859375
2023-05-25,172.85000610351562
2023-05-26,174.0
2023-05-30,181.1699981689453
2023-05-31,177.5800018310547
2023-06-01,176.0500030517578
2023-06-02,180.0800018310547
2023-06-05,179.22999572753906
2023-06-06,181.6199951171875
2023-06-07,183.92999267578125
2023-06-08,183.3699951171875
2023-06-09,182.8300018310547
2023-06-12,185.3800048828125
2023-06-13,185.0
2023-06-14,185.08999633789062
2023-06-15,185.8000030517578
2023-06-16,185.9499969482422
2023-06-20,185.75
2023-06-21,190.94000244140625
2023-06-22,189.30999755859375
2023-06-23,186.61000061035156
2023-06-26,190.50999450683594
2023-06-27,194.66000366210938
2023-06-28,193.72000122070312
2023-06-29,194.85000610351562
2023-06-30,196.4499969482422
2023-07-03,195.7100067138672
2023-07-05,195.14999389648438
2023-07-06,192.52999877929688
2023-07-07,193.60000610351562
2023-07-10,199.7899932861328
2023-07-11,199.9499969482422
2023-07-12,198.42999267578125
2023-07-13,198.27000427246094
2023-07-14,196.1300048828125
2023-07-17,199.30999755859375
2023-07-18,199.61000061035156
2023-07-19,199.9499969482422
2023-07-20,199.97999572753906
2023-07-21,201.49000549316406
2023-07-24,203.80999755859375
2023-07-25,205.39999389648438
2023-07-26,202.64999389648438
2023-07-27,201.6300048828125
2023-07-28,200.47999572753906
2023-07-31,201.6199951171875
2023-08-01,201.88999938964844
2023-08-02,202.32000732421875
2023-08-03,203.33999633789062
2023-08-04,200.27999877929688
2023-08-07,202.1199951171875
2023-08-08,202.6999969482422
2023-08-09,203.44000244140625
2023-08-10,200.42999267578125
2023-08-11,200.1699981689453
2023-08-14,203.5399932861328
2023-08-15,203.1999969482422
2023-08-16,200.77000427246094
2023-08-17,200.41000366210938
2023-08-18,203.07000732421875
2023-08-21,203.57000732421875
2023-08-22,206.6300048828125
2023-08-23,208.25
2023-08-24,201.55999755859375
2023-08-25,205.27000427246094
2023-08-28,207.67999267578125
2023-08-29,208.60000610351562
2023-08-30,209.63999938964844
2023-08-31,209.8699951171875
2023-09-01,212.36000061035156
2023-09-05,208.80999755859375
2023-09-06,209.08999633789062
2023-09-07,208.6999969482422
2023-09-08,206.5
2023-09-11,205.0399932861328
2023-09-12,204.49000549316406
2023-09-13,200.3300018310547
2023-09-14,202.7899932861328
2023-09-15,199.24000549316406
2023-09-18,197.6999969482422
2023-09-19,196.1300048828125
2023-09-20,195.25
2023-09-21,186.47000122070312
2023-09-22,188.4499969482422
2023-09-25,187.5800018310547
2023-09-26,184.85000610351562
2023-09-27,190.1199951171875
2023-09-28,188.9199981689453
2023-09-29,187.07000732421875
2023-10-02,176.63999938964844
2023-10-03,169.3699951171875
2023-10-04,171.75
2023-10-05,168.22999572753906
2023-10-06,172.7100067138672
2023-10-09,173.88999938964844
2023-10-10,177.6300048828125
2023-10-11,179.32000732421875
2023-10-12,177.91000366210938
2023-10-13,173.52999877929688
2023-10-16,176.3800048828125
2023-10-17,179.39999389648438
2023-10-18,172.0399932861328
2023-10-19,168.74000549316406
2023-10-20,164.6999969482422
2023-10-23,165.47000122070312
2023-10-24,167.25
2023-10-25,168.22999572753906
2023-10-26,167.25
2023-10-27,164.8699951171875
2023-10-30,164.75999450683594
2023-10-31,167.1199951171875
2023-11-01,159.6199951171875
2023-11-02,175.0800018310547
2023-11-03,169.17999267578125
2023-11-06,168.4600067138672
2023-11-07,165.0800018310547
2023-11-08,169.75999450683594
2023-11-09,169.57000732421875
2023-11-10,174.07000732421875
2023-11-13,176.24000549316406
2023-11-14,182.85000610351562
2023-11-15,183.72000122070312
2023-11-16,183.3000030517578
2023-11-17,183.11000061035156
2023-11-20,184.1300048828125
2023-11-21,183.36000061035156
2023-11-22,183.80999755859375
2023-11-24,182.5800018310547
2023-11-27,185.7100067138672
2023-11-28,181.33999633789062
2023-11-29,185.61000061035156
2023-11-30,188.30999755859375
2023-12-01,190.5500030517578
2023-12-04,189.63999938964844
2023-12-05,189.42999267578125
2023-12-06,191.85000610351562
2023-12-07,194.3800048828125
2023-12-08,199.25
2023-12-11,201.75999450683594
2023-12-12,205.27000427246094
2023-12-13,210.27999877929688
2023-12-14,215.8000030517578
2023-12-15,215.02000427246094
2023-12-18,215.0
2023-12-19,217.7100067138672
2023-12-20,212.89999389648438
2023-12-21,212.4499969482422
2023-12-22,214.0399932861328
2023-12-26,214.66000366210938
2023-12-27,215.9499969482422
2023-12-28,216.47000122070312
2023-12-29,215.8000030517578
2024-01-02,209.27000427246094
2024-01-03,201.74000549316406
2024-01-04,200.07000732421875
2024-01-05,199.0800018310547
2024-01-08,205.57000732421875
2024-01-09,204.10000610351562
2024-01-10,203.63999938964844
2024-01-11,202.47000122070312
2024-01-12,202.4600067138672
2024-01-16,201.3699951171875
2024-01-17,200.16000366210938
2024-01-18,201.91000366210938
2024-01-19,202.42999267578125
2024-01-22,203.4600067138672
2024-01-23,195.55999755859375
2024-01-24,193.27999877929688
2024-01-25,197.99000549316406
2024-01-26,196.3000030517578
2024-01-29,197.05999755859375
2024-01-30,197.25
2024-01-31,194.0500030517578
2024-02-01,200.25999450683594
2024-02-02,204.5
2024-02-05,202.19000244140625
2024-02-06,206.11000061035156
2024-02-07,208.89999389648438
2024-02-08,207.77000427246094
2024-02-09,210.11000061035156
2024-02-12,211.60000610351562
2024-02-13,206.83999633789062
2024-02-14,212.63999938964844
2024-02-15,214.05999755859375
2024-02-16,211.44000244140625
2024-02-20,209.1999969482422
2024-02-21,211.22000122070312
2024-02-22,232.92999267578125
2024-02-23,234.38999938964844
2024-02-26,235.63999938964844
2024-02-27,239.57000732421875
2024-02-28,238.6300048828125
2024-02-29,241.50999450683594
2024-03-01,240.88999938964844
2024-03-04,243.33999633789062
2024-03-05,239.7100067138672
2024-03-06,241.8000030517578
2024-03-07,244.32000732421875
2024-03-08,242.05999755859375
2024-03-11,239.13999938964844
2024-03-12,241.77000427246094
2024-03-13,241.8300018310547
2024-03-14,242.36000061035156
2024-03-15,242.75
2024-03-18,243.80999755859375
2024-03-19,246.38999938964844
2024-03-20,249.50999450683594
2024-03-21,256.29998779296875
2024-03-22,255.9199981689453
2024-03-25,255.5399932861328
2024-03-26,259.17999267578125
2024-03-27,259.75
2024-03-28,259.79998779296875
2024-04-01,259.260009765625
2024-04-02,256.1000061035156
2024-04-03,262.2900085449219
2024-04-04,258.2900085449219
2024-04-05,263.20001220703125
2024-04-08,262.260009765625
2024-04-09,256.3999938964844
2024-04-10,254.3000030517578
2024-04-11,258.0
2024-04-12,254.69000244140625
2024-04-15,248.88999938964844
2024-04-16,248.69000244140625
2024-04-17,245.9600067138672
2024-04-18,245.67999267578125
2024-04-19,243.25999450683594
2024-04-22,245.55999755859375
2024-04-23,251.9499969482422
2024-04-24,253.17999267578125
2024-04-25,255.19000244140625
2024-04-26,261.6600036621094
2024-04-29,262.3399963378906
2024-04-30,258.55999755859375
2024-05-01,256.010009765625
2024-05-02,255.0
2024-05-03,256.3299865722656
2024-05-06,269.5
2024-05-07,266.8800048828125
2024-05-08,264.9800109863281
2024-05-09,270.1700134277344
2024-05-10,271.4800109863281
2024-05-13,265.42999267578125
2024-05-14,263.3599853515625
2024-05-15,270.7900085449219
2024-05-16,263.82000732421875
2024-05-17,264.3999938964844
2024-05-20,267.6600036621094
2024-05-21,272.04998779296875
2024-05-22,271.1000061035156
2024-05-23,276.54998779296875
2024-05-24,283.42999267578125
2024-05-28,279.6400146484375
2024-05-29,277.9700012207031
2024-05-30,279.760009765625
2024-05-31,275.94000244140625
2024-06-03,271.9700012207031
2024-06-04,270.0199890136719
2024-06-05,275.92999267578125
2024-06-06,267.2799987792969
2024-06-07,269.32000732421875
2024-06-10,271.57000732421875
2024-06-11,271.55999755859375
2024-06-12,276.7900085449219
2024-06-13,276.70001220703125
2024-06-14,273.2900085449219
2024-06-17,276.5799865722656
2024-06-18,281.20001220703125
2024-06-20,273.9700012207031
2024-06-21,274.0
2024-06-24,274.2300109863281
2024-06-25,272.9700012207031
2024-06-26,266.57000732421875
2024-06-27,267.05999755859375
2024-06-28,254.08999633789062
2024-07-01,247.61000061035156
2024-07-02,247.77999877929688
2024-07-03,254.60000610351562
2024-07-05,252.52999877929688
2024-07-08,254.66000366210938
2024-07-09,254.7899932861328
2024-07-10,257.8699951171875
2024-07-11,264.1400146484375
2024-07-12,268.80999755859375
2024-07-15,257.239990234375
2024-07-16,259.3699951171875
2024-07-17,244.94000244140625
2024-07-18,264.7099914550781
2024-07-19,258.55999755859375
2024-07-22,267.7099914550781
2024-07-23,264.4599914550781
2024-07-24,251.9199981689453
2024-07-25,248.80999755859375
2024-07-26,256.7300109863281
2024-07-29,256.2200012207031
2024-07-30,251.60000610351562
2024-07-31,265.3800048828125
2024-08-01,254.8800048828125
2024-08-02,240.9199981689453
2024-08-05,239.5800018310547
2024-08-06,248.02999877929688
2024-08-07,248.5
2024-08-08,262.79998779296875
2024-08-09,259.6199951171875
2024-08-12,260.0400085449219
2024-08-13,262.0
2024-08-14,263.4700012207031
2024-08-15,267.94000244140625
2024-08-16,265.8900146484375
2024-08-19,268.1000061035156
2024-08-20,266.8599853515625
2024-08-21,269.3599853515625
2024-08-22,267.79998779296875
2024-08-23,273.1700134277344
2024-08-26,271.010009765625
2024-08-27,270.3599853515625
2024-08-28,267.5
2024-08-29,271.04998779296875
2024-08-30,275.1300048828125
2024-09-03,257.6000061035156
2024-09-04,255.6699981689453
2024-09-05,251.38999938964844
2024-09-06,247.9199981689453
2024-09-09,250.05999755859375
2024-09-10,250.02999877929688
2024-09-11,263.0899963378906
2024-09-12,268.5
2024-09-13,269.5400085449219
2024-09-16,271.5400085449219
2024-09-17,273.9200134277344
2024-09-18,272.05999755859375
2024-09-19,289.7300109863281
2024-09-20,290.8900146484375
2024-09-23,296.1300048828125
2024-09-24,298.239990234375
2024-09-25,297.94000244140625
2024-09-26,296.3599853515625
2024-09-27,296.739990234375
2024-09-30,298.1499938964844
2024-10-01,296.04998779296875
2024-10-02,299.0899963378906
2024-10-03,298.3999938964844
2024-10-04,305.7200012207031
2024-10-07,307.510009765625
2024-10-08,308.6700134277344
2024-10-09,307.6099853515625
2024-10-10,306.989990234375
2024-10-11,309.4200134277344
2024-10-14,310.9800109863281
2024-10-15,305.5400085449219
2024-10-16,312.2200012207031
2024-10-17,313.1400146484375
2024-10-18,314.2699890136719
2024-10-21,317.6400146484375
2024-10-22,312.9700012207031
2024-10-23,306.6300048828125
2024-10-24,309.8699951171875
2024-10-25,308.1700134277344
2024-10-28,313.3599853515625
2024-10-29,313.42999267578125
2024-10-30,311.6300048828125
2024-10-31,301.6300048828125
2024-11-01,303.5
2024-11-04,304.32000732421875
2024-11-05,314.6199951171875
2024-11-06,310.82000732421875
2024-11-07,320.8599853515625
2024-11-08,330.9800109863281
2024-11-11,329.69000244140625
2024-11-12,327.2699890136719
2024-11-13,326.8800048828125
2024-11-14,323.8699951171875
2024-11-15,323.3299865722656
2024-11-18,328.4100036621094
2024-11-19,330.7799987792969
2024-11-20,332.3399963378906
2024-11-21,340.010009765625
