Date,XYL
2022-02-28,88.94999694824219
2022-03-01,86.76000213623047
2022-03-02,88.12999725341797
2022-03-03,88.91999816894531
2022-03-04,85.25
2022-03-07,83.37999725341797
2022-03-08,82.37000274658203
2022-03-09,85.58999633789062
2022-03-10,83.2300033569336
2022-03-11,83.62000274658203
2022-03-14,83.98999786376953
2022-03-15,85.51000213623047
2022-03-16,87.0999984741211
2022-03-17,88.0999984741211
2022-03-18,88.06999969482422
2022-03-21,87.66000366210938
2022-03-22,88.69000244140625
2022-03-23,86.54000091552734
2022-03-24,86.33999633789062
2022-03-25,86.69000244140625
2022-03-28,86.8499984741211
2022-03-29,89.2699966430664
2022-03-30,88.0999984741211
2022-03-31,85.26000213623047
2022-04-01,86.2300033569336
2022-04-04,86.76000213623047
2022-04-05,86.88999938964844
2022-04-06,86.70999908447266
2022-04-07,86.72000122070312
2022-04-08,86.66999816894531
2022-04-11,85.7300033569336
2022-04-12,84.8499984741211
2022-04-13,86.54000091552734
2022-04-14,84.13999938964844
2022-04-18,82.6500015258789
2022-04-19,85.33999633789062
2022-04-20,86.80000305175781
2022-04-21,86.4800033569336
2022-04-22,84.66999816894531
2022-04-25,84.05000305175781
2022-04-26,80.80999755859375
2022-04-27,82.11000061035156
2022-04-28,83.41000366210938
2022-04-29,80.5
2022-05-02,81.83000183105469
2022-05-03,82.37000274658203
2022-05-04,90.30000305175781
2022-05-05,86.27999877929688
2022-05-06,85.20999908447266
2022-05-09,84.9800033569336
2022-05-10,82.62999725341797
2022-05-11,80.88999938964844
2022-05-12,82.79000091552734
2022-05-13,83.91000366210938
2022-05-16,81.80000305175781
2022-05-17,84.04000091552734
2022-05-18,80.95999908447266
2022-05-19,81.94999694824219
2022-05-20,81.69000244140625
2022-05-23,81.23999786376953
2022-05-24,81.94999694824219
2022-05-25,81.02999877929688
2022-05-26,83.93000030517578
2022-05-27,85.91000366210938
2022-05-31,84.25
2022-06-01,83.75
2022-06-02,86.51000213623047
2022-06-03,85.4800033569336
2022-06-06,85.66999816894531
2022-06-07,86.01000213623047
2022-06-08,84.62999725341797
2022-06-09,82.72000122070312
2022-06-10,80.13999938964844
2022-06-13,76.95999908447266
2022-06-14,76.5
2022-06-15,76.44999694824219
2022-06-16,73.06999969482422
2022-06-17,72.91000366210938
2022-06-21,74.80999755859375
2022-06-22,75.5199966430664
2022-06-23,76.83000183105469
2022-06-24,79.61000061035156
2022-06-27,79.55000305175781
2022-06-28,77.9000015258789
2022-06-29,78.02999877929688
2022-06-30,78.18000030517578
2022-07-01,78.75
2022-07-05,78.80000305175781
2022-07-06,79.51000213623047
2022-07-07,80.33000183105469
2022-07-08,78.76000213623047
2022-07-11,78.19000244140625
2022-07-12,76.77999877929688
2022-07-13,76.02999877929688
2022-07-14,75.44999694824219
2022-07-15,77.27999877929688
2022-07-18,75.87999725341797
2022-07-19,79.77999877929688
2022-07-20,81.19999694824219
2022-07-21,82.95999908447266
2022-07-22,84.33999633789062
2022-07-25,84.30000305175781
2022-07-26,84.91999816894531
2022-07-27,87.23999786376953
2022-07-28,89.9800033569336
2022-07-29,92.02999877929688
2022-08-01,91.19999694824219
2022-08-02,95.37000274658203
2022-08-03,97.30999755859375
2022-08-04,97.69999694824219
2022-08-05,97.22000122070312
2022-08-08,99.66000366210938
2022-08-09,98.05000305175781
2022-08-10,100.4800033569336
2022-08-11,101.13999938964844
2022-08-12,103.37999725341797
2022-08-15,103.5
2022-08-16,103.95999908447266
2022-08-17,102.31999969482422
2022-08-18,102.3499984741211
2022-08-19,99.52999877929688
2022-08-22,96.9800033569336
2022-08-23,96.1500015258789
2022-08-24,96.12999725341797
2022-08-25,97.55000305175781
2022-08-26,92.97000122070312
2022-08-29,92.05000305175781
2022-08-30,91.3499984741211
2022-08-31,91.0999984741211
2022-09-01,92.08999633789062
2022-09-02,91.20999908447266
2022-09-06,92.5
2022-09-07,95.80000305175781
2022-09-08,96.43000030517578
2022-09-09,96.87000274658203
2022-09-12,97.5999984741211
2022-09-13,93.72000122070312
2022-09-14,94.55999755859375
2022-09-15,94.27999877929688
2022-09-16,93.26000213623047
2022-09-19,96.47000122070312
2022-09-20,94.83999633789062
2022-09-21,93.37999725341797
2022-09-22,90.69999694824219
2022-09-23,89.86000061035156
2022-09-26,88.88999938964844
2022-09-27,88.36000061035156
2022-09-28,90.56999969482422
2022-09-29,88.08999633789062
2022-09-30,87.36000061035156
2022-10-03,90.19999694824219
2022-10-04,93.13999938964844
2022-10-05,92.66000366210938
2022-10-06,91.66000366210938
2022-10-07,89.2699966430664
2022-10-10,88.81999969482422
2022-10-11,89.05000305175781
2022-10-12,87.22000122070312
2022-10-13,88.33999633789062
2022-10-14,86.19999694824219
2022-10-17,90.55000305175781
2022-10-18,93.58000183105469
2022-10-19,92.9000015258789
2022-10-20,91.04000091552734
2022-10-21,93.86000061035156
2022-10-24,96.0
2022-10-25,98.22000122070312
2022-10-26,99.06999969482422
2022-10-27,100.55000305175781
2022-10-28,102.5199966430664
2022-10-31,102.43000030517578
2022-11-01,105.54000091552734
2022-11-02,104.2699966430664
2022-11-03,107.16999816894531
2022-11-04,107.20999908447266
2022-11-07,108.7300033569336
2022-11-08,108.2699966430664
2022-11-09,105.3499984741211
2022-11-10,111.73999786376953
2022-11-11,111.19999694824219
2022-11-14,108.9800033569336
2022-11-15,112.12999725341797
2022-11-16,112.41000366210938
2022-11-17,110.79000091552734
2022-11-18,112.62999725341797
2022-11-21,111.98999786376953
2022-11-22,112.58000183105469
2022-11-23,113.25
2022-11-25,113.5
2022-11-28,109.61000061035156
2022-11-29,109.87999725341797
2022-11-30,112.3499984741211
2022-12-01,113.80000305175781
2022-12-02,113.52999877929688
2022-12-05,112.04000091552734
2022-12-06,110.80999755859375
2022-12-07,110.9800033569336
2022-12-08,111.33999633789062
2022-12-09,111.2300033569336
2022-12-12,113.29000091552734
2022-12-13,114.98999786376953
2022-12-14,114.75
2022-12-15,110.63999938964844
2022-12-16,109.91000366210938
2022-12-19,108.4800033569336
2022-12-20,108.29000091552734
2022-12-21,111.1500015258789
2022-12-22,109.80999755859375
2022-12-23,109.7300033569336
2022-12-27,110.72000122070312
2022-12-28,108.94000244140625
2022-12-29,111.63999938964844
2022-12-30,110.56999969482422
2023-01-03,110.76000213623047
2023-01-04,110.58999633789062
2023-01-05,107.44999694824219
2023-01-06,111.2699966430664
2023-01-09,111.79000091552734
2023-01-10,112.94000244140625
2023-01-11,114.86000061035156
