Date,BDX
2022-06-16,234.74000549316406
2022-06-17,235.3300018310547
2022-06-21,236.52999877929688
2022-06-22,237.27000427246094
2022-06-23,242.5399932861328
2022-06-24,250.9199981689453
2022-06-27,250.10000610351562
2022-06-28,244.52999877929688
2022-06-29,249.33999633789062
2022-06-30,246.52999877929688
2022-07-01,251.8000030517578
2022-07-05,247.92999267578125
2022-07-06,246.27999877929688
2022-07-07,246.38999938964844
2022-07-08,245.66000366210938
2022-07-11,243.6999969482422
2022-07-12,236.9199981689453
2022-07-13,235.4600067138672
2022-07-14,234.16000366210938
2022-07-15,239.24000549316406
2022-07-18,234.30999755859375
2022-07-19,238.4600067138672
2022-07-20,237.19000244140625
2022-07-21,241.0800018310547
2022-07-22,242.1300048828125
2022-07-25,242.6300048828125
2022-07-26,244.14999389648438
2022-07-27,244.33999633789062
2022-07-28,243.91000366210938
2022-07-29,244.30999755859375
2022-08-01,244.77000427246094
2022-08-02,243.02000427246094
2022-08-03,244.92999267578125
2022-08-04,252.50999450683594
2022-08-05,254.22999572753906
2022-08-08,255.97000122070312
2022-08-09,255.3000030517578
2022-08-10,258.55999755859375
2022-08-11,259.3999938964844
2022-08-12,263.69000244140625
2022-08-15,266.80999755859375
2022-08-16,267.7799987792969
2022-08-17,264.2300109863281
2022-08-18,263.7099914550781
2022-08-19,264.5299987792969
2022-08-22,260.75
2022-08-23,257.3999938964844
2022-08-24,258.3500061035156
2022-08-25,260.010009765625
2022-08-26,253.72999572753906
2022-08-29,254.44000244140625
2022-08-30,253.1699981689453
2022-08-31,252.4199981689453
2022-09-01,255.25
2022-09-02,252.83999633789062
2022-09-06,252.07000732421875
2022-09-07,258.9700012207031
2022-09-08,260.5
2022-09-09,262.8500061035156
2022-09-12,264.2300109863281
2022-09-13,256.7799987792969
2022-09-14,258.95001220703125
2022-09-15,256.70001220703125
2022-09-16,254.32000732421875
2022-09-19,251.25999450683594
2022-09-20,244.11000061035156
2022-09-21,238.00999450683594
2022-09-22,237.19000244140625
2022-09-23,233.9199981689453
2022-09-26,231.63999938964844
2022-09-27,228.33999633789062
2022-09-28,230.3699951171875
2022-09-29,226.1199951171875
2022-09-30,222.8300018310547
2022-10-03,230.77999877929688
2022-10-04,236.97000122070312
2022-10-05,236.8300018310547
2022-10-06,228.39999389648438
2022-10-07,222.6699981689453
2022-10-10,219.80999755859375
2022-10-11,222.64999389648438
2022-10-12,220.7899932861328
2022-10-13,226.52999877929688
2022-10-14,224.6999969482422
2022-10-17,229.02000427246094
2022-10-18,230.6300048828125
2022-10-19,225.47000122070312
2022-10-20,222.5800018310547
2022-10-21,223.60000610351562
2022-10-24,225.2100067138672
2022-10-25,225.6999969482422
2022-10-26,232.8800048828125
2022-10-27,231.1699981689453
2022-10-28,235.25999450683594
2022-10-31,235.97000122070312
2022-11-01,233.8800048828125
2022-11-02,228.0
2022-11-03,221.0
2022-11-04,220.83999633789062
2022-11-07,220.94000244140625
2022-11-08,219.49000549316406
2022-11-09,218.2899932861328
2022-11-10,229.27999877929688
2022-11-11,227.6699981689453
2022-11-14,224.16000366210938
2022-11-15,222.3699951171875
2022-11-16,222.0800018310547
2022-11-17,219.91000366210938
2022-11-18,225.58999633789062
2022-11-21,234.69000244140625
2022-11-22,235.61000061035156
2022-11-23,237.33999633789062
2022-11-25,238.05999755859375
2022-11-28,237.33999633789062
2022-11-29,241.02000427246094
2022-11-30,249.33999633789062
2022-12-01,250.8300018310547
2022-12-02,252.3800048828125
2022-12-05,246.2100067138672
2022-12-06,244.38999938964844
2022-12-07,246.47999572753906
2022-12-08,247.97000122070312
2022-12-09,247.60000610351562
2022-12-12,254.05999755859375
2022-12-13,254.0500030517578
2022-12-14,254.0399932861328
2022-12-15,250.50999450683594
2022-12-16,249.50999450683594
2022-12-19,248.4600067138672
2022-12-20,249.24000549316406
2022-12-21,253.36000061035156
2022-12-22,253.58999633789062
2022-12-23,254.47000122070312
2022-12-27,255.3000030517578
2022-12-28,253.1199951171875
2022-12-29,256.8999938964844
2022-12-30,254.3000030517578
2023-01-03,256.17999267578125
2023-01-04,258.0899963378906
2023-01-05,255.30999755859375
2023-01-06,259.3399963378906
2023-01-09,252.4499969482422
2023-01-10,255.3699951171875
2023-01-11,256.1499938964844
2023-01-12,254.60000610351562
2023-01-13,255.85000610351562
2023-01-17,256.0
2023-01-18,253.57000732421875
2023-01-19,253.9600067138672
2023-01-20,253.80999755859375
2023-01-23,249.5800018310547
2023-01-24,245.75
2023-01-25,246.77999877929688
2023-01-26,249.13999938964844
2023-01-27,251.82000732421875
2023-01-30,250.1300048828125
2023-01-31,252.22000122070312
2023-02-01,254.1699981689453
2023-02-02,248.47000122070312
2023-02-03,245.83999633789062
2023-02-06,250.16000366210938
2023-02-07,253.19000244140625
2023-02-08,250.22999572753906
2023-02-09,245.22999572753906
2023-02-10,247.8300018310547
2023-02-13,247.25
2023-02-14,243.41000366210938
2023-02-15,243.5500030517578
2023-02-16,241.94000244140625
2023-02-17,244.52000427246094
2023-02-21,239.5
2023-02-22,240.39999389648438
2023-02-23,239.72000122070312
2023-02-24,237.9199981689453
2023-02-27,236.88999938964844
2023-02-28,234.5500030517578
2023-03-01,232.16000366210938
2023-03-02,233.9600067138672
2023-03-03,237.22000122070312
2023-03-06,236.22000122070312
2023-03-07,236.1300048828125
2023-03-08,235.22999572753906
2023-03-09,232.22999572753906
2023-03-10,229.7100067138672
2023-03-13,231.38999938964844
2023-03-14,232.88999938964844
2023-03-15,234.47999572753906
2023-03-16,238.0
2023-03-17,235.5800018310547
2023-03-20,238.49000549316406
2023-03-21,240.25
2023-03-22,238.9199981689453
2023-03-23,236.3800048828125
2023-03-24,240.5
2023-03-27,242.17999267578125
2023-03-28,241.22999572753906
2023-03-29,242.92999267578125
2023-03-30,245.1699981689453
2023-03-31,247.5399932861328
2023-04-03,246.9499969482422
2023-04-04,248.25
2023-04-05,251.6699981689453
2023-04-06,254.69000244140625
2023-04-10,253.52999877929688
2023-04-11,252.97999572753906
2023-04-12,253.85000610351562
2023-04-13,256.29998779296875
2023-04-14,255.5
2023-04-17,256.2799987792969
2023-04-18,253.58999633789062
2023-04-19,258.8500061035156
2023-04-20,261.9100036621094
2023-04-21,261.2099914550781
2023-04-24,262.0199890136719
2023-04-25,260.92999267578125
2023-04-26,258.510009765625
2023-04-27,263.29998779296875
2023-04-28,264.30999755859375
2023-05-01,265.32000732421875
2023-05-02,263.7900085449219
2023-05-03,263.6099853515625
2023-05-04,252.4600067138672
2023-05-05,253.66000366210938
2023-05-08,251.5
2023-05-09,249.64999389648438
2023-05-10,251.0500030517578
2023-05-11,251.39999389648438
2023-05-12,252.50999450683594
2023-05-15,251.0800018310547
2023-05-16,250.3699951171875
2023-05-17,251.27999877929688
2023-05-18,251.57000732421875
2023-05-19,251.8800048828125
2023-05-22,251.0399932861328
2023-05-23,246.47999572753906
2023-05-24,245.25
2023-05-25,241.77000427246094
2023-05-26,241.1199951171875
2023-05-30,238.38999938964844
2023-05-31,241.75999450683594
2023-06-01,248.11000061035156
2023-06-02,251.7899932861328
2023-06-05,253.99000549316406
2023-06-06,250.4600067138672
2023-06-07,252.22999572753906
2023-06-08,249.5
2023-06-09,251.5
2023-06-12,250.7100067138672
2023-06-13,251.5
2023-06-14,253.3300018310547
2023-06-15,256.1600036621094
2023-06-16,258.6300048828125
2023-06-20,256.4700012207031
2023-06-21,257.30999755859375
2023-06-22,258.07000732421875
2023-06-23,256.54998779296875
2023-06-26,256.489990234375
2023-06-27,258.25
2023-06-28,259.0199890136719
2023-06-29,260.5199890136719
2023-06-30,264.010009765625
2023-07-03,261.9200134277344
2023-07-05,260.29998779296875
2023-07-06,258.8699951171875
2023-07-07,256.9200134277344
2023-07-10,257.55999755859375
2023-07-11,259.3299865722656
2023-07-12,258.6600036621094
2023-07-13,259.95001220703125
2023-07-14,259.3900146484375
2023-07-17,256.6400146484375
2023-07-18,256.32000732421875
2023-07-19,254.89999389648438
2023-07-20,263.4100036621094
2023-07-21,264.8399963378906
2023-07-24,279.9700012207031
2023-07-25,283.30999755859375
2023-07-26,282.79998779296875
2023-07-27,283.5899963378906
2023-07-28,280.32000732421875
2023-07-31,278.6199951171875
2023-08-01,278.5400085449219
2023-08-02,276.239990234375
2023-08-03,268.70001220703125
2023-08-04,270.7900085449219
2023-08-07,275.2200012207031
2023-08-08,281.1000061035156
2023-08-09,281.5299987792969
2023-08-10,277.2300109863281
2023-08-11,282.30999755859375
2023-08-14,282.6499938964844
2023-08-15,279.6600036621094
2023-08-16,276.75
2023-08-17,275.5400085449219
2023-08-18,273.69000244140625
2023-08-21,275.6199951171875
2023-08-22,275.70001220703125
2023-08-23,277.0799865722656
2023-08-24,277.0
2023-08-25,280.010009765625
2023-08-28,281.54998779296875
2023-08-29,281.4700012207031
2023-08-30,280.29998779296875
2023-08-31,279.45001220703125
2023-09-01,278.4599914550781
2023-09-05,272.8800048828125
2023-09-06,266.6400146484375
2023-09-07,267.05999755859375
2023-09-08,266.760009765625
2023-09-11,267.17999267578125
2023-09-12,263.70001220703125
2023-09-13,265.010009765625
2023-09-14,264.6199951171875
2023-09-15,263.739990234375
2023-09-18,264.57000732421875
2023-09-19,265.9599914550781
2023-09-20,267.1300048828125
2023-09-21,265.0400085449219
2023-09-22,265.20001220703125
2023-09-25,266.7699890136719
2023-09-26,260.94000244140625
2023-09-27,258.79998779296875
2023-09-28,262.739990234375
2023-09-29,258.5299987792969
2023-10-02,257.760009765625
2023-10-03,258.8999938964844
2023-10-04,259.7200012207031
2023-10-05,261.04998779296875
2023-10-06,262.4200134277344
2023-10-09,265.79998779296875
2023-10-10,267.2300109863281
2023-10-11,261.29998779296875
2023-10-12,257.07000732421875
2023-10-13,258.70001220703125
2023-10-16,259.75
2023-10-17,259.29998779296875
2023-10-18,259.3999938964844
2023-10-19,257.4800109863281
2023-10-20,258.6400146484375
2023-10-23,255.92999267578125
2023-10-24,259.2099914550781
2023-10-25,255.57000732421875
2023-10-26,254.17999267578125
2023-10-27,251.60000610351562
2023-10-30,251.08999633789062
2023-10-31,252.77999877929688
2023-11-01,253.77999877929688
2023-11-02,255.9199981689453
2023-11-03,258.9100036621094
2023-11-06,259.1000061035156
2023-11-07,256.1099853515625
2023-11-08,255.9199981689453
2023-11-09,232.24000549316406
2023-11-10,234.64999389648438
2023-11-13,235.86000061035156
2023-11-14,233.33999633789062
2023-11-15,233.75999450683594
2023-11-16,235.07000732421875
2023-11-17,233.27000427246094
2023-11-20,233.6699981689453
2023-11-21,236.16000366210938
2023-11-22,236.8000030517578
2023-11-24,238.88999938964844
2023-11-27,238.86000061035156
2023-11-28,237.27999877929688
2023-11-29,235.69000244140625
2023-11-30,236.17999267578125
2023-12-01,238.25
2023-12-04,237.57000732421875
2023-12-05,233.60000610351562
2023-12-06,233.4499969482422
2023-12-07,233.5399932861328
2023-12-08,232.3000030517578
2023-12-11,233.38999938964844
2023-12-12,236.6699981689453
2023-12-13,240.47000122070312
2023-12-14,238.50999450683594
2023-12-15,237.00999450683594
2023-12-18,237.72000122070312
2023-12-19,240.6199951171875
2023-12-20,239.82000732421875
2023-12-21,243.1300048828125
2023-12-22,243.0
2023-12-26,243.3000030517578
2023-12-27,242.5
2023-12-28,243.02999877929688
2023-12-29,243.8300018310547
2024-01-02,245.4199981689453
2024-01-03,240.47000122070312
2024-01-04,242.91000366210938
2024-01-05,242.08999633789062
2024-01-08,247.72999572753906
2024-01-09,237.83999633789062
2024-01-10,238.41000366210938
2024-01-11,235.00999450683594
2024-01-12,236.27000427246094
2024-01-16,235.0
2024-01-17,234.3000030517578
2024-01-18,235.0
2024-01-19,235.88999938964844
2024-01-22,235.88999938964844
2024-01-23,238.3000030517578
2024-01-24,234.57000732421875
2024-01-25,236.57000732421875
2024-01-26,236.64999389648438
2024-01-29,237.85000610351562
2024-01-30,236.2100067138672
2024-01-31,238.80999755859375
2024-02-01,242.35000610351562
2024-02-02,237.19000244140625
2024-02-05,235.07000732421875
2024-02-06,238.67999267578125
2024-02-07,239.47999572753906
2024-02-08,240.7100067138672
2024-02-09,243.75
2024-02-12,243.3699951171875
2024-02-13,239.07000732421875
2024-02-14,238.61000061035156
2024-02-15,239.9600067138672
2024-02-16,240.75999450683594
2024-02-20,240.66000366210938
2024-02-21,245.32000732421875
2024-02-22,243.6199951171875
2024-02-23,246.1999969482422
2024-02-26,241.72000122070312
2024-02-27,241.24000549316406
2024-02-28,239.14999389648438
2024-02-29,235.5500030517578
2024-03-01,235.30999755859375
2024-03-04,235.64999389648438
2024-03-05,233.4499969482422
2024-03-06,235.60000610351562
2024-03-07,237.6199951171875
2024-03-08,239.89999389648438
2024-03-11,239.5
2024-03-12,237.82000732421875
2024-03-13,238.8000030517578
2024-03-14,237.1699981689453
2024-03-15,236.7100067138672
2024-03-18,237.72000122070312
2024-03-19,240.24000549316406
2024-03-20,237.8699951171875
2024-03-21,241.6199951171875
2024-03-22,246.25
2024-03-25,241.6699981689453
2024-03-26,241.8800048828125
2024-03-27,246.52999877929688
2024-03-28,247.4499969482422
2024-04-01,244.0500030517578
2024-04-02,241.02000427246094
2024-04-03,243.58999633789062
2024-04-04,243.0500030517578
2024-04-05,246.1699981689453
2024-04-08,241.72000122070312
2024-04-09,245.80999755859375
2024-04-10,240.99000549316406
2024-04-11,240.61000061035156
2024-04-12,235.1699981689453
2024-04-15,234.72000122070312
2024-04-16,231.00999450683594
2024-04-17,232.2100067138672
2024-04-18,233.14999389648438
2024-04-19,234.1199951171875
2024-04-22,233.8800048828125
2024-04-23,234.36000061035156
2024-04-24,233.8300018310547
2024-04-25,230.47999572753906
2024-04-26,231.5500030517578
2024-04-29,233.44000244140625
2024-04-30,234.60000610351562
2024-05-01,233.72000122070312
2024-05-02,240.35000610351562
2024-05-03,234.67999267578125
2024-05-06,236.5800018310547
2024-05-07,237.14999389648438
2024-05-08,233.5800018310547
2024-05-09,235.0
2024-05-10,235.6699981689453
2024-05-13,236.9499969482422
2024-05-14,235.0
2024-05-15,237.2899932861328
2024-05-16,236.6199951171875
2024-05-17,236.3000030517578
2024-05-20,237.1300048828125
2024-05-21,234.86000061035156
2024-05-22,234.4499969482422
2024-05-23,230.35000610351562
2024-05-24,228.7899932861328
2024-05-28,226.8000030517578
2024-05-29,225.07000732421875
2024-05-30,226.77999877929688
2024-05-31,231.97000122070312
2024-06-03,238.83999633789062
2024-06-04,238.5
2024-06-05,236.3000030517578
2024-06-06,240.1699981689453
2024-06-07,240.6300048828125
2024-06-10,239.50999450683594
2024-06-11,234.94000244140625
2024-06-12,233.99000549316406
2024-06-13,231.97000122070312
2024-06-14,233.72999572753906
2024-06-17,232.75
2024-06-18,233.72999572753906
2024-06-20,238.39999389648438
2024-06-21,238.2899932861328
2024-06-24,235.91000366210938
2024-06-25,233.8699951171875
2024-06-26,231.6199951171875
2024-06-27,230.94000244140625
2024-06-28,233.7100067138672
2024-07-01,229.27000427246094
2024-07-02,229.24000549316406
2024-07-03,228.83999633789062
2024-07-05,227.75999450683594
2024-07-08,225.5399932861328
2024-07-09,221.47000122070312
2024-07-10,223.8699951171875
2024-07-11,224.94000244140625
2024-07-12,229.11000061035156
2024-07-15,226.0800018310547
2024-07-16,230.6999969482422
2024-07-17,234.0500030517578
2024-07-18,231.74000549316406
2024-07-19,230.74000549316406
2024-07-22,231.08999633789062
2024-07-23,234.3300018310547
2024-07-24,237.33999633789062
2024-07-25,232.77999877929688
2024-07-26,237.3000030517578
2024-07-29,237.83999633789062
2024-07-30,241.74000549316406
2024-07-31,241.05999755859375
2024-08-01,236.00999450683594
2024-08-02,241.8699951171875
2024-08-05,235.77999877929688
2024-08-06,235.50999450683594
2024-08-07,232.6199951171875
2024-08-08,234.38999938964844
2024-08-09,235.89999389648438
2024-08-12,234.1300048828125
2024-08-13,236.27999877929688
2024-08-14,234.0800018310547
2024-08-15,234.02000427246094
2024-08-16,236.3300018310547
2024-08-19,235.89999389648438
2024-08-20,234.74000549316406
2024-08-21,234.85000610351562
2024-08-22,235.3000030517578
2024-08-23,236.3800048828125
2024-08-26,236.27000427246094
2024-08-27,237.97000122070312
2024-08-28,238.89999389648438
2024-08-29,240.97000122070312
2024-08-30,242.41000366210938
2024-09-03,242.17999267578125
2024-09-04,236.33999633789062
2024-09-05,233.25
2024-09-06,232.6699981689453
2024-09-09,237.22000122070312
2024-09-10,235.69000244140625
2024-09-11,233.69000244140625
2024-09-12,235.5
2024-09-13,234.17999267578125
2024-09-16,234.0399932861328
2024-09-17,231.27000427246094
2024-09-18,231.58999633789062
2024-09-19,234.6300048828125
2024-09-20,233.5
2024-09-23,234.72999572753906
2024-09-24,236.9499969482422
2024-09-25,235.1999969482422
2024-09-26,237.27000427246094
2024-09-27,241.50999450683594
2024-09-30,241.10000610351562
2024-10-01,241.6699981689453
2024-10-02,239.75999450683594
2024-10-03,237.36000061035156
2024-10-04,238.22000122070312
2024-10-07,237.4600067138672
2024-10-08,237.1699981689453
2024-10-09,238.2100067138672
2024-10-10,235.5399932861328
2024-10-11,236.5
2024-10-14,240.02000427246094
2024-10-15,241.82000732421875
2024-10-16,240.24000549316406
2024-10-17,240.3300018310547
2024-10-18,243.75
2024-10-21,240.52000427246094
2024-10-22,239.7100067138672
2024-10-23,240.52000427246094
2024-10-24,238.6199951171875
2024-10-25,238.1300048828125
2024-10-28,238.91000366210938
2024-10-29,237.50999450683594
2024-10-30,236.61000061035156
2024-10-31,233.58999633789062
2024-11-01,235.24000549316406
2024-11-04,234.3300018310547
2024-11-05,237.3000030517578
2024-11-06,240.05999755859375
2024-11-07,227.11000061035156
2024-11-08,231.63999938964844
2024-11-11,234.61000061035156
2024-11-12,231.27000427246094
2024-11-13,231.22000122070312
2024-11-14,227.1699981689453
2024-11-15,225.14999389648438
2024-11-18,224.10000610351562
2024-11-19,222.63999938964844
2024-11-20,222.38999938964844
2024-11-21,225.4499969482422
