Date,BR
2022-06-07,147.72999572753906
2022-06-08,145.49000549316406
2022-06-09,142.49000549316406
2022-06-10,140.08999633789062
2022-06-13,135.14999389648438
2022-06-14,134.4199981689453
2022-06-15,137.9499969482422
2022-06-16,134.16000366210938
2022-06-17,133.41000366210938
2022-06-21,134.72000122070312
2022-06-22,135.63999938964844
2022-06-23,138.7100067138672
2022-06-24,145.58999633789062
2022-06-27,146.88999938964844
2022-06-28,141.16000366210938
2022-06-29,143.88999938964844
2022-06-30,142.5500030517578
2022-07-01,146.4199981689453
2022-07-05,146.14999389648438
2022-07-06,148.75999450683594
2022-07-07,149.3800048828125
2022-07-08,149.3000030517578
2022-07-11,147.69000244140625
2022-07-12,146.08999633789062
2022-07-13,145.9199981689453
2022-07-14,146.7899932861328
2022-07-15,149.32000732421875
2022-07-18,147.07000732421875
2022-07-19,152.33999633789062
2022-07-20,152.50999450683594
2022-07-21,155.89999389648438
2022-07-22,156.19000244140625
2022-07-25,154.9499969482422
2022-07-26,154.94000244140625
2022-07-27,158.1999969482422
2022-07-28,160.83999633789062
2022-07-29,160.5500030517578
2022-08-01,161.33999633789062
2022-08-02,163.27999877929688
2022-08-03,165.1999969482422
2022-08-04,167.1199951171875
2022-08-05,167.85000610351562
2022-08-08,167.57000732421875
2022-08-09,169.0
2022-08-10,170.52000427246094
2022-08-11,169.72999572753906
2022-08-12,183.22000122070312
2022-08-15,178.13999938964844
2022-08-16,177.32000732421875
2022-08-17,177.6300048828125
2022-08-18,177.14999389648438
2022-08-19,176.02999877929688
2022-08-22,174.64999389648438
2022-08-23,173.66000366210938
2022-08-24,174.49000549316406
2022-08-25,176.47999572753906
2022-08-26,173.99000549316406
2022-08-29,173.83999633789062
2022-08-30,172.58999633789062
2022-08-31,171.1699981689453
2022-09-01,171.7100067138672
2022-09-02,166.47999572753906
2022-09-06,167.8699951171875
2022-09-07,169.55999755859375
2022-09-08,170.94000244140625
2022-09-09,172.41000366210938
2022-09-12,173.0399932861328
2022-09-13,168.5
2022-09-14,166.75999450683594
2022-09-15,163.61000061035156
2022-09-16,163.6300048828125
2022-09-19,165.07000732421875
2022-09-20,162.11000061035156
2022-09-21,159.9600067138672
2022-09-22,157.1699981689453
2022-09-23,154.44000244140625
2022-09-26,153.2100067138672
2022-09-27,149.35000610351562
2022-09-28,148.88999938964844
2022-09-29,146.89999389648438
2022-09-30,144.32000732421875
2022-10-03,148.91000366210938
2022-10-04,152.4600067138672
2022-10-05,150.57000732421875
2022-10-06,145.44000244140625
2022-10-07,142.8699951171875
2022-10-10,143.52999877929688
2022-10-11,142.39999389648438
2022-10-12,139.6699981689453
2022-10-13,142.7100067138672
2022-10-14,139.10000610351562
2022-10-17,142.7899932861328
2022-10-18,145.55999755859375
2022-10-19,143.5
2022-10-20,140.39999389648438
2022-10-21,140.99000549316406
2022-10-24,142.39999389648438
2022-10-25,144.38999938964844
2022-10-26,144.3300018310547
2022-10-27,145.0
2022-10-28,148.89999389648438
2022-10-31,150.05999755859375
2022-11-01,149.60000610351562
2022-11-02,137.72999572753906
2022-11-03,133.91000366210938
2022-11-04,133.44000244140625
2022-11-07,135.5
2022-11-08,136.49000549316406
2022-11-09,133.74000549316406
2022-11-10,141.24000549316406
2022-11-11,139.99000549316406
2022-11-14,141.32000732421875
2022-11-15,142.60000610351562
2022-11-16,142.9600067138672
2022-11-17,142.57000732421875
2022-11-18,144.60000610351562
2022-11-21,147.10000610351562
2022-11-22,148.36000061035156
2022-11-23,148.42999267578125
2022-11-25,148.52000427246094
2022-11-28,146.5
2022-11-29,142.82000732421875
2022-11-30,149.11000061035156
2022-12-01,149.86000061035156
2022-12-02,148.99000549316406
2022-12-05,144.97999572753906
2022-12-06,143.3300018310547
2022-12-07,142.38999938964844
2022-12-08,144.82000732421875
2022-12-09,142.11000061035156
2022-12-12,145.1300048828125
2022-12-13,145.1999969482422
2022-12-14,140.85000610351562
2022-12-15,134.9600067138672
2022-12-16,133.35000610351562
2022-12-19,133.2100067138672
2022-12-20,133.41000366210938
2022-12-21,136.3300018310547
2022-12-22,134.39999389648438
2022-12-23,134.47999572753906
2022-12-27,135.47000122070312
2022-12-28,133.3699951171875
2022-12-29,136.66000366210938
2022-12-30,134.1300048828125
2023-01-03,134.55999755859375
2023-01-04,136.6699981689453
2023-01-05,133.02000427246094
2023-01-06,137.10000610351562
2023-01-09,138.66000366210938
2023-01-10,139.02999877929688
2023-01-11,143.57000732421875
2023-01-12,144.99000549316406
2023-01-13,144.11000061035156
2023-01-17,145.13999938964844
2023-01-18,144.0
2023-01-19,142.33999633789062
2023-01-20,146.2899932861328
2023-01-23,150.13999938964844
2023-01-24,150.25999450683594
2023-01-25,148.99000549316406
2023-01-26,150.94000244140625
2023-01-27,149.4600067138672
2023-01-30,149.97000122070312
2023-01-31,150.36000061035156
2023-02-01,153.3800048828125
2023-02-02,153.2899932861328
2023-02-03,153.5800018310547
2023-02-06,149.02999877929688
2023-02-07,150.63999938964844
2023-02-08,146.75999450683594
2023-02-09,145.6699981689453
2023-02-10,146.0500030517578
2023-02-13,147.6699981689453
2023-02-14,144.5500030517578
2023-02-15,144.6699981689453
2023-02-16,143.58999633789062
2023-02-17,143.86000061035156
2023-02-21,142.77999877929688
2023-02-22,142.86000061035156
2023-02-23,142.94000244140625
2023-02-24,141.10000610351562
2023-02-27,140.5500030517578
2023-02-28,140.77999877929688
2023-03-01,139.99000549316406
2023-03-02,142.3000030517578
2023-03-03,144.11000061035156
2023-03-06,143.11000061035156
2023-03-07,141.67999267578125
2023-03-08,142.42999267578125
2023-03-09,141.16000366210938
2023-03-10,136.99000549316406
2023-03-13,137.14999389648438
2023-03-14,137.02999877929688
2023-03-15,136.14999389648438
2023-03-16,137.49000549316406
2023-03-17,135.16000366210938
2023-03-20,136.22000122070312
2023-03-21,136.92999267578125
2023-03-22,135.77999877929688
2023-03-23,137.86000061035156
2023-03-24,140.60000610351562
2023-03-27,140.92999267578125
2023-03-28,140.6300048828125
2023-03-29,142.97999572753906
2023-03-30,145.11000061035156
2023-03-31,146.57000732421875
2023-04-03,145.1999969482422
2023-04-04,143.52999877929688
2023-04-05,140.8800048828125
2023-04-06,141.1999969482422
2023-04-10,141.99000549316406
2023-04-11,144.0500030517578
2023-04-12,145.52999877929688
2023-04-13,146.55999755859375
2023-04-14,145.17999267578125
2023-04-17,146.0500030517578
2023-04-18,145.8300018310547
2023-04-19,144.27000427246094
2023-04-20,142.61000061035156
2023-04-21,143.69000244140625
2023-04-24,144.69000244140625
2023-04-25,141.19000244140625
2023-04-26,139.94000244140625
2023-04-27,143.50999450683594
2023-04-28,145.41000366210938
2023-05-01,144.17999267578125
2023-05-02,153.25999450683594
2023-05-03,155.0800018310547
2023-05-04,153.05999755859375
2023-05-05,152.8699951171875
2023-05-08,152.55999755859375
2023-05-09,152.5500030517578
2023-05-10,154.85000610351562
2023-05-11,154.6999969482422
2023-05-12,154.57000732421875
2023-05-15,154.44000244140625
2023-05-16,152.52000427246094
2023-05-17,152.74000549316406
2023-05-18,154.19000244140625
2023-05-19,153.27000427246094
2023-05-22,153.72000122070312
2023-05-23,151.11000061035156
2023-05-24,150.02999877929688
2023-05-25,148.1699981689453
2023-05-26,149.58999633789062
2023-05-30,147.7899932861328
2023-05-31,146.72000122070312
2023-06-01,149.0
2023-06-02,153.25
2023-06-05,153.5399932861328
2023-06-06,154.3000030517578
2023-06-07,153.94000244140625
2023-06-08,153.99000549316406
2023-06-09,153.83999633789062
2023-06-12,154.3000030517578
2023-06-13,157.77000427246094
2023-06-14,157.42999267578125
2023-06-15,159.6999969482422
2023-06-16,160.8000030517578
2023-06-20,158.77999877929688
2023-06-21,159.67999267578125
2023-06-22,158.5500030517578
2023-06-23,158.00999450683594
2023-06-26,159.91000366210938
2023-06-27,161.50999450683594
2023-06-28,161.72999572753906
2023-06-29,163.3000030517578
2023-06-30,165.6300048828125
2023-07-03,163.88999938964844
2023-07-05,163.94000244140625
2023-07-06,163.50999450683594
2023-07-07,163.3000030517578
2023-07-10,165.1699981689453
2023-07-11,166.35000610351562
2023-07-12,166.47000122070312
2023-07-13,167.94000244140625
2023-07-14,167.99000549316406
2023-07-17,166.72999572753906
2023-07-18,167.3300018310547
2023-07-19,169.6699981689453
2023-07-20,169.19000244140625
2023-07-21,169.8300018310547
2023-07-24,169.86000061035156
2023-07-25,171.07000732421875
2023-07-26,171.97999572753906
2023-07-27,169.80999755859375
2023-07-28,167.82000732421875
2023-07-31,167.9199981689453
2023-08-01,168.22000122070312
2023-08-02,166.69000244140625
2023-08-03,165.89999389648438
2023-08-04,165.72000122070312
2023-08-07,166.14999389648438
2023-08-08,176.86000061035156
2023-08-09,178.5800018310547
2023-08-10,179.36000061035156
2023-08-11,181.89999389648438
2023-08-14,182.82000732421875
2023-08-15,180.85000610351562
2023-08-16,181.35000610351562
2023-08-17,178.5800018310547
2023-08-18,179.0
2023-08-21,177.92999267578125
2023-08-22,177.8000030517578
2023-08-23,182.5
2023-08-24,182.50999450683594
2023-08-25,183.69000244140625
2023-08-28,186.0500030517578
2023-08-29,186.24000549316406
2023-08-30,186.8300018310547
2023-08-31,186.2100067138672
2023-09-01,187.74000549316406
2023-09-05,187.69000244140625
2023-09-06,185.2899932861328
2023-09-07,187.1300048828125
2023-09-08,187.72999572753906
2023-09-11,189.0
2023-09-12,188.8000030517578
2023-09-13,188.13999938964844
2023-09-14,188.02999877929688
2023-09-15,185.13999938964844
2023-09-18,184.9600067138672
2023-09-19,185.75999450683594
2023-09-20,184.49000549316406
2023-09-21,183.5
2023-09-22,184.25
2023-09-25,185.08999633789062
2023-09-26,182.07000732421875
2023-09-27,181.22000122070312
2023-09-28,181.0
2023-09-29,179.0500030517578
2023-10-02,176.99000549316406
2023-10-03,175.72999572753906
2023-10-04,179.4499969482422
2023-10-05,179.32000732421875
2023-10-06,179.69000244140625
2023-10-09,181.89999389648438
2023-10-10,181.47000122070312
2023-10-11,182.38999938964844
2023-10-12,181.22000122070312
2023-10-13,177.67999267578125
2023-10-16,179.60000610351562
2023-10-17,181.11000061035156
2023-10-18,177.63999938964844
2023-10-19,175.89999389648438
2023-10-20,173.19000244140625
2023-10-23,172.66000366210938
2023-10-24,172.85000610351562
2023-10-25,169.99000549316406
2023-10-26,169.3300018310547
2023-10-27,167.3800048828125
2023-10-30,169.47000122070312
2023-10-31,170.63999938964844
2023-11-01,170.52999877929688
2023-11-02,178.80999755859375
2023-11-03,177.1199951171875
2023-11-06,177.3300018310547
2023-11-07,176.89999389648438
2023-11-08,177.94000244140625
2023-11-09,176.17999267578125
2023-11-10,177.1199951171875
2023-11-13,177.8000030517578
2023-11-14,181.00999450683594
2023-11-15,180.32000732421875
2023-11-16,181.2100067138672
2023-11-17,182.6999969482422
2023-11-20,183.7100067138672
2023-11-21,185.25
2023-11-22,186.6999969482422
2023-11-24,186.58999633789062
2023-11-27,187.6199951171875
2023-11-28,188.57000732421875
2023-11-29,190.63999938964844
2023-11-30,193.82000732421875
2023-12-01,195.39999389648438
2023-12-04,195.1199951171875
2023-12-05,194.33999633789062
2023-12-06,191.38999938964844
2023-12-07,192.00999450683594
2023-12-08,191.36000061035156
2023-12-11,191.08999633789062
2023-12-12,193.83999633789062
2023-12-13,193.3000030517578
2023-12-14,193.63999938964844
2023-12-15,193.75
2023-12-18,196.7100067138672
2023-12-19,197.02000427246094
2023-12-20,196.36000061035156
2023-12-21,196.36000061035156
2023-12-22,199.6699981689453
2023-12-26,202.02000427246094
2023-12-27,204.27000427246094
2023-12-28,205.8300018310547
2023-12-29,205.75
2024-01-02,199.88999938964844
2024-01-03,197.1199951171875
2024-01-04,197.08999633789062
2024-01-05,196.35000610351562
2024-01-08,200.0
2024-01-09,200.0
2024-01-10,201.97000122070312
2024-01-11,201.2100067138672
2024-01-12,202.60000610351562
2024-01-16,202.16000366210938
2024-01-17,201.9499969482422
2024-01-18,201.22999572753906
2024-01-19,204.88999938964844
2024-01-22,206.3800048828125
2024-01-23,206.32000732421875
2024-01-24,206.07000732421875
2024-01-25,208.25
2024-01-26,207.8800048828125
2024-01-29,208.16000366210938
2024-01-30,208.9600067138672
2024-01-31,204.1999969482422
2024-02-01,201.6300048828125
2024-02-02,201.74000549316406
2024-02-05,198.22999572753906
2024-02-06,198.85000610351562
2024-02-07,198.25
2024-02-08,199.0
2024-02-09,198.97999572753906
2024-02-12,197.6300048828125
2024-02-13,193.55999755859375
2024-02-14,196.47000122070312
2024-02-15,198.3000030517578
2024-02-16,197.9199981689453
2024-02-20,195.16000366210938
2024-02-21,196.5800018310547
2024-02-22,199.83999633789062
2024-02-23,201.49000549316406
2024-02-26,201.39999389648438
2024-02-27,200.00999450683594
2024-02-28,201.4499969482422
2024-02-29,203.5800018310547
2024-03-01,203.74000549316406
2024-03-04,205.55999755859375
2024-03-05,201.1999969482422
2024-03-06,203.02000427246094
2024-03-07,204.89999389648438
2024-03-08,203.5500030517578
2024-03-11,202.36000061035156
2024-03-12,204.00999450683594
2024-03-13,202.97999572753906
2024-03-14,199.72999572753906
2024-03-15,200.1999969482422
2024-03-18,199.47999572753906
2024-03-19,202.25
2024-03-20,204.16000366210938
2024-03-21,206.0500030517578
2024-03-22,203.50999450683594
2024-03-25,202.33999633789062
2024-03-26,201.7100067138672
2024-03-27,203.83999633789062
2024-03-28,204.86000061035156
2024-04-01,203.22999572753906
2024-04-02,202.5800018310547
2024-04-03,199.47999572753906
2024-04-04,198.58999633789062
2024-04-05,202.75
2024-04-08,204.8699951171875
2024-04-09,207.24000549316406
2024-04-10,203.57000732421875
2024-04-11,200.75
2024-04-12,198.8300018310547
2024-04-15,195.6699981689453
2024-04-16,193.61000061035156
2024-04-17,193.4499969482422
2024-04-18,192.97999572753906
2024-04-19,193.3800048828125
2024-04-22,194.22999572753906
2024-04-23,195.91000366210938
2024-04-24,195.0800018310547
2024-04-25,195.55999755859375
2024-04-26,194.14999389648438
2024-04-29,196.2899932861328
2024-04-30,193.41000366210938
2024-05-01,193.42999267578125
2024-05-02,195.35000610351562
2024-05-03,198.85000610351562
2024-05-06,200.67999267578125
2024-05-07,201.36000061035156
2024-05-08,190.4600067138672
2024-05-09,193.05999755859375
2024-05-10,195.69000244140625
2024-05-13,197.8000030517578
2024-05-14,199.8699951171875
2024-05-15,202.1199951171875
2024-05-16,204.02999877929688
2024-05-17,203.49000549316406
2024-05-20,200.38999938964844
2024-05-21,199.97000122070312
2024-05-22,203.9600067138672
2024-05-23,201.69000244140625
2024-05-24,200.5399932861328
2024-05-28,196.22999572753906
2024-05-29,194.1199951171875
2024-05-30,195.6999969482422
2024-05-31,200.77000427246094
2024-06-03,199.5800018310547
2024-06-04,199.97999572753906
2024-06-05,197.97000122070312
2024-06-06,197.6999969482422
2024-06-07,198.0399932861328
2024-06-10,196.85000610351562
2024-06-11,196.6699981689453
2024-06-12,196.9600067138672
2024-06-13,196.2100067138672
2024-06-14,195.1300048828125
2024-06-17,197.64999389648438
2024-06-18,199.24000549316406
2024-06-20,199.94000244140625
2024-06-21,200.7899932861328
2024-06-24,201.83999633789062
2024-06-25,200.49000549316406
2024-06-26,200.4199981689453
2024-06-27,199.2100067138672
2024-06-28,197.0
2024-07-01,196.55999755859375
2024-07-02,198.2899932861328
2024-07-03,199.5
2024-07-05,202.1199951171875
2024-07-08,201.77000427246094
2024-07-09,199.99000549316406
2024-07-10,200.5800018310547
2024-07-11,203.47000122070312
2024-07-12,205.4499969482422
2024-07-15,208.13999938964844
2024-07-16,209.74000549316406
2024-07-17,207.94000244140625
2024-07-18,204.82000732421875
2024-07-19,201.88999938964844
2024-07-22,204.72999572753906
2024-07-23,205.5500030517578
2024-07-24,203.14999389648438
2024-07-25,208.07000732421875
2024-07-26,212.6300048828125
2024-07-29,211.02000427246094
2024-07-30,215.38999938964844
2024-07-31,214.0
2024-08-01,214.9499969482422
2024-08-02,215.97000122070312
2024-08-05,208.52000427246094
2024-08-06,218.5500030517578
2024-08-07,211.91000366210938
2024-08-08,216.0399932861328
2024-08-09,214.47000122070312
2024-08-12,211.14999389648438
2024-08-13,209.8800048828125
2024-08-14,209.64999389648438
2024-08-15,208.99000549316406
2024-08-16,208.7100067138672
2024-08-19,209.27000427246094
2024-08-20,209.49000549316406
2024-08-21,211.13999938964844
2024-08-22,210.22000122070312
2024-08-23,209.02999877929688
2024-08-26,209.4499969482422
2024-08-27,210.16000366210938
2024-08-28,211.58999633789062
2024-08-29,212.10000610351562
2024-08-30,212.86000061035156
2024-09-03,211.4499969482422
2024-09-04,211.94000244140625
2024-09-05,210.85000610351562
2024-09-06,207.58999633789062
2024-09-09,210.64999389648438
2024-09-10,214.14999389648438
2024-09-11,211.25
2024-09-12,210.52999877929688
2024-09-13,211.9499969482422
2024-09-16,211.63999938964844
2024-09-17,210.9600067138672
2024-09-18,208.58999633789062
2024-09-19,208.99000549316406
2024-09-20,208.22000122070312
2024-09-23,210.64999389648438
2024-09-24,210.52999877929688
2024-09-25,208.3699951171875
2024-09-26,211.75
2024-09-27,212.02999877929688
2024-09-30,215.02999877929688
2024-10-01,214.69000244140625
2024-10-02,213.75
2024-10-03,215.0
2024-10-04,215.3300018310547
2024-10-07,215.17999267578125
2024-10-08,216.80999755859375
2024-10-09,219.7100067138672
2024-10-10,216.8300018310547
2024-10-11,220.74000549316406
2024-10-14,221.50999450683594
2024-10-15,221.75
2024-10-16,219.22999572753906
2024-10-17,218.25
2024-10-18,219.10000610351562
2024-10-21,218.80999755859375
2024-10-22,216.89999389648438
2024-10-23,216.36000061035156
2024-10-24,216.75999450683594
2024-10-25,214.02999877929688
2024-10-28,213.6999969482422
2024-10-29,212.66000366210938
2024-10-30,212.5
2024-10-31,210.86000061035156
2024-11-01,210.2100067138672
2024-11-04,209.63999938964844
2024-11-05,218.3000030517578
2024-11-06,219.4600067138672
2024-11-07,221.17999267578125
2024-11-08,225.2100067138672
2024-11-11,226.2100067138672
2024-11-12,226.86000061035156
2024-11-13,229.00999450683594
2024-11-14,227.55999755859375
2024-11-15,227.77999877929688
2024-11-18,227.0800018310547
2024-11-19,224.83999633789062
2024-11-20,225.38999938964844
2024-11-21,227.47000122070312
