Date,HES
2022-02-28,101.05999755859375
2022-03-01,101.4000015258789
2022-03-02,101.77999877929688
2022-03-03,100.95999908447266
2022-03-04,101.16999816894531
2022-03-07,97.12000274658203
2022-03-08,96.62000274658203
2022-03-09,96.69999694824219
2022-03-10,98.12000274658203
2022-03-11,94.61000061035156
2022-03-14,94.20999908447266
2022-03-15,93.08000183105469
2022-03-16,94.75
2022-03-17,97.13999938964844
2022-03-18,97.41000366210938
2022-03-21,103.8499984741211
2022-03-22,101.58999633789062
2022-03-23,106.22000122070312
2022-03-24,106.51000213623047
2022-03-25,109.08000183105469
2022-03-28,107.41999816894531
2022-03-29,107.69000244140625
2022-03-30,108.55999755859375
2022-03-31,107.04000091552734
2022-04-01,108.98999786376953
2022-04-04,109.70999908447266
2022-04-05,107.62999725341797
2022-04-06,106.8499984741211
2022-04-07,108.18000030517578
2022-04-08,112.88999938964844
2022-04-11,111.76000213623047
2022-04-12,112.5999984741211
2022-04-13,114.62999725341797
2022-04-14,114.72000122070312
2022-04-18,115.70999908447266
2022-04-19,114.37999725341797
2022-04-20,114.87999725341797
2022-04-21,110.16999816894531
2022-04-22,106.44999694824219
2022-04-25,102.62000274658203
2022-04-26,101.4800033569336
2022-04-27,102.75
2022-04-28,105.1500015258789
2022-04-29,103.06999969482422
2022-05-02,102.37999725341797
2022-05-03,106.86000061035156
2022-05-04,111.48999786376953
2022-05-05,109.56999969482422
2022-05-06,117.25
2022-05-09,106.7300033569336
2022-05-10,105.7699966430664
2022-05-11,109.69000244140625
2022-05-12,108.38999938964844
2022-05-13,114.2699966430664
2022-05-16,116.97000122070312
2022-05-17,118.37000274658203
2022-05-18,114.19000244140625
2022-05-19,113.43000030517578
2022-05-20,113.33999633789062
2022-05-23,116.97000122070312
2022-05-24,117.7300033569336
2022-05-25,119.2699966430664
2022-05-26,120.66999816894531
2022-05-27,123.27999877929688
2022-05-31,123.06999969482422
2022-06-01,127.44999694824219
2022-06-02,126.25
2022-06-03,127.88999938964844
2022-06-06,126.61000061035156
2022-06-07,129.08999633789062
2022-06-08,129.63999938964844
2022-06-09,126.86000061035156
2022-06-10,127.72000122070312
2022-06-13,121.54000091552734
2022-06-14,120.06999969482422
2022-06-15,117.16000366210938
2022-06-16,108.70999908447266
2022-06-17,102.87000274658203
2022-06-21,107.73999786376953
2022-06-22,103.33999633789062
2022-06-23,99.36000061035156
2022-06-24,101.69000244140625
2022-06-27,106.95999908447266
2022-06-28,112.91999816894531
2022-06-29,109.33000183105469
2022-06-30,105.94000244140625
2022-07-01,105.38999938964844
2022-07-05,98.19000244140625
2022-07-06,95.55000305175781
2022-07-07,99.91000366210938
2022-07-08,100.18000030517578
2022-07-11,98.4000015258789
2022-07-12,94.58000183105469
2022-07-13,95.93000030517578
2022-07-14,94.19000244140625
2022-07-15,95.20999908447266
2022-07-18,99.79000091552734
2022-07-19,104.08999633789062
2022-07-20,104.91999816894531
2022-07-21,103.36000061035156
2022-07-22,101.38999938964844
2022-07-25,106.31999969482422
2022-07-26,105.23999786376953
2022-07-27,106.66999816894531
2022-07-28,109.18000030517578
2022-07-29,112.47000122070312
2022-08-01,108.73999786376953
2022-08-02,109.61000061035156
2022-08-03,105.66000366210938
2022-08-04,99.86000061035156
2022-08-05,102.88999938964844
2022-08-08,103.98999786376953
2022-08-09,106.58000183105469
2022-08-10,107.58999633789062
2022-08-11,112.13999938964844
2022-08-12,113.72000122070312
2022-08-15,111.45999908447266
2022-08-16,110.87999725341797
2022-08-17,112.75
2022-08-18,116.9000015258789
2022-08-19,116.62999725341797
2022-08-22,116.2300033569336
2022-08-23,120.13999938964844
2022-08-24,123.12999725341797
2022-08-25,124.6500015258789
2022-08-26,124.5999984741211
2022-08-29,126.61000061035156
2022-08-30,122.12000274658203
2022-08-31,120.77999877929688
2022-09-01,116.44999694824219
2022-09-02,120.91000366210938
2022-09-06,119.44000244140625
2022-09-07,117.95999908447266
2022-09-08,118.0999984741211
2022-09-09,122.47000122070312
2022-09-12,126.91999816894531
2022-09-13,123.69999694824219
2022-09-14,128.08999633789062
2022-09-15,124.94999694824219
2022-09-16,121.63999938964844
2022-09-19,120.2699966430664
2022-09-20,119.30999755859375
2022-09-21,116.91999816894531
2022-09-22,114.4000015258789
2022-09-23,104.5999984741211
2022-09-26,100.73999786376953
2022-09-27,101.08999633789062
2022-09-28,108.30000305175781
2022-09-29,109.13999938964844
2022-09-30,108.98999786376953
2022-10-03,116.80000305175781
2022-10-04,124.08999633789062
2022-10-05,126.91000366210938
2022-10-06,130.3800048828125
2022-10-07,128.1999969482422
2022-10-10,126.77999877929688
2022-10-11,124.16000366210938
2022-10-12,125.6500015258789
2022-10-13,129.10000610351562
2022-10-14,122.58999633789062
2022-10-17,124.91000366210938
2022-10-18,125.86000061035156
2022-10-19,129.0
2022-10-20,130.14999389648438
2022-10-21,135.5800018310547
2022-10-24,136.25999450683594
2022-10-25,135.75
2022-10-26,142.2899932861328
2022-10-27,141.75
2022-10-28,140.47000122070312
2022-10-31,141.0800018310547
2022-11-01,143.3000030517578
2022-11-02,140.39999389648438
2022-11-03,142.10000610351562
2022-11-04,146.52999877929688
2022-11-07,148.74000549316406
2022-11-08,148.2899932861328
2022-11-09,137.7100067138672
2022-11-10,139.83999633789062
2022-11-11,145.5800018310547
2022-11-14,145.50999450683594
2022-11-15,149.44000244140625
2022-11-16,146.6999969482422
2022-11-17,146.6699981689453
2022-11-18,143.99000549316406
2022-11-21,140.9199981689453
2022-11-22,148.11000061035156
2022-11-23,144.89999389648438
2022-11-25,144.75999450683594
2022-11-28,139.52000427246094
2022-11-29,141.97999572753906
2022-11-30,143.91000366210938
2022-12-01,143.3699951171875
2022-12-02,144.02000427246094
2022-12-05,140.58999633789062
2022-12-06,135.61000061035156
2022-12-07,134.77000427246094
2022-12-08,133.44000244140625
2022-12-09,129.32000732421875
2022-12-12,134.16000366210938
2022-12-13,137.1699981689453
2022-12-14,136.16000366210938
2022-12-15,134.6699981689453
2022-12-16,133.00999450683594
2022-12-19,133.6300048828125
2022-12-20,136.00999450683594
2022-12-21,140.2899932861328
2022-12-22,135.3000030517578
2022-12-23,141.67999267578125
2022-12-27,143.41000366210938
2022-12-28,138.63999938964844
2022-12-29,140.86000061035156
2022-12-30,141.82000732421875
2023-01-03,134.52000427246094
2023-01-04,136.57000732421875
2023-01-05,140.77999877929688
2023-01-06,143.6999969482422
2023-01-09,144.22000122070312
2023-01-10,143.6199951171875
2023-01-11,145.25
2023-01-12,150.72999572753906
2023-01-13,152.2100067138672
2023-01-17,151.64999389648438
2023-01-18,150.75999450683594
2023-01-19,153.8300018310547
2023-01-20,154.8000030517578
2023-01-23,155.16000366210938
2023-01-24,153.8800048828125
2023-01-25,157.88999938964844
2023-01-26,160.44000244140625
2023-01-27,156.25
2023-01-30,151.77000427246094
2023-01-31,150.16000366210938
2023-02-01,144.24000549316406
2023-02-02,138.77999877929688
2023-02-03,137.57000732421875
2023-02-06,137.3000030517578
2023-02-07,143.27000427246094
2023-02-08,142.72999572753906
2023-02-09,140.63999938964844
2023-02-10,146.58999633789062
2023-02-13,147.02000427246094
2023-02-14,147.99000549316406
2023-02-15,146.00999450683594
2023-02-16,143.75999450683594
2023-02-17,135.52000427246094
2023-02-21,135.8699951171875
2023-02-22,134.6300048828125
2023-02-23,135.8000030517578
2023-02-24,138.9499969482422
2023-02-27,138.8800048828125
2023-02-28,134.6999969482422
2023-03-01,137.86000061035156
2023-03-02,140.25
2023-03-03,141.16000366210938
2023-03-06,141.5500030517578
2023-03-07,136.8800048828125
2023-03-08,135.86000061035156
2023-03-09,133.8800048828125
2023-03-10,129.6300048828125
2023-03-13,124.83000183105469
2023-03-14,124.87999725341797
2023-03-15,116.80000305175781
2023-03-16,120.79000091552734
2023-03-17,118.33000183105469
2023-03-20,121.76000213623047
2023-03-21,126.08999633789062
2023-03-22,123.66000366210938
2023-03-23,120.55999755859375
2023-03-24,122.48999786376953
2023-03-27,126.86000061035156
2023-03-28,129.60000610351562
2023-03-29,133.0
2023-03-30,132.47000122070312
2023-03-31,132.33999633789062
2023-04-03,143.50999450683594
2023-04-04,140.9199981689453
2023-04-05,142.2100067138672
2023-04-06,140.8800048828125
2023-04-10,142.3300018310547
2023-04-11,144.8000030517578
2023-04-12,146.1699981689453
2023-04-13,147.25
2023-04-14,148.92999267578125
2023-04-17,145.64999389648438
2023-04-18,145.8000030517578
2023-04-19,144.94000244140625
2023-04-20,143.99000549316406
2023-04-21,143.83999633789062
2023-04-24,145.72999572753906
2023-04-25,141.1699981689453
2023-04-26,142.9499969482422
2023-04-27,141.47999572753906
2023-04-28,145.05999755859375
2023-05-01,143.30999755859375
2023-05-02,137.0800018310547
2023-05-03,135.30999755859375
2023-05-04,130.94000244140625
2023-05-05,136.3000030517578
2023-05-08,136.8800048828125
2023-05-09,136.16000366210938
2023-05-10,135.24000549316406
2023-05-11,132.52999877929688
2023-05-12,132.7899932861328
2023-05-15,134.63999938964844
2023-05-16,130.11000061035156
2023-05-17,132.19000244140625
2023-05-18,133.11000061035156
2023-05-19,133.5500030517578
2023-05-22,133.0800018310547
2023-05-23,131.9600067138672
2023-05-24,133.11000061035156
2023-05-25,129.11000061035156
2023-05-26,130.1999969482422
2023-05-30,127.88999938964844
2023-05-31,126.66999816894531
2023-06-01,129.0500030517578
2023-06-02,133.6699981689453
2023-06-05,131.6999969482422
2023-06-06,132.25
2023-06-07,137.0800018310547
2023-06-08,137.02000427246094
2023-06-09,136.38999938964844
2023-06-12,134.75999450683594
2023-06-13,136.55999755859375
2023-06-14,134.02999877929688
2023-06-15,135.80999755859375
2023-06-16,135.55999755859375
2023-06-20,132.36000061035156
2023-06-21,133.0800018310547
2023-06-22,133.64999389648438
2023-06-23,131.61000061035156
2023-06-26,134.99000549316406
2023-06-27,132.8699951171875
2023-06-28,133.5500030517578
2023-06-29,133.86000061035156
2023-06-30,135.9499969482422
2023-07-03,137.41000366210938
2023-07-05,134.44000244140625
2023-07-06,130.08999633789062
2023-07-07,134.41000366210938
2023-07-10,135.99000549316406
2023-07-11,139.19000244140625
2023-07-12,140.85000610351562
2023-07-13,139.72999572753906
2023-07-14,135.25999450683594
2023-07-17,134.5
2023-07-18,136.64999389648438
2023-07-19,137.25999450683594
2023-07-20,140.33999633789062
2023-07-21,142.1999969482422
2023-07-24,145.66000366210938
2023-07-25,147.33999633789062
2023-07-26,147.6199951171875
2023-07-27,147.9199981689453
2023-07-28,149.02000427246094
2023-07-31,151.72999572753906
2023-08-01,151.60000610351562
2023-08-02,149.4600067138672
2023-08-03,151.94000244140625
2023-08-04,152.94000244140625
2023-08-07,151.83999633789062
2023-08-08,153.41000366210938
2023-08-09,156.39999389648438
2023-08-10,156.57000732421875
2023-08-11,157.67999267578125
2023-08-14,157.1699981689453
2023-08-15,155.57000732421875
2023-08-16,152.75
2023-08-17,154.2899932861328
2023-08-18,155.55999755859375
2023-08-21,153.6699981689453
2023-08-22,152.02000427246094
2023-08-23,150.82000732421875
2023-08-24,150.02000427246094
2023-08-25,150.60000610351562
2023-08-28,153.38999938964844
2023-08-29,154.67999267578125
2023-08-30,154.6999969482422
2023-08-31,154.5
2023-09-01,157.1999969482422
2023-09-05,157.8300018310547
2023-09-06,157.80999755859375
2023-09-07,158.3300018310547
2023-09-08,160.52000427246094
2023-09-11,157.9499969482422
2023-09-12,161.25
2023-09-13,160.4499969482422
2023-09-14,164.8800048828125
2023-09-15,160.35000610351562
2023-09-18,162.60000610351562
2023-09-19,159.0399932861328
2023-09-20,156.27999877929688
2023-09-21,150.92999267578125
2023-09-22,150.1199951171875
2023-09-25,151.94000244140625
2023-09-26,152.0399932861328
2023-09-27,158.0399932861328
2023-09-28,156.63999938964844
2023-09-29,153.0
2023-10-02,149.1199951171875
2023-10-03,149.5
2023-10-04,143.25999450683594
2023-10-05,141.94000244140625
2023-10-06,145.64999389648438
2023-10-09,153.3800048828125
2023-10-10,153.64999389648438
2023-10-11,154.97999572753906
2023-10-12,156.35000610351562
2023-10-13,160.97999572753906
2023-10-16,161.41000366210938
2023-10-17,164.02000427246094
2023-10-18,164.97000122070312
2023-10-19,166.0800018310547
2023-10-20,163.02000427246094
2023-10-23,161.3000030517578
2023-10-24,155.22000122070312
2023-10-25,154.39999389648438
2023-10-26,153.17999267578125
2023-10-27,143.2899932861328
2023-10-30,145.1699981689453
2023-10-31,144.39999389648438
2023-11-01,142.25
2023-11-02,147.75999450683594
2023-11-03,146.25999450683594
2023-11-06,145.74000549316406
2023-11-07,142.9499969482422
2023-11-08,140.77000427246094
2023-11-09,140.1999969482422
2023-11-10,141.58999633789062
2023-11-13,142.67999267578125
2023-11-14,143.75999450683594
2023-11-15,144.1699981689453
2023-11-16,141.4600067138672
2023-11-17,144.4499969482422
2023-11-20,144.5
2023-11-21,144.32000732421875
2023-11-22,144.39999389648438
2023-11-24,145.41000366210938
2023-11-27,144.50999450683594
2023-11-28,145.60000610351562
2023-11-29,139.55999755859375
2023-11-30,140.55999755859375
2023-12-01,141.07000732421875
2023-12-04,141.69000244140625
2023-12-05,138.38999938964844
2023-12-06,136.27999877929688
2023-12-07,132.22999572753906
2023-12-08,134.5
2023-12-11,136.1999969482422
2023-12-12,134.8000030517578
2023-12-13,136.72999572753906
2023-12-14,143.10000610351562
2023-12-15,144.61000061035156
2023-12-18,145.72999572753906
2023-12-19,147.0800018310547
2023-12-20,145.77000427246094
2023-12-21,146.14999389648438
2023-12-22,146.55999755859375
2023-12-26,148.6300048828125
2023-12-27,148.5800018310547
2023-12-28,144.74000549316406
2023-12-29,144.16000366210938
2024-01-02,144.77999877929688
2024-01-03,147.80999755859375
2024-01-04,145.75
2024-01-05,145.05999755859375
2024-01-08,143.86000061035156
2024-01-09,140.1699981689453
2024-01-10,138.9199981689453
2024-01-11,139.7899932861328
2024-01-12,141.77000427246094
2024-01-16,138.2899932861328
2024-01-17,138.08999633789062
2024-01-18,137.11000061035156
2024-01-19,137.32000732421875
2024-01-22,137.77999877929688
2024-01-23,137.36000061035156
2024-01-24,140.27000427246094
2024-01-25,144.02999877929688
2024-01-26,144.25999450683594
2024-01-29,142.9499969482422
2024-01-30,143.52000427246094
2024-01-31,140.52999877929688
2024-02-01,141.5
2024-02-02,145.9600067138672
2024-02-05,145.4600067138672
2024-02-06,146.0500030517578
2024-02-07,145.1999969482422
2024-02-08,146.27000427246094
2024-02-09,142.07000732421875
2024-02-12,143.50999450683594
2024-02-13,142.99000549316406
2024-02-14,142.72999572753906
2024-02-15,147.99000549316406
2024-02-16,148.42999267578125
2024-02-20,146.67999267578125
2024-02-21,148.5
2024-02-22,149.63999938964844
2024-02-23,149.11000061035156
2024-02-26,149.9600067138672
2024-02-27,145.32000732421875
2024-02-28,145.39999389648438
