Date,HES
2024-02-29,145.75
2024-03-01,148.19000244140625
2024-03-04,145.61000061035156
2024-03-05,146.36000061035156
2024-03-06,143.02000427246094
2024-03-07,144.3300018310547
2024-03-08,144.8800048828125
2024-03-11,146.9600067138672
2024-03-12,146.6300048828125
2024-03-13,148.97000122070312
2024-03-14,150.66000366210938
2024-03-15,150.86000061035156
2024-03-18,150.1999969482422
2024-03-19,151.99000549316406
2024-03-20,149.3300018310547
2024-03-21,149.33999633789062
2024-03-22,149.6300048828125
2024-03-25,151.3800048828125
2024-03-26,149.60000610351562
2024-03-27,150.5500030517578
2024-03-28,152.63999938964844
2024-04-01,154.77999877929688
2024-04-02,155.50999450683594
2024-04-03,156.17999267578125
2024-04-04,156.1199951171875
2024-04-05,157.4499969482422
2024-04-08,155.77000427246094
2024-04-09,156.33999633789062
2024-04-10,157.99000549316406
2024-04-11,157.63999938964844
2024-04-12,153.2100067138672
2024-04-15,151.6199951171875
2024-04-16,150.25999450683594
2024-04-17,150.8000030517578
2024-04-18,151.77999877929688
2024-04-19,154.35000610351562
2024-04-22,156.22999572753906
2024-04-23,156.94000244140625
2024-04-24,159.1300048828125
2024-04-25,161.4499969482422
2024-04-26,162.52999877929688
2024-04-29,163.1300048828125
2024-04-30,157.49000549316406
2024-05-01,156.77000427246094
2024-05-02,158.55999755859375
2024-05-03,158.86000061035156
2024-05-06,159.39999389648438
2024-05-07,158.49000549316406
2024-05-08,157.66000366210938
2024-05-09,159.9499969482422
2024-05-10,160.39999389648438
2024-05-13,159.61000061035156
2024-05-14,158.47999572753906
2024-05-15,156.72000122070312
2024-05-16,156.30999755859375
2024-05-17,158.11000061035156
2024-05-20,155.8300018310547
2024-05-21,154.61000061035156
2024-05-22,151.3300018310547
2024-05-23,150.27999877929688
2024-05-24,151.38999938964844
2024-05-28,152.0500030517578
2024-05-29,148.8800048828125
2024-05-30,150.2100067138672
2024-05-31,154.10000610351562
2024-06-03,149.25999450683594
2024-06-04,148.0399932861328
2024-06-05,147.02000427246094
2024-06-06,147.97999572753906
2024-06-07,147.5399932861328
2024-06-10,147.80999755859375
2024-06-11,148.0
2024-06-12,145.88999938964844
2024-06-13,143.75
2024-06-14,143.4499969482422
2024-06-17,143.5800018310547
2024-06-18,143.3300018310547
2024-06-20,147.13999938964844
2024-06-21,146.17999267578125
2024-06-24,150.3699951171875
2024-06-25,149.9199981689453
2024-06-26,147.16000366210938
2024-06-27,147.5399932861328
2024-06-28,147.52000427246094
2024-07-01,148.1199951171875
2024-07-02,148.9199981689453
2024-07-03,149.1999969482422
2024-07-05,146.8800048828125
2024-07-08,146.6300048828125
2024-07-09,145.77999877929688
2024-07-10,147.67999267578125
2024-07-11,147.74000549316406
2024-07-12,148.3800048828125
2024-07-15,150.61000061035156
2024-07-16,150.52999877929688
2024-07-17,154.41000366210938
2024-07-18,155.44000244140625
2024-07-19,152.61000061035156
2024-07-22,150.22000122070312
2024-07-23,146.77999877929688
2024-07-24,147.00999450683594
2024-07-25,149.85000610351562
2024-07-26,150.25
2024-07-29,148.75999450683594
2024-07-30,151.69000244140625
2024-07-31,153.4199981689453
2024-08-01,141.22999572753906
2024-08-02,137.30999755859375
2024-08-05,132.44000244140625
2024-08-06,131.3800048828125
2024-08-07,131.11000061035156
2024-08-08,133.4499969482422
2024-08-09,134.39999389648438
2024-08-12,135.00999450683594
2024-08-13,133.99000549316406
2024-08-14,134.13999938964844
2024-08-15,136.33999633789062
2024-08-16,136.58999633789062
2024-08-19,138.17999267578125
2024-08-20,136.02000427246094
2024-08-21,136.35000610351562
2024-08-22,136.1300048828125
2024-08-23,138.17999267578125
2024-08-26,138.3000030517578
2024-08-27,137.47000122070312
2024-08-28,136.75
2024-08-29,138.1199951171875
2024-08-30,138.05999755859375
2024-09-03,134.25999450683594
2024-09-04,131.16000366210938
2024-09-05,129.02000427246094
2024-09-06,126.30000305175781
2024-09-09,128.8800048828125
2024-09-10,126.52999877929688
2024-09-11,126.3499984741211
2024-09-12,127.63999938964844
2024-09-13,128.57000732421875
2024-09-16,128.9199981689453
2024-09-17,130.80999755859375
2024-09-18,131.38999938964844
2024-09-19,133.5
2024-09-20,134.39999389648438
2024-09-23,135.33999633789062
2024-09-24,135.5500030517578
2024-09-25,132.2100067138672
2024-09-26,130.6699981689453
2024-09-27,133.61000061035156
2024-09-30,135.8000030517578
2024-10-01,138.9600067138672
2024-10-02,140.33999633789062
2024-10-03,140.8699951171875
2024-10-04,140.33999633789062
2024-10-07,140.27999877929688
2024-10-08,137.33999633789062
2024-10-09,138.47999572753906
2024-10-10,139.42999267578125
2024-10-11,139.7899932861328
2024-10-14,139.88999938964844
2024-10-15,135.92999267578125
2024-10-16,136.63999938964844
2024-10-17,139.4600067138672
2024-10-18,139.4199981689453
2024-10-21,139.58999633789062
2024-10-22,138.66000366210938
2024-10-23,138.0500030517578
2024-10-24,138.5
2024-10-25,138.02000427246094
2024-10-28,137.05999755859375
2024-10-29,134.58999633789062
2024-10-30,134.27000427246094
2024-10-31,134.47999572753906
2024-11-01,137.75
2024-11-04,138.72000122070312
2024-11-05,139.35000610351562
2024-11-06,142.57000732421875
2024-11-07,142.75
2024-11-08,142.17999267578125
2024-11-11,141.99000549316406
2024-11-12,140.7899932861328
2024-11-13,142.8000030517578
2024-11-14,145.05999755859375
2024-11-15,145.63999938964844
2024-11-18,146.8800048828125
2024-11-19,146.22999572753906
2024-11-20,147.47000122070312
2024-11-21,147.97999572753906
