Date,MUFG
2022-02-28,6.159999847412109
2022-03-01,5.869999885559082
2022-03-02,6.019999980926514
2022-03-03,6.059999942779541
2022-03-04,5.960000038146973
2022-03-07,5.820000171661377
2022-03-08,5.760000228881836
2022-03-09,6.019999980926514
2022-03-10,6.010000228881836
2022-03-11,6.03000020980835
2022-03-14,6.190000057220459
2022-03-15,6.260000228881836
2022-03-16,6.400000095367432
2022-03-17,6.449999809265137
2022-03-18,6.420000076293945
2022-03-21,6.480000019073486
2022-03-22,6.75
2022-03-23,6.610000133514404
2022-03-24,6.610000133514404
2022-03-25,6.659999847412109
2022-03-28,6.420000076293945
2022-03-29,6.489999771118164
2022-03-30,6.320000171661377
2022-03-31,6.190000057220459
2022-04-01,6.309999942779541
2022-04-04,6.289999961853027
2022-04-05,6.110000133514404
2022-04-06,6.059999942779541
2022-04-07,6.039999961853027
2022-04-08,6.039999961853027
2022-04-11,6.050000190734863
2022-04-12,5.989999771118164
2022-04-13,5.96999979019165
2022-04-14,5.929999828338623
2022-04-18,5.96999979019165
2022-04-19,5.949999809265137
2022-04-20,6.050000190734863
2022-04-21,5.989999771118164
2022-04-22,5.880000114440918
2022-04-25,5.860000133514404
2022-04-26,5.739999771118164
2022-04-27,5.75
2022-04-28,5.860000133514404
2022-04-29,5.800000190734863
2022-05-02,5.820000171661377
2022-05-03,5.929999828338623
2022-05-04,6.019999980926514
2022-05-05,5.869999885559082
2022-05-06,5.940000057220459
2022-05-09,5.789999961853027
2022-05-10,5.71999979019165
2022-05-11,5.590000152587891
2022-05-12,5.659999847412109
2022-05-13,5.75
2022-05-16,5.789999961853027
2022-05-17,5.610000133514404
2022-05-18,5.590000152587891
2022-05-19,5.590000152587891
2022-05-20,5.659999847412109
2022-05-23,5.820000171661377
2022-05-24,5.840000152587891
2022-05-25,5.849999904632568
2022-05-26,5.920000076293945
2022-05-27,5.900000095367432
2022-05-31,5.670000076293945
2022-06-01,5.71999979019165
2022-06-02,5.75
2022-06-03,5.670000076293945
2022-06-06,5.679999828338623
2022-06-07,5.699999809265137
2022-06-08,5.539999961853027
2022-06-09,5.480000019073486
2022-06-10,5.420000076293945
2022-06-13,5.440000057220459
2022-06-14,5.460000038146973
2022-06-15,5.539999961853027
2022-06-16,5.590000152587891
2022-06-17,5.389999866485596
2022-06-21,5.579999923706055
2022-06-22,5.519999980926514
2022-06-23,5.480000019073486
2022-06-24,5.539999961853027
2022-06-27,5.46999979019165
2022-06-28,5.460000038146973
2022-06-29,5.420000076293945
2022-06-30,5.340000152587891
2022-07-01,5.429999828338623
2022-07-05,5.389999866485596
2022-07-06,5.25
2022-07-07,5.329999923706055
2022-07-08,5.400000095367432
2022-07-11,5.400000095367432
2022-07-12,5.380000114440918
2022-07-13,5.349999904632568
2022-07-14,5.130000114440918
2022-07-15,5.150000095367432
2022-07-18,5.170000076293945
2022-07-19,5.289999961853027
2022-07-20,5.260000228881836
2022-07-21,5.28000020980835
2022-07-22,5.320000171661377
2022-07-25,5.409999847412109
2022-07-26,5.400000095367432
2022-07-27,5.510000228881836
2022-07-28,5.510000228881836
2022-07-29,5.670000076293945
2022-08-01,5.670000076293945
2022-08-02,5.510000228881836
2022-08-03,5.429999828338623
2022-08-04,5.260000228881836
2022-08-05,5.289999961853027
2022-08-08,5.309999942779541
2022-08-09,5.230000019073486
2022-08-10,5.369999885559082
2022-08-11,5.389999866485596
2022-08-12,5.449999809265137
2022-08-15,5.420000076293945
2022-08-16,5.400000095367432
2022-08-17,5.400000095367432
2022-08-18,5.389999866485596
2022-08-19,5.289999961853027
2022-08-22,5.25
2022-08-23,5.269999980926514
2022-08-24,5.28000020980835
2022-08-25,5.329999923706055
2022-08-26,5.239999771118164
2022-08-29,5.239999771118164
2022-08-30,5.210000038146973
2022-08-31,5.150000095367432
2022-09-01,5.090000152587891
2022-09-02,5.079999923706055
2022-09-06,5.0
2022-09-07,4.929999828338623
2022-09-08,5.039999961853027
2022-09-09,5.090000152587891
2022-09-12,5.070000171661377
2022-09-13,4.920000076293945
2022-09-14,5.010000228881836
2022-09-15,5.0
2022-09-16,5.050000190734863
2022-09-19,5.070000171661377
2022-09-20,5.010000228881836
2022-09-21,5.0
2022-09-22,4.980000019073486
2022-09-23,4.849999904632568
2022-09-26,4.699999809265137
2022-09-27,4.670000076293945
2022-09-28,4.71999979019165
2022-09-29,4.590000152587891
2022-09-30,4.5
2022-10-03,4.559999942779541
2022-10-04,4.679999828338623
2022-10-05,4.590000152587891
2022-10-06,4.519999980926514
2022-10-07,4.460000038146973
2022-10-10,4.400000095367432
2022-10-11,4.409999847412109
2022-10-12,4.349999904632568
2022-10-13,4.489999771118164
2022-10-14,4.429999828338623
2022-10-17,4.559999942779541
2022-10-18,4.570000171661377
2022-10-19,4.539999961853027
2022-10-20,4.550000190734863
2022-10-21,4.730000019073486
2022-10-24,4.730000019073486
2022-10-25,4.760000228881836
2022-10-26,4.800000190734863
2022-10-27,4.710000038146973
2022-10-28,4.699999809265137
2022-10-31,4.710000038146973
2022-11-01,4.71999979019165
2022-11-02,4.699999809265137
2022-11-03,4.690000057220459
2022-11-04,4.820000171661377
2022-11-07,4.829999923706055
2022-11-08,4.869999885559082
2022-11-09,4.789999961853027
2022-11-10,5.03000020980835
2022-11-11,5.010000228881836
2022-11-14,5.090000152587891
2022-11-15,5.130000114440918
2022-11-16,5.099999904632568
2022-11-17,5.099999904632568
2022-11-18,5.090000152587891
2022-11-21,5.090000152587891
2022-11-22,5.179999828338623
2022-11-23,5.21999979019165
2022-11-25,5.420000076293945
2022-11-28,5.360000133514404
2022-11-29,5.460000038146973
2022-11-30,5.460000038146973
