Date,NGG
2022-02-28,75.58000183105469
2022-03-01,75.76000213623047
2022-03-02,75.38999938964844
2022-03-03,74.66999816894531
2022-03-04,74.08000183105469
2022-03-07,73.16000366210938
2022-03-08,73.20999908447266
2022-03-09,75.06999969482422
2022-03-10,74.44000244140625
2022-03-11,72.72000122070312
2022-03-14,72.88999938964844
2022-03-15,75.5999984741211
2022-03-16,73.9800033569336
2022-03-17,75.20999908447266
2022-03-18,74.9800033569336
2022-03-21,74.66000366210938
2022-03-22,74.52999877929688
2022-03-23,73.48999786376953
2022-03-24,74.0999984741211
2022-03-25,74.88999938964844
2022-03-28,74.54000091552734
2022-03-29,75.5199966430664
2022-03-30,76.8499984741211
2022-03-31,76.87000274658203
2022-04-01,77.0199966430664
2022-04-04,76.88999938964844
2022-04-05,78.62999725341797
2022-04-06,80.01000213623047
2022-04-07,79.62999725341797
2022-04-08,79.83000183105469
2022-04-11,79.08999633789062
2022-04-12,77.6500015258789
2022-04-13,77.91999816894531
2022-04-14,77.48999786376953
2022-04-18,77.1500015258789
2022-04-19,76.38999938964844
2022-04-20,77.30999755859375
2022-04-21,75.38999938964844
2022-04-22,75.45999908447266
2022-04-25,76.02999877929688
2022-04-26,75.11000061035156
2022-04-27,75.66999816894531
2022-04-28,76.52999877929688
2022-04-29,74.16000366210938
2022-05-02,73.72000122070312
2022-05-03,74.1500015258789
2022-05-04,75.01000213623047
2022-05-05,74.18000030517578
2022-05-06,73.37000274658203
2022-05-09,73.11000061035156
2022-05-10,73.2699966430664
2022-05-11,72.8499984741211
2022-05-12,73.11000061035156
2022-05-13,75.01000213623047
2022-05-16,75.56999969482422
2022-05-17,77.33999633789062
2022-05-18,76.54000091552734
2022-05-19,75.94999694824219
2022-05-20,76.20999908447266
2022-05-23,77.0199966430664
2022-05-24,77.72000122070312
2022-05-25,77.79000091552734
2022-05-26,75.04000091552734
2022-05-27,74.1500015258789
2022-05-31,74.37999725341797
2022-06-01,72.48999786376953
2022-06-02,73.5
2022-06-03,70.87999725341797
2022-06-06,71.1500015258789
2022-06-07,70.62000274658203
2022-06-08,68.94999694824219
2022-06-09,67.43000030517578
2022-06-10,67.3499984741211
2022-06-13,65.48999786376953
2022-06-14,63.68000030517578
2022-06-15,64.80999755859375
2022-06-16,64.4800033569336
2022-06-17,63.400001525878906
2022-06-21,63.22999954223633
2022-06-22,64.0199966430664
2022-06-23,63.43000030517578
2022-06-24,65.27999877929688
2022-06-27,65.77999877929688
2022-06-28,65.36000061035156
2022-06-29,66.04000091552734
2022-06-30,64.69000244140625
2022-07-01,65.97000122070312
2022-07-05,64.73999786376953
2022-07-06,65.29000091552734
2022-07-07,65.18000030517578
2022-07-08,64.63999938964844
2022-07-11,65.11000061035156
2022-07-12,65.0199966430664
2022-07-13,65.61000061035156
2022-07-14,65.62000274658203
2022-07-15,66.29000091552734
2022-07-18,66.33999633789062
2022-07-19,66.88999938964844
2022-07-20,66.25
2022-07-21,65.05999755859375
2022-07-22,66.55999755859375
2022-07-25,67.56999969482422
2022-07-26,68.12000274658203
2022-07-27,68.0
2022-07-28,68.69999694824219
2022-07-29,69.61000061035156
2022-08-01,69.37999725341797
2022-08-02,70.06999969482422
2022-08-03,69.83000183105469
2022-08-04,69.61000061035156
2022-08-05,68.55000305175781
2022-08-08,69.31999969482422
2022-08-09,70.08000183105469
2022-08-10,70.23999786376953
2022-08-11,69.47000122070312
2022-08-12,70.41999816894531
2022-08-15,70.66999816894531
2022-08-16,71.52999877929688
2022-08-17,71.41000366210938
2022-08-18,70.79000091552734
2022-08-19,70.19000244140625
2022-08-22,70.23999786376953
2022-08-23,69.2699966430664
2022-08-24,68.68000030517578
2022-08-25,68.56999969482422
2022-08-26,67.55999755859375
2022-08-29,68.04000091552734
2022-08-30,66.0199966430664
2022-08-31,63.189998626708984
2022-09-01,63.060001373291016
2022-09-02,62.150001525878906
2022-09-06,62.72999954223633
2022-09-07,62.68000030517578
2022-09-08,61.970001220703125
2022-09-09,62.849998474121094
2022-09-12,63.59000015258789
2022-09-13,62.41999816894531
2022-09-14,61.68000030517578
2022-09-15,59.83000183105469
2022-09-16,59.970001220703125
2022-09-19,60.02000045776367
2022-09-20,58.95000076293945
2022-09-21,58.7599983215332
2022-09-22,58.65999984741211
2022-09-23,56.31999969482422
2022-09-26,53.540000915527344
2022-09-27,51.4900016784668
2022-09-28,52.86000061035156
2022-09-29,51.7400016784668
2022-09-30,51.529998779296875
2022-10-03,52.869998931884766
2022-10-04,53.86000061035156
2022-10-05,52.5099983215332
2022-10-06,50.779998779296875
2022-10-07,50.349998474121094
2022-10-10,49.470001220703125
2022-10-11,48.63999938964844
2022-10-12,47.2599983215332
2022-10-13,49.290000915527344
2022-10-14,48.650001525878906
2022-10-17,51.36000061035156
2022-10-18,51.369998931884766
2022-10-19,50.86000061035156
2022-10-20,50.31999969482422
2022-10-21,50.900001525878906
2022-10-24,51.970001220703125
2022-10-25,53.70000076293945
2022-10-26,53.790000915527344
2022-10-27,54.25
2022-10-28,55.29999923706055
2022-10-31,54.619998931884766
2022-11-01,55.0
2022-11-02,54.959999084472656
2022-11-03,54.150001525878906
2022-11-04,55.22999954223633
2022-11-07,55.189998626708984
2022-11-08,56.20000076293945
2022-11-09,55.65999984741211
2022-11-10,59.56999969482422
2022-11-11,59.400001525878906
2022-11-14,58.97999954223633
2022-11-15,59.29999923706055
2022-11-16,60.029998779296875
2022-11-17,59.34000015258789
2022-11-18,60.41999816894531
2022-11-21,60.75
2022-11-22,61.27000045776367
2022-11-23,61.47999954223633
2022-11-25,61.70000076293945
2022-11-28,60.91999816894531
2022-11-29,60.619998931884766
2022-11-30,61.599998474121094
2022-12-01,62.84000015258789
2022-12-02,62.459999084472656
2022-12-05,62.599998474121094
2022-12-06,62.20000076293945
2022-12-07,61.9900016784668
2022-12-08,62.79999923706055
2022-12-09,62.33000183105469
2022-12-12,62.459999084472656
2022-12-13,62.75
2022-12-14,63.13999938964844
2022-12-15,62.189998626708984
2022-12-16,60.72999954223633
2022-12-19,60.5099983215332
2022-12-20,60.650001525878906
2022-12-21,60.709999084472656
2022-12-22,60.31999969482422
2022-12-23,60.84000015258789
2022-12-27,60.68000030517578
2022-12-28,59.93000030517578
2022-12-29,60.7400016784668
