Date,PPG
2022-10-13,112.22000122070312
2022-10-14,110.33000183105469
2022-10-17,113.30999755859375
2022-10-18,116.73999786376953
2022-10-19,114.63999938964844
2022-10-20,108.41000366210938
2022-10-21,112.58999633789062
2022-10-24,111.94999694824219
2022-10-25,112.95999908447266
2022-10-26,112.81999969482422
2022-10-27,112.36000061035156
2022-10-28,114.16000366210938
2022-10-31,114.18000030517578
2022-11-01,114.0
2022-11-02,110.08000183105469
2022-11-03,109.70999908447266
2022-11-04,115.45999908447266
2022-11-07,116.33999633789062
2022-11-08,116.45999908447266
2022-11-09,114.18000030517578
2022-11-10,124.80999755859375
2022-11-11,130.08999633789062
2022-11-14,127.95999908447266
2022-11-15,129.5
2022-11-16,128.99000549316406
2022-11-17,126.66000366210938
2022-11-18,128.47000122070312
2022-11-21,129.0500030517578
2022-11-22,131.99000549316406
2022-11-23,133.05999755859375
2022-11-25,133.36000061035156
2022-11-28,130.3000030517578
2022-11-29,131.8300018310547
2022-11-30,135.22000122070312
2022-12-01,134.9600067138672
2022-12-02,137.3000030517578
2022-12-05,134.58999633789062
2022-12-06,132.0399932861328
2022-12-07,129.44000244140625
2022-12-08,130.36000061035156
2022-12-09,130.41000366210938
2022-12-12,132.32000732421875
2022-12-13,134.07000732421875
2022-12-14,132.77000427246094
2022-12-15,128.77000427246094
2022-12-16,126.16999816894531
2022-12-19,125.62999725341797
2022-12-20,124.76000213623047
2022-12-21,127.1500015258789
2022-12-22,125.86000061035156
2022-12-23,126.72000122070312
2022-12-27,126.41999816894531
2022-12-28,124.2699966430664
2022-12-29,126.4000015258789
2022-12-30,125.73999786376953
2023-01-03,126.83999633789062
2023-01-04,129.97000122070312
2023-01-05,123.11000061035156
2023-01-06,128.5
2023-01-09,128.8699951171875
2023-01-10,129.77999877929688
2023-01-11,132.08999633789062
2023-01-12,131.6199951171875
2023-01-13,132.39999389648438
2023-01-17,130.6199951171875
2023-01-18,127.77999877929688
2023-01-19,123.5999984741211
2023-01-20,131.0
2023-01-23,130.3000030517578
2023-01-24,130.97000122070312
2023-01-25,128.14999389648438
2023-01-26,127.69999694824219
2023-01-27,127.3499984741211
2023-01-30,127.6500015258789
2023-01-31,130.33999633789062
2023-02-01,132.00999450683594
2023-02-02,134.42999267578125
2023-02-03,130.72999572753906
2023-02-06,129.44000244140625
2023-02-07,131.27000427246094
2023-02-08,130.3800048828125
2023-02-09,128.86000061035156
2023-02-10,126.2300033569336
2023-02-13,128.74000549316406
2023-02-14,129.77999877929688
2023-02-15,131.0399932861328
2023-02-16,129.14999389648438
2023-02-17,129.91000366210938
2023-02-21,126.19999694824219
2023-02-22,128.6699981689453
2023-02-23,128.1699981689453
2023-02-24,129.7100067138672
2023-02-27,131.61000061035156
2023-02-28,132.05999755859375
2023-03-01,133.22999572753906
2023-03-02,134.83999633789062
2023-03-03,137.4600067138672
2023-03-06,133.63999938964844
2023-03-07,130.91000366210938
2023-03-08,131.2100067138672
2023-03-09,127.4000015258789
2023-03-10,126.0
2023-03-13,124.70999908447266
2023-03-14,129.16000366210938
2023-03-15,125.43000030517578
2023-03-16,126.55000305175781
2023-03-17,122.48999786376953
2023-03-20,125.30999755859375
2023-03-21,126.5999984741211
2023-03-22,123.61000061035156
2023-03-23,123.51000213623047
2023-03-24,125.44000244140625
2023-03-27,126.0
2023-03-28,126.22000122070312
2023-03-29,128.24000549316406
2023-03-30,129.8300018310547
2023-03-31,133.5800018310547
2023-04-03,140.0399932861328
2023-04-04,138.32000732421875
2023-04-05,138.9499969482422
2023-04-06,138.07000732421875
2023-04-10,138.33999633789062
2023-04-11,139.3000030517578
2023-04-12,138.00999450683594
2023-04-13,139.2899932861328
2023-04-14,138.4199981689453
2023-04-17,140.92999267578125
2023-04-18,141.61000061035156
2023-04-19,140.5500030517578
2023-04-20,141.4499969482422
2023-04-21,141.97999572753906
2023-04-24,142.9600067138672
2023-04-25,140.42999267578125
2023-04-26,137.63999938964844
2023-04-27,138.92999267578125
2023-04-28,140.25999450683594
2023-05-01,139.75999450683594
2023-05-02,139.60000610351562
2023-05-03,138.33999633789062
2023-05-04,135.5
2023-05-05,138.02999877929688
2023-05-08,138.67999267578125
2023-05-09,137.13999938964844
2023-05-10,136.86000061035156
2023-05-11,137.24000549316406
2023-05-12,138.10000610351562
2023-05-15,140.6300048828125
2023-05-16,139.3300018310547
2023-05-17,142.41000366210938
2023-05-18,142.57000732421875
2023-05-19,142.39999389648438
2023-05-22,140.67999267578125
2023-05-23,136.8800048828125
2023-05-24,133.41000366210938
2023-05-25,133.0399932861328
2023-05-26,133.72999572753906
2023-05-30,134.35000610351562
2023-05-31,131.2899932861328
2023-06-01,134.97999572753906
2023-06-02,139.5800018310547
2023-06-05,137.9199981689453
2023-06-06,139.22000122070312
2023-06-07,141.85000610351562
2023-06-08,141.1699981689453
2023-06-09,139.6699981689453
2023-06-12,139.99000549316406
2023-06-13,141.32000732421875
2023-06-14,140.6999969482422
2023-06-15,141.27000427246094
2023-06-16,143.0800018310547
2023-06-20,142.0399932861328
2023-06-21,142.33999633789062
2023-06-22,140.77000427246094
2023-06-23,138.88999938964844
2023-06-26,141.0800018310547
2023-06-27,144.42999267578125
2023-06-28,143.3000030517578
2023-06-29,145.3699951171875
2023-06-30,148.3000030517578
2023-07-03,149.07000732421875
2023-07-05,146.17999267578125
2023-07-06,145.22999572753906
2023-07-07,146.77000427246094
2023-07-10,147.89999389648438
2023-07-11,150.58999633789062
2023-07-12,151.6699981689453
2023-07-13,151.50999450683594
2023-07-14,149.74000549316406
2023-07-17,151.1999969482422
2023-07-18,151.3699951171875
2023-07-19,150.25999450683594
2023-07-20,149.72000122070312
2023-07-21,149.35000610351562
2023-07-24,145.8699951171875
2023-07-25,147.00999450683594
2023-07-26,146.17999267578125
2023-07-27,144.8000030517578
2023-07-28,145.41000366210938
2023-07-31,143.89999389648438
2023-08-01,145.5500030517578
2023-08-02,141.77000427246094
2023-08-03,140.27999877929688
2023-08-04,140.57000732421875
2023-08-07,143.25999450683594
2023-08-08,143.3300018310547
2023-08-09,139.44000244140625
2023-08-10,139.4499969482422
2023-08-11,136.63999938964844
2023-08-14,139.6300048828125
2023-08-15,138.8699951171875
2023-08-16,137.63999938964844
2023-08-17,138.07000732421875
2023-08-18,139.52999877929688
2023-08-21,138.60000610351562
2023-08-22,138.36000061035156
2023-08-23,137.85000610351562
2023-08-24,137.25
2023-08-25,138.3699951171875
2023-08-28,138.8300018310547
2023-08-29,140.9600067138672
2023-08-30,142.0399932861328
2023-08-31,141.75999450683594
2023-09-01,142.00999450683594
2023-09-05,136.47000122070312
2023-09-06,137.0500030517578
2023-09-07,136.17999267578125
2023-09-08,135.6999969482422
2023-09-11,136.35000610351562
2023-09-12,133.83999633789062
2023-09-13,133.0
2023-09-14,134.38999938964844
2023-09-15,133.8000030517578
2023-09-18,132.49000549316406
2023-09-19,132.2100067138672
2023-09-20,130.8000030517578
2023-09-21,128.2899932861328
2023-09-22,130.1300048828125
2023-09-25,132.0500030517578
2023-09-26,128.61000061035156
2023-09-27,128.02999877929688
2023-09-28,130.55999755859375
2023-09-29,129.8000030517578
2023-10-02,129.3699951171875
2023-10-03,128.64999389648438
2023-10-04,133.22000122070312
2023-10-05,131.3300018310547
2023-10-06,133.1300048828125
2023-10-09,128.75999450683594
2023-10-10,130.27999877929688
2023-10-11,132.52000427246094
2023-10-12,130.05999755859375
2023-10-13,128.4600067138672
2023-10-16,130.35000610351562
2023-10-17,131.4499969482422
2023-10-18,127.77999877929688
2023-10-19,124.33999633789062
2023-10-20,124.72000122070312
2023-10-23,123.69000244140625
2023-10-24,122.8499984741211
2023-10-25,121.4800033569336
2023-10-26,122.01000213623047
2023-10-27,120.72000122070312
2023-10-30,121.81999969482422
2023-10-31,122.7699966430664
2023-11-01,122.97000122070312
2023-11-02,124.91999816894531
2023-11-03,128.30999755859375
2023-11-06,127.75
2023-11-07,127.80999755859375
2023-11-08,129.5500030517578
2023-11-09,127.37000274658203
2023-11-10,128.80999755859375
2023-11-13,129.27999877929688
2023-11-14,133.50999450683594
2023-11-15,133.6199951171875
2023-11-16,135.16000366210938
2023-11-17,135.8699951171875
2023-11-20,135.55999755859375
2023-11-21,136.5800018310547
2023-11-22,136.63999938964844
2023-11-24,136.4499969482422
2023-11-27,137.2899932861328
2023-11-28,138.0800018310547
2023-11-29,139.5500030517578
2023-11-30,141.99000549316406
2023-12-01,143.6300048828125
2023-12-04,143.14999389648438
2023-12-05,142.64999389648438
2023-12-06,142.6999969482422
2023-12-07,144.97999572753906
2023-12-08,143.97999572753906
2023-12-11,145.83999633789062
2023-12-12,145.3699951171875
2023-12-13,147.47000122070312
2023-12-14,149.14999389648438
2023-12-15,148.67999267578125
2023-12-18,148.75
2023-12-19,149.50999450683594
2023-12-20,146.32000732421875
2023-12-21,147.75
2023-12-22,148.75
2023-12-26,149.69000244140625
2023-12-27,150.16000366210938
2023-12-28,150.3800048828125
2023-12-29,149.5500030517578
2024-01-02,147.27999877929688
2024-01-03,145.6199951171875
2024-01-04,144.91000366210938
2024-01-05,145.94000244140625
2024-01-08,147.38999938964844
2024-01-09,146.22999572753906
2024-01-10,147.2899932861328
2024-01-11,146.38999938964844
2024-01-12,145.5500030517578
2024-01-16,143.75999450683594
2024-01-17,143.0800018310547
2024-01-18,144.9499969482422
2024-01-19,141.38999938964844
2024-01-22,142.13999938964844
2024-01-23,142.44000244140625
2024-01-24,141.02999877929688
2024-01-25,142.7899932861328
2024-01-26,143.0399932861328
2024-01-29,142.86000061035156
2024-01-30,143.07000732421875
2024-01-31,141.0399932861328
2024-02-01,141.5
2024-02-02,140.08999633789062
2024-02-05,137.57000732421875
2024-02-06,139.88999938964844
2024-02-07,139.3699951171875
2024-02-08,138.6300048828125
2024-02-09,139.5800018310547
2024-02-12,140.89999389648438
2024-02-13,138.74000549316406
2024-02-14,140.10000610351562
2024-02-15,142.4199981689453
2024-02-16,141.91000366210938
2024-02-20,141.16000366210938
2024-02-21,142.64999389648438
2024-02-22,143.3800048828125
2024-02-23,144.3699951171875
2024-02-26,142.33999633789062
2024-02-27,140.91000366210938
2024-02-28,140.47999572753906
2024-02-29,141.60000610351562
2024-03-01,139.52000427246094
2024-03-04,139.22000122070312
2024-03-05,138.7899932861328
2024-03-06,140.1199951171875
2024-03-07,140.89999389648438
2024-03-08,140.72999572753906
2024-03-11,142.5
2024-03-12,141.30999755859375
2024-03-13,141.8800048828125
2024-03-14,138.9600067138672
2024-03-15,137.86000061035156
2024-03-18,139.07000732421875
2024-03-19,141.60000610351562
2024-03-20,142.25999450683594
2024-03-21,143.61000061035156
2024-03-22,142.55999755859375
2024-03-25,141.14999389648438
2024-03-26,141.82000732421875
2024-03-27,144.5399932861328
2024-03-28,144.89999389648438
2024-04-01,143.3800048828125
2024-04-02,141.66000366210938
2024-04-03,141.72999572753906
2024-04-04,139.77000427246094
2024-04-05,139.0399932861328
2024-04-08,139.91000366210938
2024-04-09,142.1999969482422
2024-04-10,137.72999572753906
2024-04-11,137.60000610351562
2024-04-12,134.42999267578125
2024-04-15,135.02000427246094
2024-04-16,133.50999450683594
2024-04-17,134.9600067138672
2024-04-18,135.11000061035156
2024-04-19,130.89999389648438
2024-04-22,131.16000366210938
2024-04-23,130.42999267578125
2024-04-24,130.52000427246094
2024-04-25,129.22999572753906
2024-04-26,130.16000366210938
2024-04-29,130.74000549316406
2024-04-30,129.0
2024-05-01,130.9499969482422
2024-05-02,132.25
2024-05-03,132.9199981689453
2024-05-06,133.0399932861328
2024-05-07,134.2100067138672
2024-05-08,133.42999267578125
2024-05-09,134.35000610351562
2024-05-10,135.3300018310547
2024-05-13,135.74000549316406
2024-05-14,135.3800048828125
2024-05-15,135.0399932861328
2024-05-16,134.77999877929688
2024-05-17,134.44000244140625
2024-05-20,133.77000427246094
2024-05-21,133.72999572753906
2024-05-22,134.6999969482422
2024-05-23,131.02000427246094
2024-05-24,131.4199981689453
2024-05-28,129.60000610351562
2024-05-29,127.1500015258789
2024-05-30,129.1199951171875
2024-05-31,131.41000366210938
2024-06-03,131.66000366210938
2024-06-04,131.67999267578125
2024-06-05,133.2100067138672
2024-06-06,130.6199951171875
2024-06-07,128.41000366210938
2024-06-10,128.4600067138672
2024-06-11,129.57000732421875
2024-06-12,130.41000366210938
2024-06-13,129.7899932861328
2024-06-14,127.31999969482422
2024-06-17,128.27000427246094
2024-06-18,127.86000061035156
2024-06-20,128.4600067138672
2024-06-21,128.58999633789062
2024-06-24,128.14999389648438
2024-06-25,125.22000122070312
2024-06-26,125.25
2024-06-27,124.9000015258789
2024-06-28,125.88999938964844
2024-07-01,123.9800033569336
2024-07-02,124.87999725341797
2024-07-03,124.87000274658203
2024-07-05,125.2300033569336
2024-07-08,127.0
2024-07-09,125.26000213623047
2024-07-10,126.63999938964844
2024-07-11,129.7100067138672
2024-07-12,130.6199951171875
2024-07-15,130.8800048828125
2024-07-16,133.22999572753906
2024-07-17,133.75999450683594
2024-07-18,131.7100067138672
2024-07-19,128.0399932861328
2024-07-22,128.3699951171875
2024-07-23,126.72000122070312
2024-07-24,125.23999786376953
2024-07-25,125.94000244140625
2024-07-26,127.55000305175781
2024-07-29,127.73999786376953
2024-07-30,127.20999908447266
2024-07-31,126.9800033569336
2024-08-01,125.87999725341797
2024-08-02,123.45999908447266
2024-08-05,119.38999938964844
2024-08-06,119.05999755859375
2024-08-07,118.31999969482422
2024-08-08,119.2300033569336
2024-08-09,119.23999786376953
2024-08-12,118.4000015258789
2024-08-13,119.26000213623047
2024-08-14,119.87000274658203
2024-08-15,122.06999969482422
2024-08-16,122.4000015258789
2024-08-19,123.25
2024-08-20,123.0
2024-08-21,124.94999694824219
2024-08-22,125.16000366210938
2024-08-23,126.52999877929688
2024-08-26,126.9000015258789
2024-08-27,127.11000061035156
2024-08-28,127.63999938964844
2024-08-29,128.83999633789062
2024-08-30,129.72999572753906
2024-09-03,127.94999694824219
2024-09-04,126.66999816894531
2024-09-05,125.27999877929688
2024-09-06,124.77999877929688
2024-09-09,126.13999938964844
2024-09-10,125.88999938964844
2024-09-11,125.5
2024-09-12,125.48999786376953
2024-09-13,126.9800033569336
2024-09-16,127.33999633789062
2024-09-17,127.45999908447266
2024-09-18,127.45999908447266
2024-09-19,129.22999572753906
2024-09-20,126.5
2024-09-23,127.30000305175781
2024-09-24,128.32000732421875
2024-09-25,127.83999633789062
2024-09-26,134.5500030517578
2024-09-27,134.55999755859375
2024-09-30,132.4600067138672
2024-10-01,130.74000549316406
2024-10-02,130.67999267578125
2024-10-03,127.83999633789062
2024-10-04,128.57000732421875
2024-10-07,128.75
2024-10-08,127.2300033569336
2024-10-09,127.44000244140625
2024-10-10,127.3499984741211
2024-10-11,128.25
2024-10-14,128.5
2024-10-15,129.8699951171875
2024-10-16,130.36000061035156
2024-10-17,131.36000061035156
2024-10-18,130.92999267578125
2024-10-21,128.82000732421875
2024-10-22,126.5999984741211
2024-10-23,126.27999877929688
2024-10-24,127.23999786376953
2024-10-25,126.44999694824219
2024-10-28,127.37999725341797
2024-10-29,126.5199966430664
2024-10-30,125.66999816894531
2024-10-31,124.51000213623047
2024-11-01,124.41000366210938
2024-11-04,124.86000061035156
2024-11-05,124.6500015258789
2024-11-06,125.76000213623047
2024-11-07,125.9800033569336
2024-11-08,125.5199966430664
2024-11-11,125.95999908447266
2024-11-12,121.75
2024-11-13,123.41999816894531
2024-11-14,123.5199966430664
2024-11-15,122.52999877929688
2024-11-18,123.41999816894531
2024-11-19,121.08000183105469
2024-11-20,121.29000091552734
2024-11-21,122.68000030517578
