Date,RCL
2022-02-28,80.72000122070312
2022-03-01,73.66999816894531
2022-03-02,75.44999694824219
2022-03-03,71.8499984741211
2022-03-04,69.5999984741211
2022-03-07,63.279998779296875
2022-03-08,64.54000091552734
2022-03-09,68.05999755859375
2022-03-10,69.5199966430664
2022-03-11,68.43000030517578
2022-03-14,68.12000274658203
2022-03-15,70.69999694824219
2022-03-16,74.55000305175781
2022-03-17,74.95999908447266
2022-03-18,76.18000030517578
2022-03-21,75.6500015258789
2022-03-22,76.9000015258789
2022-03-23,75.45999908447266
2022-03-24,76.87000274658203
2022-03-25,76.94000244140625
2022-03-28,78.54000091552734
2022-03-29,80.94999694824219
2022-03-30,81.4800033569336
2022-03-31,83.77999877929688
2022-04-01,83.66000366210938
2022-04-04,83.41999816894531
2022-04-05,83.44000244140625
2022-04-06,80.30000305175781
2022-04-07,79.19000244140625
2022-04-08,77.86000061035156
2022-04-11,78.75
2022-04-12,78.77999877929688
2022-04-13,81.97000122070312
2022-04-14,82.58000183105469
2022-04-18,81.31999969482422
2022-04-19,84.4800033569336
2022-04-20,84.3499984741211
2022-04-21,83.4000015258789
2022-04-22,81.72000122070312
2022-04-25,82.37999725341797
2022-04-26,78.66999816894531
2022-04-27,79.5999984741211
2022-04-28,80.69000244140625
2022-04-29,77.7300033569336
2022-05-02,78.37999725341797
2022-05-03,77.5999984741211
2022-05-04,77.80999755859375
2022-05-05,73.58999633789062
2022-05-06,69.8499984741211
2022-05-09,61.40999984741211
2022-05-10,60.91999816894531
2022-05-11,59.939998626708984
2022-05-12,57.779998779296875
2022-05-13,61.630001068115234
2022-05-16,61.38999938964844
2022-05-17,63.91999816894531
2022-05-18,59.599998474121094
2022-05-19,57.43000030517578
2022-05-20,55.40999984741211
2022-05-23,55.380001068115234
2022-05-24,49.72999954223633
2022-05-25,51.09000015258789
2022-05-26,55.529998779296875
2022-05-27,58.189998626708984
2022-05-31,58.06999969482422
2022-06-01,55.56999969482422
2022-06-02,57.75
2022-06-03,56.33000183105469
2022-06-06,56.79999923706055
2022-06-07,56.7400016784668
2022-06-08,53.83000183105469
2022-06-09,49.369998931884766
2022-06-10,45.75
2022-06-13,41.29999923706055
2022-06-14,39.4900016784668
2022-06-15,39.689998626708984
2022-06-16,35.15999984741211
2022-06-17,37.29999923706055
2022-06-21,37.029998779296875
2022-06-22,36.689998626708984
2022-06-23,36.06999969482422
2022-06-24,41.7599983215332
2022-06-27,40.33000183105469
2022-06-28,40.13999938964844
2022-06-29,36.02000045776367
2022-06-30,34.90999984741211
2022-07-01,35.290000915527344
2022-07-05,36.29999923706055
2022-07-06,33.689998626708984
2022-07-07,35.5
2022-07-08,34.439998626708984
2022-07-11,32.59000015258789
2022-07-12,33.33000183105469
2022-07-13,32.619998931884766
2022-07-14,31.280000686645508
2022-07-15,32.7599983215332
2022-07-18,34.36000061035156
2022-07-19,36.36000061035156
2022-07-20,38.959999084472656
2022-07-21,35.75
2022-07-22,34.869998931884766
2022-07-25,34.41999816894531
2022-07-26,33.119998931884766
2022-07-27,34.90999984741211
2022-07-28,37.86000061035156
2022-07-29,38.709999084472656
2022-08-01,35.790000915527344
2022-08-02,36.65999984741211
2022-08-03,38.84000015258789
2022-08-04,39.45000076293945
2022-08-05,39.66999816894531
2022-08-08,40.22999954223633
2022-08-09,37.970001220703125
2022-08-10,41.68000030517578
2022-08-11,41.720001220703125
2022-08-12,42.369998931884766
2022-08-15,42.38999938964844
2022-08-16,44.08000183105469
2022-08-17,41.86000061035156
2022-08-18,41.810001373291016
2022-08-19,39.650001525878906
2022-08-22,37.779998779296875
2022-08-23,38.959999084472656
2022-08-24,41.939998626708984
2022-08-25,44.119998931884766
2022-08-26,42.29999923706055
2022-08-29,42.189998626708984
2022-08-30,41.7400016784668
2022-08-31,40.849998474121094
2022-09-01,40.91999816894531
2022-09-02,41.0
2022-09-06,41.83000183105469
2022-09-07,43.790000915527344
2022-09-08,45.15999984741211
2022-09-09,47.2400016784668
2022-09-12,48.040000915527344
2022-09-13,46.439998626708984
2022-09-14,48.939998626708984
2022-09-15,50.83000183105469
2022-09-16,50.439998626708984
2022-09-19,50.72999954223633
2022-09-20,49.4900016784668
2022-09-21,46.7599983215332
2022-09-22,47.0
2022-09-23,44.41999816894531
2022-09-26,44.040000915527344
2022-09-27,45.7599983215332
2022-09-28,47.38999938964844
2022-09-29,43.63999938964844
2022-09-30,37.900001525878906
2022-10-03,37.59000015258789
2022-10-04,43.849998474121094
2022-10-05,43.470001220703125
2022-10-06,44.02000045776367
2022-10-07,43.599998474121094
2022-10-10,41.0
2022-10-11,40.689998626708984
2022-10-12,45.36000061035156
2022-10-13,44.75
2022-10-14,44.61000061035156
2022-10-17,45.11000061035156
2022-10-18,48.52000045776367
2022-10-19,46.689998626708984
2022-10-20,47.52000045776367
2022-10-21,49.20000076293945
2022-10-24,49.72999954223633
2022-10-25,50.900001525878906
2022-10-26,50.70000076293945
2022-10-27,50.31999969482422
2022-10-28,52.66999816894531
2022-10-31,53.380001068115234
2022-11-01,51.97999954223633
2022-11-02,49.65999984741211
