Date,UBS
2022-02-28,18.139999389648438
2022-03-01,17.3799991607666
2022-03-02,17.510000228881836
2022-03-03,17.030000686645508
2022-03-04,15.890000343322754
2022-03-07,15.119999885559082
2022-03-08,16.170000076293945
2022-03-09,16.899999618530273
2022-03-10,16.639999389648438
2022-03-11,16.610000610351562
2022-03-14,17.0
2022-03-15,17.110000610351562
2022-03-16,18.079999923706055
2022-03-17,18.31999969482422
2022-03-18,18.610000610351562
2022-03-21,18.75
2022-03-22,19.200000762939453
2022-03-23,18.90999984741211
2022-03-24,19.100000381469727
2022-03-25,19.34000015258789
2022-03-28,19.200000762939453
2022-03-29,19.670000076293945
2022-03-30,19.459999084472656
2022-03-31,19.540000915527344
2022-04-01,19.690000534057617
2022-04-04,19.959999084472656
2022-04-05,18.940000534057617
2022-04-06,18.59000015258789
2022-04-07,18.59000015258789
2022-04-08,18.530000686645508
2022-04-11,18.399999618530273
2022-04-12,17.81999969482422
2022-04-13,17.860000610351562
2022-04-14,17.610000610351562
2022-04-18,17.610000610351562
2022-04-19,17.8700008392334
2022-04-20,17.90999984741211
2022-04-21,17.489999771118164
2022-04-22,17.280000686645508
2022-04-25,17.34000015258789
2022-04-26,16.84000015258789
2022-04-27,17.260000228881836
2022-04-28,17.280000686645508
2022-04-29,16.84000015258789
2022-05-02,16.889999389648438
2022-05-03,17.34000015258789
2022-05-04,17.8700008392334
2022-05-05,17.190000534057617
2022-05-06,17.139999389648438
2022-05-09,16.459999084472656
2022-05-10,16.899999618530273
2022-05-11,16.670000076293945
2022-05-12,16.700000762939453
2022-05-13,17.309999465942383
2022-05-16,17.1200008392334
2022-05-17,17.579999923706055
2022-05-18,17.34000015258789
2022-05-19,17.690000534057617
2022-05-20,17.81999969482422
2022-05-23,18.43000030517578
2022-05-24,18.780000686645508
2022-05-25,18.540000915527344
2022-05-26,18.90999984741211
2022-05-27,18.969999313354492
2022-05-31,18.8700008392334
2022-06-01,18.760000228881836
2022-06-02,19.09000015258789
2022-06-03,18.790000915527344
2022-06-06,18.940000534057617
2022-06-07,18.860000610351562
2022-06-08,17.889999389648438
2022-06-09,17.309999465942383
2022-06-10,16.860000610351562
2022-06-13,16.049999237060547
2022-06-14,15.960000038146973
2022-06-15,16.239999771118164
2022-06-16,15.579999923706055
2022-06-17,15.710000038146973
2022-06-21,15.920000076293945
2022-06-22,16.110000610351562
2022-06-23,15.779999732971191
2022-06-24,16.81999969482422
2022-06-27,16.829999923706055
2022-06-28,16.549999237060547
2022-06-29,16.3700008392334
2022-06-30,16.219999313354492
2022-07-01,16.1299991607666
2022-07-05,15.75
2022-07-06,15.529999732971191
2022-07-07,15.75
2022-07-08,15.949999809265137
2022-07-11,15.720000267028809
2022-07-12,15.920000076293945
2022-07-13,15.699999809265137
2022-07-14,15.25
2022-07-15,15.699999809265137
2022-07-18,15.899999618530273
2022-07-19,16.399999618530273
2022-07-20,16.190000534057617
2022-07-21,16.649999618530273
2022-07-22,16.520000457763672
2022-07-25,16.780000686645508
2022-07-26,14.890000343322754
2022-07-27,15.329999923706055
2022-07-28,15.829999923706055
2022-07-29,16.239999771118164
2022-08-01,16.139999389648438
2022-08-02,15.930000305175781
2022-08-03,16.100000381469727
2022-08-04,16.479999542236328
2022-08-05,16.219999313354492
2022-08-08,16.510000228881836
2022-08-09,16.309999465942383
2022-08-10,16.780000686645508
2022-08-11,16.950000762939453
2022-08-12,17.209999084472656
2022-08-15,17.010000228881836
2022-08-16,17.040000915527344
2022-08-17,16.790000915527344
2022-08-18,16.84000015258789
2022-08-19,16.280000686645508
2022-08-22,15.859999656677246
2022-08-23,15.859999656677246
2022-08-24,15.739999771118164
2022-08-25,16.059999465942383
2022-08-26,15.649999618530273
2022-08-29,15.960000038146973
2022-08-30,15.949999809265137
2022-08-31,15.850000381469727
2022-09-01,15.40999984741211
2022-09-02,15.520000457763672
2022-09-06,15.619999885559082
2022-09-07,15.699999809265137
2022-09-08,16.110000610351562
2022-09-09,16.559999465942383
2022-09-12,16.8799991607666
2022-09-13,16.84000015258789
2022-09-14,16.68000030517578
2022-09-15,16.829999923706055
2022-09-16,16.43000030517578
2022-09-19,16.440000534057617
2022-09-20,16.139999389648438
2022-09-21,15.899999618530273
2022-09-22,15.5
2022-09-23,14.90999984741211
2022-09-26,14.619999885559082
2022-09-27,14.609999656677246
2022-09-28,15.029999732971191
2022-09-29,14.670000076293945
