Date,NET
2023-01-06,39.900001525878906
2023-01-09,40.400001525878906
2023-01-10,41.79999923706055
2023-01-11,43.529998779296875
2023-01-12,43.47999954223633
2023-01-13,43.93000030517578
2023-01-17,46.36000061035156
2023-01-18,44.25
2023-01-19,42.70000076293945
2023-01-20,45.599998474121094
2023-01-23,47.619998931884766
2023-01-24,46.66999816894531
2023-01-25,46.15999984741211
2023-01-26,49.52000045776367
2023-01-27,53.11000061035156
2023-01-30,49.970001220703125
2023-01-31,52.90999984741211
2023-02-01,55.5099983215332
2023-02-02,63.290000915527344
2023-02-03,59.43000030517578
2023-02-06,56.650001525878906
2023-02-07,58.369998931884766
2023-02-08,58.06999969482422
2023-02-09,58.16999816894531
2023-02-10,60.099998474121094
2023-02-13,64.08000183105469
2023-02-14,68.37999725341797
2023-02-15,72.4000015258789
2023-02-16,68.31999969482422
2023-02-17,64.44999694824219
2023-02-21,61.939998626708984
2023-02-22,61.470001220703125
2023-02-23,61.7400016784668
2023-02-24,59.20000076293945
2023-02-27,60.2599983215332
2023-02-28,60.0099983215332
2023-03-01,58.5099983215332
2023-03-02,59.400001525878906
2023-03-03,61.58000183105469
2023-03-06,60.099998474121094
2023-03-07,59.599998474121094
2023-03-08,59.29999923706055
2023-03-09,57.369998931884766
2023-03-10,52.720001220703125
2023-03-13,55.25
2023-03-14,54.79999923706055
2023-03-15,55.25
2023-03-16,55.529998779296875
2023-03-17,54.529998779296875
2023-03-20,53.720001220703125
2023-03-21,57.2599983215332
2023-03-22,55.439998626708984
2023-03-23,58.18000030517578
2023-03-24,56.63999938964844
2023-03-27,56.099998474121094
2023-03-28,56.47999954223633
2023-03-29,57.09000015258789
2023-03-30,58.90999984741211
2023-03-31,61.65999984741211
2023-04-03,61.18000030517578
2023-04-04,61.22999954223633
2023-04-05,57.63999938964844
2023-04-06,59.08000183105469
2023-04-10,58.86000061035156
2023-04-11,60.70000076293945
2023-04-12,63.040000915527344
2023-04-13,64.87999725341797
2023-04-14,64.68000030517578
2023-04-17,64.69999694824219
2023-04-18,64.45999908447266
2023-04-19,62.869998931884766
2023-04-20,62.40999984741211
2023-04-21,62.79999923706055
2023-04-24,62.5
2023-04-25,58.09000015258789
2023-04-26,59.52000045776367
2023-04-27,59.58000183105469
2023-04-28,47.04999923706055
2023-05-01,44.720001220703125
2023-05-02,42.880001068115234
2023-05-03,41.900001525878906
2023-05-04,40.47999954223633
2023-05-05,44.06999969482422
2023-05-08,46.310001373291016
2023-05-09,47.150001525878906
2023-05-10,49.209999084472656
2023-05-11,50.02000045776367
2023-05-12,49.43000030517578
2023-05-15,51.209999084472656
2023-05-16,51.209999084472656
2023-05-17,54.20000076293945
2023-05-18,58.52000045776367
2023-05-19,57.9900016784668
2023-05-22,56.79999923706055
2023-05-23,55.91999816894531
2023-05-24,56.22999954223633
2023-05-25,58.029998779296875
2023-05-26,61.13999938964844
2023-05-30,66.16000366210938
2023-05-31,69.16000366210938
2023-06-01,69.6500015258789
2023-06-02,70.63999938964844
2023-06-05,69.91000366210938
2023-06-06,68.62000274658203
2023-06-07,62.779998779296875
2023-06-08,63.119998931884766
2023-06-09,63.81999969482422
2023-06-12,65.25
2023-06-13,69.12000274658203
2023-06-14,68.87000274658203
2023-06-15,70.25
2023-06-16,67.62999725341797
2023-06-20,67.18000030517578
2023-06-21,63.9900016784668
2023-06-22,65.0
2023-06-23,63.40999984741211
2023-06-26,63.189998626708984
2023-06-27,63.93000030517578
2023-06-28,66.4800033569336
2023-06-29,64.08000183105469
2023-06-30,65.37000274658203
2023-07-03,65.81999969482422
2023-07-05,65.08000183105469
2023-07-06,63.150001525878906
2023-07-07,62.36000061035156
2023-07-10,65.4800033569336
2023-07-11,67.94000244140625
2023-07-12,64.2300033569336
2023-07-13,67.62000274658203
2023-07-14,66.54000091552734
2023-07-17,71.18000030517578
2023-07-18,72.93000030517578
2023-07-19,72.69999694824219
2023-07-20,67.2699966430664
2023-07-21,66.56999969482422
2023-07-24,65.38999938964844
2023-07-25,67.08999633789062
2023-07-26,65.73999786376953
2023-07-27,64.76000213623047
2023-07-28,66.93000030517578
2023-07-31,68.7699966430664
2023-08-01,68.62999725341797
2023-08-02,64.11000061035156
2023-08-03,65.04000091552734
2023-08-04,69.5199966430664
2023-08-07,67.79000091552734
2023-08-08,66.58999633789062
2023-08-09,63.59000015258789
2023-08-10,63.290000915527344
2023-08-11,63.61000061035156
2023-08-14,65.63999938964844
2023-08-15,62.11000061035156
2023-08-16,60.849998474121094
2023-08-17,58.310001373291016
2023-08-18,58.97999954223633
2023-08-21,58.56999969482422
2023-08-22,59.79999923706055
2023-08-23,63.11000061035156
2023-08-24,59.900001525878906
2023-08-25,62.20000076293945
2023-08-28,61.83000183105469
2023-08-29,63.22999954223633
2023-08-30,64.41000366210938
2023-08-31,65.02999877929688
2023-09-01,63.9900016784668
2023-09-05,65.30999755859375
2023-09-06,63.9900016784668
2023-09-07,63.529998779296875
2023-09-08,62.68000030517578
2023-09-11,65.45999908447266
2023-09-12,64.83000183105469
2023-09-13,64.45999908447266
2023-09-14,65.58000183105469
2023-09-15,62.7599983215332
2023-09-18,61.720001220703125
2023-09-19,60.16999816894531
2023-09-20,60.0099983215332
2023-09-21,56.54999923706055
2023-09-22,57.7599983215332
2023-09-25,57.75
2023-09-26,56.68000030517578
2023-09-27,60.540000915527344
2023-09-28,63.09000015258789
2023-09-29,63.040000915527344
2023-10-02,62.5099983215332
2023-10-03,58.400001525878906
2023-10-04,59.25
2023-10-05,58.16999816894531
2023-10-06,62.54999923706055
2023-10-09,63.689998626708984
2023-10-10,65.55999755859375
2023-10-11,65.29000091552734
2023-10-12,62.619998931884766
2023-10-13,61.15999984741211
2023-10-16,63.5099983215332
2023-10-17,64.62999725341797
2023-10-18,62.43000030517578
2023-10-19,62.790000915527344
2023-10-20,59.380001068115234
2023-10-23,58.70000076293945
2023-10-24,59.630001068115234
2023-10-25,56.4900016784668
2023-10-26,55.529998779296875
2023-10-27,55.349998474121094
2023-10-30,55.880001068115234
2023-10-31,56.689998626708984
2023-11-01,54.95000076293945
2023-11-02,56.58000183105469
2023-11-03,64.41999816894531
2023-11-06,63.11000061035156
2023-11-07,66.0
2023-11-08,64.58000183105469
2023-11-09,62.18000030517578
2023-11-10,63.08000183105469
2023-11-13,63.88999938964844
2023-11-14,70.61000061035156
2023-11-15,70.80999755859375
2023-11-16,70.69999694824219
2023-11-17,72.69000244140625
2023-11-20,72.80999755859375
2023-11-21,73.8499984741211
2023-11-22,73.68000030517578
2023-11-24,73.4000015258789
2023-11-27,73.94999694824219
2023-11-28,74.54000091552734
2023-11-29,78.30999755859375
2023-11-30,77.1500015258789
2023-12-01,78.77999877929688
2023-12-04,79.81999969482422
2023-12-05,77.94999694824219
2023-12-06,76.66000366210938
2023-12-07,76.80000305175781
2023-12-08,77.5199966430664
2023-12-11,77.81999969482422
2023-12-12,78.19000244140625
2023-12-13,80.37999725341797
2023-12-14,84.66000366210938
2023-12-15,85.05000305175781
2023-12-18,84.69999694824219
2023-12-19,85.51000213623047
2023-12-20,82.83000183105469
2023-12-21,84.8499984741211
2023-12-22,84.31999969482422
2023-12-26,85.76000213623047
2023-12-27,85.55000305175781
2023-12-28,84.68000030517578
2023-12-29,83.26000213623047
2024-01-02,79.3499984741211
2024-01-03,76.38999938964844
2024-01-04,76.83000183105469
2024-01-05,76.27999877929688
2024-01-08,79.63999938964844
2024-01-09,81.62999725341797
2024-01-10,80.97000122070312
2024-01-11,80.81999969482422
2024-01-12,79.37000274658203
2024-01-16,78.44999694824219
2024-01-17,77.06999969482422
2024-01-18,77.95999908447266
2024-01-19,81.3499984741211
2024-01-22,84.68000030517578
2024-01-23,83.93000030517578
2024-01-24,82.33000183105469
2024-01-25,81.86000061035156
2024-01-26,80.18000030517578
2024-01-29,84.30000305175781
2024-01-30,82.95999908447266
2024-01-31,79.05000305175781
2024-02-01,79.58999633789062
2024-02-02,82.6500015258789
2024-02-05,80.81999969482422
2024-02-06,81.58999633789062
2024-02-07,83.3499984741211
2024-02-08,90.30999755859375
2024-02-09,107.91999816894531
2024-02-12,105.62000274658203
2024-02-13,99.87999725341797
2024-02-14,104.37000274658203
2024-02-15,101.22000122070312
2024-02-16,98.5199966430664
2024-02-20,97.98999786376953
2024-02-21,95.08999633789062
2024-02-22,99.47000122070312
2024-02-23,98.44999694824219
2024-02-26,99.08000183105469
2024-02-27,98.25
2024-02-28,97.4800033569336
2024-02-29,98.54000091552734
2024-03-01,99.91999816894531
2024-03-04,100.87999725341797
2024-03-05,95.97000122070312
2024-03-06,97.48999786376953
2024-03-07,100.75
2024-03-08,97.98999786376953
2024-03-11,97.05999755859375
2024-03-12,96.75
2024-03-13,95.9000015258789
2024-03-14,94.20999908447266
2024-03-15,91.5999984741211
2024-03-18,94.63999938964844
2024-03-19,95.16999816894531
2024-03-20,97.9800033569336
2024-03-21,96.41000366210938
2024-03-22,96.56999969482422
2024-03-25,96.08000183105469
2024-03-26,99.06999969482422
2024-03-27,96.55000305175781
2024-03-28,96.83000183105469
2024-04-01,95.66000366210938
2024-04-02,94.97000122070312
2024-04-03,94.66999816894531
2024-04-04,93.25
2024-04-05,96.16000366210938
2024-04-08,95.33000183105469
2024-04-09,97.0
2024-04-10,94.83000183105469
2024-04-11,96.08000183105469
2024-04-12,93.76000213623047
2024-04-15,90.33999633789062
2024-04-16,91.04000091552734
2024-04-17,88.0
2024-04-18,86.70999908447266
2024-04-19,84.0999984741211
2024-04-22,84.69000244140625
2024-04-23,87.87999725341797
2024-04-24,87.68000030517578
2024-04-25,86.76000213623047
2024-04-26,88.01000213623047
2024-04-29,89.6500015258789
2024-04-30,87.4000015258789
2024-05-01,88.04000091552734
2024-05-02,88.97000122070312
2024-05-03,74.4000015258789
2024-05-06,74.30000305175781
2024-05-07,74.12999725341797
2024-05-08,72.44999694824219
2024-05-09,73.33999633789062
2024-05-10,71.91999816894531
2024-05-13,73.56999969482422
2024-05-14,73.3499984741211
2024-05-15,74.25
2024-05-16,75.13999938964844
2024-05-17,75.2300033569336
2024-05-20,75.62000274658203
2024-05-21,74.37999725341797
2024-05-22,74.9800033569336
2024-05-23,73.62000274658203
2024-05-24,74.19000244140625
2024-05-28,73.87000274658203
2024-05-29,75.19999694824219
2024-05-30,67.9800033569336
2024-05-31,67.69000244140625
2024-06-03,67.43000030517578
2024-06-04,68.0199966430664
2024-06-05,69.8499984741211
2024-06-06,71.25
2024-06-07,70.7300033569336
2024-06-10,71.72000122070312
2024-06-11,72.62999725341797
2024-06-12,75.41999816894531
2024-06-13,73.51000213623047
2024-06-14,75.58999633789062
2024-06-17,77.68000030517578
2024-06-18,79.08000183105469
2024-06-20,78.44999694824219
2024-06-21,77.94000244140625
2024-06-24,78.5999984741211
2024-06-25,80.66000366210938
2024-06-26,79.27999877929688
2024-06-27,81.79000091552734
2024-06-28,82.83000183105469
2024-07-01,83.94999694824219
2024-07-02,85.05000305175781
2024-07-03,84.52999877929688
2024-07-05,86.95999908447266
2024-07-08,84.87999725341797
2024-07-09,82.58000183105469
2024-07-10,82.37000274658203
2024-07-11,82.0199966430664
2024-07-12,82.20999908447266
2024-07-15,83.43000030517578
2024-07-16,83.94999694824219
2024-07-17,80.58000183105469
2024-07-18,78.5199966430664
2024-07-19,78.66000366210938
2024-07-22,78.66000366210938
2024-07-23,80.97000122070312
2024-07-24,76.0
2024-07-25,78.04000091552734
2024-07-26,78.05999755859375
2024-07-29,77.37000274658203
2024-07-30,76.02999877929688
2024-07-31,77.5
2024-08-01,74.4000015258789
2024-08-02,79.45999908447266
2024-08-05,77.69999694824219
2024-08-06,76.23999786376953
2024-08-07,76.37000274658203
2024-08-08,76.81999969482422
2024-08-09,77.70999908447266
2024-08-12,76.62999725341797
2024-08-13,81.75
2024-08-14,81.45999908447266
2024-08-15,82.16000366210938
2024-08-16,82.37999725341797
2024-08-19,84.06999969482422
2024-08-20,82.33000183105469
2024-08-21,82.37000274658203
2024-08-22,80.62999725341797
2024-08-23,82.38999938964844
2024-08-26,81.63999938964844
2024-08-27,81.26000213623047
2024-08-28,79.8499984741211
2024-08-29,81.27999877929688
2024-08-30,82.13999938964844
2024-09-03,78.11000061035156
2024-09-04,78.02999877929688
2024-09-05,78.4000015258789
2024-09-06,76.05000305175781
2024-09-09,76.23999786376953
2024-09-10,76.80999755859375
2024-09-11,78.55999755859375
2024-09-12,78.86000061035156
2024-09-13,78.58999633789062
2024-09-16,79.93000030517578
2024-09-17,79.11000061035156
2024-09-18,78.08999633789062
2024-09-19,82.83000183105469
2024-09-20,82.44999694824219
2024-09-23,85.61000061035156
2024-09-24,85.5
2024-09-25,83.41000366210938
2024-09-26,82.36000061035156
2024-09-27,81.58999633789062
2024-09-30,80.88999938964844
2024-10-01,78.11000061035156
2024-10-02,79.33999633789062
2024-10-03,79.43000030517578
2024-10-04,83.43000030517578
2024-10-07,80.48999786376953
2024-10-08,81.76000213623047
2024-10-09,84.94999694824219
2024-10-10,92.45999908447266
2024-10-11,93.47000122070312
2024-10-14,93.75
2024-10-15,93.80000305175781
2024-10-16,91.33999633789062
2024-10-17,90.4000015258789
2024-10-18,90.80000305175781
2024-10-21,90.73999786376953
2024-10-22,88.45999908447266
2024-10-23,87.63999938964844
2024-10-24,89.56999969482422
2024-10-25,88.76000213623047
2024-10-28,87.94000244140625
2024-10-29,89.5199966430664
2024-10-30,89.8499984741211
2024-10-31,87.70999908447266
2024-11-01,87.55000305175781
2024-11-04,86.48999786376953
2024-11-05,87.70999908447266
2024-11-06,92.51000213623047
2024-11-07,95.66000366210938
2024-11-08,91.25
2024-11-11,93.2300033569336
2024-11-12,90.91000366210938
2024-11-13,94.16000366210938
2024-11-14,91.93000030517578
2024-11-15,89.7699966430664
2024-11-18,92.29000091552734
2024-11-19,96.37000274658203
2024-11-20,96.47000122070312
2024-11-21,104.23999786376953
