Date,GWRE
2022-02-28,88.1500015258789
2022-03-01,88.16999816894531
2022-03-02,89.43000030517578
2022-03-03,88.6500015258789
2022-03-04,88.63999938964844
2022-03-07,88.66000366210938
2022-03-08,86.73999786376953
2022-03-09,90.4000015258789
2022-03-10,89.6500015258789
2022-03-11,86.56999969482422
2022-03-14,84.41000366210938
2022-03-15,84.94999694824219
2022-03-16,87.44000244140625
2022-03-17,90.08000183105469
2022-03-18,93.66999816894531
2022-03-21,93.87000274658203
2022-03-22,94.9800033569336
2022-03-23,93.05999755859375
2022-03-24,94.23999786376953
2022-03-25,91.8499984741211
2022-03-28,93.04000091552734
2022-03-29,96.91000366210938
2022-03-30,95.41999816894531
2022-03-31,94.62000274658203
2022-04-01,94.45999908447266
2022-04-04,95.69000244140625
2022-04-05,93.86000061035156
2022-04-06,92.70999908447266
2022-04-07,92.91000366210938
2022-04-08,91.54000091552734
2022-04-11,90.5199966430664
2022-04-12,90.87000274658203
2022-04-13,92.7300033569336
2022-04-14,91.13999938964844
2022-04-18,90.0199966430664
2022-04-19,93.01000213623047
2022-04-20,93.55000305175781
2022-04-21,91.76000213623047
2022-04-22,89.7300033569336
2022-04-25,90.86000061035156
2022-04-26,87.45999908447266
2022-04-27,87.72000122070312
2022-04-28,89.61000061035156
2022-04-29,86.94000244140625
2022-05-02,86.5999984741211
2022-05-03,85.06999969482422
2022-05-04,85.33999633789062
2022-05-05,80.33999633789062
2022-05-06,77.19999694824219
2022-05-09,74.08000183105469
2022-05-10,73.01000213623047
2022-05-11,72.29000091552734
2022-05-12,76.0999984741211
2022-05-13,80.38999938964844
2022-05-16,79.2699966430664
2022-05-17,80.11000061035156
2022-05-18,76.76000213623047
2022-05-19,77.23999786376953
2022-05-20,77.5999984741211
2022-05-23,77.48999786376953
2022-05-24,75.80000305175781
2022-05-25,78.79000091552734
2022-05-26,79.97000122070312
2022-05-27,82.58000183105469
2022-05-31,79.94000244140625
2022-06-01,78.4800033569336
2022-06-02,82.27999877929688
2022-06-03,79.94999694824219
2022-06-06,79.4800033569336
2022-06-07,80.43000030517578
2022-06-08,80.58000183105469
2022-06-09,77.19000244140625
2022-06-10,75.16999816894531
2022-06-13,72.70999908447266
2022-06-14,71.2300033569336
2022-06-15,73.7699966430664
2022-06-16,70.20999908447266
2022-06-17,72.95999908447266
2022-06-21,72.04000091552734
2022-06-22,72.47000122070312
2022-06-23,75.31999969482422
2022-06-24,77.91999816894531
2022-06-27,76.08000183105469
2022-06-28,74.44999694824219
2022-06-29,74.13999938964844
2022-06-30,70.98999786376953
2022-07-01,71.11000061035156
2022-07-05,74.83999633789062
2022-07-06,73.94999694824219
2022-07-07,75.41999816894531
2022-07-08,75.44999694824219
2022-07-11,74.0
2022-07-12,72.48999786376953
2022-07-13,71.33999633789062
2022-07-14,69.5999984741211
2022-07-15,70.62999725341797
2022-07-18,70.31999969482422
2022-07-19,72.22000122070312
2022-07-20,75.62999725341797
2022-07-21,77.19999694824219
2022-07-22,76.06999969482422
2022-07-25,75.31999969482422
2022-07-26,73.37999725341797
2022-07-27,75.86000061035156
2022-07-28,77.27999877929688
2022-07-29,77.72000122070312
2022-08-01,77.44999694824219
2022-08-02,78.22000122070312
2022-08-03,79.95999908447266
2022-08-04,79.69999694824219
2022-08-05,78.44999694824219
2022-08-08,80.11000061035156
2022-08-09,78.6500015258789
2022-08-10,81.9000015258789
2022-08-11,81.06999969482422
2022-08-12,81.97000122070312
2022-08-15,82.31999969482422
2022-08-16,81.54000091552734
2022-08-17,79.9800033569336
2022-08-18,79.47000122070312
2022-08-19,77.02999877929688
2022-08-22,75.0
2022-08-23,74.05000305175781
2022-08-24,74.91999816894531
2022-08-25,75.81999969482422
2022-08-26,72.25
2022-08-29,71.86000061035156
