Date,VALE
2022-02-28,18.489999771118164
2022-03-01,18.860000610351562
2022-03-02,19.469999313354492
2022-03-03,19.84000015258789
2022-03-04,20.149999618530273
2022-03-07,20.600000381469727
2022-03-08,19.81999969482422
2022-03-09,18.719999313354492
2022-03-10,19.309999465942383
2022-03-11,19.06999969482422
2022-03-14,17.799999237060547
2022-03-15,17.239999771118164
2022-03-16,17.75
2022-03-17,18.700000762939453
2022-03-18,19.059999465942383
2022-03-21,19.940000534057617
2022-03-22,19.559999465942383
2022-03-23,19.93000030517578
2022-03-24,20.020000457763672
2022-03-25,19.940000534057617
2022-03-28,19.969999313354492
2022-03-29,19.950000762939453
2022-03-30,20.030000686645508
2022-03-31,19.989999771118164
2022-04-01,20.829999923706055
2022-04-04,21.229999542236328
2022-04-05,20.329999923706055
2022-04-06,20.479999542236328
2022-04-07,20.479999542236328
2022-04-08,20.100000381469727
2022-04-11,20.010000228881836
2022-04-12,19.93000030517578
2022-04-13,19.90999984741211
2022-04-14,19.479999542236328
2022-04-18,19.329999923706055
2022-04-19,18.75
2022-04-20,18.450000762939453
2022-04-21,17.649999618530273
2022-04-22,16.700000762939453
2022-04-25,16.18000030517578
2022-04-26,15.609999656677246
2022-04-27,16.399999618530273
2022-04-28,17.0
2022-04-29,16.889999389648438
2022-05-02,16.389999389648438
2022-05-03,16.639999389648438
2022-05-04,16.600000381469727
2022-05-05,16.010000228881836
2022-05-06,15.720000267028809
2022-05-09,14.8100004196167
2022-05-10,14.699999809265137
2022-05-11,15.239999771118164
2022-05-12,15.149999618530273
2022-05-13,15.420000076293945
2022-05-16,15.84000015258789
2022-05-17,16.110000610351562
2022-05-18,15.619999885559082
2022-05-19,16.219999313354492
2022-05-20,16.719999313354492
2022-05-23,17.209999084472656
2022-05-24,17.43000030517578
2022-05-25,17.489999771118164
2022-05-26,17.6200008392334
2022-05-27,18.09000015258789
2022-05-31,18.049999237060547
2022-06-01,18.34000015258789
2022-06-02,18.809999465942383
2022-06-03,18.540000915527344
2022-06-06,18.540000915527344
2022-06-07,18.649999618530273
2022-06-08,17.889999389648438
2022-06-09,17.09000015258789
2022-06-10,16.860000610351562
2022-06-13,15.890000343322754
2022-06-14,15.829999923706055
2022-06-15,16.260000228881836
2022-06-16,15.520000457763672
2022-06-17,14.930000305175781
2022-06-21,14.720000267028809
2022-06-22,14.479999542236328
2022-06-23,13.920000076293945
2022-06-24,14.199999809265137
2022-06-27,14.880000114440918
2022-06-28,15.020000457763672
2022-06-29,15.1899995803833
2022-06-30,14.630000114440918
2022-07-01,14.149999618530273
2022-07-05,13.789999961853027
2022-07-06,13.789999961853027
2022-07-07,14.489999771118164
2022-07-08,14.25
2022-07-11,13.5
2022-07-12,13.380000114440918
2022-07-13,13.460000038146973
2022-07-14,12.489999771118164
2022-07-15,12.649999618530273
2022-07-18,12.699999809265137
2022-07-19,12.699999809265137
2022-07-20,12.430000305175781
2022-07-21,12.510000228881836
2022-07-22,12.59000015258789
2022-07-25,13.149999618530273
2022-07-26,13.140000343322754
2022-07-27,13.479999542236328
2022-07-28,13.65999984741211
2022-07-29,13.460000038146973
2022-08-01,13.140000343322754
2022-08-02,13.380000114440918
2022-08-03,12.800000190734863
2022-08-04,12.859999656677246
2022-08-05,13.199999809265137
2022-08-08,13.359999656677246
2022-08-09,13.619999885559082
2022-08-10,13.760000228881836
2022-08-11,14.010000228881836
2022-08-12,13.600000381469727
2022-08-15,13.40999984741211
2022-08-16,13.579999923706055
2022-08-17,13.210000038146973
2022-08-18,13.100000381469727
2022-08-19,12.880000114440918
2022-08-22,12.770000457763672
2022-08-23,13.760000228881836
2022-08-24,13.3100004196167
2022-08-25,13.539999961853027
2022-08-26,13.449999809265137
2022-08-29,13.25
2022-08-30,12.630000114440918
2022-08-31,12.420000076293945
2022-09-01,12.149999618530273
2022-09-02,12.170000076293945
2022-09-06,12.140000343322754
2022-09-07,12.270000457763672
2022-09-08,12.34000015258789
2022-09-09,13.510000228881836
2022-09-12,13.779999732971191
2022-09-13,13.149999618530273
2022-09-14,12.920000076293945
2022-09-15,13.050000190734863
2022-09-16,12.979999542236328
2022-09-19,13.600000381469727
2022-09-20,13.399999618530273
2022-09-21,13.130000114440918
2022-09-22,13.640000343322754
2022-09-23,13.039999961853027
2022-09-26,12.59000015258789
2022-09-27,12.550000190734863
2022-09-28,12.770000457763672
2022-09-29,12.65999984741211
2022-09-30,13.319999694824219
2022-10-03,14.25
2022-10-04,14.640000343322754
2022-10-05,14.800000190734863
2022-10-06,14.510000228881836
2022-10-07,14.420000076293945
2022-10-10,14.09000015258789
2022-10-11,13.850000381469727
