Date,RELX
2022-02-28,30.530000686645508
2022-03-01,30.43000030517578
2022-03-02,31.15999984741211
2022-03-03,30.93000030517578
2022-03-04,29.90999984741211
2022-03-07,28.780000686645508
2022-03-08,27.25
2022-03-09,28.420000076293945
2022-03-10,27.559999465942383
2022-03-11,27.329999923706055
2022-03-14,27.600000381469727
2022-03-15,28.540000915527344
2022-03-16,29.489999771118164
2022-03-17,30.15999984741211
2022-03-18,30.520000457763672
2022-03-21,30.389999389648438
2022-03-22,30.729999542236328
2022-03-23,30.440000534057617
2022-03-24,30.68000030517578
2022-03-25,30.610000610351562
2022-03-28,30.809999465942383
2022-03-29,31.399999618530273
2022-03-30,31.209999084472656
2022-03-31,31.100000381469727
2022-04-01,31.139999389648438
2022-04-04,31.6299991607666
2022-04-05,31.780000686645508
2022-04-06,31.920000076293945
2022-04-07,32.189998626708984
2022-04-08,31.700000762939453
2022-04-11,31.56999969482422
2022-04-12,31.040000915527344
2022-04-13,31.540000915527344
2022-04-14,31.579999923706055
2022-04-18,31.520000457763672
2022-04-19,31.360000610351562
2022-04-20,31.350000381469727
2022-04-21,30.959999084472656
2022-04-22,30.530000686645508
2022-04-25,30.8799991607666
2022-04-26,30.139999389648438
2022-04-27,30.219999313354492
2022-04-28,30.31999969482422
2022-04-29,29.450000762939453
2022-05-02,29.290000915527344
2022-05-03,29.34000015258789
2022-05-04,29.940000534057617
2022-05-05,29.25
2022-05-06,28.530000686645508
2022-05-09,28.170000076293945
2022-05-10,28.399999618530273
2022-05-11,27.81999969482422
2022-05-12,27.43000030517578
2022-05-13,28.209999084472656
2022-05-16,28.43000030517578
2022-05-17,28.799999237060547
2022-05-18,28.139999389648438
2022-05-19,28.020000457763672
2022-05-20,28.40999984741211
2022-05-23,29.020000457763672
2022-05-24,29.1299991607666
2022-05-25,28.700000762939453
2022-05-26,28.719999313354492
2022-05-27,29.020000457763672
2022-05-31,28.639999389648438
2022-06-01,27.639999389648438
2022-06-02,28.079999923706055
2022-06-03,27.760000228881836
2022-06-06,27.950000762939453
2022-06-07,28.1299991607666
2022-06-08,27.600000381469727
2022-06-09,27.030000686645508
2022-06-10,26.610000610351562
2022-06-13,26.030000686645508
2022-06-14,24.940000534057617
2022-06-15,25.729999542236328
2022-06-16,25.5
2022-06-17,25.540000915527344
2022-06-21,25.75
2022-06-22,25.959999084472656
2022-06-23,26.09000015258789
2022-06-24,27.209999084472656
2022-06-27,27.290000915527344
2022-06-28,26.770000457763672
2022-06-29,27.059999465942383
2022-06-30,26.940000534057617
2022-07-01,26.760000228881836
2022-07-05,26.31999969482422
2022-07-06,27.09000015258789
2022-07-07,27.149999618530273
2022-07-08,26.989999771118164
2022-07-11,26.959999084472656
2022-07-12,26.790000915527344
2022-07-13,26.90999984741211
2022-07-14,27.030000686645508
2022-07-15,27.3799991607666
2022-07-18,27.290000915527344
2022-07-19,27.8700008392334
2022-07-20,27.719999313354492
2022-07-21,28.229999542236328
2022-07-22,28.229999542236328
2022-07-25,28.270000457763672
2022-07-26,28.280000686645508
2022-07-27,28.719999313354492
2022-07-28,29.18000030517578
2022-07-29,29.520000457763672
2022-08-01,29.530000686645508
2022-08-02,29.260000228881836
2022-08-03,29.540000915527344
2022-08-04,29.43000030517578
2022-08-05,28.889999389648438
2022-08-08,29.0
2022-08-09,29.040000915527344
2022-08-10,29.5
2022-08-11,28.90999984741211
2022-08-12,29.010000228881836
2022-08-15,28.989999771118164
2022-08-16,28.950000762939453
2022-08-17,28.860000610351562
2022-08-18,28.959999084472656
2022-08-19,28.790000915527344
2022-08-22,28.639999389648438
2022-08-23,28.040000915527344
2022-08-24,28.040000915527344
2022-08-25,28.31999969482422
2022-08-26,26.690000534057617
2022-08-29,26.56999969482422
2022-08-30,26.520000457763672
2022-08-31,26.18000030517578
2022-09-01,25.93000030517578
2022-09-02,25.610000610351562
2022-09-06,25.639999389648438
2022-09-07,26.1299991607666
2022-09-08,26.139999389648438
2022-09-09,26.6200008392334
2022-09-12,26.809999465942383
2022-09-13,26.049999237060547
2022-09-14,25.950000762939453
2022-09-15,25.540000915527344
2022-09-16,25.40999984741211
2022-09-19,25.530000686645508
2022-09-20,25.030000686645508
2022-09-21,24.899999618530273
2022-09-22,24.389999389648438
2022-09-23,23.860000610351562
2022-09-26,23.579999923706055
2022-09-27,23.719999313354492
2022-09-28,24.030000686645508
2022-09-29,24.15999984741211
2022-09-30,24.309999465942383
