Date,TU
2022-02-28,25.239999771118164
2022-03-01,25.139999389648438
2022-03-02,25.670000076293945
2022-03-03,25.8799991607666
2022-03-04,26.350000381469727
2022-03-07,26.25
2022-03-08,25.670000076293945
2022-03-09,26.1200008392334
2022-03-10,26.030000686645508
2022-03-11,26.15999984741211
2022-03-14,25.520000457763672
2022-03-15,25.479999542236328
2022-03-16,25.729999542236328
2022-03-17,25.81999969482422
2022-03-18,25.639999389648438
2022-03-21,25.65999984741211
2022-03-22,25.6299991607666
2022-03-23,25.5
2022-03-24,25.6299991607666
2022-03-25,25.770000457763672
2022-03-28,25.610000610351562
2022-03-29,25.799999237060547
2022-03-30,25.84000015258789
2022-03-31,26.139999389648438
2022-04-01,26.6200008392334
2022-04-04,26.649999618530273
2022-04-05,26.860000610351562
2022-04-06,27.049999237060547
2022-04-07,27.25
2022-04-08,27.399999618530273
2022-04-11,26.8700008392334
2022-04-12,26.450000762939453
2022-04-13,26.639999389648438
2022-04-14,26.729999542236328
2022-04-18,26.600000381469727
2022-04-19,26.610000610351562
2022-04-20,27.149999618530273
2022-04-21,26.799999237060547
2022-04-22,26.190000534057617
2022-04-25,26.18000030517578
2022-04-26,25.579999923706055
2022-04-27,25.479999542236328
2022-04-28,25.59000015258789
2022-04-29,25.010000228881836
2022-05-02,24.760000228881836
2022-05-03,24.940000534057617
2022-05-04,25.170000076293945
2022-05-05,24.639999389648438
2022-05-06,25.06999969482422
2022-05-09,24.450000762939453
2022-05-10,24.079999923706055
2022-05-11,23.899999618530273
2022-05-12,23.770000457763672
2022-05-13,24.260000228881836
2022-05-16,24.780000686645508
2022-05-17,24.770000457763672
2022-05-18,24.309999465942383
2022-05-19,23.920000076293945
2022-05-20,24.239999771118164
2022-05-23,24.549999237060547
2022-05-24,24.489999771118164
2022-05-25,24.510000228881836
2022-05-26,24.510000228881836
2022-05-27,24.770000457763672
2022-05-31,25.040000915527344
2022-06-01,24.81999969482422
2022-06-02,25.270000457763672
2022-06-03,25.049999237060547
2022-06-06,25.18000030517578
2022-06-07,25.440000534057617
2022-06-08,24.90999984741211
2022-06-09,24.170000076293945
2022-06-10,23.770000457763672
2022-06-13,23.190000534057617
2022-06-14,22.6200008392334
2022-06-15,22.760000228881836
2022-06-16,21.360000610351562
2022-06-17,22.030000686645508
2022-06-21,22.299999237060547
2022-06-22,21.979999542236328
2022-06-23,21.920000076293945
2022-06-24,22.40999984741211
2022-06-27,22.559999465942383
2022-06-28,22.190000534057617
2022-06-29,22.329999923706055
2022-06-30,22.280000686645508
2022-07-01,22.530000686645508
2022-07-05,22.1299991607666
2022-07-06,22.18000030517578
2022-07-07,22.290000915527344
2022-07-08,22.190000534057617
2022-07-11,22.270000457763672
2022-07-12,22.1299991607666
2022-07-13,22.25
2022-07-14,21.959999084472656
2022-07-15,21.959999084472656
2022-07-18,21.989999771118164
2022-07-19,22.3700008392334
2022-07-20,22.329999923706055
2022-07-21,22.3799991607666
2022-07-22,22.3700008392334
2022-07-25,22.559999465942383
2022-07-26,22.40999984741211
2022-07-27,22.6200008392334
2022-07-28,22.940000534057617
2022-07-29,23.0
2022-08-01,22.920000076293945
2022-08-02,22.6299991607666
2022-08-03,22.540000915527344
2022-08-04,22.5
2022-08-05,22.360000610351562
2022-08-08,22.639999389648438
2022-08-09,22.68000030517578
2022-08-10,23.040000915527344
2022-08-11,23.350000381469727
2022-08-12,23.600000381469727
2022-08-15,23.31999969482422
2022-08-16,23.610000610351562
2022-08-17,23.450000762939453
2022-08-18,23.40999984741211
2022-08-19,23.65999984741211
2022-08-22,23.299999237060547
2022-08-23,23.229999542236328
2022-08-24,23.229999542236328
2022-08-25,23.489999771118164
2022-08-26,23.09000015258789
2022-08-29,23.139999389648438
2022-08-30,22.809999465942383
2022-08-31,22.520000457763672
2022-09-01,22.479999542236328
2022-09-02,22.610000610351562
2022-09-06,22.170000076293945
2022-09-07,22.290000915527344
2022-09-08,22.020000457763672
2022-09-09,22.510000228881836
2022-09-12,22.68000030517578
2022-09-13,21.899999618530273
2022-09-14,21.670000076293945
2022-09-15,21.639999389648438
2022-09-16,21.690000534057617
2022-09-19,21.729999542236328
2022-09-20,21.350000381469727
2022-09-21,21.170000076293945
2022-09-22,21.360000610351562
2022-09-23,20.889999389648438
2022-09-26,20.3700008392334
2022-09-27,20.420000076293945
2022-09-28,20.809999465942383
2022-09-29,20.219999313354492
