Date,PHG
2022-02-28,34.06999969482422
2022-03-01,32.54999923706055
2022-03-02,32.15999984741211
2022-03-03,31.329999923706055
2022-03-04,30.5
2022-03-07,29.489999771118164
2022-03-08,29.690000534057617
2022-03-09,31.6299991607666
2022-03-10,31.020000457763672
2022-03-11,30.850000381469727
2022-03-14,31.09000015258789
2022-03-15,31.219999313354492
2022-03-16,32.11000061035156
2022-03-17,31.389999389648438
2022-03-18,31.3700008392334
2022-03-21,30.780000686645508
2022-03-22,31.020000457763672
2022-03-23,30.030000686645508
2022-03-24,29.93000030517578
2022-03-25,29.969999313354492
2022-03-28,30.469999313354492
2022-03-29,31.649999618530273
2022-03-30,31.280000686645508
2022-03-31,30.530000686645508
2022-04-01,31.149999618530273
2022-04-04,31.25
2022-04-05,30.59000015258789
2022-04-06,30.600000381469727
2022-04-07,30.770000457763672
2022-04-08,31.350000381469727
2022-04-11,30.399999618530273
2022-04-12,29.239999771118164
2022-04-13,29.520000457763672
2022-04-14,29.260000228881836
2022-04-18,28.93000030517578
2022-04-19,29.729999542236328
2022-04-20,29.889999389648438
2022-04-21,30.459999084472656
2022-04-22,30.34000015258789
2022-04-25,26.90999984741211
2022-04-26,25.989999771118164
2022-04-27,25.6299991607666
2022-04-28,25.979999542236328
2022-04-29,25.780000686645508
2022-05-02,26.290000915527344
2022-05-03,26.200000762939453
2022-05-04,26.68000030517578
2022-05-05,26.079999923706055
2022-05-06,25.93000030517578
2022-05-09,24.6299991607666
2022-05-10,24.829999923706055
2022-05-11,24.299999237060547
2022-05-12,23.299999237060547
2022-05-13,24.360000610351562
2022-05-16,24.729999542236328
2022-05-17,25.209999084472656
2022-05-18,24.670000076293945
2022-05-19,24.68000030517578
2022-05-20,24.850000381469727
2022-05-23,25.1200008392334
2022-05-24,25.239999771118164
2022-05-25,24.75
2022-05-26,25.479999542236328
2022-05-27,25.540000915527344
2022-05-31,25.93000030517578
2022-06-01,24.530000686645508
2022-06-02,25.229999542236328
2022-06-03,24.760000228881836
2022-06-06,25.200000762939453
2022-06-07,25.3799991607666
2022-06-08,25.3799991607666
2022-06-09,24.1299991607666
2022-06-10,23.260000228881836
2022-06-13,22.149999618530273
2022-06-14,21.84000015258789
2022-06-15,22.610000610351562
2022-06-16,20.440000534057617
2022-06-17,20.81999969482422
2022-06-21,20.899999618530273
2022-06-22,20.84000015258789
2022-06-23,20.6299991607666
2022-06-24,21.690000534057617
2022-06-27,21.989999771118164
2022-06-28,21.290000915527344
2022-06-29,21.31999969482422
2022-06-30,21.530000686645508
2022-07-01,21.229999542236328
2022-07-05,20.989999771118164
2022-07-06,21.149999618530273
2022-07-07,20.860000610351562
2022-07-08,21.600000381469727
2022-07-11,20.799999237060547
2022-07-12,20.780000686645508
2022-07-13,20.6200008392334
2022-07-14,20.450000762939453
2022-07-15,20.90999984741211
2022-07-18,20.93000030517578
2022-07-19,21.780000686645508
2022-07-20,21.790000915527344
2022-07-21,22.149999618530273
2022-07-22,22.139999389648438
2022-07-25,20.549999237060547
2022-07-26,21.360000610351562
2022-07-27,21.270000457763672
2022-07-28,21.059999465942383
2022-07-29,20.739999771118164
2022-08-01,20.239999771118164
2022-08-02,19.700000762939453
2022-08-03,20.030000686645508
2022-08-04,20.34000015258789
2022-08-05,20.530000686645508
2022-08-08,20.729999542236328
2022-08-09,20.049999237060547
2022-08-10,20.1200008392334
2022-08-11,20.15999984741211
2022-08-12,20.209999084472656
2022-08-15,20.100000381469727
2022-08-16,20.59000015258789
2022-08-17,19.479999542236328
2022-08-18,18.889999389648438
2022-08-19,18.649999618530273
2022-08-22,17.81999969482422
2022-08-23,17.790000915527344
2022-08-24,17.75
2022-08-25,17.59000015258789
2022-08-26,16.770000457763672
2022-08-29,16.719999313354492
2022-08-30,16.600000381469727
2022-08-31,16.579999923706055
2022-09-01,16.40999984741211
2022-09-02,16.190000534057617
2022-09-06,17.0
2022-09-07,17.43000030517578
2022-09-08,17.540000915527344
2022-09-09,17.959999084472656
2022-09-12,18.420000076293945
2022-09-13,17.709999084472656
2022-09-14,17.299999237060547
2022-09-15,17.649999618530273
2022-09-16,17.969999313354492
2022-09-19,18.149999618530273
2022-09-20,17.600000381469727
2022-09-21,16.84000015258789
2022-09-22,16.559999465942383
2022-09-23,15.859999656677246
2022-09-26,15.520000457763672
2022-09-27,14.9399995803833
2022-09-28,15.3100004196167
2022-09-29,15.329999923706055
2022-09-30,15.390000343322754
2022-10-03,15.510000228881836
2022-10-04,16.469999313354492
2022-10-05,16.09000015258789
2022-10-06,15.770000457763672
2022-10-07,15.010000228881836
2022-10-10,15.029999732971191
2022-10-11,14.90999984741211
2022-10-12,13.170000076293945
2022-10-13,13.739999771118164
2022-10-14,13.079999923706055
2022-10-17,13.6899995803833
2022-10-18,13.960000038146973
2022-10-19,13.210000038146973
2022-10-20,13.270000457763672
2022-10-21,13.069999694824219
2022-10-24,12.890000343322754
2022-10-25,12.989999771118164
2022-10-26,13.239999771118164
2022-10-27,12.710000038146973
2022-10-28,12.640000343322754
2022-10-31,12.649999618530273
2022-11-01,13.029999732971191
2022-11-02,12.579999923706055
2022-11-03,11.75
2022-11-04,12.59000015258789
2022-11-07,13.020000457763672
2022-11-08,13.050000190734863
2022-11-09,12.680000305175781
2022-11-10,14.100000381469727
2022-11-11,15.039999961853027
2022-11-14,14.930000305175781
2022-11-15,14.859999656677246
2022-11-16,14.609999656677246
2022-11-17,14.270000457763672
2022-11-18,14.109999656677246
2022-11-21,14.0600004196167
2022-11-22,14.079999923706055
2022-11-23,14.289999961853027
2022-11-25,14.770000457763672
2022-11-28,14.420000076293945
2022-11-29,14.569999694824219
2022-11-30,15.039999961853027
2022-12-01,14.989999771118164
2022-12-02,15.270000457763672
2022-12-05,14.9399995803833
2022-12-06,14.199999809265137
2022-12-07,14.199999809265137
2022-12-08,13.979999542236328
2022-12-09,14.149999618530273
2022-12-12,14.170000076293945
2022-12-13,14.569999694824219
2022-12-14,14.609999656677246
2022-12-15,13.880000114440918
2022-12-16,13.609999656677246
2022-12-19,13.430000305175781
2022-12-20,13.1899995803833
2022-12-21,14.020000457763672
2022-12-22,14.470000267028809
2022-12-23,14.90999984741211
2022-12-27,14.899999618530273
2022-12-28,14.649999618530273
2022-12-29,15.25
2022-12-30,14.989999771118164
2023-01-03,15.640000343322754
2023-01-04,16.260000228881836
2023-01-05,16.030000686645508
2023-01-06,16.469999313354492
2023-01-09,16.270000457763672
2023-01-10,16.549999237060547
2023-01-11,16.8700008392334
2023-01-12,17.200000762939453
2023-01-13,17.299999237060547
2023-01-17,16.68000030517578
2023-01-18,16.399999618530273
2023-01-19,16.100000381469727
2023-01-20,16.520000457763672
2023-01-23,17.260000228881836
2023-01-24,16.90999984741211
2023-01-25,16.780000686645508
2023-01-26,16.889999389648438
2023-01-27,16.989999771118164
2023-01-30,17.989999771118164
2023-01-31,17.1200008392334
2023-02-01,17.889999389648438
2023-02-02,18.229999542236328
2023-02-03,17.709999084472656
2023-02-06,17.270000457763672
2023-02-07,17.559999465942383
2023-02-08,17.3799991607666
2023-02-09,16.889999389648438
2023-02-10,16.770000457763672
2023-02-13,16.93000030517578
2023-02-14,17.049999237060547
2023-02-15,17.059999465942383
2023-02-16,17.100000381469727
2023-02-17,17.040000915527344
2023-02-21,16.790000915527344
2023-02-22,16.760000228881836
2023-02-23,16.920000076293945
2023-02-24,16.43000030517578
2023-02-27,16.729999542236328
2023-02-28,16.329999923706055
2023-03-01,16.100000381469727
2023-03-02,16.34000015258789
2023-03-03,16.739999771118164
2023-03-06,16.65999984741211
2023-03-07,16.40999984741211
2023-03-08,16.450000762939453
2023-03-09,16.6200008392334
2023-03-10,16.399999618530273
2023-03-13,16.739999771118164
2023-03-14,17.020000457763672
2023-03-15,16.010000228881836
2023-03-16,16.469999313354492
2023-03-17,16.40999984741211
2023-03-20,16.049999237060547
2023-03-21,16.600000381469727
2023-03-22,16.3700008392334
2023-03-23,16.43000030517578
2023-03-24,16.18000030517578
2023-03-27,16.450000762939453
2023-03-28,16.290000915527344
2023-03-29,16.889999389648438
2023-03-30,17.90999984741211
2023-03-31,18.350000381469727
2023-04-03,18.299999237060547
2023-04-04,18.34000015258789
2023-04-05,18.15999984741211
2023-04-06,18.56999969482422
2023-04-10,18.600000381469727
2023-04-11,18.709999084472656
2023-04-12,18.639999389648438
2023-04-13,18.59000015258789
2023-04-14,17.790000915527344
2023-04-17,18.200000762939453
2023-04-18,18.209999084472656
2023-04-19,18.639999389648438
2023-04-20,18.559999465942383
2023-04-21,19.030000686645508
2023-04-24,21.719999313354492
2023-04-25,20.969999313354492
2023-04-26,20.889999389648438
2023-04-27,21.18000030517578
2023-04-28,21.1200008392334
2023-05-01,20.829999923706055
2023-05-02,20.959999084472656
2023-05-03,20.8700008392334
2023-05-04,20.809999465942383
2023-05-05,21.149999618530273
2023-05-08,20.920000076293945
2023-05-09,20.75
2023-05-10,21.170000076293945
2023-05-11,20.729999542236328
2023-05-12,20.479999542236328
2023-05-15,20.770000457763672
2023-05-16,20.6299991607666
2023-05-17,20.739999771118164
2023-05-18,20.389999389648438
2023-05-19,20.309999465942383
2023-05-22,20.190000534057617
2023-05-23,19.8700008392334
2023-05-24,19.489999771118164
2023-05-25,19.1299991607666
2023-05-26,19.469999313354492
2023-05-30,19.559999465942383
2023-05-31,18.8799991607666
2023-06-01,19.09000015258789
2023-06-02,19.469999313354492
2023-06-05,19.31999969482422
2023-06-06,19.350000381469727
2023-06-07,19.18000030517578
2023-06-08,19.530000686645508
2023-06-09,19.540000915527344
2023-06-12,19.899999618530273
2023-06-13,19.770000457763672
2023-06-14,19.969999313354492
2023-06-15,20.489999771118164
2023-06-16,20.40999984741211
2023-06-20,20.34000015258789
2023-06-21,20.25
2023-06-22,20.450000762939453
2023-06-23,20.329999923706055
2023-06-26,20.579999923706055
2023-06-27,20.950000762939453
2023-06-28,21.030000686645508
2023-06-29,21.100000381469727
2023-06-30,21.690000534057617
2023-07-03,21.479999542236328
2023-07-05,21.420000076293945
2023-07-06,21.049999237060547
2023-07-07,21.440000534057617
2023-07-10,21.690000534057617
2023-07-11,21.809999465942383
2023-07-12,22.450000762939453
2023-07-13,22.770000457763672
2023-07-14,22.729999542236328
2023-07-17,22.799999237060547
2023-07-18,23.0
2023-07-19,22.959999084472656
2023-07-20,23.09000015258789
2023-07-21,23.049999237060547
2023-07-24,21.510000228881836
2023-07-25,21.489999771118164
2023-07-26,20.889999389648438
2023-07-27,20.600000381469727
2023-07-28,20.8799991607666
2023-07-31,20.709999084472656
2023-08-01,20.6200008392334
2023-08-02,20.309999465942383
2023-08-03,20.559999465942383
2023-08-04,20.639999389648438
2023-08-07,20.790000915527344
2023-08-08,20.399999618530273
2023-08-09,20.420000076293945
2023-08-10,20.5
2023-08-11,20.260000228881836
2023-08-14,21.030000686645508
2023-08-15,21.010000228881836
2023-08-16,21.3799991607666
2023-08-17,22.190000534057617
2023-08-18,22.200000762939453
2023-08-21,22.469999313354492
2023-08-22,22.350000381469727
2023-08-23,22.200000762939453
2023-08-24,21.889999389648438
2023-08-25,22.030000686645508
2023-08-28,22.010000228881836
2023-08-29,22.559999465942383
2023-08-30,22.600000381469727
2023-08-31,22.329999923706055
2023-09-01,21.8799991607666
2023-09-05,21.729999542236328
2023-09-06,21.549999237060547
2023-09-07,21.329999923706055
2023-09-08,20.809999465942383
2023-09-11,21.6299991607666
2023-09-12,21.360000610351562
2023-09-13,21.309999465942383
2023-09-14,21.420000076293945
2023-09-15,21.420000076293945
2023-09-18,21.3799991607666
2023-09-19,21.34000015258789
2023-09-20,21.209999084472656
2023-09-21,20.520000457763672
2023-09-22,20.59000015258789
2023-09-25,20.479999542236328
2023-09-26,20.5
2023-09-27,20.170000076293945
2023-09-28,19.969999313354492
2023-09-29,19.940000534057617
2023-10-02,19.700000762939453
2023-10-03,19.479999542236328
2023-10-04,19.600000381469727
2023-10-05,19.709999084472656
2023-10-06,18.290000915527344
2023-10-09,18.639999389648438
2023-10-10,19.079999923706055
2023-10-11,19.139999389648438
2023-10-12,18.940000534057617
2023-10-13,18.81999969482422
2023-10-16,19.0
2023-10-17,19.020000457763672
2023-10-18,18.540000915527344
2023-10-19,18.31999969482422
2023-10-20,18.25
2023-10-23,18.829999923706055
2023-10-24,18.809999465942383
2023-10-25,18.219999313354492
2023-10-26,18.219999313354492
2023-10-27,18.5
2023-10-30,18.610000610351562
2023-10-31,18.959999084472656
2023-11-01,19.450000762939453
2023-11-02,20.18000030517578
2023-11-03,20.549999237060547
2023-11-06,20.079999923706055
2023-11-07,20.059999465942383
2023-11-08,19.959999084472656
2023-11-09,19.700000762939453
2023-11-10,19.790000915527344
2023-11-13,19.959999084472656
2023-11-14,20.81999969482422
2023-11-15,20.959999084472656
