Date,LHX
2023-04-11,198.91000366210938
2023-04-12,199.6199951171875
2023-04-13,201.49000549316406
2023-04-14,200.50999450683594
2023-04-17,202.5
2023-04-18,204.42999267578125
2023-04-19,203.5399932861328
2023-04-20,202.8699951171875
2023-04-21,202.02999877929688
2023-04-24,202.13999938964844
2023-04-25,199.32000732421875
2023-04-26,194.5399932861328
2023-04-27,198.0
2023-04-28,195.14999389648438
2023-05-01,194.7100067138672
2023-05-02,189.57000732421875
2023-05-03,186.6999969482422
2023-05-04,185.72999572753906
2023-05-05,187.72999572753906
2023-05-08,187.25999450683594
2023-05-09,188.8699951171875
2023-05-10,189.02000427246094
2023-05-11,186.8699951171875
2023-05-12,186.75
2023-05-15,186.8699951171875
2023-05-16,183.97000122070312
2023-05-17,185.8300018310547
2023-05-18,185.83999633789062
2023-05-19,184.39999389648438
2023-05-22,186.1999969482422
2023-05-23,184.69000244140625
2023-05-24,182.6999969482422
2023-05-25,176.38999938964844
2023-05-26,178.75999450683594
2023-05-30,176.33999633789062
2023-05-31,175.9199981689453
2023-06-01,176.91000366210938
2023-06-02,182.22000122070312
2023-06-05,182.52000427246094
2023-06-06,184.52000427246094
2023-06-07,187.13999938964844
2023-06-08,189.25
2023-06-09,188.58999633789062
2023-06-12,189.1199951171875
2023-06-13,189.11000061035156
2023-06-14,190.92999267578125
2023-06-15,193.3800048828125
2023-06-16,195.57000732421875
2023-06-20,195.3000030517578
2023-06-21,196.3800048828125
2023-06-22,194.10000610351562
2023-06-23,191.89999389648438
2023-06-26,191.72000122070312
2023-06-27,193.64999389648438
2023-06-28,191.74000549316406
2023-06-29,195.49000549316406
2023-06-30,195.77000427246094
2023-07-03,197.74000549316406
2023-07-05,197.17999267578125
2023-07-06,194.75
2023-07-07,194.66000366210938
2023-07-10,194.64999389648438
2023-07-11,197.3800048828125
2023-07-12,195.94000244140625
2023-07-13,198.4600067138672
2023-07-14,195.69000244140625
2023-07-17,197.97000122070312
2023-07-18,196.30999755859375
2023-07-19,198.8300018310547
2023-07-20,199.9199981689453
2023-07-21,199.97000122070312
2023-07-24,200.6699981689453
2023-07-25,201.5500030517578
2023-07-26,202.55999755859375
2023-07-27,189.75999450683594
2023-07-28,192.25999450683594
2023-07-31,189.49000549316406
2023-08-01,187.72000122070312
2023-08-02,185.9199981689453
2023-08-03,185.17999267578125
2023-08-04,186.4499969482422
2023-08-07,187.9199981689453
2023-08-08,185.5800018310547
2023-08-09,187.16000366210938
2023-08-10,186.41000366210938
2023-08-11,187.9499969482422
2023-08-14,186.4600067138672
2023-08-15,182.3699951171875
2023-08-16,182.55999755859375
2023-08-17,181.75
2023-08-18,181.47999572753906
2023-08-21,180.9199981689453
2023-08-22,180.2100067138672
2023-08-23,178.27000427246094
2023-08-24,177.85000610351562
2023-08-25,178.4600067138672
2023-08-28,178.08999633789062
2023-08-29,177.25
2023-08-30,177.8000030517578
2023-08-31,178.08999633789062
2023-09-01,177.25999450683594
2023-09-05,172.4499969482422
2023-09-06,170.19000244140625
2023-09-07,168.58999633789062
2023-09-08,167.94000244140625
2023-09-11,168.8800048828125
2023-09-12,169.10000610351562
2023-09-13,169.14999389648438
2023-09-14,171.55999755859375
2023-09-15,172.72000122070312
2023-09-18,175.1300048828125
2023-09-19,176.13999938964844
2023-09-20,174.64999389648438
2023-09-21,173.94000244140625
2023-09-22,173.57000732421875
2023-09-25,174.16000366210938
2023-09-26,173.47999572753906
2023-09-27,175.1999969482422
2023-09-28,172.33999633789062
2023-09-29,174.1199951171875
2023-10-02,171.55999755859375
2023-10-03,169.27999877929688
2023-10-04,163.77999877929688
2023-10-05,161.27999877929688
2023-10-06,163.88999938964844
2023-10-09,180.2100067138672
2023-10-10,177.57000732421875
2023-10-11,176.82000732421875
2023-10-12,173.8000030517578
2023-10-13,177.24000549316406
2023-10-16,179.0
2023-10-17,178.3000030517578
2023-10-18,179.5500030517578
2023-10-19,177.89999389648438
2023-10-20,176.10000610351562
2023-10-23,176.8699951171875
2023-10-24,173.02000427246094
2023-10-25,175.74000549316406
2023-10-26,175.2100067138672
2023-10-27,170.92999267578125
2023-10-30,174.36000061035156
2023-10-31,179.41000366210938
2023-11-01,178.72000122070312
2023-11-02,183.05999755859375
2023-11-03,185.6699981689453
2023-11-06,181.75999450683594
2023-11-07,182.88999938964844
2023-11-08,181.49000549316406
2023-11-09,180.75999450683594
2023-11-10,182.1699981689453
2023-11-13,183.85000610351562
2023-11-14,187.61000061035156
2023-11-15,187.44000244140625
2023-11-16,186.25999450683594
2023-11-17,185.69000244140625
2023-11-20,186.47999572753906
2023-11-21,188.55999755859375
2023-11-22,187.8300018310547
2023-11-24,191.00999450683594
2023-11-27,187.9199981689453
2023-11-28,189.10000610351562
2023-11-29,188.66000366210938
2023-11-30,190.80999755859375
2023-12-01,194.69000244140625
2023-12-04,199.27999877929688
2023-12-05,198.00999450683594
2023-12-06,198.9499969482422
2023-12-07,196.67999267578125
2023-12-08,195.80999755859375
2023-12-11,201.07000732421875
2023-12-12,200.30999755859375
2023-12-13,208.0800018310547
2023-12-14,206.60000610351562
2023-12-15,208.3699951171875
2023-12-18,209.8000030517578
2023-12-19,210.1199951171875
2023-12-20,206.5800018310547
2023-12-21,207.5399932861328
2023-12-22,208.49000549316406
2023-12-26,209.72000122070312
2023-12-27,209.88999938964844
2023-12-28,210.9199981689453
2023-12-29,210.6199951171875
2024-01-02,209.77999877929688
2024-01-03,209.82000732421875
2024-01-04,207.52999877929688
2024-01-05,205.2100067138672
2024-01-08,206.39999389648438
2024-01-09,203.5
2024-01-10,203.47000122070312
2024-01-11,202.9199981689453
2024-01-12,207.8000030517578
2024-01-16,205.08999633789062
2024-01-17,204.5399932861328
2024-01-18,205.72999572753906
2024-01-19,204.82000732421875
2024-01-22,206.82000732421875
2024-01-23,206.08999633789062
2024-01-24,204.25
2024-01-25,204.63999938964844
2024-01-26,209.2100067138672
2024-01-29,210.25
2024-01-30,210.72000122070312
2024-01-31,208.4199981689453
2024-02-01,209.47999572753906
2024-02-02,207.0
2024-02-05,207.13999938964844
2024-02-06,207.7100067138672
2024-02-07,209.55999755859375
2024-02-08,209.3000030517578
2024-02-09,209.83999633789062
2024-02-12,211.25999450683594
2024-02-13,207.97999572753906
2024-02-14,210.17999267578125
2024-02-15,211.27999877929688
2024-02-16,211.97999572753906
2024-02-20,211.8300018310547
2024-02-21,213.8000030517578
2024-02-22,213.4199981689453
2024-02-23,214.4499969482422
2024-02-26,211.74000549316406
2024-02-27,211.74000549316406
2024-02-28,213.19000244140625
2024-02-29,211.66000366210938
2024-03-01,209.80999755859375
2024-03-04,215.9600067138672
2024-03-05,213.8300018310547
2024-03-06,215.60000610351562
2024-03-07,213.02000427246094
2024-03-08,214.60000610351562
2024-03-11,214.61000061035156
2024-03-12,213.60000610351562
2024-03-13,215.72000122070312
2024-03-14,213.36000061035156
2024-03-15,212.86000061035156
2024-03-18,210.92999267578125
2024-03-19,211.4199981689453
2024-03-20,212.25
2024-03-21,213.14999389648438
2024-03-22,211.94000244140625
2024-03-25,211.69000244140625
2024-03-26,211.1300048828125
2024-03-27,212.5
2024-03-28,213.10000610351562
2024-04-01,208.55999755859375
2024-04-02,205.1999969482422
2024-04-03,204.27000427246094
2024-04-04,209.58999633789062
2024-04-05,208.9600067138672
2024-04-08,208.5
2024-04-09,206.14999389648438
2024-04-10,205.49000549316406
2024-04-11,202.38999938964844
2024-04-12,202.6199951171875
2024-04-15,203.22000122070312
2024-04-16,200.33999633789062
2024-04-17,201.39999389648438
2024-04-18,202.0800018310547
2024-04-19,205.4499969482422
2024-04-22,208.13999938964844
2024-04-23,207.67999267578125
2024-04-24,207.7100067138672
2024-04-25,207.36000061035156
2024-04-26,214.5399932861328
2024-04-29,217.05999755859375
2024-04-30,214.0500030517578
2024-05-01,211.75
2024-05-02,211.33999633789062
2024-05-03,212.24000549316406
2024-05-06,214.75
2024-05-07,215.91000366210938
2024-05-08,215.80999755859375
2024-05-09,219.49000549316406
2024-05-10,219.60000610351562
2024-05-13,220.5800018310547
2024-05-14,221.1300048828125
2024-05-15,222.08999633789062
2024-05-16,222.08999633789062
2024-05-17,223.57000732421875
2024-05-20,223.6199951171875
2024-05-21,225.25
2024-05-22,225.32000732421875
2024-05-23,223.11000061035156
2024-05-24,223.25
2024-05-28,218.8699951171875
2024-05-29,215.24000549316406
2024-05-30,219.1699981689453
2024-05-31,224.8300018310547
2024-06-03,226.64999389648438
2024-06-04,226.69000244140625
2024-06-05,224.14999389648438
2024-06-06,222.0399932861328
2024-06-07,221.89999389648438
2024-06-10,221.4199981689453
2024-06-11,220.22000122070312
2024-06-12,218.97000122070312
2024-06-13,219.1999969482422
2024-06-14,217.47000122070312
2024-06-17,220.69000244140625
2024-06-18,222.4499969482422
2024-06-20,224.10000610351562
2024-06-21,225.50999450683594
2024-06-24,225.49000549316406
2024-06-25,224.50999450683594
2024-06-26,223.47999572753906
2024-06-27,223.17999267578125
2024-06-28,224.5800018310547
2024-07-01,221.9600067138672
2024-07-02,223.60000610351562
2024-07-03,224.5800018310547
2024-07-05,224.07000732421875
2024-07-08,226.0
2024-07-09,225.9600067138672
2024-07-10,227.27000427246094
2024-07-11,230.33999633789062
2024-07-12,231.0399932861328
2024-07-15,234.5399932861328
2024-07-16,240.4199981689453
2024-07-17,238.25
2024-07-18,237.75999450683594
2024-07-19,234.77000427246094
2024-07-22,238.13999938964844
2024-07-23,240.02000427246094
2024-07-24,237.14999389648438
2024-07-25,243.27000427246094
2024-07-26,229.41000366210938
2024-07-29,224.77999877929688
2024-07-30,227.74000549316406
2024-07-31,226.88999938964844
2024-08-01,229.22000122070312
2024-08-02,230.19000244140625
2024-08-05,227.10000610351562
2024-08-06,225.9600067138672
2024-08-07,226.8300018310547
2024-08-08,230.6199951171875
2024-08-09,228.3300018310547
2024-08-12,228.8300018310547
2024-08-13,227.8800048828125
2024-08-14,226.05999755859375
2024-08-15,226.49000549316406
2024-08-16,228.5
2024-08-19,230.47999572753906
2024-08-20,229.63999938964844
2024-08-21,230.0500030517578
2024-08-22,231.2100067138672
2024-08-23,230.67999267578125
2024-08-26,228.9499969482422
2024-08-27,230.05999755859375
2024-08-28,231.9499969482422
2024-08-29,233.67999267578125
2024-08-30,236.6699981689453
2024-09-03,235.27999877929688
2024-09-04,236.5
2024-09-05,232.52000427246094
2024-09-06,227.22999572753906
2024-09-09,229.27000427246094
2024-09-10,227.88999938964844
2024-09-11,227.00999450683594
2024-09-12,228.1699981689453
2024-09-13,229.77000427246094
2024-09-16,231.7100067138672
2024-09-17,229.7100067138672
2024-09-18,229.7100067138672
2024-09-19,230.4600067138672
2024-09-20,233.2100067138672
2024-09-23,237.72999572753906
2024-09-24,234.74000549316406
2024-09-25,233.32000732421875
2024-09-26,231.55999755859375
2024-09-27,234.99000549316406
2024-09-30,237.8699951171875
2024-10-01,245.2899932861328
2024-10-02,244.66000366210938
2024-10-03,243.11000061035156
2024-10-04,243.66000366210938
2024-10-07,241.75999450683594
2024-10-08,241.27999877929688
2024-10-09,242.22000122070312
2024-10-10,242.35000610351562
2024-10-11,246.0399932861328
2024-10-14,248.22999572753906
2024-10-15,245.3000030517578
2024-10-16,248.13999938964844
2024-10-17,248.27999877929688
2024-10-18,248.77999877929688
2024-10-21,248.14999389648438
2024-10-22,244.92999267578125
2024-10-23,245.82000732421875
2024-10-24,244.1699981689453
2024-10-25,252.80999755859375
2024-10-28,248.02999877929688
2024-10-29,245.07000732421875
2024-10-30,245.41000366210938
2024-10-31,247.47000122070312
2024-11-01,247.47999572753906
2024-11-04,247.07000732421875
2024-11-05,250.9499969482422
2024-11-06,256.45001220703125
2024-11-07,254.80999755859375
2024-11-08,260.6000061035156
2024-11-11,264.2200012207031
2024-11-12,261.7200012207031
2024-11-13,261.6499938964844
2024-11-14,248.16000366210938
2024-11-15,247.0
2024-11-18,244.27000427246094
2024-11-19,243.5800018310547
2024-11-20,244.36000061035156
2024-11-21,246.60000610351562
