Date,LHX
2022-02-28,252.30999755859375
2022-03-01,255.0800018310547
2022-03-02,253.57000732421875
2022-03-03,255.47999572753906
2022-03-04,266.8800048828125
2022-03-07,270.739990234375
2022-03-08,261.8599853515625
2022-03-09,255.52999877929688
2022-03-10,254.0
2022-03-11,250.0
2022-03-14,250.11000061035156
2022-03-15,258.1099853515625
2022-03-16,243.42999267578125
2022-03-17,248.7899932861328
2022-03-18,246.4499969482422
2022-03-21,253.86000061035156
2022-03-22,251.99000549316406
2022-03-23,255.25999450683594
2022-03-24,256.8800048828125
2022-03-25,257.8500061035156
2022-03-28,249.4499969482422
2022-03-29,246.60000610351562
2022-03-30,251.80999755859375
2022-03-31,248.47000122070312
2022-04-01,253.1699981689453
2022-04-04,252.63999938964844
2022-04-05,256.44000244140625
2022-04-06,257.8999938964844
2022-04-07,260.79998779296875
2022-04-08,258.0299987792969
2022-04-11,256.57000732421875
2022-04-12,257.20001220703125
2022-04-13,254.25
2022-04-14,257.4100036621094
2022-04-18,259.7300109863281
2022-04-19,257.7300109863281
2022-04-20,257.82000732421875
2022-04-21,246.08999633789062
2022-04-22,247.8800048828125
2022-04-25,242.9199981689453
2022-04-26,240.35000610351562
2022-04-27,241.05999755859375
2022-04-28,239.08999633789062
2022-04-29,232.25999450683594
2022-05-02,235.2100067138672
2022-05-03,237.52999877929688
2022-05-04,241.8000030517578
2022-05-05,241.47999572753906
2022-05-06,243.8300018310547
2022-05-09,239.25
2022-05-10,237.67999267578125
2022-05-11,238.47999572753906
2022-05-12,235.55999755859375
2022-05-13,236.17999267578125
2022-05-16,238.9600067138672
2022-05-17,241.61000061035156
2022-05-18,237.85000610351562
2022-05-19,232.74000549316406
2022-05-20,229.39999389648438
2022-05-23,233.8300018310547
2022-05-24,237.66000366210938
2022-05-25,236.64999389648438
2022-05-26,236.7899932861328
2022-05-27,240.9199981689453
2022-05-31,240.89999389648438
2022-06-01,241.49000549316406
2022-06-02,240.69000244140625
2022-06-03,243.13999938964844
2022-06-06,241.10000610351562
2022-06-07,246.38999938964844
2022-06-08,244.4600067138672
2022-06-09,240.58999633789062
2022-06-10,240.42999267578125
2022-06-13,233.25
2022-06-14,226.9199981689453
2022-06-15,226.6999969482422
2022-06-16,222.0800018310547
2022-06-17,221.57000732421875
2022-06-21,229.60000610351562
2022-06-22,229.63999938964844
2022-06-23,228.38999938964844
2022-06-24,233.5500030517578
2022-06-27,236.80999755859375
2022-06-28,235.82000732421875
2022-06-29,237.80999755859375
2022-06-30,241.6999969482422
2022-07-01,243.24000549316406
2022-07-05,230.9600067138672
2022-07-06,239.60000610351562
2022-07-07,238.57000732421875
2022-07-08,238.1699981689453
2022-07-11,238.55999755859375
2022-07-12,232.19000244140625
2022-07-13,227.02000427246094
2022-07-14,221.91000366210938
2022-07-15,223.83999633789062
2022-07-18,220.1199951171875
2022-07-19,225.63999938964844
2022-07-20,224.3699951171875
2022-07-21,224.08999633789062
2022-07-22,225.1300048828125
2022-07-25,226.3000030517578
2022-07-26,223.75
2022-07-27,223.89999389648438
2022-07-28,231.7899932861328
2022-07-29,239.97000122070312
2022-08-01,241.0
2022-08-02,243.97000122070312
2022-08-03,241.36000061035156
2022-08-04,237.85000610351562
2022-08-05,234.5800018310547
2022-08-08,231.75
2022-08-09,233.5
2022-08-10,234.67999267578125
2022-08-11,231.2899932861328
2022-08-12,236.74000549316406
2022-08-15,240.02999877929688
2022-08-16,239.3300018310547
2022-08-17,239.8800048828125
2022-08-18,238.3800048828125
2022-08-19,238.42999267578125
2022-08-22,231.1999969482422
2022-08-23,232.13999938964844
2022-08-24,233.0800018310547
2022-08-25,238.44000244140625
2022-08-26,234.05999755859375
2022-08-29,233.27999877929688
2022-08-30,231.24000549316406
2022-08-31,228.19000244140625
2022-09-01,227.49000549316406
2022-09-02,227.1999969482422
2022-09-06,229.77000427246094
2022-09-07,233.14999389648438
2022-09-08,233.72000122070312
2022-09-09,236.13999938964844
2022-09-12,234.75
2022-09-13,226.3300018310547
2022-09-14,233.9600067138672
2022-09-15,228.42999267578125
2022-09-16,230.00999450683594
2022-09-19,230.07000732421875
2022-09-20,228.47000122070312
2022-09-21,228.72000122070312
2022-09-22,226.00999450683594
2022-09-23,220.38999938964844
2022-09-26,215.6699981689453
2022-09-27,212.55999755859375
2022-09-28,214.57000732421875
2022-09-29,209.35000610351562
2022-09-30,207.8300018310547
2022-10-03,217.39999389648438
2022-10-04,224.1199951171875
2022-10-05,220.83999633789062
2022-10-06,220.5
2022-10-07,224.32000732421875
2022-10-10,230.44000244140625
2022-10-11,231.5
2022-10-12,224.1699981689453
2022-10-13,227.52999877929688
2022-10-14,218.50999450683594
2022-10-17,223.55999755859375
2022-10-18,236.5800018310547
2022-10-19,237.61000061035156
2022-10-20,239.0
2022-10-21,247.1999969482422
2022-10-24,248.11000061035156
2022-10-25,248.22999572753906
2022-10-26,249.99000549316406
2022-10-27,252.8000030517578
2022-10-28,248.74000549316406
2022-10-31,246.47000122070312
2022-11-01,241.14999389648438
2022-11-02,238.80999755859375
2022-11-03,234.97999572753906
2022-11-04,229.3300018310547
2022-11-07,230.5800018310547
2022-11-08,236.08999633789062
2022-11-09,237.6699981689453
2022-11-10,239.33999633789062
2022-11-11,224.75
2022-11-14,217.8000030517578
2022-11-15,221.24000549316406
2022-11-16,221.5
2022-11-17,221.5
2022-11-18,224.0
2022-11-21,225.35000610351562
2022-11-22,225.32000732421875
2022-11-23,226.42999267578125
2022-11-25,228.67999267578125
2022-11-28,225.86000061035156
2022-11-29,225.61000061035156
2022-11-30,227.0800018310547
2022-12-01,225.38999938964844
2022-12-02,230.0
2022-12-05,224.7100067138672
2022-12-06,218.75999450683594
2022-12-07,217.91000366210938
2022-12-08,217.80999755859375
2022-12-09,215.52999877929688
2022-12-12,217.58999633789062
2022-12-13,216.14999389648438
2022-12-14,218.0399932861328
2022-12-15,216.47999572753906
2022-12-16,213.27000427246094
2022-12-19,205.5500030517578
2022-12-20,205.60000610351562
2022-12-21,206.97999572753906
2022-12-22,204.80999755859375
2022-12-23,206.24000549316406
2022-12-27,206.4499969482422
2022-12-28,204.55999755859375
2022-12-29,206.66000366210938
2022-12-30,208.2100067138672
2023-01-03,206.92999267578125
2023-01-04,206.92999267578125
2023-01-05,206.1300048828125
2023-01-06,206.17999267578125
2023-01-09,201.07000732421875
2023-01-10,201.9499969482422
2023-01-11,199.91000366210938
2023-01-12,199.75
2023-01-13,197.16000366210938
2023-01-17,194.64999389648438
2023-01-18,192.97000122070312
2023-01-19,191.4499969482422
2023-01-20,192.50999450683594
2023-01-23,194.25
2023-01-24,194.72000122070312
2023-01-25,197.67999267578125
2023-01-26,196.5399932861328
2023-01-27,212.10000610351562
2023-01-30,211.91000366210938
2023-01-31,214.82000732421875
2023-02-01,215.85000610351562
2023-02-02,212.0399932861328
2023-02-03,210.9499969482422
2023-02-06,212.3300018310547
2023-02-07,212.42999267578125
2023-02-08,211.94000244140625
2023-02-09,210.36000061035156
2023-02-10,215.66000366210938
2023-02-13,214.47999572753906
2023-02-14,212.8699951171875
2023-02-15,213.27000427246094
2023-02-16,211.4499969482422
2023-02-17,214.02000427246094
2023-02-21,212.42999267578125
2023-02-22,212.05999755859375
2023-02-23,209.5500030517578
2023-02-24,210.14999389648438
2023-02-27,210.6999969482422
2023-02-28,211.19000244140625
2023-03-01,210.0800018310547
2023-03-02,212.17999267578125
2023-03-03,214.16000366210938
2023-03-06,213.91000366210938
2023-03-07,211.83999633789062
2023-03-08,207.92999267578125
2023-03-09,204.38999938964844
2023-03-10,203.3699951171875
2023-03-13,201.35000610351562
2023-03-14,202.58999633789062
2023-03-15,200.77999877929688
2023-03-16,202.27000427246094
2023-03-17,195.25
2023-03-20,197.0399932861328
2023-03-21,197.8000030517578
2023-03-22,192.19000244140625
2023-03-23,190.77999877929688
2023-03-24,193.1300048828125
2023-03-27,194.5399932861328
2023-03-28,191.9499969482422
2023-03-29,194.63999938964844
2023-03-30,194.72000122070312
2023-03-31,196.24000549316406
2023-04-03,198.9499969482422
2023-04-04,197.10000610351562
2023-04-05,197.39999389648438
2023-04-06,197.00999450683594
2023-04-10,199.22000122070312
